accession	contrast	organism	unit	n_case	n_control	method	gene	gene_class	mean_case	mean_control	baseMean	log2fc_case_vs_control	stat	pvalue	padj_genome	padj_panel	low_expression	direction	detect_case	detect_control	rank_biserial	note
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN1	claudin	2568.0	2084.3333333333335	2391.705955005506	0.3448744657704857	0.721481788289249	0.47061314161640466	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN2	claudin	18.0	24.333333333333332	21.18356562199795	-0.46664139588918346	-0.5778151082328414	0.5633889539606305	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN3	claudin	3127.3333333333335	2295.6666666666665	2766.3164816455414	0.48151399269487566	1.163989710399854	0.24442818170660585	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN4	claudin	28423.333333333332	27074.666666666668	28169.023805413646	0.10486481778119575	0.28683252105332463	0.7742405605314301	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN5	claudin	3.0	2.6666666666666665	2.8768941916465693	0.15101385053260838	0.12002300302985897	0.9044649258941069	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN6	claudin	3.6666666666666665	7.0	5.38014394875922	-0.9635746113967539	-1.0426429955102938	0.29711366826334307	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN7	claudin	7696.666666666667	7199.333333333333	7569.460913271105	0.1421868179129742	0.3578731869124244	0.720438217334002	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN8	claudin	0.6666666666666666	0.0		1.2223924213364477					True	LOW				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN9	claudin	856.0	667.0	778.8994380916538	0.3746157213640315	0.8934715802031897	0.3716046849127421	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN10	claudin	0.0	0.0		0.0					True	LOW				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN11	claudin	0.3333333333333333	0.0		0.736965594166206					True	LOW				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN12	claudin	3064.6666666666665	3299.6666666666665	3226.693272901362	-0.06830230119016541	-0.18382025643271133	0.8541544645805121	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN14	claudin	3.0	0.6666666666666666	1.7340095231513681	2.2790669816771	1.2392354305647764	0.21525832300296655	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN15	claudin	92.0	82.0	86.99212054661034	0.20597293062982241	0.5778006267560062	0.5633987320886299	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN16	claudin	3.3333333333333335	2.0	2.718638216022443	0.880664181828545	0.6597200224110171	0.5094335152898096	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN18	claudin	96.66666666666667	68.33333333333333	85.19362787952922	0.5566926153600696	0.8565070564468998	0.3917173713782811	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN23	claudin	646.6666666666666	654.6666666666666	660.1978068025654	0.013749448805641634	0.03795891239618182	0.9697204415589095	0.9999773475338231	0.9697204415589095	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	TACSTD2	surface	22528.0	19235.333333333332	21501.96161702641	0.2535435285187859	0.5596634270789215	0.5757090328847878	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	TJP1	tight_junction	2470.6666666666665	2298.0	2404.8463919206965	0.09746327229689744	0.29796369170021314	0.7657308754261757	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	TJP2	tight_junction	128.66666666666666	140.33333333333334	133.8894107079724	-0.09504845490257134	-0.27386299001033504	0.7841899142696193	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	TJP3	tight_junction	306.3333333333333	269.6666666666667	288.29279201973924	0.22178044273717645	0.7724151233596148	0.4398685994961955	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	OCLN	tight_junction	2402.6666666666665	2060.0	2288.804169900316	0.24329812350349703	0.5710007213648961	0.5679991538577664	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	CDH1	tight_junction	12688.0	11473.333333333334	12458.640491462762	0.15356228824153126	0.3400403041389511	0.7338261761237326	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	F11R	tight_junction	2715.3333333333335	2675.6666666666665	2722.8315913459405	0.05036534052431397	0.15794001840398147	0.8745040636731134	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	CGN	tight_junction	2059.6666666666665	1935.0	2050.262220875462	0.08669481585530445	0.21000817713205042	0.8336612909218661	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	MARVELD2	tight_junction	989.0	914.6666666666666	954.3935776905599	0.15674131133717295	0.563329564855844	0.5732104896961683	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	CGAS	sensor	53.0	142.33333333333334	96.35871011894737	-1.4004800811955576	-2.1338931657388973	0.03285152705329092	0.9999773475338231	0.7458098398403418	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	MB21D1	sensor									True	ABSENT				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	STING1	sensor									True	ABSENT				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	TMEM173	sensor	52.666666666666664	46.333333333333336	51.32830470737236	0.20629142493866215	0.367203230982813	0.7134674294416277	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	TBK1	sensor	530.6666666666666	586.0	545.3244969211086	-0.10541109295352107	-0.4244222436982141	0.6712579013794452	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	IRF3	sensor	2042.6666666666667	2345.6666666666665	2145.5872147347363	-0.14250861747567456	-0.5448329702339376	0.5858684005514029	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	IFNL1	ifnl	2.3333333333333335	3.0	2.8533515112723973	-0.4393163919173808	-0.2932287440736261	0.7693473146375467	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	IFNL2	ifnl	2.0	0.6666666666666666		1.0995356735509147					False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	IFNL3	ifnl	4.333333333333333	0.0	2.264452612792845	4.6403082662220365	1.7696042925118867	0.07679308328934839	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	IFNLR1	ifnl	227.0	235.66666666666666	231.91510920745677	-0.02859262554528026	-0.09903174119268038	0.9211130681426846	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	IL10RB	ifnl	4.666666666666667	4.333333333333333	4.692132504401447	0.17035956676391445	0.1419498074916099	0.8871196519215534	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	ISG15	isg_control	2173.6666666666665	2741.3333333333335	2461.3537721112666	-0.30234722598600566	-0.8988774633911673	0.3687179332996282	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	IFIT1	isg_control	621.0	874.6666666666666	791.7268618071013	-0.4986161546742855	-0.5085732409908018	0.6110513893961929	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	MX1	isg_control	973.6666666666666	1241.0	1173.3820054087726	-0.3756461588229446	-0.36587232011444887	0.7144603517912735	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	OAS1	isg_control	1669.3333333333333	1831.3333333333333	1775.3919641833247	-0.12129022146458994	-0.34187215847603664	0.7324471028942536	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	CXCL10	isg_control	2.3333333333333335	1.6666666666666667	2.0269594659454584	0.5347201021473688	0.34835467922637176	0.7275738341674725	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	CCL5	isg_control	33.333333333333336	29.333333333333332	33.838907030716456	0.20192955953212063	0.21279270159141225	0.8314886566663193	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	CXCL8	isg_control	2128.3333333333335	1304.0	1737.242309609318	0.7480820144625536	2.1119722474069755	0.034688829760015895	0.9999773475338231	0.7458098398403418	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	MAP1LC3B	autophagy_aa	1568.6666666666667	1396.6666666666667	1468.8993332023158	0.2182101875781326	0.9391706563222894	0.3476431321841803	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	SQSTM1	autophagy_aa	17762.666666666668	14900.666666666666	15931.085402273528	0.31216045117702373	1.2464161587375955	0.2126116519754907	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	BECN1	autophagy_aa	813.6666666666666	868.0	813.923276550564	-0.040479602510777875	-0.13605158253148983	0.891780503066741	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	SLC1A5	autophagy_aa	7038.666666666667	7253.333333333333	7247.908130646997	-0.013317854928213165	-0.03815643089058786	0.9695629586913316	0.9999773475338231	0.9697204415589095	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_reversine_vs_DMSO	human	bulk_library	3	3	pydeseq2_wald	SLC7A5	autophagy_aa	7951.0	9286.0	8895.501127031961	-0.2223337433100522	-0.46195745803579247	0.6441118284032135	0.9999773475338231	0.9660454129301326	False	NS				OE33 cGAS KO: reversine vs DMSO. Tests whether the reversine shift needs cGAS.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN1	claudin	2084.3333333333335	1038.3333333333333	1557.7511122310818	0.9099562188110498	2.240085581485783	0.025085367408889666	0.5381309162209187	0.1114905218172874	False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN2	claudin	24.333333333333332	0.6666666666666666	12.234324694924254	5.092666585041108	3.9164005433184017	8.988087049928931e-05	0.016731823381612148	0.001797617409985786	False	UP				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN3	claudin	2295.6666666666665	1638.0	1967.5596628326011	0.3841942633686302	0.9396624331412783	0.34739074056703245	0.9996011108272418	0.6634698396480215	False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN4	claudin	27074.666666666668	19897.0	23463.0517661098	0.3375457017592041	1.0024177677368313	0.3161418643038044	0.9996011108272418	0.6634698396480215	False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN5	claudin	2.6666666666666665	1.6666666666666667	2.19522102840079	0.5905170440184202	0.42252941293704477	0.6726386365671748	0.9996011108272418	0.8968515154228998	False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN6	claudin	7.0	4.666666666666667	5.88678516974898	0.4891050654109301	0.5526671635685536	0.5804913421664948	0.9996011108272418	0.8292733459521354	False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN7	claudin	7199.333333333333	5788.666666666667	6488.063183501302	0.20335197377449246	0.5602173851675427	0.5753311701323301	0.9996011108272418	0.8292733459521354	False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN8	claudin	0.0	1.0		-1.5849625007211563					False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN9	claudin	667.0	596.0	637.7669163194815	0.07565344959197416	0.209400624326903	0.8341355054253377	0.9996011108272418	0.901768113973338	False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN10	claudin	0.0	0.3333333333333333		-0.736965594166206					True	LOW				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN11	claudin	0.0	0.0		0.0					True	LOW				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN12	claudin	3299.6666666666665	3492.6666666666665	3413.0518773291733	-0.1911976884024938	-0.5886254409994537	0.5561125636385442	0.9996011108272418	0.8292733459521354	False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN14	claudin	0.6666666666666666	0.6666666666666666		0.0					False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN15	claudin	82.0	88.0	84.79610816330904	-0.23554017386801165	-0.7165930489213082	0.4736252347611021	0.9996011108272418	0.8292733459521354	False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN16	claudin	2.0	0.6666666666666666		1.0995356735509147					False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN18	claudin	68.33333333333333	17.333333333333332	42.311528767935485	1.878450598248485	2.719609150325233	0.006535912009168995	0.2772219488648541	0.0435727467277933	False	UP				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	CLDN23	claudin	654.6666666666666	461.6666666666667	557.5339455760023	0.3977746128927066	1.2417811268661836	0.21431732794706526	0.9917605498555624	0.572163251076469	False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	TACSTD2	surface	19235.333333333332	16870.666666666668	18255.20548756063	0.10693825556332383	0.26753879693848837	0.7890543467975364	0.9996011108272418	0.901768113973338	False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	TJP1	tight_junction	2298.0	2028.0	2177.487534472831	0.0860859553820906	0.28507854127720206	0.7755839697964029	0.9996011108272418	0.901768113973338	False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	TJP2	tight_junction	140.33333333333334	143.33333333333334	141.38527100892554	-0.16335735964080053	-0.5678518773500926	0.5701355505453909	0.9996011108272418	0.8292733459521354	False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	TJP3	tight_junction	269.6666666666667	373.0	322.7451798747531	-0.5983331305206044	-1.9328931798710478	0.053249358220304105	0.7233259244722419	0.20997528112980834	False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	OCLN	tight_junction	2060.0	1439.0	1761.1155002392425	0.43202891397653875	1.1992433047535558	0.2304333532114644	0.9996011108272418	0.572163251076469	False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	CDH1	tight_junction	11473.333333333334	9352.666666666666	10563.477311229666	0.22457092135950107	0.5774900162903427	0.5636084810075237	0.9996011108272418	0.8292733459521354	False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	F11R	tight_junction	2675.6666666666665	3052.3333333333335	2880.6218322445916	-0.3006914952183698	-1.000742628431632	0.31695125262972634	0.9996011108272418	0.6634698396480215	False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	CGN	tight_junction	1935.0	1893.0	1945.7033156865884	-0.03945682462278442	-0.1076424086438863	0.9142793551802862	0.9996011108272418	0.9194689994731795	False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	MARVELD2	tight_junction	914.6666666666666	853.0	879.7418709520135	-0.02928796107428993	-0.12201848600214064	0.9028843779515877	0.9996011108272418	0.9194689994731795	False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	CGAS	sensor	142.33333333333334	623.0	391.8678515725073	-2.265886123487404	-2.5498595474910877	0.010776632484502047	0.36697500131168154	0.06158075705429742	False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	MB21D1	sensor									True	ABSENT				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	STING1	sensor									True	ABSENT				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	TMEM173	sensor	46.333333333333336	77.66666666666667	63.46606715124812	-0.8245541480980205	-1.859243832888017	0.0629925843389425	0.7653210718017713	0.20997528112980834	False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	TBK1	sensor	586.0	549.3333333333334	558.7161779568513	-0.0679715154706887	-0.2992874860308426	0.7647207019590544	0.9996011108272418	0.901768113973338	False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	IRF3	sensor	2345.6666666666665	1660.0	1950.6337256704946	0.329600699688062	1.530927019762886	0.12578743050724564	0.8963039582539544	0.38703824771460194	False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	IFNL1	ifnl	3.0	1.0	2.1172605774007462	1.5848749545318999	0.9378496804043843	0.3483216658152113	0.9996011108272418	0.6634698396480215	False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	IFNL2	ifnl	0.6666666666666666	0.0		1.2223924213364477					True	LOW				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	IFNL3	ifnl	0.0	0.0		0.0					True	LOW				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	IFNLR1	ifnl	235.66666666666666	129.66666666666666	180.56914217100112	0.7408352443672036	2.742472169645905	0.006097861697372609	0.26128791528844164	0.0435727467277933	False	UP				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	IL10RB	ifnl	4.333333333333333	5.333333333333333	4.906558510720719	-0.40123552200441337	-0.35169863810391405	0.7250642820313653	0.9996011108272418	0.901768113973338	False	NS				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	ISG15	isg_control	2741.3333333333335	1395.6666666666667	2038.3298238217349	0.8514514746201443	3.0202598120756723	0.002525579354261592	0.16658880512322324	0.025255793542615916	False	UP				OE33 cGAS KO vs Cas9 in DMSO.
GSE315942	OE33_cGASKO_vs_Cas9_DMSO	human	bulk_library	3	3	pydeseq2_wald	IFIT1	isg_control	874.6666666666666	150.66666666666666	525.9183511191409	2.5103306491642683	4.682058107582782	2.840089430105009e-06	0.0011605575198043736	0.00011360357720420035	False	UP				OE33 cGAS KO vs Cas9 in DMSO.
