ligand	receptor	pathway	pair_origin	n_sender	n_receiver	ligand_mean_high	receptor_mean	ligand_frac_high	receptor_frac	cpdb_mean_score_high	product_score	pass_expr_prop_high	cpdb_mean_score_low	pass_expr_prop_low	ligand_frac_low	ligand_mean_low	delta_high_minus_low
BDNF	NTRK2	other	cellphonedb_v5_interactors	15569	48012	0.007939751259982586	0.006518173962831497	0.013488342218511144	0.0044363909022744315	0.0072289626114070415	5.1752679934177065e-05	False	0.008139570709317923	False	0.016123851737650158	0.009760967455804348	-0.000910608097910881
INHBC	ACVR2A	other	cellphonedb_v5_interactors	15569	48012	0.0	0.01440382655709982	0.0	0.010768141298008831	0.00720191327854991	0.0	False	0.007220220493763918	False	6.423845313804844e-05	3.661443042801693e-05	-1.8307215214008465e-05
CYP21A2	NR3C2	other	cellphonedb_v5_interactors	15569	48012	0.00447967229411006	0.009840820915997028	0.009377609351917272	0.007144047321502958	0.007160246605053544	4.408365280869067e-05	False	0.009199978318065405	False	0.020749020363589644	0.008559135720133781	-0.002039731713011861
GLS2+SLC1A1	GRM3	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0012727509019896388	0.02768321664846811	0.0008956094309755894	0.007115263433661312	1.649202104765722e-05	False	0.008871467725839466	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A7	GRM3	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0012727509019896388	0.027297835442224933	0.0008956094309755894	0.007115263433661312	1.649202104765722e-05	False	0.008871467725839466	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
INHA	ACVR1B+ACVR2A	other	cellphonedb_v5_interactors	15569	48012	0.0031921565532684326	0.011018142104148865	0.007001091913417689	0.007998000499875032	0.007105149328708649	3.5171634522601636e-05	False	0.008163557387888432	False	0.007323183657737522	0.005308972671627998	-0.0010584080591797829
INHA	ACVR1B+ACVR2B	other	cellphonedb_v5_interactors	15569	48012	0.0031921565532684326	0.011018142104148865	0.007001091913417689	0.007998000499875032	0.007105149328708649	3.5171634522601636e-05	False	0.008163557387888432	False	0.007323183657737522	0.005308972671627998	-0.0010584080591797829
INHA+INHBA	ACVR1B+ACVR2A	other	cellphonedb_v5_interactors	15569	48012	0.0031921565532684326	0.011018142104148865	0.007001091913417689	0.007998000499875032	0.007105149328708649	3.5171634522601636e-05	False	0.008163557387888432	False	0.007323183657737522	0.005308972671627998	-0.0010584080591797829
INHA+INHBA	ACVR1B+ACVR2B	other	cellphonedb_v5_interactors	15569	48012	0.0031921565532684326	0.011018142104148865	0.007001091913417689	0.007998000499875032	0.007105149328708649	3.5171634522601636e-05	False	0.008163557387888432	False	0.007323183657737522	0.005308972671627998	-0.0010584080591797829
INHA+INHBB	ACVR1B+ACVR2A	other	cellphonedb_v5_interactors	15569	48012	0.0031921565532684326	0.011018142104148865	0.007001091913417689	0.007998000499875032	0.007105149328708649	3.5171634522601636e-05	False	0.008163557387888432	False	0.007323183657737522	0.005308972671627998	-0.0010584080591797829
INHA+INHBB	ACVR1B+ACVR2B	other	cellphonedb_v5_interactors	15569	48012	0.0031921565532684326	0.011018142104148865	0.007001091913417689	0.007998000499875032	0.007105149328708649	3.5171634522601636e-05	False	0.008163557387888432	False	0.007323183657737522	0.005308972671627998	-0.0010584080591797829
SCT	VIPR2	other	cellphonedb_v5_interactors	15569	48012	0.0012534356210380793	0.01277877390384674	0.0028261288457832874	0.007852203615762726	0.00701610476244241	1.601737040427334e-05	False	0.0071580479852855206	False	0.0027622534849360827	0.0015373220667243004	-0.00014194322284311056
NRG2	ERBB3	other	cellphonedb_v5_interactors	15569	48012	0.005005716811865568	0.008887414820492268	0.010662213372727858	0.005581937848871115	0.006946565816178918	4.4487881780961355e-05	False	0.008001975249499083	False	0.017858289972377466	0.0071165356785058975	-0.0010554094333201647
LRRC4C	PTPRF	other	cellphonedb_v5_interactors	15569	48012	0.0017207188066095114	0.01212103758007288	0.0030830496499454044	0.007893859868366241	0.006920878193341196	2.0856897319652045e-05	False	0.008079866180196404	False	0.006745037579495085	0.004038694780319929	-0.0011589879868552089
WNT9A	FZD3+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.011249445378780365	0.002587399911135435	0.02267326096730683	0.0017495626093476631	0.0069184226449579	2.9106813973379247e-05	False	0.00683138775639236	False	0.024860281364424745	0.011075375601649284	8.703488856554031e-05
WNT9A	FZD6+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.011249445378780365	0.002587399911135435	0.02267326096730683	0.0017495626093476631	0.0069184226449579	2.9106813973379247e-05	False	0.00683138775639236	False	0.024860281364424745	0.011075375601649284	8.703488856554031e-05
ULBP1	HCST+KLRK1	MHC_I_partial	cellphonedb_v5_interactors	15569	48012	0.006272096186876297	0.007483921945095062	0.012846040208105852	0.004873781554611347	0.00687800906598568	4.693987829471058e-05	False	0.0056816242868080735	False	0.008864906533050684	0.003879326628521085	0.001196384779177606
COL8A2	ITGA2+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.004606818314641714	0.009142288938164711	0.01046952276960627	0.0061234691327168205	0.0068745536264032125	4.211686411808354e-05	False	0.006805991055443883	False	0.012654975268195541	0.004469693172723055	6.85625709593296e-05
WNT4	FZD3+LRP6	other	cellphonedb_v5_interactors	15569	48012	0.009911147877573967	0.003747360548004508	0.0215171173485773	0.0027909689244355576	0.0068292542127892375	3.71406445418593e-05	False	0.006262185866944492	False	0.019207297488276483	0.008777011185884476	0.0005670683458447456
WNT4	FZD6+LRP6	other	cellphonedb_v5_interactors	15569	48012	0.009911147877573967	0.003747360548004508	0.0215171173485773	0.0027909689244355576	0.0068292542127892375	3.71406445418593e-05	False	0.006262185866944492	False	0.019207297488276483	0.008777011185884476	0.0005670683458447456
NMS	NMUR1	other	cellphonedb_v5_interactors	15569	48012	0.0	0.01355310995131731	0.0	0.009164375572773473	0.006776554975658655	0.0	False	0.006776554975658655	False	0.0	0.0	0.0
CSF3	CSF3R	other	cellphonedb_v5_interactors	15569	48012	0.00874262023717165	0.004803675692528486	0.014580255636200141	0.003353328334583021	0.006773147964850068	4.1996712322309084e-05	False	0.008645012741908431	False	0.01850067450375795	0.012486349791288376	-0.001871864777058363
WNT7A	FZD3+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.010931728407740593	0.002587399911135435	0.02241634016314471	0.0017495626093476631	0.006759564159438014	2.8284753110744722e-05	False	0.0042692325077950954	False	0.014517890409198946	0.005951065104454756	0.0024903316516429186
WNT7A	FZD6+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.010931728407740593	0.002587399911135435	0.02241634016314471	0.0017495626093476631	0.006759564159438014	2.8284753110744722e-05	False	0.0042692325077950954	False	0.014517890409198946	0.005951065104454756	0.0024903316516429186
GDF5	ACVR2A+BMPR1A	other	cellphonedb_v5_interactors	15569	48012	0.0030864637810736895	0.010384726338088512	0.007193782516539277	0.007623094226443389	0.006735595059581101	3.20520817188722e-05	False	0.007153262617066503	False	0.00944305261129312	0.003921798896044493	-0.00041766755748540163
GDF5	ACVR2B+BMPR1A	other	cellphonedb_v5_interactors	15569	48012	0.0030864637810736895	0.010384726338088512	0.007193782516539277	0.007623094226443389	0.006735595059581101	3.20520817188722e-05	False	0.007153262617066503	False	0.00944305261129312	0.003921798896044493	-0.00041766755748540163
GDF7	ACVR2A+BMPR1A	other	cellphonedb_v5_interactors	15569	48012	0.0030811347533017397	0.010384726338088512	0.006808401310296101	0.007623094226443389	0.006732930545695126	3.199674122381243e-05	False	0.006387021858245134	False	0.004753645532215584	0.0023893173784017563	0.0003459086874499917
GDF7	ACVR2B+BMPR1A	other	cellphonedb_v5_interactors	15569	48012	0.0030811347533017397	0.010384726338088512	0.006808401310296101	0.007623094226443389	0.006732930545695126	3.199674122381243e-05	False	0.006387021858245134	False	0.004753645532215584	0.0023893173784017563	0.0003459086874499917
GDF7	BMPR1A+BMPR2	other	cellphonedb_v5_interactors	15569	48012	0.0030811347533017397	0.010384726338088512	0.006808401310296101	0.007623094226443389	0.006732930545695126	3.199674122381243e-05	False	0.006387021858245134	False	0.004753645532215584	0.0023893173784017563	0.0003459086874499917
WNT9A	SFRP4	other	cellphonedb_v5_interactors	15569	48012	0.011249445378780365	0.0021746037527918816	0.02267326096730683	0.0014787969674248105	0.006712024565786123	2.446308613752307e-05	False	0.006624989677220583	False	0.024860281364424745	0.011075375601649284	8.703488856554031e-05
WNT2B	FZD3+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.010828766971826553	0.002587399911135435	0.019461750915280365	0.0017495626093476631	0.006708083441480994	2.801835070061036e-05	False	0.006869070464745164	False	0.02010663583220916	0.011150741018354893	-0.0001609870232641697
WNT2B	FZD6+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.010828766971826553	0.002587399911135435	0.019461750915280365	0.0017495626093476631	0.006708083441480994	2.801835070061036e-05	False	0.006869070464745164	False	0.02010663583220916	0.011150741018354893	-0.0001609870232641697
GLS2+SLC1A1	GRM2	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0004379349120426923	0.02768321664846811	0.0003124218945263684	0.006697855438687839	5.674662477647013e-06	False	0.008454059730865993	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A7	GRM2	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0004379349120426923	0.027297835442224933	0.0003124218945263684	0.006697855438687839	5.674662477647013e-06	False	0.008454059730865993	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
EFNB3	EPHB4	other	cellphonedb_v5_interactors	15569	48012	0.010328511707484722	0.0030532388482242823	0.019461750915280365	0.0020203282512705157	0.006690875277854502	3.153541318963167e-05	False	0.007026018691249192	False	0.02299736622342134	0.010998798534274101	-0.00033514341339468956
ADCYAP1	VIPR2	other	cellphonedb_v5_interactors	15569	48012	0.0005683340132236481	0.01277877390384674	0.0010276832166484682	0.007852203615762726	0.006673553958535194	7.2626118568508424e-06	False	0.006819166737841442	False	0.0014132459690370657	0.0008595595718361437	-0.00014561277930624783
CXCL5	CXCR1	other	cellphonedb_v5_interactors	15569	48012	0.007976987399160862	0.005263639613986015	0.011561436187295266	0.0034366408397900525	0.006620313506573439	4.198798687449039e-05	False	0.005784302484244108	False	0.010599344767777992	0.006304965354502201	0.0008360110223293304
APOA1	TREM2+TYROBP	other	cellphonedb_v5_interactors	15569	48012	0.0016556268092244864	0.011530890129506588	0.0037895818613912263	0.0077897192368574526	0.006593258469365537	1.9090850832633116e-05	False	0.007499731262214482	False	0.0061668915012526495	0.0034685723949223757	-0.0009064727928489447
NRXN2	ADGRL1	other	cellphonedb_v5_interactors	15569	48012	0.001962584676221013	0.011218874715268612	0.0038538120624317554	0.008456219278513704	0.0065907296957448125	2.201799160062956e-05	False	0.006780965835787356	False	0.005524506969872165	0.0023430569563061	-0.0001902361400425434
GLS2+SLC1A1	GRM7	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00021415176161099225	0.02768321664846811	0.00014579688411230527	0.006585963863471989	2.7749305495366344e-06	False	0.008342168155650143	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A7	GRM7	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00021415176161099225	0.027297835442224933	0.00014579688411230527	0.006585963863471989	2.7749305495366344e-06	False	0.008342168155650143	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A1	GRM4	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00016492482973262668	0.02768321664846811	0.00010414063150878946	0.006561350397532806	2.137058994796065e-06	False	0.00831755468971096	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A7	GRM4	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00016492482973262668	0.027297835442224933	0.00010414063150878946	0.006561350397532806	2.137058994796065e-06	False	0.00831755468971096	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A1	GRIA4	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00015395112859550864	0.02768321664846811	8.331250520703157e-05	0.006555863546964247	1.9948642339507694e-06	False	0.0083120678391424	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A7	GRIA4	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00015395112859550864	0.027297835442224933	8.331250520703157e-05	0.006555863546964247	1.9948642339507694e-06	False	0.0083120678391424	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
WNT9A	FZD5+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.011249445378780365	0.0018621687777340412	0.02267326096730683	0.0012496875781054736	0.006555807078257203	2.094836595118929e-05	False	0.006468772189691663	False	0.024860281364424745	0.011075375601649284	8.703488856554031e-05
WNT9A	FZD5+LRP6	other	cellphonedb_v5_interactors	15569	48012	0.011249445378780365	0.0018621687777340412	0.02267326096730683	0.0012496875781054736	0.006555807078257203	2.094836595118929e-05	False	0.006468772189691663	False	0.024860281364424745	0.011075375601649284	8.703488856554031e-05
GLS2+SLC1A1	GRIK1	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0001521520607639104	0.02768321664846811	0.00010414063150878946	0.006554964013048448	1.9715523160424822e-06	False	0.008311168305226602	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A1	GRIK1+GRIK4	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0001521520607639104	0.02768321664846811	0.00010414063150878946	0.006554964013048448	1.9715523160424822e-06	False	0.008311168305226602	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A7	GRIK1	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0001521520607639104	0.027297835442224933	0.00010414063150878946	0.006554964013048448	1.9715523160424822e-06	False	0.008311168305226602	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A7	GRIK1+GRIK4	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0001521520607639104	0.027297835442224933	0.00010414063150878946	0.006554964013048448	1.9715523160424822e-06	False	0.008311168305226602	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
WNT7A	SFRP4	other	cellphonedb_v5_interactors	15569	48012	0.010931728407740593	0.0021746037527918816	0.02241634016314471	0.0014787969674248105	0.006553166080266237	2.3772177619974313e-05	False	0.004062834428623319	False	0.014517890409198946	0.005951065104454756	0.0024903316516429186
EDN2	EDNRA	other	cellphonedb_v5_interactors	15569	48012	0.012497230432927608	0.0006068185903131962	0.02138865694649624	0.0003540781471298842	0.006552024511620402	7.583551754128306e-06	False	0.00872751441784203	False	0.02627352733346181	0.016848210245370865	-0.002175489906221628
GLS2+SLC1A1	GRIK1+GRIK5	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.000145142141263932	0.02768321664846811	8.331250520703157e-05	0.0065514590532984585	1.8807193496267428e-06	False	0.008307663345476612	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A7	GRIK1+GRIK5	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.000145142141263932	0.027297835442224933	8.331250520703157e-05	0.0065514590532984585	1.8807193496267428e-06	False	0.008307663345476612	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A1	GRIK2	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00014448129513766617	0.02768321664846811	0.00010414063150878946	0.0065511286302353255	1.872156253575032e-06	False	0.00830733292241348	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A1	GRIK2+GRIK4	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00014448129513766617	0.02768321664846811	0.00010414063150878946	0.0065511286302353255	1.872156253575032e-06	False	0.00830733292241348	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A1	GRIK2+GRIK5	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00014448129513766617	0.02768321664846811	8.331250520703157e-05	0.0065511286302353255	1.872156253575032e-06	False	0.00830733292241348	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A7	GRIK2	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00014448129513766617	0.027297835442224933	0.00010414063150878946	0.0065511286302353255	1.872156253575032e-06	False	0.00830733292241348	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A7	GRIK2+GRIK4	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00014448129513766617	0.027297835442224933	0.00010414063150878946	0.0065511286302353255	1.872156253575032e-06	False	0.00830733292241348	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A7	GRIK2+GRIK5	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00014448129513766617	0.027297835442224933	8.331250520703157e-05	0.0065511286302353255	1.872156253575032e-06	False	0.00830733292241348	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A1	GRIN1+GRIN2C	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0001413635618519038	0.02768321664846811	8.331250520703157e-05	0.006549569763592444	1.8317573641384618e-06	False	0.008305774055770598	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A1	GRIN1+GRIN2D	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0001413635618519038	0.02768321664846811	8.331250520703157e-05	0.006549569763592444	1.8317573641384618e-06	False	0.008305774055770598	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A7	GRIN1+GRIN2C	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0001413635618519038	0.027297835442224933	8.331250520703157e-05	0.006549569763592444	1.8317573641384618e-06	False	0.008305774055770598	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A7	GRIN1+GRIN2D	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0001413635618519038	0.027297835442224933	8.331250520703157e-05	0.006549569763592444	1.8317573641384618e-06	False	0.008305774055770598	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
PTPRC	CD22	other	cellphonedb_v5_interactors	15569	48012	0.009176491759717464	0.003922348376363516	0.01644293146637549	0.0029784220611513788	0.00654942006804049	3.599339755444098e-05	False	0.011667696526274085	False	0.03359671099119933	0.019413044676184654	-0.005118276458233595
GLS2+SLC1A1	GRIN1+GRIN2A	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00013565015979111195	0.02768321664846811	8.331250520703157e-05	0.0065467130625620484	1.7577243802348493e-06	False	0.008302917354740202	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A7	GRIN1+GRIN2A	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00013565015979111195	0.027297835442224933	8.331250520703157e-05	0.0065467130625620484	1.7577243802348493e-06	False	0.008302917354740202	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A1	GRM6	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00011835702753160149	0.02768321664846811	8.331250520703157e-05	0.006538066496432293	1.5336438466772402e-06	False	0.008294270788610447	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A7	GRM6	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00011835702753160149	0.027297835442224933	8.331250520703157e-05	0.006538066496432293	1.5336438466772402e-06	False	0.008294270788610447	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
TNFSF13	TNFRSF13B	other	cellphonedb_v5_interactors	15569	48012	0.0007777431746944785	0.012275896966457367	0.001477294623932173	0.008331250520703158	0.006526820070575923	9.54749507891487e-06	False	0.006499512761365622	False	0.0016059613284512108	0.0007231285562738776	2.7307309210300446e-05
PNMT	ADRA2A	other	cellphonedb_v5_interactors	15569	48012	0.012714658863842487	0.0003204632375854999	0.028004367653670755	0.00024993751562109475	0.006517561050713994	4.074580744302137e-06	False	0.0051146949554095045	False	0.018629151410034045	0.009908926673233509	0.0014028660953044891
GLS2+SLC1A1	GRIA3	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	7.426955562550575e-05	0.02768321664846811	6.248437890527369e-05	0.006516022760479245	9.623682628401395e-07	False	0.0082722270526574	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A7	GRIA3	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	7.426955562550575e-05	0.027297835442224933	6.248437890527369e-05	0.006516022760479245	9.623682628401395e-07	False	0.0082722270526574	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A1	GRIA2	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	6.679184298263863e-05	0.02768321664846811	6.248437890527369e-05	0.006512283904157812	8.654737376807294e-07	False	0.008268488196335966	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A7	GRIA2	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	6.679184298263863e-05	0.027297835442224933	6.248437890527369e-05	0.006512283904157812	8.654737376807294e-07	False	0.008268488196335966	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A1	GRM1	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	5.150536526343785e-05	0.02768321664846811	4.1656252603515784e-05	0.006504640665298211	6.673949840962714e-07	False	0.008260844957476365	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A7	GRM1	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	5.150536526343785e-05	0.027297835442224933	4.1656252603515784e-05	0.006504640665298211	6.673949840962714e-07	False	0.008260844957476365	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
WNT2B	SFRP4	other	cellphonedb_v5_interactors	15569	48012	0.010828766971826553	0.0021746037527918816	0.019461750915280365	0.0014787969674248105	0.0065016853623092175	2.3548277295042802e-05	False	0.006662672385573387	False	0.02010663583220916	0.011150741018354893	-0.0001609870232641697
GLS2+SLC1A1	GRIN1+GRIN2B	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	2.545958341215737e-05	0.02768321664846811	2.0828126301757892e-05	0.006491617774372571	3.2989957802544314e-07	False	0.008247822066550725	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A7	GRIN1+GRIN2B	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	2.545958341215737e-05	0.027297835442224933	2.0828126301757892e-05	0.006491617774372571	3.2989957802544314e-07	False	0.008247822066550725	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A1	GRIA1	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0	0.02768321664846811	0.0	0.0064788879826664925	0.0	False	0.008235092274844646	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A1	GRIK3	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0	0.02768321664846811	0.0	0.0064788879826664925	0.0	False	0.008235092274844646	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A1	GRIK3+GRIK4	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0	0.02768321664846811	0.0	0.0064788879826664925	0.0	False	0.008235092274844646	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A1	GRIK3+GRIK5	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0	0.02768321664846811	0.0	0.0064788879826664925	0.0	False	0.008235092274844646	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A1	GRM5	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0	0.02768321664846811	0.0	0.0064788879826664925	0.0	False	0.008235092274844646	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A1	GRM8	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0	0.02768321664846811	0.0	0.0064788879826664925	0.0	False	0.008235092274844646	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A7	GRIA1	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0	0.027297835442224933	0.0	0.0064788879826664925	0.0	False	0.008235092274844646	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A7	GRIK3	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0	0.027297835442224933	0.0	0.0064788879826664925	0.0	False	0.008235092274844646	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A7	GRIK3+GRIK4	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0	0.027297835442224933	0.0	0.0064788879826664925	0.0	False	0.008235092274844646	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A7	GRIK3+GRIK5	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0	0.027297835442224933	0.0	0.0064788879826664925	0.0	False	0.008235092274844646	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A7	GRM5	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0	0.027297835442224933	0.0	0.0064788879826664925	0.0	False	0.008235092274844646	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
GLS2+SLC1A7	GRM8	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0	0.027297835442224933	0.0	0.0064788879826664925	0.0	False	0.008235092274844646	False	0.03481724160082225	0.016470184549689293	-0.001756204292178154
SULT2A1	PPARG	other	cellphonedb_v5_interactors	15569	48012	6.228921847650781e-05	0.01280378270894289	0.00012846040208105853	0.008872781804548863	0.006433035963709699	7.975376184830767e-07	False	0.006520376802654937	False	0.0001927153594141453	0.00023697089636698365	-8.734083894523792e-05
IL33	IL1RAP+IL1RL1	other	cellphonedb_v5_interactors	15569	48012	0.010727537795901299	0.0021367091685533524	0.012781810007065322	0.0014996250937265683	0.0064321234822273254	2.2921628364504926e-05	False	0.02112835180014372	False	0.04952784736943534	0.040119994431734085	-0.014696228317916393
WNT9A	WIF1	other	cellphonedb_v5_interactors	15569	48012	0.011249445378780365	0.0016123183304443955	0.02267326096730683	0.000999750062484379	0.00643088185461238	1.813768699154058e-05	False	0.00634384696604684	False	0.024860281364424745	0.011075375601649284	8.703488856554031e-05
COL4A5	ITGA10+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.009298091754317284	0.0035005388781428337	0.016764082471578137	0.002520203282512705	0.006399315316230059	3.254833167852696e-05	False	0.00779792619869113	False	0.022483458598316953	0.012095313519239426	-0.001398610882461071
WNT7A	FZD5+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.010931728407740593	0.0018621687777340412	0.02241634016314471	0.0012496875781054736	0.006396948592737317	2.0356723327562797e-05	False	0.0039066169410943985	False	0.014517890409198946	0.005951065104454756	0.0024903316516429186
WNT7A	FZD5+LRP6	other	cellphonedb_v5_interactors	15569	48012	0.010931728407740593	0.0018621687777340412	0.02241634016314471	0.0012496875781054736	0.006396948592737317	2.0356723327562797e-05	False	0.0039066169410943985	False	0.014517890409198946	0.005951065104454756	0.0024903316516429186
TENM3	ADGRL1	other	cellphonedb_v5_interactors	15569	48012	0.0015701072989031672	0.011218874715268612	0.003661121459310168	0.008456219278513704	0.00639449100708589	1.761483707592344e-05	False	0.008339568739756942	False	0.011627160017986768	0.005460262764245272	-0.0019450777326710522
