source	target	mor	confidence
CREM	ARID5B	1.0	C
CREM	ATF3	-1.0	C
CREM	CMIP	1.0	C
CREM	CREB3L2	1.0	C
CREM	CREB5	1.0	C
CREM	ERN1	1.0	C
CREM	ESYT2	1.0	C
CREM	FOXP1	1.0	C
CREM	FSCN1	1.0	C
CREM	GADD45A	1.0	C
CREM	GATA2	1.0	C
CREM	HDAC4	1.0	C
CREM	HIVEP2	1.0	C
CREM	KDM4C	1.0	C
CREM	LIMS1	1.0	C
CREM	LITAF	1.0	C
CREM	LPCAT1	1.0	C
CREM	MSI2	1.0	C
CREM	NAV2	1.0	C
CREM	NFATC1	-1.0	C
CREM	NR4A2	-1.0	C
CREM	PDE4B	1.0	C
CREM	PLCL2	1.0	C
CREM	PRKCE	1.0	C
CREM	PRKCZ	1.0	C
CREM	PTMA	1.0	C
CREM	PTP4A2	1.0	C
CREM	PTPRS	1.0	C
CREM	PTPRU	1.0	C
CREM	RARA	1.0	C
CREM	RREB1	1.0	C
CREM	SH2B3	1.0	C
CREM	SH3BP5	1.0	C
CREM	SLC25A25	1.0	C
CREM	SND1	1.0	C
CREM	ST7	1.0	C
CREM	SUB1	1.0	C
CREM	TGIF1	1.0	C
CREM	THADA	1.0	C
CREM	TRIM69	1.0	C
CREM	UBE2H	1.0	C
CREM	USP9X	1.0	C
CREM	ZDHHC14	1.0	C
CTCF	ABCA2	1.0	A
CTCF	ACKR3	1.0	A
CTCF	ACTR3	-1.0	A
CTCF	ACVR1C	1.0	A
CTCF	AHCYL1	1.0	A
CTCF	AKT1	-1.0	A
CTCF	ALDH1A3	-1.0	A
CTCF	ANG	1.0	A
CTCF	ANKRD46	1.0	A
CTCF	APP	1.0	A
CTCF	ARL2	-1.0	A
CTCF	ASAP2	1.0	A
CTCF	ATN1	1.0	A
CTCF	ATXN7	1.0	A
CTCF	B4GALNT1	1.0	A
CTCF	BATF2	1.0	A
CTCF	BBC3	-1.0	A
CTCF	BCL2L14	-1.0	A
CTCF	BCL6	-1.0	A
CTCF	BICD2	1.0	A
CTCF	C1R	1.0	A
CTCF	CCL16	1.0	A
CTCF	CCND1	1.0	A
CTCF	CD80	1.0	A
CTCF	CDKN2A	1.0	A
CTCF	CELSR3	-1.0	A
CTCF	CEP135	1.0	A
CTCF	CFTR	-1.0	A
CTCF	CHRNA6	1.0	A
CTCF	CIDEB	1.0	A
CTCF	CNIH1	1.0	A
CTCF	COL27A1	1.0	A
CTCF	COMMD2	-1.0	A
CTCF	CSF2	1.0	A
CTCF	CT45A5	1.0	A
CTCF	DEFB123	1.0	A
CTCF	DIP2B	1.0	A
CTCF	DMKN	1.0	A
CTCF	DMPK	1.0	A
CTCF	ELP5	1.0	A
CTCF	EPHB1	1.0	A
CTCF	EPX	1.0	A
CTCF	ESRP2	-1.0	A
CTCF	ETNK2	1.0	A
CTCF	FBXO7	1.0	A
CTCF	GALNT6	1.0	A
CTCF	GALT	1.0	A
CTCF	GAS7	1.0	A
CTCF	GPR156	-1.0	A
CTCF	GRIN3A	1.0	A
CTCF	HAUS7	-1.0	A
CTCF	HEBP2	1.0	A
CTCF	HMCN1	1.0	A
CTCF	HS1BP3	1.0	A
CTCF	HSPA5	1.0	A
CTCF	IGF2	-1.0	A
CTCF	IL19	1.0	A
CTCF	IPO13	1.0	A
CTCF	IRAK2	1.0	A
CTCF	KSR1	1.0	A
CTCF	LPIN3	1.0	A
CTCF	LRRC59	1.0	A
CTCF	MB	1.0	A
CTCF	MCM10	1.0	A
CTCF	MMP10	-1.0	A
CTCF	MRPL17	1.0	A
CTCF	MYC	-1.0	A
CTCF	MYD88	1.0	A
CTCF	NBN	1.0	A
CTCF	NCBP3	1.0	A
CTCF	NES	1.0	A
CTCF	NF1	1.0	A
CTCF	NFE2L2	1.0	A
CTCF	NPC1	-1.0	A
CTCF	NT5C3A	-1.0	A
CTCF	PAGE4	-1.0	A
CTCF	PBXIP1	1.0	A
CTCF	PLXNB3	1.0	A
CTCF	PMPCB	1.0	A
CTCF	POMT2	1.0	A
CTCF	POU1F1	1.0	A
CTCF	PPARD	1.0	A
CTCF	PPRC1	1.0	A
CTCF	PRNT	-1.0	A
CTCF	PRSS35	1.0	A
CTCF	PTPA	1.0	A
CTCF	PTPRG	1.0	A
CTCF	RAD21	1.0	A
CTCF	RARRES1	1.0	A
CTCF	RBL2	-1.0	A
CTCF	RBM39	-1.0	A
CTCF	RBMS3	-1.0	A
CTCF	RPL39L	1.0	A
CTCF	RPP30	1.0	A
CTCF	S100Z	-1.0	A
CTCF	SIX5	1.0	A
CTCF	SLC6A4	1.0	A
CTCF	SMIM7	1.0	A
CTCF	STAB2	-1.0	A
CTCF	TBC1D14	1.0	A
CTCF	TERT	-1.0	A
CTCF	TMBIM6	1.0	A
CTCF	TNFRSF18	-1.0	A
CTCF	TRAPPC6A	1.0	A
CTCF	TRO	-1.0	A
CTCF	TSFM	1.0	A
CTCF	TSPAN16	1.0	A
CTCF	TYSND1	1.0	A
CTCF	WT1	-1.0	A
CTCF	ZNF20	1.0	A
CTCF	ZNF462	-1.0	A
CTCF	ZNF613	1.0	A
CTCF	ZNF763	-1.0	A
CTCF	ZNF804B	1.0	A
CTCF	ZNHIT2	-1.0	A
CTCF	ABCA13	1.0	B
CTCF	ABCA4	1.0	B
CTCF	ABR	1.0	B
CTCF	ACAP3	1.0	B
CTCF	ACOT7	1.0	B
CTCF	ACOXL	1.0	B
CTCF	ACTL8	1.0	B
CTCF	ADAMTS1	1.0	B
CTCF	ADARB1	1.0	B
CTCF	ADCY5	1.0	B
CTCF	ADGRB1	1.0	B
CTCF	ADGRV1	1.0	B
CTCF	AFAP1	1.0	B
CTCF	AGAP1	1.0	B
CTCF	AGAP3	1.0	B
CTCF	AHDC1	1.0	B
CTCF	AHRR	1.0	B
CTCF	AKAP1	1.0	B
CTCF	ALAD	1.0	B
CTCF	ALDH1A2	1.0	B
CTCF	ALK	1.0	B
CTCF	AMPD3	1.0	B
CTCF	ANK3	1.0	B
CTCF	ANKRD11	1.0	B
CTCF	ANKS1B	1.0	B
CTCF	ANO10	1.0	B
CTCF	ANO2	1.0	B
CTCF	APBA2	1.0	B
CTCF	APBB2	1.0	B
CTCF	ARB2A	1.0	B
CTCF	ARHGAP10	1.0	B
CTCF	ARHGAP15	1.0	B
CTCF	ARHGAP22	1.0	B
CTCF	ARHGAP26	1.0	B
CTCF	ARHGEF1	1.0	B
CTCF	ARHGEF10L	1.0	B
CTCF	ARHGEF17	1.0	B
CTCF	ARHGEF3	1.0	B
CTCF	ARID1B	1.0	B
CTCF	ARID5B	1.0	B
CTCF	ARL8B	1.0	B
CTCF	ASAP1	1.0	B
CTCF	ATP2B2	1.0	B
CTCF	ATP8B3	1.0	B
CTCF	ATP8B4	1.0	B
CTCF	ATRNL1	1.0	B
CTCF	AUTS2	1.0	B
CTCF	BANP	1.0	B
CTCF	BBX	1.0	B
CTCF	BCAR3	1.0	B
CTCF	BCL11A	1.0	B
CTCF	BCR	1.0	B
CTCF	BDNF	1.0	B
CTCF	BMAL1	1.0	B
CTCF	BMPER	1.0	B
CTCF	BRD4	1.0	B
CTCF	BRF1	1.0	B
CTCF	CABIN1	1.0	B
CTCF	CACNA1A	1.0	B
CTCF	CACNA1C	1.0	B
CTCF	CACNA1D	1.0	B
CTCF	CACNB4	1.0	B
CTCF	CADPS	1.0	B
CTCF	CAMK2B	1.0	B
CTCF	CAPN2	1.0	B
CTCF	CAPN5	1.0	B
CTCF	CARS2	1.0	B
CTCF	CASZ1	1.0	B
CTCF	CCDC88C	1.0	B
CTCF	CD276	1.0	B
CTCF	CDC37	1.0	B
CTCF	CDH23	1.0	B
CTCF	CDH4	1.0	B
CTCF	CDK5RAP2	1.0	B
CTCF	CDYL	1.0	B
CTCF	CELF4	1.0	B
CTCF	CFAP46	1.0	B
CTCF	CHCHD6	1.0	B
CTCF	CHD2	1.0	B
CTCF	CHD5	-1.0	B
CTCF	CLEC16A	1.0	B
CTCF	CLIP2	1.0	B
CTCF	CLYBL	1.0	B
CTCF	CNTNAP2	1.0	B
CTCF	COBL	1.0	B
CTCF	COIL	1.0	B
CTCF	COL13A1	1.0	B
CTCF	COL16A1	1.0	B
CTCF	COL22A1	1.0	B
CTCF	COL5A1	1.0	B
CTCF	CORO2B	1.0	B
CTCF	CPNE4	1.0	B
CTCF	CREB3L1	1.0	B
CTCF	CREB5	1.0	B
CTCF	CSGALNACT1	1.0	B
CTCF	CSK	1.0	B
CTCF	CSMD1	1.0	B
CTCF	CSMD2	1.0	B
CTCF	CTIF	1.0	B
CTCF	CTNNA1	1.0	B
CTCF	CTNND2	1.0	B
CTCF	CUEDC1	1.0	B
CTCF	CUX1	1.0	B
CTCF	CYFIP2	1.0	B
CTCF	DAB2IP	1.0	B
CTCF	DAPK1	1.0	B
CTCF	DCDC1	1.0	B
CTCF	DCHS2	1.0	B
CTCF	DCTPP1	1.0	B
CTCF	DENND3	1.0	B
CTCF	DGKD	1.0	B
CTCF	DGKG	1.0	B
CTCF	DIAPH1	1.0	B
CTCF	DIS3L2	1.0	B
CTCF	DLG2	1.0	B
CTCF	DLGAP1	1.0	B
CTCF	DLGAP4	1.0	B
CTCF	DNAJB12	1.0	B
CTCF	DNMBP	1.0	B
CTCF	DOCK4	1.0	B
CTCF	DPP6	1.0	B
CTCF	DPYSL2	1.0	B
CTCF	DST	1.0	B
CTCF	DTNA	1.0	B
CTCF	DUSP7	1.0	B
CTCF	DYNC1I1	1.0	B
CTCF	DYSF	1.0	B
CTCF	EBF4	1.0	B
CTCF	ECE1	1.0	B
CTCF	EFHC1	1.0	B
CTCF	EGLN3	1.0	B
CTCF	EHMT1	1.0	B
CTCF	ELL	1.0	B
CTCF	ELMO1	1.0	B
CTCF	EML1	1.0	B
CTCF	EPAS1	1.0	B
CTCF	EPB41L1	1.0	B
CTCF	ERC2	1.0	B
CTCF	ERCC1	1.0	B
CTCF	ERGIC1	1.0	B
CTCF	ESRRB	1.0	B
CTCF	EXOC4	1.0	B
CTCF	EXOC6	1.0	B
CTCF	EXT2	1.0	B
CTCF	EXTL3	1.0	B
CTCF	FAM171A1	1.0	B
CTCF	FAM220A	1.0	B
CTCF	FANCC	1.0	B
CTCF	FARP1	1.0	B
CTCF	FBRSL1	1.0	B
CTCF	FBXW11	1.0	B
CTCF	FGD5	1.0	B
CTCF	FHAD1	1.0	B
CTCF	FHOD3	1.0	B
CTCF	FMN1	1.0	B
CTCF	FNDC3B	1.0	B
CTCF	FOXK1	1.0	B
CTCF	FOXP1	1.0	B
CTCF	FRMD4A	1.0	B
CTCF	FRMD4B	1.0	B
CTCF	FTO	1.0	B
CTCF	FYN	1.0	B
CTCF	GABBR2	1.0	B
CTCF	GADD45G	1.0	B
CTCF	GALNT10	1.0	B
CTCF	GALNT14	1.0	B
CTCF	GALNT16	1.0	B
CTCF	GLI3	1.0	B
CTCF	GLIS3	1.0	B
CTCF	GMDS	1.0	B
CTCF	GMPR	1.0	B
CTCF	GRAMD1B	1.0	B
CTCF	GRB10	-1.0	B
CTCF	GRID1	1.0	B
CTCF	GRIK3	1.0	B
CTCF	GRIK4	1.0	B
CTCF	GRIP1	1.0	B
CTCF	GRK5	1.0	B
CTCF	GRM4	1.0	B
CTCF	GSE1	1.0	B
CTCF	GSN	1.0	B
CTCF	HDAC4	1.0	B
CTCF	HDAC7	1.0	B
CTCF	HDAC9	1.0	B
CTCF	HECW2	1.0	B
CTCF	HIVEP3	1.0	B
CTCF	HLCS	1.0	B
CTCF	HM13	1.0	B
CTCF	HMCN2	1.0	B
CTCF	HOOK2	1.0	B
CTCF	IGF1R	1.0	B
CTCF	IGSF21	1.0	B
CTCF	IL16	1.0	B
CTCF	INPP4A	1.0	B
CTCF	INPP5A	1.0	B
CTCF	IQCA1	1.0	B
CTCF	IQCJ	1.0	B
CTCF	IQGAP2	1.0	B
CTCF	IQSEC1	1.0	B
CTCF	IQSEC2	1.0	B
CTCF	ITPR1	1.0	B
CTCF	ITPR2	1.0	B
CTCF	JADE2	1.0	B
CTCF	JARID2	1.0	B
CTCF	JAZF1	1.0	B
CTCF	JPH3	1.0	B
CTCF	KALRN	1.0	B
CTCF	KANSL1	1.0	B
CTCF	KAZN	1.0	B
CTCF	KCNAB2	1.0	B
CTCF	KCNC1	1.0	B
CTCF	KCNMA1	1.0	B
CTCF	KCNN3	1.0	B
CTCF	KCNQ3	1.0	B
CTCF	KDM2B	1.0	B
CTCF	KDM4B	1.0	B
CTCF	KIAA1217	1.0	B
CTCF	KIRREL1	1.0	B
CTCF	KLHL29	1.0	B
CTCF	LARGE1	1.0	B
CTCF	LDB2	1.0	B
CTCF	LGR6	1.0	B
CTCF	LHFPL2	1.0	B
CTCF	LHPP	1.0	B
CTCF	LINGO1	1.0	B
CTCF	LMBR1	1.0	B
CTCF	LMNA	1.0	B
CTCF	LMO1	1.0	B
CTCF	LRP5	1.0	B
CTCF	LRRFIP1	1.0	B
CTCF	LRRK1	1.0	B
CTCF	LTBP2	1.0	B
CTCF	LTBP4	1.0	B
CTCF	MACF1	1.0	B
CTCF	MAD1L1	1.0	B
CTCF	MAGI1	1.0	B
CTCF	MAGI2	1.0	B
CTCF	MAN1C1	1.0	B
CTCF	MAP4K4	1.0	B
CTCF	MAST4	1.0	B
CTCF	MCF2L	1.0	B
CTCF	MCTP1	1.0	B
CTCF	MDGA1	1.0	B
CTCF	MEAF6	1.0	B
CTCF	MECOM	1.0	B
CTCF	MED13L	1.0	B
CTCF	MED15	1.0	B
CTCF	MEGF11	1.0	B
CTCF	MGLL	1.0	B
CTCF	MICAL2	1.0	B
CTCF	MICAL3	1.0	B
CTCF	MIDEAS	1.0	B
CTCF	MIPEP	1.0	B
CTCF	MROH1	1.0	B
CTCF	MRPS22	1.0	B
CTCF	MSI2	1.0	B
CTCF	MTERF1	1.0	B
CTCF	MTF1	1.0	B
CTCF	MTUS2	1.0	B
CTCF	MVB12B	1.0	B
CTCF	MYH9	1.0	B
CTCF	MYLK	1.0	B
CTCF	MYO15B	1.0	B
CTCF	MYO18A	1.0	B
CTCF	MYO1D	1.0	B
CTCF	MYO1H	1.0	B
CTCF	MYT1L	1.0	B
CTCF	NAV2	1.0	B
CTCF	NAV3	1.0	B
CTCF	NCOA7	1.0	B
CTCF	NCOR2	1.0	B
CTCF	NDST1	1.0	B
CTCF	NECTIN1	1.0	B
CTCF	NEDD4L	1.0	B
CTCF	NEO1	1.0	B
CTCF	NFASC	1.0	B
CTCF	NFATC2	1.0	B
CTCF	NFIA	1.0	B
CTCF	NFIX	1.0	B
CTCF	NHSL1	1.0	B
CTCF	NIBAN2	1.0	B
CTCF	NKAIN1	1.0	B
CTCF	NLGN1	1.0	B
CTCF	NRCAM	1.0	B
CTCF	NRG1	1.0	B
CTCF	NRP2	1.0	B
CTCF	NRXN1	1.0	B
CTCF	NRXN2	1.0	B
CTCF	NRXN3	1.0	B
CTCF	NTM	1.0	B
CTCF	NTMT1	1.0	B
CTCF	NTNG2	1.0	B
CTCF	NTRK3	1.0	B
CTCF	NUP210	1.0	B
CTCF	OSBP2	1.0	B
CTCF	OSBPL3	1.0	B
CTCF	OTOF	1.0	B
CTCF	PACSIN2	1.0	B
CTCF	PAH	1.0	B
CTCF	PALLD	1.0	B
CTCF	PARP1	1.0	B
CTCF	PAX5	1.0	B
CTCF	PDE1C	1.0	B
CTCF	PDE4A	1.0	B
CTCF	PDE4B	1.0	B
CTCF	PDE4D	1.0	B
CTCF	PDS5B	1.0	B
CTCF	PDZD2	1.0	B
CTCF	PHACTR3	1.0	B
CTCF	PIGC	1.0	B
CTCF	PIK3C2B	1.0	B
CTCF	PITPNC1	1.0	B
CTCF	PKNOX2	1.0	B
CTCF	PLB1	1.0	B
CTCF	PLCB1	1.0	B
CTCF	PLCG2	1.0	B
CTCF	PLEC	1.0	B
CTCF	PLEKHA7	1.0	B
CTCF	PLEKHG5	1.0	B
CTCF	PLXNA2	1.0	B
CTCF	PLXNA4	1.0	B
CTCF	POLR1A	1.0	B
CTCF	POU2F2	1.0	B
CTCF	POU2F3	1.0	B
CTCF	PPARGC1B	1.0	B
CTCF	PPP2R2C	1.0	B
CTCF	PRDM11	1.0	B
CTCF	PRDM16	1.0	B
CTCF	PRDM2	1.0	B
CTCF	PREX1	1.0	B
CTCF	PRICKLE2	1.0	B
CTCF	PRKAG2	1.0	B
CTCF	PRKCB	1.0	B
CTCF	PRKCE	1.0	B
CTCF	PRKCH	1.0	B
CTCF	PRKCZ	1.0	B
CTCF	PRRC2B	1.0	B
CTCF	PSD3	1.0	B
CTCF	PSMB7	1.0	B
CTCF	PTK2B	1.0	B
CTCF	PTMA	1.0	B
CTCF	PTPN3	1.0	B
CTCF	PTPN5	1.0	B
CTCF	PTPRE	1.0	B
CTCF	PTPRM	1.0	B
CTCF	PTPRS	1.0	B
CTCF	PXN	-1.0	B
CTCF	RAB11FIP4	1.0	B
CTCF	RABGAP1L	1.0	B
CTCF	RAD51B	1.0	B
CTCF	RAI1	1.0	B
CTCF	RALGPS1	1.0	B
CTCF	RAP1GAP2	1.0	B
CTCF	RAPGEF1	1.0	B
CTCF	RAPGEF4	1.0	B
CTCF	RASGEF1A	1.0	B
CTCF	RASGRF1	-1.0	B
CTCF	RBFOX3	1.0	B
CTCF	RBM19	1.0	B
CTCF	RBMS1	1.0	B
CTCF	RBPJ	1.0	B
CTCF	RDX	1.0	B
CTCF	RERE	1.0	B
CTCF	RGS9	1.0	B
CTCF	RHCG	1.0	B
CTCF	RIN3	1.0	B
CTCF	RIPOR1	1.0	B
CTCF	RNF220	1.0	B
CTCF	ROBO1	1.0	B
CTCF	ROR2	1.0	B
CTCF	RP1	1.0	B
CTCF	RPL3	1.0	B
CTCF	RPS6KA2	1.0	B
CTCF	RPTOR	1.0	B
CTCF	RRBP1	1.0	B
CTCF	RUNX1	-1.0	B
CTCF	RYR3	1.0	B
CTCF	SAMD4A	1.0	B
CTCF	SARDH	1.0	B
CTCF	SCN5A	1.0	B
CTCF	SDK1	1.0	B
CTCF	SDK2	1.0	B
CTCF	SEC14L1	1.0	B
CTCF	SEMA4B	1.0	B
CTCF	SEMA5B	1.0	B
CTCF	SEMA6B	1.0	B
CTCF	SEPTIN9	1.0	B
CTCF	SERGEF	1.0	B
CTCF	SEZ6L	1.0	B
CTCF	SH3KBP1	1.0	B
CTCF	SH3PXD2A	-1.0	B
CTCF	SH3PXD2B	1.0	B
CTCF	SHANK2	1.0	B
CTCF	SIPA1L3	1.0	B
CTCF	SLC22A23	1.0	B
CTCF	SLC29A3	1.0	B
CTCF	SLC44A3	1.0	B
CTCF	SLC4A8	1.0	B
CTCF	SLC6A6	1.0	B
CTCF	SLC9A1	1.0	B
CTCF	SLCO3A1	1.0	B
CTCF	SLIT1	1.0	B
CTCF	SMARCA2	1.0	B
CTCF	SMARCC2	1.0	B
CTCF	SMG6	1.0	B
CTCF	SMYD2	1.0	B
CTCF	SMYD3	1.0	B
CTCF	SNX18	1.0	B
CTCF	SORBS1	1.0	B
CTCF	SORCS1	1.0	B
CTCF	SORCS2	1.0	B
CTCF	SORL1	1.0	B
CTCF	SPEG	1.0	B
CTCF	SPIN1	1.0	B
CTCF	SPOCK1	1.0	B
CTCF	SPTB	1.0	B
CTCF	SPTBN4	1.0	B
CTCF	SRC	1.0	B
CTCF	SRGAP3	1.0	B
CTCF	SRPK2	1.0	B
CTCF	ST18	1.0	B
CTCF	ST3GAL1	1.0	B
CTCF	STAG1	1.0	B
CTCF	STK10	1.0	B
CTCF	STK11	1.0	B
CTCF	STK39	1.0	B
CTCF	SULF1	1.0	B
CTCF	SULF2	1.0	B
CTCF	SV2B	1.0	B
CTCF	SVIL	1.0	B
CTCF	SYN3	1.0	B
CTCF	SYNE1	1.0	B
CTCF	SYNE2	1.0	B
CTCF	TACC1	1.0	B
CTCF	TACC2	1.0	B
CTCF	TACC3	1.0	B
CTCF	TAFA5	1.0	B
CTCF	TBC1D1	1.0	B
CTCF	TCF4	1.0	B
CTCF	TCF7L1	1.0	B
CTCF	TDRD7	1.0	B
CTCF	TENM4	1.0	B
CTCF	TFEB	1.0	B
CTCF	THADA	1.0	B
CTCF	THSD4	1.0	B
CTCF	TIAM1	1.0	B
CTCF	TIAM2	1.0	B
CTCF	TIPRL	1.0	B
CTCF	TLE3	1.0	B
CTCF	TLL2	1.0	B
CTCF	TLN2	1.0	B
CTCF	TMEM131L	1.0	B
CTCF	TMEM132B	1.0	B
CTCF	TMEM163	1.0	B
CTCF	TMEM260	1.0	B
CTCF	TNR	1.0	B
CTCF	TNS1	1.0	B
CTCF	TNS3	1.0	B
CTCF	TOM1L2	1.0	B
CTCF	TOX2	1.0	B
CTCF	TPD52	1.0	B
CTCF	TPRG1	1.0	B
CTCF	TRAPPC9	1.0	B
CTCF	TRIM2	1.0	B
CTCF	TRIO	1.0	B
CTCF	TRPC6	1.0	B
CTCF	TSPAN14	1.0	B
CTCF	TSPAN18	1.0	B
CTCF	TTC7A	1.0	B
CTCF	TTLL5	1.0	B
CTCF	UBASH3B	1.0	B
CTCF	USP7	1.0	B
CTCF	VAV2	1.0	B
CTCF	VGLL4	1.0	B
CTCF	VPS13D	1.0	B
CTCF	WFS1	1.0	B
CTCF	WIPF1	1.0	B
CTCF	WIPF2	1.0	B
CTCF	WNK2	1.0	B
CTCF	WNT5B	1.0	B
CTCF	WWC1	1.0	B
CTCF	XXYLT1	1.0	B
CTCF	XYLT1	1.0	B
CTCF	ZBTB16	1.0	B
CTCF	ZBTB20	1.0	B
CTCF	ZBTB7C	1.0	B
CTCF	ZFAT	1.0	B
CTCF	ZMIZ1	1.0	B
CTCF	ZNF185	1.0	B
CTCF	ZNF329	1.0	B
CTCF	ZNF365	1.0	B
CTCF	ZNF398	1.0	B
CTCF	ZNF407	1.0	B
CTCF	ZNF423	1.0	B
CTCF	AAAS	1.0	C
CTCF	ABCA3	1.0	C
CTCF	ABCC12	1.0	C
CTCF	ABHD14A	1.0	C
CTCF	ABHD14B	1.0	C
CTCF	ABLIM3	1.0	C
CTCF	ACBD4	1.0	C
CTCF	ACHE	1.0	C
CTCF	ACTB	1.0	C
CTCF	ADAMTS13	1.0	C
CTCF	ADAMTS7	1.0	C
CTCF	ADAMTSL5	1.0	C
CTCF	ADCK5	1.0	C
CTCF	ADGRD1	1.0	C
CTCF	ADRA2A	1.0	C
CTCF	ADSS1	1.0	C
CTCF	AGFG1	1.0	C
CTCF	AJM1	1.0	C
CTCF	ALG13	1.0	C
CTCF	ALKBH2	1.0	C
CTCF	ALPL	1.0	C
CTCF	AMMECR1L	1.0	C
CTCF	ANKRD10	1.0	C
CTCF	ANKRD2	1.0	C
CTCF	ANKS6	1.0	C
CTCF	ANTXR1	1.0	C
CTCF	AP2A2	1.0	C
CTCF	AP4E1	1.0	C
CTCF	AP5S1	1.0	C
CTCF	AQP6	1.0	C
CTCF	ARAP1	1.0	C
CTCF	ARHGAP12	1.0	C
CTCF	ARHGAP39	1.0	C
CTCF	ARK2N	1.0	C
CTCF	ARMC7	1.0	C
CTCF	ARTN	1.0	C
CTCF	ATMIN	1.0	C
CTCF	B3GLCT	1.0	C
CTCF	BCO2	1.0	C
CTCF	BEND3	1.0	C
CTCF	BRINP2	1.0	C
CTCF	BRSK1	1.0	C
CTCF	BTBD17	1.0	C
CTCF	C1QBP	1.0	C
CTCF	C1orf52	1.0	C
CTCF	C5orf47	1.0	C
CTCF	CALB2	1.0	C
CTCF	CARM1	1.0	C
CTCF	CBL	1.0	C
CTCF	CBX4	1.0	C
CTCF	CCBE1	1.0	C
CTCF	CCDC144A	1.0	C
CTCF	CCDC149	1.0	C
CTCF	CCDC175	1.0	C
CTCF	CCDC83	1.0	C
CTCF	CCDC9B	1.0	C
CTCF	CD8A	1.0	C
CTCF	CDC73	1.0	C
CTCF	CDH24	1.0	C
CTCF	CDK14	1.0	C
CTCF	CDK9	1.0	C
CTCF	CELF5	1.0	C
CTCF	CERCAM	1.0	C
CTCF	CFAP276	1.0	C
CTCF	CGRRF1	1.0	C
CTCF	CHIT1	1.0	C
CTCF	CHRNE	1.0	C
CTCF	CISD3	1.0	C
CTCF	CMTM3	1.0	C
CTCF	CNPY2	1.0	C
CTCF	COL8A2	1.0	C
CTCF	COX8C	1.0	C
CTCF	CPD	1.0	C
CTCF	CRABP2	1.0	C
CTCF	CRBN	1.0	C
CTCF	CREM	1.0	C
CTCF	CRHR1	1.0	C
CTCF	CSHL1	1.0	C
CTCF	CSMD3	1.0	C
CTCF	CSNK1G2	1.0	C
CTCF	CT45A1	1.0	C
CTCF	CT62	1.0	C
CTCF	CUL5	1.0	C
CTCF	CXorf58	1.0	C
CTCF	CYREN	1.0	C
CTCF	DAO	1.0	C
CTCF	DAPK2	1.0	C
CTCF	DDX20	1.0	C
CTCF	DENND1C	1.0	C
CTCF	DEXI	1.0	C
CTCF	DGAT1	1.0	C
CTCF	DGKZ	1.0	C
CTCF	DHX34	1.0	C
CTCF	DNAH2	1.0	C
CTCF	DNPH1	1.0	C
CTCF	DPEP2	1.0	C
CTCF	DPP3	1.0	C
CTCF	DPYSL3	1.0	C
CTCF	DRD1	1.0	C
CTCF	DTD1	1.0	C
CTCF	DTWD2	1.0	C
CTCF	DUSP13A	1.0	C
CTCF	DUSP13B	1.0	C
CTCF	DVL1	1.0	C
CTCF	EARS2	1.0	C
CTCF	ECT2	1.0	C
CTCF	EEA1	1.0	C
CTCF	EEF2K	1.0	C
CTCF	EHD2	1.0	C
CTCF	EIF3C	1.0	C
CTCF	EIF4E3	1.0	C
CTCF	ELF3	1.0	C
CTCF	ELN	1.0	C
CTCF	ELOVL2	1.0	C
CTCF	EPB41L4B	1.0	C
CTCF	EPN2	1.0	C
CTCF	ERMN	1.0	C
CTCF	ESCO1	1.0	C
CTCF	ESR2	1.0	C
CTCF	EXD3	1.0	C
CTCF	FAF2	1.0	C
CTCF	FAM13A	1.0	C
CTCF	FAM167A	1.0	C
CTCF	FAM178B	1.0	C
CTCF	FAM3C	1.0	C
CTCF	FAM83D	1.0	C
CTCF	FAM98C	1.0	C
CTCF	FBXO34	1.0	C
CTCF	FEM1A	1.0	C
CTCF	FGF8	1.0	C
CTCF	FGFBP2	1.0	C
CTCF	FHIP2A	1.0	C
CTCF	FLT3LG	1.0	C
CTCF	FNDC5	1.0	C
CTCF	FRMD6	1.0	C
CTCF	FUCA1	1.0	C
CTCF	FXN	-1.0	C
CTCF	FXYD7	1.0	C
CTCF	GAD1	1.0	C
CTCF	GAS8	1.0	C
CTCF	GCLM	1.0	C
CTCF	GFI1B	1.0	C
CTCF	GGACT	1.0	C
CTCF	GLI1	1.0	C
CTCF	GLRA2	1.0	C
CTCF	GMIP	1.0	C
CTCF	GNAI2	1.0	C
CTCF	GNAS	1.0	C
CTCF	GNAZ	1.0	C
CTCF	GNPTAB	1.0	C
CTCF	GRAMD1C	1.0	C
CTCF	GRK2	1.0	C
CTCF	GSTT2B	1.0	C
CTCF	HBQ1	1.0	C
CTCF	HCN1	1.0	C
CTCF	HIF3A	1.0	C
CTCF	HINT3	1.0	C
CTCF	HLA-DMA	1.0	C
CTCF	HSD3B7	1.0	C
CTCF	INKA2	1.0	C
CTCF	INTS15	1.0	C
CTCF	IRX6	1.0	C
CTCF	ITGA10	1.0	C
CTCF	ITGA9	1.0	C
CTCF	ITPK1	1.0	C
CTCF	KATNBL1	1.0	C
CTCF	KCNJ5-AS1	1.0	C
CTCF	KCNT1	1.0	C
CTCF	KHK	1.0	C
CTCF	KIF1B	1.0	C
CTCF	KLHDC8B	1.0	C
CTCF	KLHDC9	1.0	C
CTCF	LCAT	1.0	C
CTCF	LCP2	1.0	C
CTCF	LGI1	1.0	C
CTCF	LGI4	1.0	C
