cohort	split	interaction_name	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	direction	partner	prob_high	prob_low	pval_high	pval_low	sig_high	sig_low	delta_prob	ligand_class	sig_either	sig_diff
GSE253013	GSE253013	FLRT1_UNC5C	UNC5	Cell-Cell Contact	FLRT1	UNC5C	FLRT1	UNC5C	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	FLRT2_UNC5C	UNC5	Cell-Cell Contact	FLRT2	UNC5C	FLRT2	UNC5C	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	FLRT3_UNC5C	UNC5	Cell-Cell Contact	FLRT3	UNC5C	FLRT3	UNC5C	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	FLRT1_UNC5D	UNC5	Cell-Cell Contact	FLRT1	UNC5D	FLRT1	UNC5D	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	FLRT2_UNC5D	UNC5	Cell-Cell Contact	FLRT2	UNC5D	FLRT2	UNC5D	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	FLRT3_UNC5D	UNC5	Cell-Cell Contact	FLRT3	UNC5D	FLRT3	UNC5D	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	AGT_AGTR2	AGT	Secreted Signaling	AGT	AGTR2	AGT	AGTR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN1_CLSTN1	NRXN	Cell-Cell Contact	NRXN1	CLSTN1	NRXN1	CLSTN1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN2_CLSTN1	NRXN	Cell-Cell Contact	NRXN2	CLSTN1	NRXN2	CLSTN1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	Q9HDB5_CLSTN1	NRXN	Cell-Cell Contact	NRXN3	CLSTN1	NRXN3	CLSTN1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN1_CLSTN2	NRXN	Cell-Cell Contact	NRXN1	CLSTN2	NRXN1	CLSTN2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN2_CLSTN2	NRXN	Cell-Cell Contact	NRXN2	CLSTN2	NRXN2	CLSTN2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	Q9HDB5_CLSTN2	NRXN	Cell-Cell Contact	NRXN3	CLSTN2	NRXN3	CLSTN2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN1_CLSTN3	NRXN	Cell-Cell Contact	NRXN1	CLSTN3	NRXN1	CLSTN3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN2_CLSTN3	NRXN	Cell-Cell Contact	NRXN2	CLSTN3	NRXN2	CLSTN3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	Q9HDB5_CLSTN3	NRXN	Cell-Cell Contact	NRXN3	CLSTN3	NRXN3	CLSTN3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN1_DAG1	NRXN	Cell-Cell Contact	NRXN1	DAG1	NRXN1	DAG1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN2_DAG1	NRXN	Cell-Cell Contact	NRXN2	DAG1	NRXN2	DAG1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CTSG_FPR1	CTSG	Secreted Signaling	CTSG	FPR1	CTSG	FPR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	ANXA1_FPR3	ANNEXIN	Secreted Signaling	ANXA1	FPR3	ANXA1	FPR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	GALP_GALR3	GALANIN	Secreted Signaling	GALP	GALR3	GALP	GALR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	LRFN4_PTPRD	PTPR	Cell-Cell Contact	LRFN4	PTPRD	LRFN4	PTPRD	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	LRFN4_PTPRF	PTPR	Cell-Cell Contact	LRFN4	PTPRF	LRFN4	PTPRF	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	LRFN4_PTPRS	PTPR	Cell-Cell Contact	LRFN4	PTPRS	LRFN4	PTPRS	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	LRFN5_PTPRD	PTPR	Cell-Cell Contact	LRFN5	PTPRD	LRFN5	PTPRD	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	LRFN5_PTPRF	PTPR	Cell-Cell Contact	LRFN5	PTPRF	LRFN5	PTPRF	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	LRFN5_PTPRS	PTPR	Cell-Cell Contact	LRFN5	PTPRS	LRFN5	PTPRS	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	LRRC4B_PTPRD	PTPR	Cell-Cell Contact	LRRC4B	PTPRD	LRRC4B	PTPRD	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	LRRC4B_PTPRS	PTPR	Cell-Cell Contact	LRRC4B	PTPRS	LRRC4B	PTPRS	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	LRRC4C_PTPRF	PTPR	Cell-Cell Contact	LRRC4C	PTPRF	LRRC4C	PTPRF	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN1_LRRTM1	NRXN	Cell-Cell Contact	NRXN1	LRRTM1	NRXN1	LRRTM1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN2_LRRTM1	NRXN	Cell-Cell Contact	NRXN2	LRRTM1	NRXN2	LRRTM1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN3_LRRTM1	NRXN	Cell-Cell Contact	NRXN3	LRRTM1	NRXN3	LRRTM1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN1_LRRTM2	NRXN	Cell-Cell Contact	NRXN1	LRRTM2	NRXN1	LRRTM2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN2_LRRTM2	NRXN	Cell-Cell Contact	NRXN2	LRRTM2	NRXN2	LRRTM2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN3_LRRTM2	NRXN	Cell-Cell Contact	NRXN3	LRRTM2	NRXN3	LRRTM2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN1_LRRTM3	NRXN	Cell-Cell Contact	NRXN1	LRRTM3	NRXN1	LRRTM3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN2_LRRTM3	NRXN	Cell-Cell Contact	NRXN2	LRRTM3	NRXN2	LRRTM3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN3_LRRTM3	NRXN	Cell-Cell Contact	NRXN3	LRRTM3	NRXN3	LRRTM3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN1_LRRTM4	NRXN	Cell-Cell Contact	NRXN1	LRRTM4	NRXN1	LRRTM4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN2_LRRTM4	NRXN	Cell-Cell Contact	NRXN2	LRRTM4	NRXN2	LRRTM4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN3_LRRTM4	NRXN	Cell-Cell Contact	NRXN3	LRRTM4	NRXN3	LRRTM4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	LRRTM4_PTPRS	PTPR	Cell-Cell Contact	PTPRS	LRRTM4	PTPRS	LRRTM4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	GRP_NMBR	GRP	Secreted Signaling	GRP	NMBR	GRP	NMBR	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	PTPRS_NTRK3	PTPR	Secreted Signaling	PTPRS	NTRK3	PTPRS	NTRK3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	VIP_SCTR	VIP	Secreted Signaling	VIP	SCTR	VIP	SCTR	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SLITRK1_PTPRD	SLITRK	Secreted Signaling	SLITRK1	PTPRD	SLITRK1	PTPRD	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SLITRK1_PTPRS	SLITRK	Secreted Signaling	SLITRK1	PTPRS	SLITRK1	PTPRS	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SLITRK2_PTPRD	SLITRK	Secreted Signaling	SLITRK2	PTPRD	SLITRK2	PTPRD	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SLITRK2_PTPRS	SLITRK	Secreted Signaling	SLITRK2	PTPRS	SLITRK2	PTPRS	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SLITRK3_PTPRD	SLITRK	Secreted Signaling	SLITRK3	PTPRD	SLITRK3	PTPRD	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SLITRK4_PTPRS	SLITRK	Secreted Signaling	SLITRK4	PTPRS	SLITRK4	PTPRS	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SLITRK5_PTPRS	SLITRK	Secreted Signaling	SLITRK5	PTPRS	SLITRK5	PTPRS	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SLITRK6_PTPRS	SLITRK	Secreted Signaling	SLITRK6	PTPRS	SLITRK6	PTPRS	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	APP_SORL1	APP	Cell-Cell Contact	APP	SORL1	APP	SORL1	outgoing	TNK	0.045341008580072374	0.023614904959089206	0.009900990099009901	1.0	True	False	0.021726103620983168	other	True	True
GSE253013	GSE253013	APP_TNFRSF21	APP	Cell-Cell Contact	APP	TNFRSF21	APP	TNFRSF21	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	ENTPD1_ADORA3	CD39	Cell-Cell Contact	ADORA3	ENTPD1	ADORA3	ENTPD1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	APOA1_ABCA1	ApoA	Cell-Cell Contact	APOA1	ABCA1	APOA1	ABCA1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	APOB_APOBR	ApoB	Cell-Cell Contact	APOB	APOBR	APOB	APOBR	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	BDNF_SORT1	NT	Secreted Signaling	BDNF	SORT1	BDNF	SORT1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	BDNF_NGFR	NT	Secreted Signaling	BDNF	NGFR	BDNF	NGFR	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CD160_TNFRSF14	CD160	Cell-Cell Contact	CD160	TNFRSF14	CD160	TNFRSF14	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CADM1_NECTIN3	CADM	Cell-Cell Contact	CADM1	NECTIN3	CADM1	NECTIN3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE253013	GSE253013	CADM3_CADM1	CADM	Cell-Cell Contact	CADM3	CADM1	CADM3	CADM1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CADM3_CADM4	CADM	Cell-Cell Contact	CADM3	CADM4	CADM3	CADM4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CADM3_EPB41L1	CADM	Cell-Cell Contact	CADM3	EPB41L1	CADM3	EPB41L1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CADM3_NECTIN3	CADM	Cell-Cell Contact	CADM3	NECTIN3	CADM3	NECTIN3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CD276_TREML2	CD276	Cell-Cell Contact	CD276	TREML2	CD276	TREML2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	inhibitory	False	False
GSE253013	GSE253013	CD99_PILRB	CD99	Cell-Cell Contact	CD99	PILRB	CD99	PILRB	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CEACAM1_CEACAM6	CEACAM	Cell-Cell Contact	CEACAM1	CEACAM6	CEACAM1	CEACAM6	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE253013	GSE253013	CEACAM1_CEACAM8	CEACAM	Cell-Cell Contact	CEACAM1	CEACAM8	CEACAM1	CEACAM8	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE253013	GSE253013	CEACAM5_CEACAM6	CEACAM	Cell-Cell Contact	CEACAM5	CEACAM6	CEACAM5	CEACAM6	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE253013	GSE253013	CEACAM6_CEACAM6	CEACAM	Cell-Cell Contact	CEACAM6	CEACAM6	CEACAM6	CEACAM6	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE253013	GSE253013	CEACAM8_CEACAM6	CEACAM	Cell-Cell Contact	CEACAM8	CEACAM6	CEACAM8	CEACAM6	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CNTN1_NOTCH1	CNTN	Cell-Cell Contact	CNTN1	NOTCH1	CNTN1	NOTCH1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CNTN1_NOTCH2	CNTN	Cell-Cell Contact	CNTN1	NOTCH2	CNTN1	NOTCH2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CRTAM_CADM1	CADM	Cell-Cell Contact	CRTAM	CADM1	CRTAM	CADM1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	IGFBP3_TMEM219	IGFBP	Secreted Signaling	IGFBP3	TMEM219	IGFBP3	TMEM219	outgoing	TNK	0.024531700926357054	0.0022667523803125552	0.009900990099009901	1.0	True	False	0.022264948546044497	other	True	True
GSE253013	GSE253013	LAIR1_LILRB4	LAIR1	Cell-Cell Contact	LAIR1	LILRB4	LAIR1	LILRB4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	LGALS9_P4HB	GALECTIN	Secreted Signaling	LGALS9	P4HB	LGALS9	P4HB	outgoing	TNK	0.11173784808727788	0.060200109344535395	0.009900990099009901	1.0	True	False	0.051537738742742485	inhibitory	True	True
GSE253013	GSE253013	NTN1_DCC	Netrin	Cell-Cell Contact	NTN1	DCC	NTN1	DCC	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NTN1_DSCAM	Netrin	Cell-Cell Contact	NTN1	DSCAM	NTN1	DSCAM	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NTN1_UNC5A	Netrin	Cell-Cell Contact	NTN1	UNC5A	NTN1	UNC5A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NTN1_UNC5B	Netrin	Cell-Cell Contact	NTN1	UNC5B	NTN1	UNC5B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NTN1_UNC5C	Netrin	Cell-Cell Contact	NTN1	UNC5C	NTN1	UNC5C	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NTN4_NTRK2	Netrin	Cell-Cell Contact	NTN4	NTRK2	NTN4	NTRK2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NTN4_UNC5B	Netrin	Cell-Cell Contact	NTN4	UNC5B	NTN4	UNC5B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NTN4_UNC5D	Netrin	Cell-Cell Contact	NTN4	UNC5D	NTN4	UNC5D	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NTS_SORT1	NTS	Secreted Signaling	NTS	SORT1	NTS	SORT1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NTF3_NGFR	NT	Secreted Signaling	NTF3	NGFR	NTF3	NGFR	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NTF5_NGFR	NT	Secreted Signaling	NTF4	NGFR	NTF4	NGFR	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CD200_CD200R1L	CD200	Cell-Cell Contact	CD200	CD200R1	CD200	CD200R1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	PECAM1_CD177	PECAM1	Cell-Cell Contact	PECAM1	CD177	PECAM1	CD177	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	PECAM1_CD38	PECAM2	Cell-Cell Contact	PECAM1	CD38	PECAM1	CD38	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	PPIA_BSG	CypA	Secreted Signaling	PPIA	BSG	PPIA	BSG	outgoing	TNK	0.633104628091314	0.6390060669438391	0.9801980198019802	0.019801980198019802	False	True	-0.005901438852525143	other	True	True
GSE253013	GSE253013	PROC_PROCR	PROC	Secreted Signaling	PROC	PROCR	PROC	PROCR	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	RELN_LRP8	RELN	ECM-Receptor	RELN	LRP8	RELN	LRP8	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	RELN_VLDLR	RELN	ECM-Receptor	RELN	VLDLR	RELN	VLDLR	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	RBP4_STRA6	RBP4	Secreted Signaling	RBP4	STRA6	RBP4	STRA6	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SIRPG_CD47	SIRP	Cell-Cell Contact	SIRPG	CD47	SIRPG	CD47	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SLIT1_ROBO1	SLIT	Secreted Signaling	SLIT1	ROBO1	SLIT1	ROBO1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SLIT2_ROBO1	SLIT	Secreted Signaling	SLIT2	ROBO1	SLIT2	ROBO1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SLIT2_ROBO2	SLIT	Secreted Signaling	SLIT2	ROBO2	SLIT2	ROBO2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	TULP1_TYRO3	TULP	Secreted Signaling	TULP1	TYRO3	TULP1	TYRO3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	TULP2_TYRO3	TULP	Secreted Signaling	TULP2	TYRO3	TULP2	TYRO3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	TULP1_AXL	TULP	Secreted Signaling	TULP1	AXL	TULP1	AXL	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	TULP1_MERTK	TULP	Secreted Signaling	TULP1	MERTK	TULP1	MERTK	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	TUB_MERTK	TULP	Secreted Signaling	TUB	MERTK	TUB	MERTK	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	PROS1_MERTK	PROS	Secreted Signaling	PROS1	MERTK	PROS1	MERTK	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	PLAU_PLAUR	PLAU	Secreted Signaling	PLAU	PLAUR	PLAU	PLAUR	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	GDF15_TGFBR2	GDF	Secreted Signaling	GDF15	TGFBR2	GDF15	TGFBR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT5A_FZD1	ncWNT	Secreted Signaling	WNT5A	FZD1	WNT5A	FZD1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT5A_FZD10	ncWNT	Secreted Signaling	WNT5A	FZD10	WNT5A	FZD10	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT5A_FZD2	ncWNT	Secreted Signaling	WNT5A	FZD2	WNT5A	FZD2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT5A_FZD3	ncWNT	Secreted Signaling	WNT5A	FZD3	WNT5A	FZD3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT5A_FZD4	ncWNT	Secreted Signaling	WNT5A	FZD4	WNT5A	FZD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT5A_FZD5	ncWNT	Secreted Signaling	WNT5A	FZD5	WNT5A	FZD5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT5A_FZD6	ncWNT	Secreted Signaling	WNT5A	FZD6	WNT5A	FZD6	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT5A_FZD7	ncWNT	Secreted Signaling	WNT5A	FZD7	WNT5A	FZD7	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT5A_FZD8	ncWNT	Secreted Signaling	WNT5A	FZD8	WNT5A	FZD8	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT5A_FZD9	ncWNT	Secreted Signaling	WNT5A	FZD9	WNT5A	FZD9	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT5A_MCAM	ncWNT	Secreted Signaling	WNT5A	MCAM	WNT5A	MCAM	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT5B_FZD1	ncWNT	Secreted Signaling	WNT5B	FZD1	WNT5B	FZD1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT5B_FZD10	ncWNT	Secreted Signaling	WNT5B	FZD10	WNT5B	FZD10	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT5B_FZD2	ncWNT	Secreted Signaling	WNT5B	FZD2	WNT5B	FZD2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT5B_FZD3	ncWNT	Secreted Signaling	WNT5B	FZD3	WNT5B	FZD3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT5B_FZD4	ncWNT	Secreted Signaling	WNT5B	FZD4	WNT5B	FZD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT5B_FZD5	ncWNT	Secreted Signaling	WNT5B	FZD5	WNT5B	FZD5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT5B_FZD6	ncWNT	Secreted Signaling	WNT5B	FZD6	WNT5B	FZD6	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT5B_FZD7	ncWNT	Secreted Signaling	WNT5B	FZD7	WNT5B	FZD7	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT5B_FZD8	ncWNT	Secreted Signaling	WNT5B	FZD8	WNT5B	FZD8	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT5B_FZD9	ncWNT	Secreted Signaling	WNT5B	FZD9	WNT5B	FZD9	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT11_FZD1	ncWNT	Secreted Signaling	WNT11	FZD1	WNT11	FZD1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT11_FZD10	ncWNT	Secreted Signaling	WNT11	FZD10	WNT11	FZD10	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT11_FZD2	ncWNT	Secreted Signaling	WNT11	FZD2	WNT11	FZD2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT11_FZD3	ncWNT	Secreted Signaling	WNT11	FZD3	WNT11	FZD3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	WNT11_FZD4	ncWNT	Secreted Signaling	WNT11	FZD4	WNT11	FZD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
