contrast_id	family	n_genes	n_genes_up	median_gene_log2fc	mean_gene_log2fc	mw_p	welch_p	series	kind	species	note
GSE120500_Brca1def_tumor_olaparib	CLDN4	0	0					GSE120500	acute PARPi, bulk tumor	mouse	Ding 2018 Cell Reports. Bulk Brca1-deficient ovarian tumors, olaparib vs vehicle, n=6. Ion AmpliSeq panel of 4604 genes, not whole transcriptome. Each count column was assigned to vehicle or olaparib by nearest SRA spot count (relative error < 2% to that group, > 3% to the other group). Control-3/4/5 are too close to name individual replicates; the six-vs-six group split is the contrast used. IFN signal can come from infiltrating immune cells. Mouse symbols.
GSE120500_Brca1def_tumor_olaparib	TACSTD2	1	1	0.134659	0.134659	0.484848	0.28445	GSE120500	acute PARPi, bulk tumor	mouse	Ding 2018 Cell Reports. Bulk Brca1-deficient ovarian tumors, olaparib vs vehicle, n=6. Ion AmpliSeq panel of 4604 genes, not whole transcriptome. Each count column was assigned to vehicle or olaparib by nearest SRA spot count (relative error < 2% to that group, > 3% to the other group). Control-3/4/5 are too close to name individual replicates; the six-vs-six group split is the contrast used. IFN signal can come from infiltrating immune cells. Mouse symbols.
GSE120500_Brca1def_tumor_olaparib	core_IFN	25	25	2.60682	2.31854	0.0021645	0.000374124	GSE120500	acute PARPi, bulk tumor	mouse	Ding 2018 Cell Reports. Bulk Brca1-deficient ovarian tumors, olaparib vs vehicle, n=6. Ion AmpliSeq panel of 4604 genes, not whole transcriptome. Each count column was assigned to vehicle or olaparib by nearest SRA spot count (relative error < 2% to that group, > 3% to the other group). Control-3/4/5 are too close to name individual replicates; the six-vs-six group split is the contrast used. IFN signal can come from infiltrating immune cells. Mouse symbols.
GSE120500_Brca1def_tumor_olaparib	core_TJ	4	4	0.261435	0.475607	0.132035	0.177457	GSE120500	acute PARPi, bulk tumor	mouse	Ding 2018 Cell Reports. Bulk Brca1-deficient ovarian tumors, olaparib vs vehicle, n=6. Ion AmpliSeq panel of 4604 genes, not whole transcriptome. Each count column was assigned to vehicle or olaparib by nearest SRA spot count (relative error < 2% to that group, > 3% to the other group). Control-3/4/5 are too close to name individual replicates; the six-vs-six group split is the contrast used. IFN signal can come from infiltrating immune cells. Mouse symbols.
GSE120500_Brca1def_tumor_olaparib	repair_NHEJ_HR	11	9	0.123546	0.130847	0.179654	0.253443	GSE120500	acute PARPi, bulk tumor	mouse	Ding 2018 Cell Reports. Bulk Brca1-deficient ovarian tumors, olaparib vs vehicle, n=6. Ion AmpliSeq panel of 4604 genes, not whole transcriptome. Each count column was assigned to vehicle or olaparib by nearest SRA spot count (relative error < 2% to that group, > 3% to the other group). Control-3/4/5 are too close to name individual replicates; the six-vs-six group split is the contrast used. IFN signal can come from infiltrating immune cells. Mouse symbols.
GSE120500_Brca1def_tumor_olaparib	STING_axis	4	3	0.463057	0.56307	0.004329	0.0046044	GSE120500	acute PARPi, bulk tumor	mouse	Ding 2018 Cell Reports. Bulk Brca1-deficient ovarian tumors, olaparib vs vehicle, n=6. Ion AmpliSeq panel of 4604 genes, not whole transcriptome. Each count column was assigned to vehicle or olaparib by nearest SRA spot count (relative error < 2% to that group, > 3% to the other group). Control-3/4/5 are too close to name individual replicates; the six-vs-six group split is the contrast used. IFN signal can come from infiltrating immune cells. Mouse symbols.
GSE120500_Brca1def_tumor_olaparib	recruit	5	5	3.21743	3.08833	0.0021645	0.000412737	GSE120500	acute PARPi, bulk tumor	mouse	Ding 2018 Cell Reports. Bulk Brca1-deficient ovarian tumors, olaparib vs vehicle, n=6. Ion AmpliSeq panel of 4604 genes, not whole transcriptome. Each count column was assigned to vehicle or olaparib by nearest SRA spot count (relative error < 2% to that group, > 3% to the other group). Control-3/4/5 are too close to name individual replicates; the six-vs-six group split is the contrast used. IFN signal can come from infiltrating immune cells. Mouse symbols.
GSE120792_BRCA1mut_vs_WT	CLDN4	1	0	-0.188817	-0.188817	0.4	0.595279	GSE120792	DNA-repair genotype, not drug	human	BRCA1-mutant vs BRCA1-WT ovarian cancer cells, n=3, no olaparib column in this matrix. Values left as deposited (ACTB mean 9.94, consistent with log2 expression). Difference of means is the contrast. Genotype arm of the bridge, not a drug arm. PMID 34289354.
GSE120792_BRCA1mut_vs_WT	TACSTD2	1	0	-0.234726	-0.234726	0.7	0.504907	GSE120792	DNA-repair genotype, not drug	human	BRCA1-mutant vs BRCA1-WT ovarian cancer cells, n=3, no olaparib column in this matrix. Values left as deposited (ACTB mean 9.94, consistent with log2 expression). Difference of means is the contrast. Genotype arm of the bridge, not a drug arm. PMID 34289354.
GSE120792_BRCA1mut_vs_WT	core_IFN	27	22	0.303404	0.461498	0.1	0.0133534	GSE120792	DNA-repair genotype, not drug	human	BRCA1-mutant vs BRCA1-WT ovarian cancer cells, n=3, no olaparib column in this matrix. Values left as deposited (ACTB mean 9.94, consistent with log2 expression). Difference of means is the contrast. Genotype arm of the bridge, not a drug arm. PMID 34289354.
GSE120792_BRCA1mut_vs_WT	core_TJ	14	5	-0.127832	-0.130226	0.1	0.0927302	GSE120792	DNA-repair genotype, not drug	human	BRCA1-mutant vs BRCA1-WT ovarian cancer cells, n=3, no olaparib column in this matrix. Values left as deposited (ACTB mean 9.94, consistent with log2 expression). Difference of means is the contrast. Genotype arm of the bridge, not a drug arm. PMID 34289354.
GSE120792_BRCA1mut_vs_WT	repair_NHEJ_HR	12	3	-0.0355142	-0.194955	0.1	0.00103989	GSE120792	DNA-repair genotype, not drug	human	BRCA1-mutant vs BRCA1-WT ovarian cancer cells, n=3, no olaparib column in this matrix. Values left as deposited (ACTB mean 9.94, consistent with log2 expression). Difference of means is the contrast. Genotype arm of the bridge, not a drug arm. PMID 34289354.
GSE120792_BRCA1mut_vs_WT	STING_axis	4	1	-0.314534	-0.20934	0.7	0.359769	GSE120792	DNA-repair genotype, not drug	human	BRCA1-mutant vs BRCA1-WT ovarian cancer cells, n=3, no olaparib column in this matrix. Values left as deposited (ACTB mean 9.94, consistent with log2 expression). Difference of means is the contrast. Genotype arm of the bridge, not a drug arm. PMID 34289354.
GSE120792_BRCA1mut_vs_WT	recruit	5	4	0.249237	0.270518	0.1	0.00202718	GSE120792	DNA-repair genotype, not drug	human	BRCA1-mutant vs BRCA1-WT ovarian cancer cells, n=3, no olaparib column in this matrix. Values left as deposited (ACTB mean 9.94, consistent with log2 expression). Difference of means is the contrast. Genotype arm of the bridge, not a drug arm. PMID 34289354.
GSE120792_BRCA1mut_vs_WT	thesis_IFN	218	142	0.0807554	0.210827	0.1	0.0174802	GSE120792	DNA-repair genotype, not drug	human	BRCA1-mutant vs BRCA1-WT ovarian cancer cells, n=3, no olaparib column in this matrix. Values left as deposited (ACTB mean 9.94, consistent with log2 expression). Difference of means is the contrast. Genotype arm of the bridge, not a drug arm. PMID 34289354.
GSE120792_BRCA1mut_vs_WT	thesis_TJ_no_CLDN4	197	80	-0.0463222	-0.0615889	0.4	0.253241	GSE120792	DNA-repair genotype, not drug	human	BRCA1-mutant vs BRCA1-WT ovarian cancer cells, n=3, no olaparib column in this matrix. Values left as deposited (ACTB mean 9.94, consistent with log2 expression). Difference of means is the contrast. Genotype arm of the bridge, not a drug arm. PMID 34289354.
GSE153867_A2780_resistant_vs_parent	CLDN4	1	1	6.16526	6.16526	0.0001554	4.11607e-18	GSE153867	acquired PARPi resistance	human	A2780 olaparib-resistant (columns C-1..C-8, GEO 'treated with Olaparib') vs parental untreated (columns O-1..O-8), n=8. FPKM to log2(FPKM+1). Acquired resistance, not an acute isogenic dose. C13* shCEBPB columns CS/R are a different experiment and are not in this contrast.
GSE153867_A2780_resistant_vs_parent	TACSTD2	1	1	8.2214	8.2214	0.0001554	4.46385e-30	GSE153867	acquired PARPi resistance	human	A2780 olaparib-resistant (columns C-1..C-8, GEO 'treated with Olaparib') vs parental untreated (columns O-1..O-8), n=8. FPKM to log2(FPKM+1). Acquired resistance, not an acute isogenic dose. C13* shCEBPB columns CS/R are a different experiment and are not in this contrast.
GSE153867_A2780_resistant_vs_parent	core_IFN	28	18	0.198358	0.166442	0.0001554	1.73578e-07	GSE153867	acquired PARPi resistance	human	A2780 olaparib-resistant (columns C-1..C-8, GEO 'treated with Olaparib') vs parental untreated (columns O-1..O-8), n=8. FPKM to log2(FPKM+1). Acquired resistance, not an acute isogenic dose. C13* shCEBPB columns CS/R are a different experiment and are not in this contrast.
GSE153867_A2780_resistant_vs_parent	core_TJ	14	6	-0.465993	-0.0140787	0.328205	0.341594	GSE153867	acquired PARPi resistance	human	A2780 olaparib-resistant (columns C-1..C-8, GEO 'treated with Olaparib') vs parental untreated (columns O-1..O-8), n=8. FPKM to log2(FPKM+1). Acquired resistance, not an acute isogenic dose. C13* shCEBPB columns CS/R are a different experiment and are not in this contrast.
GSE153867_A2780_resistant_vs_parent	repair_NHEJ_HR	12	10	0.613586	0.625953	0.0001554	3.99995e-09	GSE153867	acquired PARPi resistance	human	A2780 olaparib-resistant (columns C-1..C-8, GEO 'treated with Olaparib') vs parental untreated (columns O-1..O-8), n=8. FPKM to log2(FPKM+1). Acquired resistance, not an acute isogenic dose. C13* shCEBPB columns CS/R are a different experiment and are not in this contrast.
GSE153867_A2780_resistant_vs_parent	STING_axis	4	3	0.752527	1.22718	0.0001554	2.26088e-14	GSE153867	acquired PARPi resistance	human	A2780 olaparib-resistant (columns C-1..C-8, GEO 'treated with Olaparib') vs parental untreated (columns O-1..O-8), n=8. FPKM to log2(FPKM+1). Acquired resistance, not an acute isogenic dose. C13* shCEBPB columns CS/R are a different experiment and are not in this contrast.
GSE153867_A2780_resistant_vs_parent	recruit	5	2	-0.00351718	-0.322768	0.0001554	1.67808e-08	GSE153867	acquired PARPi resistance	human	A2780 olaparib-resistant (columns C-1..C-8, GEO 'treated with Olaparib') vs parental untreated (columns O-1..O-8), n=8. FPKM to log2(FPKM+1). Acquired resistance, not an acute isogenic dose. C13* shCEBPB columns CS/R are a different experiment and are not in this contrast.
GSE153867_A2780_resistant_vs_parent	thesis_IFN	217	140	0.165993	0.318606	0.0001554	1.4018e-20	GSE153867	acquired PARPi resistance	human	A2780 olaparib-resistant (columns C-1..C-8, GEO 'treated with Olaparib') vs parental untreated (columns O-1..O-8), n=8. FPKM to log2(FPKM+1). Acquired resistance, not an acute isogenic dose. C13* shCEBPB columns CS/R are a different experiment and are not in this contrast.
GSE153867_A2780_resistant_vs_parent	thesis_TJ_no_CLDN4	200	90	-0.0291708	0.0221075	0.000621601	0.0021623	GSE153867	acquired PARPi resistance	human	A2780 olaparib-resistant (columns C-1..C-8, GEO 'treated with Olaparib') vs parental untreated (columns O-1..O-8), n=8. FPKM to log2(FPKM+1). Acquired resistance, not an acute isogenic dose. C13* shCEBPB columns CS/R are a different experiment and are not in this contrast.
GSE235980_Olres_vs_parent_BRCA1def	CLDN4	1	0	-0.167069	-0.167069		0.596604	GSE235980	acquired PARPi resistance	human	UWB1.289 Olres vs parental, drug-free culture, n=2. Counts to CPM. Descriptive only.
GSE235980_Olres_vs_parent_BRCA1def	TACSTD2	1	0	-1.18792	-1.18792		0.0172556	GSE235980	acquired PARPi resistance	human	UWB1.289 Olres vs parental, drug-free culture, n=2. Counts to CPM. Descriptive only.
GSE235980_Olres_vs_parent_BRCA1def	core_IFN	27	4	-1.08776	-1.02388		0.000921623	GSE235980	acquired PARPi resistance	human	UWB1.289 Olres vs parental, drug-free culture, n=2. Counts to CPM. Descriptive only.
GSE235980_Olres_vs_parent_BRCA1def	core_TJ	14	6	-0.118697	0.100602		0.206282	GSE235980	acquired PARPi resistance	human	UWB1.289 Olres vs parental, drug-free culture, n=2. Counts to CPM. Descriptive only.
GSE235980_Olres_vs_parent_BRCA1def	repair_NHEJ_HR	12	8	0.0868888	0.0086524		0.899165	GSE235980	acquired PARPi resistance	human	UWB1.289 Olres vs parental, drug-free culture, n=2. Counts to CPM. Descriptive only.
GSE235980_Olres_vs_parent_BRCA1def	STING_axis	5	3	0.293018	-0.0313746		0.694209	GSE235980	acquired PARPi resistance	human	UWB1.289 Olres vs parental, drug-free culture, n=2. Counts to CPM. Descriptive only.
GSE235980_Olres_vs_parent_BRCA1def	recruit	5	0	-0.302459	-0.516292		0.0202471	GSE235980	acquired PARPi resistance	human	UWB1.289 Olres vs parental, drug-free culture, n=2. Counts to CPM. Descriptive only.
GSE235980_Olres_vs_parent_BRCA1def	thesis_IFN	212	61	-0.26478	-0.383862		0.00250587	GSE235980	acquired PARPi resistance	human	UWB1.289 Olres vs parental, drug-free culture, n=2. Counts to CPM. Descriptive only.
GSE235980_Olres_vs_parent_BRCA1def	thesis_TJ_no_CLDN4	196	94	-0.0334599	0.0617881		0.221088	GSE235980	acquired PARPi resistance	human	UWB1.289 Olres vs parental, drug-free culture, n=2. Counts to CPM. Descriptive only.
GSE235980_Olres_vs_parent_BRCA1prof	CLDN4	1	0	-0.399962	-0.399962		0.240328	GSE235980	acquired PARPi resistance	human	UWB1.289+BRCA1 Olres vs parental, drug-free culture, n=2. Counts to CPM. Descriptive only.
GSE235980_Olres_vs_parent_BRCA1prof	TACSTD2	1	1	0.792999	0.792999		0.0202041	GSE235980	acquired PARPi resistance	human	UWB1.289+BRCA1 Olres vs parental, drug-free culture, n=2. Counts to CPM. Descriptive only.
GSE235980_Olres_vs_parent_BRCA1prof	core_IFN	26	23	0.481193	0.83699		0.0140485	GSE235980	acquired PARPi resistance	human	UWB1.289+BRCA1 Olres vs parental, drug-free culture, n=2. Counts to CPM. Descriptive only.
GSE235980_Olres_vs_parent_BRCA1prof	core_TJ	14	8	0.102615	0.166642		0.131907	GSE235980	acquired PARPi resistance	human	UWB1.289+BRCA1 Olres vs parental, drug-free culture, n=2. Counts to CPM. Descriptive only.
GSE235980_Olres_vs_parent_BRCA1prof	repair_NHEJ_HR	12	5	-0.180369	0.236885		0.0311567	GSE235980	acquired PARPi resistance	human	UWB1.289+BRCA1 Olres vs parental, drug-free culture, n=2. Counts to CPM. Descriptive only.
GSE235980_Olres_vs_parent_BRCA1prof	STING_axis	5	2	-0.20663	-0.107241		0.174255	GSE235980	acquired PARPi resistance	human	UWB1.289+BRCA1 Olres vs parental, drug-free culture, n=2. Counts to CPM. Descriptive only.
GSE235980_Olres_vs_parent_BRCA1prof	recruit	4	4	0.299584	0.294224		0.0973532	GSE235980	acquired PARPi resistance	human	UWB1.289+BRCA1 Olres vs parental, drug-free culture, n=2. Counts to CPM. Descriptive only.
GSE235980_Olres_vs_parent_BRCA1prof	thesis_IFN	213	131	0.139848	0.136739		0.0587735	GSE235980	acquired PARPi resistance	human	UWB1.289+BRCA1 Olres vs parental, drug-free culture, n=2. Counts to CPM. Descriptive only.
GSE235980_Olres_vs_parent_BRCA1prof	thesis_TJ_no_CLDN4	194	97	0.00710977	-0.00328358		0.947945	GSE235980	acquired PARPi resistance	human	UWB1.289+BRCA1 Olres vs parental, drug-free culture, n=2. Counts to CPM. Descriptive only.
GSE239639_DMR_olaparib_vs_NT	CLDN4	1	0	-0.388762	-0.388762		0.862456	GSE239639	acute PARPi, n=2	human	DMR sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_DMR_olaparib_vs_NT	TACSTD2	1	0	-0.0078315	-0.0078315		0.769598	GSE239639	acute PARPi, n=2	human	DMR sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_DMR_olaparib_vs_NT	core_IFN	26	10	-0.014011	-0.07014		0.764602	GSE239639	acute PARPi, n=2	human	DMR sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_DMR_olaparib_vs_NT	core_TJ	14	7	-0.00552798	-0.0400304		0.82753	GSE239639	acute PARPi, n=2	human	DMR sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_DMR_olaparib_vs_NT	repair_NHEJ_HR	12	0	-0.255388	-0.262542		0.221529	GSE239639	acute PARPi, n=2	human	DMR sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_DMR_olaparib_vs_NT	STING_axis	5	0	-0.185615	-0.210998		0.416795	GSE239639	acute PARPi, n=2	human	DMR sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_DMR_olaparib_vs_NT	recruit	5	4	0.0104021	-0.0246819		0.885069	GSE239639	acute PARPi, n=2	human	DMR sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_DMR_olaparib_vs_NT	thesis_IFN	221	70	-0.0818645	-0.0974161		0.435922	GSE239639	acute PARPi, n=2	human	DMR sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_DMR_olaparib_vs_NT	thesis_TJ_no_CLDN4	204	47	-0.146717	-0.142916		0.224551	GSE239639	acute PARPi, n=2	human	DMR sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_HT-1080_olaparib_vs_NT	CLDN4	1	1	0.0442035	0.0442035		0.208831	GSE239639	acute PARPi, n=2	human	HT-1080 sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_HT-1080_olaparib_vs_NT	TACSTD2	1	0	-0.0246728	-0.0246728		0.351813	GSE239639	acute PARPi, n=2	human	HT-1080 sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_HT-1080_olaparib_vs_NT	core_IFN	26	19	0.066334	0.123413		0.493735	GSE239639	acute PARPi, n=2	human	HT-1080 sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_HT-1080_olaparib_vs_NT	core_TJ	13	3	-0.0183118	0.0323141		0.660433	GSE239639	acute PARPi, n=2	human	HT-1080 sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_HT-1080_olaparib_vs_NT	repair_NHEJ_HR	12	7	0.0502684	0.0276906		0.898483	GSE239639	acute PARPi, n=2	human	HT-1080 sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_HT-1080_olaparib_vs_NT	STING_axis	5	2	-0.00394515	0.0649383		0.63198	GSE239639	acute PARPi, n=2	human	HT-1080 sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_HT-1080_olaparib_vs_NT	recruit	4	1	-0.0857172	-0.109345		0.28741	GSE239639	acute PARPi, n=2	human	HT-1080 sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_HT-1080_olaparib_vs_NT	thesis_IFN	218	152	0.0503326	0.103453		0.41397	GSE239639	acute PARPi, n=2	human	HT-1080 sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_HT-1080_olaparib_vs_NT	thesis_TJ_no_CLDN4	200	115	0.0103717	0.0245534		0.814132	GSE239639	acute PARPi, n=2	human	HT-1080 sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_S018_olaparib_vs_NT	CLDN4	1	0	-0.01192	-0.01192		0.893294	GSE239639	acute PARPi, n=2	human	S018 sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_S018_olaparib_vs_NT	TACSTD2	1	1	0.0143214	0.0143214		0.362899	GSE239639	acute PARPi, n=2	human	S018 sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_S018_olaparib_vs_NT	core_IFN	27	19	0.0338491	0.0577566		0.606063	GSE239639	acute PARPi, n=2	human	S018 sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_S018_olaparib_vs_NT	core_TJ	14	9	0.0533127	0.0611327		0.847163	GSE239639	acute PARPi, n=2	human	S018 sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_S018_olaparib_vs_NT	repair_NHEJ_HR	12	8	0.0371944	0.0447524		0.860866	GSE239639	acute PARPi, n=2	human	S018 sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_S018_olaparib_vs_NT	STING_axis	5	5	0.194312	0.189968		0.636252	GSE239639	acute PARPi, n=2	human	S018 sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_S018_olaparib_vs_NT	recruit	5	4	0.0140958	0.0701949		0.479166	GSE239639	acute PARPi, n=2	human	S018 sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_S018_olaparib_vs_NT	thesis_IFN	216	142	0.0283149	0.0541497		0.706681	GSE239639	acute PARPi, n=2	human	S018 sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE239639_S018_olaparib_vs_NT	thesis_TJ_no_CLDN4	202	135	0.0346341	0.0558124		0.74678	GSE239639	acute PARPi, n=2	human	S018 sarcoma, olaparib (OL) vs not treated (NT), n=2. TPM to log2(TPM+1). Combo and trabectedin columns are not in this contrast. Descriptive only. Not epithelial lung.
GSE298546_HeLa_olaparib_72h	CLDN4	1	1	0.0166842	0.0166842			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	TACSTD2	1	0	-0.348137	-0.348137			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	core_IFN	23	16	0.795463	0.762679			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	core_TJ	14	6	-0.15358	-0.113712			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	repair_NHEJ_HR	12	4	-0.115443	-0.0682113			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	STING_axis	4	2	0.166576	0.228658			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	recruit	3	2	0.107445	0.346066			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	thesis_IFN	190	103	0.0483279	0.17215			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	thesis_TJ_no_CLDN4	179	91	0.0020925	0.000323726			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
