gene,GSM5772210,GSM5772211,GSM5772212,GSM5772213,GSM5772214,GSM5772215,GSM5772216
PRKCSH,10.114,17.161,13.334,12.691,20.559,7.016,16.047
PRKCZ,1.332,1.834,2.159,2.452,0.446,5.261,1.112
PRKD1,0.0,0.04,0.0,0.039,0.0,0.7,0.0
PRKD2,3.957,2.45,2.48,2.564,2.432,3.581,3.668
PRKD3,4.15,5.446,5.54,5.026,5.192,2.75,6.544
PRKDC,4.923,6.58,6.045,5.647,6.505,3.284,6.791
PRKG1,0.0,0.0,0.0,0.062,0.0,0.0,0.0
PRKG1-AS1,0.0,0.0,0.0,0.0,0.0,0.119,0.0
PRKG2,0.0,0.0,0.0,0.0,0.0,0.105,0.0
PRKRA,18.854,18.68,26.408,18.325,18.472,23.148,19.238
PRKRIP1,7.094,4.079,8.069,7.505,7.197,4.933,7.916
PRKRIR,10.732,9.848,8.664,11.603,12.532,16.916,11.242
PRKX,3.302,4.382,2.875,2.185,4.57,4.566,4.463
PRKX-AS1,0.0,0.0,0.0,0.0,0.0,1.215,0.0
PRKXP1,0.514,0.415,0.369,0.271,0.416,0.654,0.351
PRKY,2.312,0.02,0.0,1.698,2.402,1.247,0.0
PRL,0.0,0.0,1.095,0.0,1.294,0.0,0.221
PRLH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLHR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLR,0.0,0.072,0.041,0.0,0.0,0.157,0.0
PRM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRMT1,23.874,22.325,24.899,26.037,22.294,34.075,28.967
PRMT2,48.322,45.791,56.211,50.205,43.714,69.593,51.994
PRMT3,4.739,6.036,4.803,5.159,4.111,3.274,5.307
PRMT5,23.487,21.231,22.448,22.084,18.865,29.367,19.488
PRMT5-AS1,0.0,0.078,0.0,0.0,0.066,0.204,0.0
PRMT6,4.682,10.902,3.434,8.501,6.908,8.663,5.861
PRMT7,10.994,11.098,9.494,10.942,8.796,11.842,10.476
PRMT8,0.0,0.0,0.0,0.0,0.0,2.317,0.0
PRMT9,11.206,9.403,8.364,7.982,9.747,7.947,9.064
PRNCR1,0.009,0.0,0.0,0.021,0.009,0.0,0.0
PRND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRNP,106.839,116.15,102.862,121.465,110.48,112.759,118.711
PRNT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRO1804,0.063,0.0,0.0,0.0,0.0,0.0,0.0
PROB1,0.038,0.091,0.0,0.088,0.0,0.0,0.0
PROC,0.291,0.0,0.0,0.0,0.075,0.0,0.0
PROCA1,1.055,1.488,1.024,1.349,1.416,1.113,2.401
PROCR,79.668,33.769,92.81,43.244,58.569,12.036,65.042
PRODH,1.537,0.757,0.0,1.725,0.331,3.68,0.082
PRODH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROK1,0.0,0.0,0.0,0.0,0.0,0.838,0.0
PROK2,4.132,0.0,0.447,0.0,0.252,10.934,0.406
PROKR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROKR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROM1,6.393,0.0,0.477,0.11,0.939,42.329,0.05
PROM2,0.253,0.051,0.167,0.493,0.0,0.179,0.0
PROP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRORSD1P,0.353,0.285,0.077,0.207,0.303,0.438,0.186
PRORY,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROS1,37.03,29.421,44.77,43.26,45.443,38.553,33.339
PROSC,37.095,36.474,45.411,34.095,43.87,30.026,36.527
PROSER1,5.569,8.178,7.987,8.223,7.765,3.549,9.956
PROSER2,0.366,0.133,0.144,0.086,0.038,0.467,0.174
PROSER2-AS1,0.039,0.0,0.0,0.0,0.0,0.0,0.0
PROSER3,0.177,0.286,0.85,0.899,0.304,2.008,0.841
PROX1,0.029,0.104,0.018,0.034,0.0,0.0,0.0
PROX1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROX2,0.031,0.226,0.25,0.179,0.096,0.0,0.242
PROZ,0.0,0.108,0.0,0.105,0.0,0.476,0.0
PRPF18,14.764,13.546,16.13,14.338,12.234,18.143,15.395
PRPF19,3.111,2.147,2.248,3.456,2.767,1.997,2.635
PRPF3,20.132,18.389,18.529,22.752,17.842,12.782,22.178
PRPF31,36.318,28.452,30.723,30.399,31.854,27.598,32.492
PRPF38A,17.432,17.519,14.597,13.84,17.204,13.703,17.732
PRPF38B,10.799,10.93,11.97,15.101,10.401,9.62,12.765
PRPF39,5.371,3.961,4.558,5.134,4.833,5.073,4.29
PRPF4,23.55,13.027,14.117,14.356,11.041,7.346,13.742
PRPF40A,16.058,18.285,17.07,16.821,18.338,12.949,16.947
PRPF40B,0.073,0.754,0.431,0.514,0.754,1.798,0.174
PRPF4B,6.589,6.774,7.582,7.333,6.07,7.091,7.558
PRPF6,39.581,43.214,40.145,44.007,37.782,51.211,43.253
PRPF8,24.493,43.026,43.066,40.992,41.638,29.954,35.776
PRPH,0.0,0.0,0.0,0.083,0.145,0.599,0.0
PRPH2,0.446,0.049,0.106,0.0,0.042,0.0,0.0
PRPS1,6.343,7.835,6.0,8.806,8.241,5.434,9.12
PRPS1L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRPS2,13.881,14.626,16.825,17.875,18.582,16.699,20.898
PRPSAP1,20.417,15.606,20.124,17.502,15.58,28.952,17.946
PRPSAP2,5.858,6.407,2.854,5.845,4.732,12.023,6.037
PRR11,1.476,0.486,0.477,0.875,0.677,0.058,1.241
PRR12,0.169,0.123,0.022,0.099,0.07,0.072,0.134
PRR13,356.476,293.204,269.261,302.599,275.31,195.114,272.279
PRR14,2.755,2.47,2.432,2.105,2.596,2.102,3.417
PRR14L,3.126,4.599,3.968,5.6,5.254,3.645,4.596
PRR15,3.194,1.228,2.551,0.73,2.814,16.323,2.222
PRR15L,0.525,2.123,0.0,1.436,0.452,9.403,0.0
PRR16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRR18,0.55,0.0,0.0,0.0,0.047,3.897,0.0
PRR19,1.387,1.367,1.93,0.812,1.252,0.369,1.236
PRR20A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRR20B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRR21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRR22,0.0,0.0,0.127,0.0,0.0,0.103,0.0
PRR23A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRR23B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRR23C,0.0,0.0,0.0,0.0,0.0,0.047,0.0
PRR23D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRR23D2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRR25,0.0,0.0,0.0,0.134,0.0,0.0,0.0
PRR26,0.087,0.0,0.318,0.0,0.0,0.283,0.0
PRR27,0.0,0.0,0.0,0.0,0.0,0.053,0.0
PRR29,1.026,0.311,0.424,0.301,0.876,5.034,0.542
PRR29-AS1,0.0,0.0,0.275,0.0,0.0,0.268,0.067
PRR3,1.251,1.344,1.732,1.324,1.317,1.217,1.813
PRR30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRR32,0.0,0.0,0.442,0.0,0.0,0.0,0.0
PRR34,0.0,0.256,0.092,0.741,0.218,0.523,1.003
PRR34-AS1,1.284,0.389,1.051,0.752,1.491,1.537,0.382
PRR35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRR36,0.0,0.084,0.0,0.0,0.071,0.0,0.0
PRR4,3.963,0.906,1.081,0.336,8.731,10.525,0.517
PRR5,0.984,1.281,0.342,0.933,0.708,3.848,0.598
PRR5-ARHGAP8,0.0,0.0,0.251,0.132,0.0,0.0,0.0
PRR5L,1.099,2.593,1.508,1.113,1.579,3.574,1.829
PRR7,1.147,0.253,0.137,0.0,0.43,14.74,0.0
PRR7-AS1,0.096,0.0,0.126,0.45,0.099,0.0,0.305
PRR9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRRC1,14.52,17.931,18.025,19.556,18.578,17.284,17.523
PRRC2A,2.545,1.338,1.801,1.314,1.387,1.43,1.942
PRRC2B,2.282,3.392,3.415,3.646,3.873,3.656,3.849
PRRC2C,11.997,11.858,11.292,12.451,13.57,12.341,13.023
PRRG1,0.927,0.679,1.205,2.102,0.825,0.453,0.507
PRRG2,0.097,0.117,0.0,0.113,0.0,0.206,0.0
PRRG3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRRG4,1.307,0.987,1.234,1.129,1.215,2.415,1.256
PRRT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRRT2,0.116,0.059,0.0,0.091,0.0,0.289,0.0
PRRT3,0.804,0.78,0.168,0.226,0.199,5.437,0.255
PRRT3-AS1,0.571,0.692,0.374,0.334,0.295,0.607,2.714
PRRT4,0.105,0.381,2.828,0.061,0.108,0.0,0.58
PRRX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRRX2,0.729,0.0,0.0,0.0,0.0,0.776,0.0
PRRX2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRSS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRSS12,1.308,0.159,0.0,0.031,0.378,5.481,0.041
PRSS16,0.0,0.157,0.0,0.302,0.044,0.092,0.0
PRSS21,21.763,72.167,52.635,3.211,102.718,17.803,69.992
PRSS22,0.0,0.118,0.127,0.114,0.0,2.174,0.154
PRSS23,3.774,1.909,1.315,1.163,0.722,43.067,0.392
PRSS27,0.0,0.111,0.0,0.321,0.377,11.373,0.0
PRSS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRSS30P,0.166,0.151,0.326,0.146,0.257,0.0,0.066
PRSS33,0.308,0.28,1.009,0.722,0.398,0.328,0.0
PRSS35,0.0,0.0,0.0,0.0,0.0,0.265,0.0
PRSS36,5.416,8.167,5.975,3.512,7.262,1.675,9.447
PRSS37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRSS38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRSS3P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRSS41,0.0,0.0,0.201,0.0,0.951,0.0,0.0
PRSS42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRSS45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRSS46,0.148,0.0,0.0,0.0,0.0,0.0,0.0
PRSS48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRSS50,0.0,0.0,0.0,0.0,0.0,0.0,0.16
PRSS53,0.0,0.229,0.082,0.074,0.324,0.0,0.199
PRSS54,3.057,0.195,0.105,0.942,0.664,19.334,0.127
PRSS55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRSS56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRSS57,0.0,0.0,0.0,0.0,0.136,0.0,0.0
PRSS58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRSS8,0.132,5.37,0.087,7.122,0.477,5.692,0.209
PRTFDC1,0.0,0.163,0.0,0.0,0.0,0.072,0.0
PRTG,0.067,0.0,0.025,0.022,0.0,0.0,0.015
PRTN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRUNE,6.335,8.119,8.35,7.758,6.4,10.091,8.756
PRUNE2,2.116,0.523,1.927,0.983,1.01,5.862,3.36
PRX,0.0,0.03,0.032,0.029,0.0,0.0,0.0
PRY,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRY2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSAP,4570.08,5150.09,5069.08,4769.11,5149.53,5524.05,4520.23
PSAPL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSAT1,2.96,2.479,2.926,1.369,1.441,1.851,1.328
PSCA,3.474,0.171,0.554,0.496,1.746,55.999,0.223
PSD,0.0,0.0,0.0,0.077,0.0,0.567,0.207
PSD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSD3,2.304,2.787,5.314,1.407,3.335,2.135,2.579
PSD4,6.641,5.704,4.581,4.568,6.023,4.977,7.003
PSEN1,42.772,49.02,54.208,47.943,45.855,31.346,48.68
PSEN2,22.777,23.174,26.885,23.602,25.138,10.593,22.818
PSENEN,93.871,43.302,46.849,57.882,72.341,240.757,62.543
PSG1,0.0,0.0,0.084,0.0,0.0,0.218,0.0
PSG10P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSG11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSG3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSG4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSG5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSG6,0.0,0.0,0.0,0.106,0.0,0.0,0.0
PSG7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSG8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSG9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSIP1,5.538,5.501,6.873,5.592,5.712,12.824,6.706
PSKH1,9.076,9.483,9.052,7.647,11.885,14.218,7.191
PSKH2,0.242,0.0,0.0,0.0,0.0,0.0,0.0
PSMA1,155.539,150.7,133.115,158.851,149.999,159.123,146.591
PSMA2,187.803,114.661,127.281,146.774,132.288,131.504,133.758
PSMA3,174.75,174.996,167.443,163.693,156.741,173.822,177.025
PSMA3-AS1,5.144,4.412,3.991,2.885,5.058,6.281,4.218
PSMA4,204.222,152.423,162.842,166.496,140.562,150.389,169.361
PSMA5,40.538,24.787,25.98,30.886,26.215,27.298,30.503
PSMA6,502.136,419.639,433.604,436.291,354.081,263.285,443.52
PSMA7,596.694,515.955,565.18,488.056,535.499,493.966,554.097
PSMA8,0.0,0.0,0.0,0.167,0.0,0.0,0.0
PSMB1,376.081,274.225,267.631,301.565,286.713,349.733,327.162
PSMB10,277.463,180.489,178.294,226.814,195.313,200.094,246.771
PSMB11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMB2,45.902,31.304,29.678,32.061,28.112,36.418,32.477
PSMB3,485.952,326.578,295.94,369.352,353.442,390.486,341.947
PSMB4,71.416,76.105,70.831,76.14,82.628,74.075,73.495
PSMB5,233.844,144.004,148.12,168.897,158.471,206.196,186.381
PSMB6,249.158,230.599,164.443,235.721,220.072,240.253,237.513
PSMB7,102.843,79.469,71.448,76.257,77.453,99.528,80.354
PSMB8,378.061,269.061,238.058,279.447,263.959,253.757,342.746
PSMB8-AS1,34.59,16.256,13.71,19.825,12.26,22.118,19.673
PSMB9,369.913,217.187,123.264,226.282,136.633,171.533,205.071
PSMC1,84.966,60.802,69.793,73.141,65.707,93.988,93.008
PSMC2,84.183,77.585,68.639,80.189,73.521,54.595,82.933
PSMC3,94.107,79.805,78.958,77.571,65.221,94.134,101.753
PSMC3IP,12.197,13.437,12.114,12.492,13.211,12.439,12.075
PSMC4,101.524,63.704,74.511,86.611,71.578,78.488,73.081
PSMC5,118.244,79.533,77.184,89.567,89.161,101.716,98.314
PSMC6,52.69,55.778,47.339,51.937,49.585,54.716,55.574
PSMD1,71.2,71.435,69.037,61.663,70.693,70.973,79.196
PSMD10,66.233,63.583,66.886,57.623,63.486,62.929,63.926
PSMD11,27.723,27.121,20.867,27.146,24.648,24.552,30.441
PSMD12,26.443,29.013,25.101,26.503,27.358,20.843,27.744
PSMD13,85.97,68.675,71.156,72.826,68.79,93.474,73.444
PSMD14,87.879,64.336,79.709,75.654,66.086,71.669,88.025
PSMD2,138.819,133.363,147.969,128.536,129.656,134.344,140.861
PSMD3,21.851,39.471,26.876,34.603,33.221,15.0,30.961
PSMD4,157.274,109.494,112.216,126.454,107.163,163.461,135.451
PSMD5,14.355,13.471,10.795,11.129,13.118,5.609,10.959
PSMD5-AS1,1.209,1.968,2.0,2.721,0.558,2.538,3.277
PSMD6,105.339,60.984,66.912,71.728,65.861,92.953,75.77
PSMD6-AS2,1.856,3.791,1.855,2.403,2.369,3.688,2.709
PSMD7,96.201,68.979,63.61,68.185,60.137,86.897,71.254
PSMD8,131.886,117.774,119.848,131.0,123.287,123.233,135.46
PSMD9,46.005,25.868,27.78,29.932,26.914,36.932,34.15
PSME1,455.261,314.278,304.965,398.643,285.301,311.054,344.792
PSME2,724.98,455.956,389.801,531.477,437.478,381.269,534.855
PSME3,40.328,40.827,44.281,42.053,41.047,33.905,42.219
PSME4,5.598,4.258,5.076,3.531,5.81,2.871,5.984
PSMF1,52.973,47.679,54.404,53.305,46.747,35.468,47.707
PSMG1,22.531,23.536,18.954,21.393,20.603,23.127,28.434
PSMG2,69.747,85.393,66.562,66.587,83.703,52.563,73.689
PSMG3,28.504,17.628,20.653,21.293,19.634,37.433,18.894
PSMG3-AS1,0.353,0.797,0.614,0.644,0.659,0.821,0.693
PSMG4,8.008,5.889,11.603,7.461,9.008,9.876,9.831
PSORS1C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSORS1C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSORS1C3,0.0,0.0,0.0,0.0,0.0,0.961,0.0
PSPC1,10.911,9.341,8.998,9.811,11.848,12.681,11.518
PSPH,3.654,5.158,5.099,4.491,5.933,8.983,5.505
PSPN,0.0,0.0,0.0,0.0,0.917,0.0,0.0
PSRC1,0.56,1.626,0.489,0.844,0.661,0.426,2.013
PSTK,1.3,1.484,2.203,2.866,1.104,2.195,2.059
PSTPIP1,9.8,5.564,5.006,5.13,3.801,14.71,7.049
PSTPIP2,7.752,7.236,2.604,6.418,5.862,9.582,7.203
PTAFR,115.586,100.448,88.149,101.55,110.351,73.247,135.461
PTAR1,0.336,0.562,0.759,0.706,0.538,0.53,0.68
PTBP1,31.6,33.899,37.389,33.789,35.7,27.876,30.406
PTBP2,0.596,2.044,1.553,1.192,1.31,2.454,0.575
PTBP3,11.206,14.497,12.985,15.535,14.422,11.749,12.152
PTCD1,0.015,0.014,8.406,5.909,4.788,0.014,0.029
PTCD2,4.394,2.774,2.049,3.455,2.732,1.856,2.003
PTCD3,12.487,8.803,6.597,10.059,9.853,9.319,9.533
PTCH1,0.215,0.037,0.1,0.234,0.188,0.392,0.122
PTCH2,0.737,0.194,0.446,0.225,0.431,1.056,0.203
PTCHD1,0.0,0.054,0.0,0.0,0.0,0.0,0.0
PTCHD1-AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTCHD2,0.0,0.0,0.0,0.0,0.0,0.049,0.0
PTCHD3,0.493,0.179,0.452,0.0,0.0,0.21,0.0
PTCHD4,0.037,0.181,0.0,0.175,0.462,0.159,0.118
PTCRA,10.433,8.098,13.116,5.866,11.195,7.977,4.959
PTCSC3,0.0,0.148,0.478,0.57,0.0,0.0,0.0
PTDSS1,56.343,40.883,43.956,52.006,60.088,41.532,53.492
PTDSS2,3.169,5.332,4.686,5.39,5.749,9.188,5.67
PTEN,5.723,9.234,6.735,6.026,8.925,8.824,7.153
PTENP1,0.123,0.037,0.0,0.0,0.0,0.0,0.0
PTENP1-AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTER,3.194,3.976,2.663,4.822,7.648,3.661,5.214
PTF1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTGDR,0.251,0.101,0.055,0.0,0.086,0.533,0.132
PTGDR2,0.127,0.205,0.111,0.198,0.436,0.0,0.536
PTGDS,0.0,0.926,0.0,0.671,0.0,65.15,0.605
PTGER1,0.0,0.0,0.0,0.0,0.0,0.101,0.0
PTGER2,4.836,3.788,2.771,4.721,3.17,10.233,5.428
PTGER3,2.162,0.69,2.088,6.427,2.441,0.032,3.818
PTGER4,40.494,73.691,42.165,65.502,55.929,25.567,51.413
PTGER4P2-CDK2AP2P2,0.033,0.238,0.385,0.153,0.169,0.0,0.052
PTGES,0.0,0.879,0.0,1.614,0.0,1.542,0.0
PTGES2,24.733,17.261,22.575,18.473,16.857,19.877,20.032
PTGES2-AS1,0.301,0.0,0.0,0.141,0.311,0.064,0.191
PTGES3,93.935,86.585,85.065,84.907,95.39,108.746,92.05
PTGES3L,0.514,0.0,0.0,0.315,0.279,0.394,0.476
PTGES3L-AARSD1,0.23,0.0,0.0,0.008,0.007,0.133,0.808
PTGFR,0.133,0.0,0.029,0.0,0.16,1.273,0.0
PTGFRN,0.954,4.014,1.298,1.643,3.01,1.969,3.022
PTGIR,0.0,0.0,0.0,0.0,0.0,2.203,0.0
PTGIS,0.0,0.0,0.0,0.099,0.0,0.0,0.0
PTGR1,15.427,24.511,32.04,28.875,28.576,53.899,26.847
PTGR2,8.422,6.304,5.022,4.683,6.037,8.651,5.168
PTGS1,1.347,4.687,3.898,3.272,5.037,7.426,5.753
PTGS2,3.918,1.616,2.827,4.183,1.347,8.078,1.394
PTH,0.19,0.0,0.0,0.0,0.0,0.0,0.0
PTH1R,0.128,0.0,0.0,0.0,0.0,0.137,0.0
PTH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTH2R,0.0,0.111,0.358,0.923,0.994,0.291,0.434
PTHLH,0.312,0.0,0.0,0.0,0.0,1.701,0.0
PTK2,6.229,6.69,5.589,9.948,4.41,11.436,6.241
PTK2B,35.889,43.31,54.008,46.459,40.982,19.874,44.146
PTK6,0.521,1.796,0.682,1.649,0.815,0.63,1.321
PTK7,0.179,0.984,0.0,0.442,0.096,0.571,0.0
PTMA,280.864,202.049,223.129,250.218,249.151,408.1,288.611
PTMS,12.067,19.07,17.24,20.418,16.223,5.963,22.404
PTN,0.171,0.104,0.0,0.0,0.354,2.187,0.0
PTOV1,18.404,23.288,21.006,19.838,17.621,37.162,17.721
PTOV1-AS1,1.12,0.572,0.463,0.898,0.791,0.815,1.776
PTOV1-AS2,0.643,0.156,0.674,0.301,0.133,0.137,0.204
PTP4A1,37.66,42.668,36.302,33.293,42.694,33.285,27.281
PTP4A2,66.966,77.408,73.727,72.904,65.029,51.936,75.585
PTP4A3,0.399,1.453,0.174,0.963,0.189,4.482,0.0
PTPDC1,5.963,6.171,7.462,6.229,5.059,0.287,4.116
PTPMT1,62.515,46.03,60.285,58.054,59.315,34.435,54.542
PTPN1,10.42,16.809,13.646,16.028,16.302,8.8,13.382
PTPN11,7.78,14.231,11.984,11.367,14.015,9.973,11.938
PTPN12,10.405,11.713,18.481,14.177,15.006,6.505,17.052
PTPN13,0.059,0.167,0.077,0.368,0.061,1.38,0.283
PTPN14,0.0,0.021,0.0,0.01,0.0,0.211,0.0
PTPN18,50.863,48.555,53.984,49.267,58.252,22.748,48.024
PTPN2,57.412,42.606,43.603,46.586,41.847,34.099,42.238
PTPN20,0.0,0.069,0.0,0.21,0.07,0.0,0.0
PTPN21,0.019,0.184,0.1,0.178,0.157,1.334,0.0
PTPN22,26.621,25.233,29.681,26.454,29.329,11.239,23.522
PTPN23,4.05,2.674,2.859,3.479,2.391,2.202,3.922
PTPN3,1.673,0.195,0.34,0.411,0.253,3.643,0.0
PTPN4,0.848,0.793,0.655,1.172,0.738,2.856,1.019
PTPN5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPN6,323.065,321.211,449.424,370.755,345.777,138.128,384.902
PTPN7,8.579,4.202,1.596,6.313,2.689,19.561,7.466
PTPN9,22.71,27.172,35.706,29.109,28.761,9.297,28.382
PTPRA,31.825,33.985,34.437,36.465,32.587,22.41,33.871
PTPRB,0.045,0.027,0.073,0.092,0.127,0.0,0.089
PTPRC,141.057,139.521,131.822,159.488,128.791,75.323,136.813
PTPRCAP,57.96,12.781,6.038,19.482,8.664,97.889,23.222
PTPRD,0.0,0.0,0.019,0.027,0.0,0.0,0.037
PTPRD-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRD-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRE,6.213,10.772,4.845,9.643,9.346,15.088,10.377
PTPRF,0.487,0.938,0.08,1.105,0.393,7.446,0.096
PTPRG,0.071,0.021,0.0,0.664,0.0,0.0,0.0
PTPRG-AS1,0.144,0.292,0.189,0.217,0.099,0.051,0.533
PTPRH,0.0,0.224,0.376,0.072,0.127,0.497,0.284
PTPRJ,14.538,17.714,22.158,14.261,18.552,31.313,21.869
PTPRK,0.378,0.503,0.054,0.5,0.0,2.552,0.065
PTPRM,6.782,6.906,12.261,10.537,11.816,3.697,5.603
PTPRN,0.0,0.0,0.0,0.0,0.0,0.145,0.0
PTPRN2,0.682,0.214,0.033,0.0,0.104,10.234,0.04
PTPRO,27.101,40.121,36.716,34.213,36.914,16.453,40.299
PTPRQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRR,0.0,0.0,0.0,0.0,0.195,0.0,0.075
PTPRS,0.02,0.167,0.155,0.069,0.0,0.883,0.051
PTPRT,0.909,0.0,0.096,0.086,0.331,9.098,0.015
PTPRU,0.127,0.515,0.083,0.174,1.247,0.768,0.202
PTPRVP,0.176,0.036,0.0,0.069,0.03,0.0,0.0
PTPRZ1,0.0,0.0,0.0,0.0,0.0,0.427,0.0
PTRF,0.0,1.173,0.0,0.82,0.138,1.383,0.053
PTRH1,32.66,25.333,23.376,19.13,18.612,19.387,23.169
PTRH2,24.931,12.497,16.154,18.565,13.73,18.11,19.212
PTRHD1,46.888,34.817,28.406,43.717,42.784,48.17,39.425
PTS,12.203,7.304,6.642,5.755,10.138,18.877,5.776
PTTG1,51.535,12.493,13.22,21.237,11.053,10.736,24.506
PTTG1IP,144.249,128.648,168.277,160.11,149.853,119.012,175.061
PTTG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTTG3P,0.0,0.0,0.379,0.0,0.0,0.0,0.0
PTX3,0.86,1.204,0.26,1.473,0.137,0.0,0.105
PTX4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUF60,98.551,89.259,87.545,95.569,95.543,75.988,93.98
PUM1,20.392,25.289,20.692,24.324,25.543,17.462,23.002
PUM2,4.788,6.061,5.436,5.373,5.453,10.61,5.33
PURA,2.088,3.621,2.44,3.287,3.219,1.337,3.023
PURB,1.053,0.561,0.875,0.587,0.649,0.683,0.712
PURG,0.046,0.0,0.0,0.0,0.0,0.147,0.0
PUS1,5.531,5.151,4.115,4.143,3.756,4.779,3.683
PUS10,1.681,1.538,1.786,1.635,1.44,0.472,1.407
PUS3,8.963,9.961,11.256,10.168,8.183,5.815,10.63
PUS7,3.21,1.862,1.645,2.044,1.368,1.225,0.885
PUS7L,2.567,2.397,2.389,2.519,2.881,1.526,2.457
PUSL1,16.011,7.956,10.776,11.462,8.145,13.362,13.214
PVALB,0.638,2.321,0.418,7.099,2.304,0.0,7.582
PVR,20.78,18.499,19.739,24.8,8.512,5.343,15.773
PVRIG,4.041,1.327,0.11,1.874,0.782,12.802,1.601
PVRIG2P,3.082,3.542,1.272,2.531,1.321,0.777,4.118
PVRL1,1.482,1.245,1.64,0.961,1.093,0.738,0.675
PVRL2,15.328,18.293,9.576,9.471,9.925,28.871,15.304
PVRL3,0.0,0.083,0.06,0.058,0.0,0.0,0.036
PVRL3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PVRL4,0.624,1.052,0.273,0.244,1.002,6.639,0.605
PVT1,1.229,0.932,0.905,0.63,1.03,0.49,1.461
PWAR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWAR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWAR5,0.108,0.131,0.047,0.042,0.074,0.192,0.0
PWARSN,1.009,1.311,0.0,0.253,1.264,1.073,0.685
PWP1,37.37,33.423,33.083,28.777,31.736,39.521,34.625
