accession,excluded_known,tier,keep_for_download,lung,io,trop2,cldn4,title,host,organisms,n_files,n_raw_files,n_proteinish_files,sources,keywords,description,pride_url,px_url,queries
PXD022949,False,core_lung_io,True,True,True,False,False,Proteogenomic analysis unveils the HLA Class I presented immunopeptidome in melanoma and EGFR mutant lung adenocarcinoma,PRIDE,Homo sapiens (human),100,28,69,pride,Hla immunopeptidome;Immunotherapy;Neoantigen;Melanoma;Lung cancer,"Immune checkpoint inhibitor and adoptive lymphocyte transfer-based therapies have shown great therapeutic potential for cancers with high tumor mutation burden (TMB). Here, we employed mass spectrometry (MS)-based proteogenomic large-scale profiling to identify potential immunogenic human leukocyte antigen (HLA) Class ǀ-presented peptides in both melanoma, a “hot tumor” with high TMB, and EGFR mutant lung adenocarcinoma, a “cold tumor” with low TMB. We used cell line and patient-specific databases constructed using variants identified from whole-exome sequencing, as well as a de novo search algorithm from the PEAKS search algorithm to interrogate the mass spectrometry data of the Class I immunopeptidome. We identified 12 mutant neoantigens. Several classes of tumor-associated antigen-derived peptides were also identified. We constructed a cancer germline (CG) antigen database with 285 antigens and identified 42 Class I-presented CG antigens. We identified more than 1000 post-translationally modified (PTM) peptides representing 58 different PTMs. Our results suggest that PTMs play a critical role impacting HLA-binding affinity dramatically.  Finally, leveraging de novo search and an annotated lncRNA database, we developed a novel non-canonical peptide discovery pipeline to identify 44 lncRNA-derived peptides that are presented by Class I. We validated MS/MS spectra of select peptides using synthetic peptides and performed HLA Class I binding assays to demonstrate binding of select neo-peptides and lncRNA-derived peptides to Class I proteins. In summary, we provide direct evidence of HLA Class I presentation of a large number of mutant and tumor-associated peptides for potential use as vaccine or adoptive cell therapy in melanoma and EGFR mutant lung cancer.",https://www.ebi.ac.uk/pride/archive/projects/PXD022949,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD022949,keyword:checkpoint | keyword:immunotherapy
PXD022990,False,core_lung_io,True,True,True,False,False,Synthetic Siglec-9 agonists inhibit neutrophil activation associated with COVID-19,PRIDE,Homo sapiens (human),15,12,3,pride,Neutrophil;Siglec;Netosis;Sars-cov-2;Covid-19,"Severe cases of coronavirus disease 2019 (COVID-19) are characterized by a hyperinflammatory immune response that leads to numerous complications. Production of proinflammatory neutrophil extracellular traps (NETs) has been suggested to be a key factor in inducing a hyperinflammatory signaling cascade, allegedly causing both pulmonary tissue damage and peripheral inflammation. If true, finding ways to inhibit NET production could provide therapeutic strategies to prevent respiratory damage and death from SARS-CoV-2 related inflammation. Here, we demonstrate that synthetic glycopolymers that activate signaling of the neutrophil checkpoint receptor Siglec-9 suppress NETosis induced by agonists of viral TLR receptors and COVID-19 plasma. Thus, Siglec-9 represents an attractive therapeutic target to curb neutrophilic hyperinflammation in COVID-19.",https://www.ebi.ac.uk/pride/archive/projects/PXD022990,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD022990,keyword:checkpoint
PXD024209,False,core_lung_io,True,True,True,False,False,Identification of proteins deregulated by platinum-based chemotherapy as novel biomarkers and therapeutic targets in non-small cell lung cancer,,,0,0,0,omicsdi:panorama,"{'value': 'NSCLC', 'name': 'submitter keyword', 'accession': 'MS:1001925'};{'value': 'H460', 'name': 'submitter keyword', 'accession': 'MS:1001925'};{'value': 'Cisplatin', 'name': 'submitter keyword', 'accession': 'MS:1001925'}","Platinum-based chemotherapy remains the cornerstone of treatment for most people with non-small cell lung cancer (NSCLC), either as adjuvant therapy in combination with a second cytotoxic agent or in combination with immunotherapy. Resistance to therapy, either in the form of primary refractory disease or evolutionary resistance, remains a significant issue in the treatment of NSCLC. Hence, predictive biomarkers and novel combinational strategies are required to improve the effectiveness and durability of treatment response for people with NSCLC. The aim of this study was to identify novel biomarkers and/or druggable proteins from deregulated protein networks within non-oncogene driven disease that are involved in the cellular response to cisplatin. Following exposure of NSCLC cells to cisplatin, in vitro quantitative mass spectrometry was applied to identify altered protein response networks. A total of 65 proteins were significantly deregulated following cisplatin exposure. These proteins were assessed to determine if they are druggable targets using novel machine learning approaches and to identify whether these proteins might serve as prognosticators of platinum therapy. Our data demonstrate novel candidates and drug-like molecules warranting further investigation to improve response to platinum agents in NSCLC.",https://www.ebi.ac.uk/pride/archive/projects/PXD024209,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD024209,id:PXD* AND NSCLC AND (immunotherapy OR PD-1 OR PD-L1)
PXD024435,False,core_lung_io,True,True,True,False,False,Hermansky-Pudlak syndrome type 1 causes impaired anti-microbial immunity  through a pathogenic lipid metabolism-mTOR circuit,PRIDE,Homo sapiens (human),18,15,3,pride,Lipid metabolism;Mtor;Hps-1,"Mendelian diseases that present with immune-mediated disorders can provide insights into the molecular mechanisms that drive inflammation. Hermansky-Pudlak syndrome (HPS) types 1 and 4 are caused by defective vesicle trafficking involving the BLOC-3 complex. The presence of inflammatory complications such as Crohn’s disease-like inflammation and lung fibrosis in these patients remains enigmatic. Using mass cytometry we observe an augmented inflammatory monocyte compartment in HPS1 patient peripheral blood that may be associated with a TNF - and IL-1α-dominated cytokine dysregulation. HPS1 patient monocyte-derived macrophages express an inflammatory TNF-OSM mRNA gene signature and changes in lipid metabolism. Using stimulation experiments and lysosomal proteomics we show that defective lipid metabolism drives RAB32-dependent mTOR signaling, facilitated by the accumulation of mTOR on lysosomes. This pathogenic circuit translates into aberrant bacterial clearance, which can be rescued with mTORC1 inhibition. We reveal that a pathogenic lipid-mTOR signaling circuit acts as a metabolic checkpoint for defective anti-microbial activity. This mechanism may be relevant to the complex pathology of HPS1 patients featuring macrophage lipid accumulation, granuloma formation, defective anti-microbial activity and tissue inflammation. Lastly, this circuit may be present in a wider group of disorders with defective lipid metabolism and cholesterol accumulation.",https://www.ebi.ac.uk/pride/archive/projects/PXD024435,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD024435,keyword:checkpoint
PXD024837,False,core_lung_io,True,True,True,False,False,The HLA-Ligand-Atlas. DIA-SWATH Data,PRIDE,Homo sapiens (human),100,42,58,pride,Human;Hla;Dia;Swath;Immunopeptidomics,"The human leukocyte antigen (HLA) complex regulates the adaptive immune response by showcasing the intracellular and extracellular protein content to the immune system. T cells recognize these HLA-presented peptides as self or foreign and can elicit an immune response. In this repository, we extend the the HLA-Ligand-Atlas, a comprehensive map of HLA-I and HLA-II-presented peptides from 30 benign tissues, 51 HLA-I alleles, and 86 HLA-II alleleswith matching DIA-SWATH measurements. Due to the scarcity of benign human samples, the tissue was extracted from different organs at autopsy from human subjects without any diagnosed malignancy. This dataset holds great promise in answering both basic and translational questions in fields such as autoimmunity, organ/tissue transplantation, and cancer immunotherapy.",https://www.ebi.ac.uk/pride/archive/projects/PXD024837,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD024837,keyword:immunotherapy
PXD027766,False,core_lung_io,True,True,True,False,False,Mapping the soluble human leukocyte antigen peptidome of pleural effusions reveals lung and tumor-associated antigens,PRIDE,Homo sapiens (human),100,51,41,pride,Tumor antigens;Immunopeptisome;Pleural effusion;Cancer/testis antigens;Hla peptidome;Lung cancer;Lc-ms/ms,"Soluble HLA (sHLA) molecules released to the plasma, carry their original peptide cargo and provide insight into the protein synthesis and degradation schemes of their source cells and tissues. Other body fluids, such as pleural effusions, may also contain sHLA-peptide complexes, and can potentially serve as a source of tumor antigens since these fluids are drained from the tumor microenvironment. Thus, we developed a methodology for purifying and analysing large pleural effusion sHLA class I peptidomes of patients inflicted with malignancies or benign diseases. The cleared pleural fluids, the cell pellets present in the pleural effusions, and the primary tumor cells cultured from cancer patients’ effusions, were used for immunoaffinity purification of the HLA molecules. The recovered HLA peptides were analyzed by capillary chromatography coupled to tandem mass spectrometry and the resulting LC-MS/MS data was analyzed with the MaxQuant software tool. Large HLA peptidomes were obtained by the analysis of the pleural effusions. The majority of peptides identified from the pleural effusions were defined as HLA ligands that fit the patients’ HLA consensus sequence motifs. The membranal and soluble HLA peptidomes of each individual patient were somewhat similar to each other. Many of the HLA peptides were derived from known tumor-associated antigens, lung-related proteins, and VEGF pathway proteins. Thus, the pleural effusion HLA peptidome of patients with malignant tumors can serve as a rich source of biomarkers for tumor diagnosis and personalized immunotherapy.",https://www.ebi.ac.uk/pride/archive/projects/PXD027766,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD027766,keyword:immunotherapy
PXD029805,False,core_lung_io,True,True,True,False,False,In-depth proteomic analyses reveal unique subtype-specific signatures in small cell lung cancer (part I: cell pellets),PRIDE,Homo sapiens (human),100,98,2,omicsdi:pride;pride,Sclc;Proteomics;Cell lines;Molecular subtypes,"Small-cell lung cancer (SCLC) represents about 13–15% of all lung cancers and with a five-year survival rate of less than 7%, it remains one of the most lethal forms of malignant diseases. It has a very aggressive course and is characterized by extensive chromosomal rearrangements, high mutation burden, and almost universal inactivation of the tumor suppressor genes TP53 and RB1. Therefore, the vast majority of SCLC patients are diagnosed with extensive-stage disease when surgery is not feasible and the treatment options are mostly limited to cytotoxic chemotherapy (CHT) and radiation. Importantly, targeted therapies for these patients have so far failed, and the success of immunotherapy in non-SCLC (NSCLC) has not been reflected in SCLC. Although SCLC has been formerly considered as a homogeneous disease with a single morphological type, recent advances in SCLC research have led to the development of subtype-specific classifications primarily based on neuroendocrine (NE) features and unique molecular profiles. Here, we investigate the general cell line characteristics on protein level, the relationship between the RNA-based classification and the protein expression profile, and the distinct biological processes specific for each subtype.",https://www.ebi.ac.uk/pride/archive/projects/PXD029805,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD029805,id:PXD* AND NSCLC AND (immunotherapy OR PD-1 OR PD-L1) | keyword:immunotherapy
PXD029821,False,core_lung_io,True,True,True,False,False,In-depth proteomic analyses reveal unique subtype-specific signatures in small cell lung cancer (part II: cell media),PRIDE,Homo sapiens (human),100,97,3,omicsdi:pride;pride,Sclc;Proteomics;Cell lines;Molecular subtypes,"Small-cell lung cancer (SCLC) represents about 13–15% of all lung cancers and with a five-year survival rate of less than 7%, it remains one of the most lethal forms of malignant diseases. It has a very aggressive course and is characterized by extensive chromosomal rearrangements, high mutation burden, and almost universal inactivation of the tumor suppressor genes TP53 and RB1. Therefore, the vast majority of SCLC patients are diagnosed with extensive-stage disease when surgery is not feasible and the treatment options are mostly limited to cytotoxic chemotherapy (CHT) and radiation. Importantly, targeted therapies for these patients have so far failed, and the success of immunotherapy in non-SCLC (NSCLC) has not been reflected in SCLC. Although SCLC has been formerly considered as a homogeneous disease with a single morphological type, recent advances in SCLC research have led to the development of subtype-specific classifications primarily based on neuroendocrine (NE) features and unique molecular profiles. Here, we investigate the general cell line characteristics on protein level, the relationship between the RNA-based classification and the protein expression profile, and the distinct biological processes specific for each subtype.",https://www.ebi.ac.uk/pride/archive/projects/PXD029821,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD029821,id:PXD* AND NSCLC AND (immunotherapy OR PD-1 OR PD-L1) | keyword:immunotherapy
PXD031474,False,core_lung_io,True,True,True,False,False,Discovery of efficacy biomarkers for NSCLC with first-line anti-PD-1 immunotherapy by DIA,,,0,0,0,literature_seed;omicsdi:iprox,"{'value': 'DIA, Plasma, Proteome profiling, Biomarker', 'name': 'submitter keyword', 'accession': 'MS:1001925'}","To discover potential plasma biomarkers, we are aiming to explore circulating and tumor-derived proteins related to the efficacy of anti-PD-1 treatment to select the optimal NSCLC patients for immunotherapy via DIA.",https://www.ebi.ac.uk/pride/archive/projects/PXD031474,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD031474,id:PXD* AND NSCLC AND (immunotherapy OR PD-1 OR PD-L1) | seed
PXD031794,False,core_lung_io,True,True,True,False,False,An unconventional integrin b3 and CD103 heterodimer improves the anti-tumor  immunity of tissue-resident T cells,PRIDE,Homo sapiens (human),29,24,5,omicsdi:pride;pride,Xcr1;Granulysin;Itgb3;Tissue-resident;Cancer immunotherapy;Amino acids;Cancer-specific t cells,"Current cancer immunotherapies promote recovery of CD103+ tissue-resident  memory T cells (Trm) population of the tumor-infiltrating T lymphocytes (TILs).  However, not all treated patients exhibit improved anti-tumor immunity and survival,  likely due to the immunophenotypical diversity among the CD103+ Trm TILs. Utilising  multifaceted proteomics approaches and patients’ clinical analyses, we discovered an  unusual subset of CD8+ Trm TILs expressing non-canonical integrin β3 early during T  cells activation. The integrin β3 surprisingly heterodimerises with CD103 on T cells,  leading to unconventional granulysin-mediated cytotoxicity, elevated alternative  bioenergy usage and efficient T cell migration, with minimal overall exhaustion.  Importantly, early-stage non-small cell lung carcinoma (NSCLC) patients with enriched  presence of integrin β3+CD103+ Trm TILs exhibited better clinical prognosis, with  improved T cell immunophenotype, hence confirming the beneficial role of this unusual  subset of Trm TILs. These unconventional anti-tumor T cell features provide new  avenues and future opportunities for designing better translational immunotherapy  strategies.",https://www.ebi.ac.uk/pride/archive/projects/PXD031794,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD031794,id:PXD* AND NSCLC AND (immunotherapy OR PD-1 OR PD-L1) | keyword:immunotherapy
PXD032767,False,core_lung_io,True,True,True,False,False,Characterization of plasma circulating small extracellular vesicles in patients with metastatic solid tumors and newly diagnosed brain metastasis,PRIDE,Homo sapiens (human),14,12,2,pride,Exosomes;Plasma;Human;Brain metastasis,"Brain metastases are critical for outcomes and quality of life in almost 50% of oncological patients, generally associated with a poor short-term prognosis. Early or preventive diagnosis of this complication represents an unmet need. There is a necessity of discovering new biomarkers that could aid to predict disease outcome.  In this study, we analyzed plasma circulating extracellular vesicles (EVs) from a cohort of 92 patients with different solid tumors (lung, breast, kidney cancer and melanoma) and found that newly diagnosed patients with brain metastases presented lower number of circulating particles and a higher protein concentration in small extracellular vesicles (sEVs) compared to patients without brain metastases and healthy controls. Out of all groups analyzed, melanoma patients with brain metastases presented decreased STAT3 activation and increased PD-L1 levels in circulating sEVs compared to patients without central nervous system metastases.  The data presented in this work suggest that circulating sEVs may represent the immunosuppressive status of newly diagnosed brain metastases characterized by the reduced phospho-STAT3 (pSTAT3) and increased PD-L1, although the origin of these molecules found in circulating sEVs remains to be uncovered.",https://www.ebi.ac.uk/pride/archive/projects/PXD032767,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD032767,keyword:PD-L1
PXD034772,False,core_lung_io,True,True,True,False,False,"The immunopeptidome landscape associated with T cell infiltration, inflammation   and immune-editing in lung cancer",PRIDE,Homo sapiens (human),100,100,0,pride,Immunopeptidomics;Proteogenomics;Neoantigens;Lung cancer,"One key barrier to improving efficacy of personalized cancer immunotherapies that are dependent on the tumor antigenic landscape remains patient stratification. While patients with CD3+CD8+ T cell inflamed tumors typically show better response to immune checkpoint inhibitors, it is still unknown if the repertoire of HLA bound peptides presented in highly inflamed and non-inflamed tumors is substantially different. We surveyed 61 tumor regions and adjacent non-malignant lung tissues from eight lung cancer patients and performed deep antigen discovery combining immunopeptidomics, genomics, bulk and spatial transcriptomics and explored the heterogeneous expression and presentation of tumor (neo)antigens. Here we associated diverse immune cell populations with the immunopeptidome in CD3+CD8+ T cell excluded, infiltrated, highly- and lowly-inflamed tumors. We found evidence for lower immune-editing and higher presentation efficiency of tumor-associated antigens in lowly-inflamed and CD3+CD8+ T cell excluded tumors. This could have implications for the choice of combination therapies tailored to the patient’s mutanome and microenvironment.",https://www.ebi.ac.uk/pride/archive/projects/PXD034772,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD034772,keyword:checkpoint
PXD035748,False,core_lung_io,True,True,True,False,False,DNMT and HDAC inhibition induces immunogenic neoantigens from human endogenous retroviral element-derived transcripts,PRIDE,Homo sapiens (human),100,97,3,pride,Decitabine;Dnmt;Hla;Ltr;Cancer;Erv;Mhc;Neoantigen;Hdac;Sb939;Immunopeptidomics;Immunotherapy,"Immunotherapies targeting cancer-specific immunogenic neoantigens have revolutionized the treatment of cancer patients. Recent evidence suggests that epigenetic therapies could synergize with immunotherapies, mediating the de-repression of endogenous retroviral element (ERV)-encoded promoters, and the initiation of transcription. Here we use RNA sequencing from cancer cells treated with DNMT and/or HDAC inhibitors, to assemble a de novo transcriptome and identified 3,023 ERV-derived, treatment-induced novel polA+ transcripts (TINPATs), encoding for 61,426 novel open reading frames. We further demonstrate, using human leukocyte antigen immunopeptidomics, the existence of treatment-induced neoepitopes (t-neoepitopes) derived from TINPATs. We demonstrated the potential of the identified t-neoepitopes to elicit an immunogenic T-cell response and cancer cell killing. The presence of t-neoepitopes was further verified in AML patient samples 48 h and /96 h after in vivo treatment with the DNMT inhibitor Decitabine. Our findings highlight a novel mechanism of ERV-derived neoantigens in epigenetic and immune therapies.",https://www.ebi.ac.uk/pride/archive/projects/PXD035748,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD035748,keyword:immunotherapy
PXD036662,False,core_lung_io,True,True,True,False,False,Flycodes enable preclinical analysis of dozens of antibodies using single cassette-dosed mice. Dataset 4/6,PRIDE,Homo sapiens (human);Mus musculus (mouse),38,30,4,pride,Drug development;Antibodies;Peptide barcodes;Cassette dosing,"During discovery and development of protein-based drugs, extensive animal testing is required for preclinical analysis of pharmacokinetics, tissue biodistribution, toxicity, etc. Generally, several animals are required for testing a single drug. We show that the use of genetically encoded peptide barcodes, called flycodes, allows for the simultaneous preclinical assessment of dozens of antibodies from single cassette-dosed mice.   Datasets: 1. comparison of flycodes vs. unique endogenous tryptic peptides for antibody identification 2. antibody PK, cassette dose A (high dose) 3. antibody PK, cassette dose B (low dose) 4. antibody tumor/organ biodistribution 5. Dar-SB thermostability 6. Dar-SB PK",https://www.ebi.ac.uk/pride/archive/projects/PXD036662,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD036662,keyword:nivolumab
PXD038273,False,core_lung_io,True,True,True,False,False,Immunopeptidomics of malignant mesothelioma to identify target antigens for T cell Immunotherapy,PRIDE,Homo sapiens (human);Mus musculus (mouse),37,16,21,pride,Jl1;H28;Msto211h;Ab12;Ligandome;Malignant pleural mesothelioma;Cell lines;Immunopeptidome;Ligandomics;Immunopeptidomics;H2452;Cancer,"Immunoaffinity purification was performed on human mesothelioma cell lines NCI-H2452, NCI-H28, MSTO-211H and JL1, on murine mesothelioma cell line AB12, as well as on mesothelioma samples from two patients (including tumor and benign tissues). Thereafter Immunopeptidomics by Mass Spectrometry on a Tims TOF Pro revealed the MHC peptide landscape of mesothelioma.",https://www.ebi.ac.uk/pride/archive/projects/PXD038273,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD038273,keyword:immunotherapy
PXD038782,False,core_lung_io,True,True,True,False,False,TOFIMS mass spectrometry-based immunopeptidomics refines tumor antigen identification,PRIDE,Homo sapiens (human),100,62,38,pride,Hla;Benign immunopeptidome;Tumor antigen;Mass spectrometry;Timstof;Immunopeptidome,"T cell recognition of human leukocyte antigen (HLA)-presented tumor-associated peptides is central for cancer immune surveillance. Mass spectrometry (MS)-based immunopeptidomics represents the only unbiased method for directly identifying and characterizing naturally presented tumor-associated peptides, which represent a key prerequisite for the development of T cell-based immunotherapies. This study reports on the de novo implementation of ion mobility separation-based timsTOF MS for next-generation immunopeptidomics, enabling high-speed and sensitive detection of HLA peptides. A direct comparison of timsTOF-based with state-of-the-art immunopeptidomics using orbitrap technology showed significantly increased HLA peptide identifications from benign and malignant primary samples of solid tissue and hematological origin. First application of timsTOF immunopeptidomics for tumor antigen discovery enabled (i) the expansion of benign reference immunopeptidome databases with more than 150,000 HLA peptides from 94 primary benign tissue samples, (ii) the refinement of previously described tumor antigens, and (iii) the identification of a vast array of novel tumor antigens comprising low abundant neoepitopes that might serve as targets for future cancer immunotherapy development.",https://www.ebi.ac.uk/pride/archive/projects/PXD038782,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD038782,keyword:immunotherapy
PXD039141,False,core_lung_io,True,True,True,False,False,Glycosylation changes associated with anti-PD-1/PD-L1 Treatment,,,0,0,0,literature_seed,"{'value': 'Lung cancer; PD-1/PD-L1; Cancer immunotherapy; Glycopeptide', 'name': 'submitter keyword', 'accession': 'MS:1001925'}","To systematically characterize anti-PD-1/PD-L1 immunotherapy-related changes in serum glycoproteins and discover novel biomarkers related to treatment response, we analyzed a series of sera samples from patients with metastatic lung�squamous�cell�carcinoma�(SCC) and�lung�adenocarcinoma�(ADC), collected before and during ICIs treatment, with mass-spectrometry-based label-free quantification methodology.",https://www.ebi.ac.uk/pride/archive/projects/PXD039141,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD039141,seed
PXD040145,False,core_lung_io,True,True,True,False,False,Super-paramagnetic iron oxide nanoparticles reprogram the tumor microenvironment and reduce lung cancer growth,PRIDE,Mus musculus (mouse),68,66,2,pride,Macrophages;Immunotherapy;Spion;Iron;Lung cancer,"Tumor associated macrophages (TAMs) are known to play a role in a multitude of processes that facilitate lung cancer growth, including the suppression of tumoricidal immune activation and the absorption of chemotherapeutics. Therefore, deciphering new therapies to reprogram TAMs towards an anti-tumor phenotype is at the cutting-edge of therapy development. The presence of iron-loaded macrophages has been associated with a better prognosis in lung cancer patients. Iron accumulation in macrophages stimulates pro-tumoricidal macrophage activity that triggers cytotoxic T-cell responses in the tumor microenvironment. In this study, we propose super-paramagnetic iron oxide nanoparticles (SPIONs) as a promising anti-lung cancer adjuvant therapy to reduce tumor cell growth. We used SPIONs to target iron to macrophages and observed that SPION-loaded macrophages reduced tumor cell growth due to the oxidative stress. Additionally, we found that SPIONs completely rewire the tumor microenvironment in mice towards an anti-tumor state and that in combination with crizotinib, a lung cancer targeted therapy, SPIONs show an additive effect in decelerating tumor growth",https://www.ebi.ac.uk/pride/archive/projects/PXD040145,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD040145,keyword:immunotherapy
PXD040265,False,core_lung_io,True,True,True,False,False,Using long-read CAGE sequencing to profile cryptic-promoter derived transcripts and their contribution to the immunopeptidome,PRIDE,Homo sapiens (human),7,4,3,pride,Antigens;Immunotherapy;Epigenetic treatment;Transposable elements;Long-read sequencing,"Recent studies have demonstrated that the non-coding genome can produce unannotated proteins as antigens that induce immune response. One major source of this activity is the aberrant epigenetic reactivation of transposable elements (TEs). In tumors, TEs often provide cryptic or alternate promoters, which can generate transcripts that encode tumor-specific unannotated proteins. Thus, TE-derived transcripts have the potential to produce tumor-specific, but recurrent, antigens shared among many tumors. Identification of TE-derived tumor antigens holds the promise to improve cancer immunotherapy approaches; however, current genomics and computational tools are not optimized for their detection. Here we combined CAGE technology with full-length long-read transcriptome sequencing (Long-Read CAGE, or LRCAGE) and developed a suite of computational tools to significantly improve immunopeptidome detection by incorporating TE-derived and other tumor transcripts into the proteome database. By applying our methods to human lung cancer cell line H1299 data, we demonstrated that long-read technology significantly improves mapping of promoters with low mappability scores and LRCAGE guarantees accurate construction of uncharacterized 5’ transcript structure. Unannotated peptides predicted from newly characterized transcripts were readily detectable in whole cell lysate mass-spectrometry data. Incorporating unannotated peptides into the proteome database enabled us to detect non-canonical antigens in HLA-pulldown LC-MS/MS data. At last, we showed that epigenetic treatment increased the number of non-canonical antigens, particularly those encoded by TE-derived transcripts, which might expand the pool of targetable antigens for cancers with low mutational burden.",https://www.ebi.ac.uk/pride/archive/projects/PXD040265,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD040265,keyword:immunotherapy
PXD040761,False,core_lung_io,True,True,True,False,False,Exploring the molecular mechanisms behind the potentiation of chemotherapy effects by durvalumab in lung adenocarcinoma cell lines,PRIDE,Homo sapiens (human),32,30,2,pride,Chemosensitivity;Proteomics;Resistance;Lung adenocarcinoma;Pemetrexed;Durvalumab;Cisplatin,"Immune checkpoint inhibitors are increasingly used in combination with chemotherapy for treatment of non-small cell lung cancer, yet the success of combination therapies is relatively limited. Thus, more detailed insight regarding the tumour molecular markers that may affect the responsiveness of patients to therapy is required. Here, we set out to explore the proteome of two lung adenocarcinoma cell lines (HCC-44 and A549) treated with cisplatin, pemetrexed, durvalumab, and the corresponding mixtures to establish the differences in post-treatment protein expression that can serve as markers of chemosensitivity or resistance.",https://www.ebi.ac.uk/pride/archive/projects/PXD040761,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD040761,keyword:checkpoint | keyword:durvalumab
PXD042991,False,core_lung_io,True,True,True,False,False,A multi-target molecule restores immune response in lung cancer through intratumoral CD4+ cytotoxic lymphocytes recruitment,PRIDE,Mus musculus (mouse),53,48,5,pride,Moa;Expression proteomics;Mass spectrometry;Cd4 ctl;Drug targets;Mhc-ii;Pisa assay;Lung cancer;Hdac6,"Background:  Despite current therapeutic treatments including surgery, chemotherapy, radiotherapy and recently immunotherapy, the mortality rate of lung cancer stays high. Regarding lung cancer, epigenetic modifications altering cell cycle, angiogenesis and programmed cancer cell death are therapeutic targets to combine with immunotherapy to improve treatment success. In a recent study, we uncovered a dual function of a molecule called QAPHA ((E)-3-(5-((2-cyanoquinolin-4-yl)(methyl)amino)-2-methoxyphenyl)-N-hydroxyacrylamide) as both a tubulin polymerization and HDAC inhibitors. Here, we investigate the impact of this novel dual inhibitor on the lung cancer immune response.  Methods:  To elucidate the mechanism of action of QAPHA, we conducted a chemical proteomics analysis. Using an in vivo mouse model of lung cancer (TC-1 tumor cells), we assessed the effects of QAPHA on tumor regression. Tumor infiltrating immune cells were characterize by flow cytometry.  Results  In this study, we first show that QAPHA can inhibit HDAC6, leading to upregulation of HSP90, cytochrome C and caspases, found by proteomic analysis. We also confirm that QAPHA induces immunogenic cell death (ICD) by upregulating HMGB1 in vitro and demonstrated its effectiveness as a vaccine in vivo. Remarkably, even at a low concentration (0.5mg/kg), QAPHA achieved complete tumor regression in approximately 60% of intratumorally treated mice, establishing a long-lasting anticancer immune response. Moreover, QAPHA treatment promoted infiltration of neutrophils in the treated mice, reflecting inflammatory cell death promoted. Very interestingly, we show that QAPHA is also able to upregulate MHC-II expression on TC-1 tumor cells in vitro and in vivo. This process participates to the recruitment of CD4+ NKG2D+ CRTAM+ Perforin+ T cells in tumor infiltrate, defined as cytotoxic CD4+ T cells (CD4+ CTL). Finally, we show that tumor regression is strongly correlated to MHC-II expression level on tumor cell and ",https://www.ebi.ac.uk/pride/archive/projects/PXD042991,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD042991,keyword:immunotherapy
