sample,patient,cut,radius_um,class_name,estimand,threshold,n_high,n_low,high_mean,low_mean,delta,ratio
LUAD-5 R2,Lung5,detected,50,immune,count,0.0,11352,6562,5.105708245243129,5.608808290155441,-0.503100044912312,0.9103017933782206
LUAD-5 R3,Lung5,detected,50,immune,count,0.0,9389,6504,4.792736180636916,5.000307503075031,-0.20757132243811505,0.9584882885081637
LUSC-6,Lung6,detected,50,immune,count,0.0,24655,41541,1.0897181099168525,1.3101754892756554,-0.22045737935880294,0.8317344652198576
LUAD-9 R1,Lung9,detected,50,immune,count,0.0,10433,28431,3.726924182881242,4.482607013471211,-0.7556828305899685,0.8314188979049519
LUAD-9 R2,Lung9,detected,50,immune,count,0.0,25449,69427,2.120790600809462,3.8002938338110535,-1.6795032330015913,0.5580596378998061
LUAD-12,Lung12,detected,50,immune,count,0.0,5919,12348,5.924480486568677,10.319808875931326,-4.395328389362649,0.5740881985117203
LUAD-13,Lung13,detected,50,immune,count,0.0,9053,16977,14.662653264111345,14.855451493196679,-0.19279822908533362,0.9870217186482936
LUAD-5 R1,Lung5,detected,50,immune,frac0,0.0,11819,6018,0.11020781731483902,0.1299838457686515,-0.019776028453812475,0.8478577985066672
LUAD-5 R2,Lung5,detected,50,immune,frac0,0.0,11352,6562,0.11731503102164313,0.127961232974434,-0.010646201952790882,0.9168013490857975
LUAD-5 R3,Lung5,detected,50,immune,frac0,0.0,9389,6504,0.12239780754967608,0.12895834376546683,-0.006560536215790752,0.9491267022805269
LUSC-6,Lung6,detected,50,immune,frac0,0.0,24655,41541,0.031037578217721233,0.038423546012898935,-0.007385967795177702,0.8077749567231978
LUAD-9 R1,Lung9,detected,50,immune,frac0,0.0,10433,28431,0.07084677794399999,0.08412621322957094,-0.013279435285570948,0.8421486623992825
LUAD-9 R2,Lung9,detected,50,immune,frac0,0.0,25449,69427,0.051540449577378404,0.09173222832891063,-0.04019177875153223,0.5618575991916109
LUAD-12,Lung12,detected,50,immune,frac0,0.0,5919,12348,0.18553041466970244,0.2992592343890337,-0.11372881971933124,0.6199655460874265
LUAD-13,Lung13,detected,50,immune,frac0,0.0,9053,16977,0.2975184058060078,0.2975913170378248,-7.291123181701886e-05,0.9997549954328548
LUAD-5 R1,Lung5,detected,50,cd8nk,frac,0.0,11819,6018,0.004498203653286013,0.005484692916282752,-0.000986489262996739,0.820137740060508
LUAD-5 R2,Lung5,detected,50,cd8nk,frac,0.0,11352,6562,0.004586187516720175,0.0048409894870667354,-0.00025480197034656073,0.9473657253279947
LUAD-5 R3,Lung5,detected,50,cd8nk,frac,0.0,9389,6504,0.005505402264145044,0.005598172445821283,-9.277018167623899e-05,0.9834284880335391
LUSC-6,Lung6,detected,50,cd8nk,frac,0.0,24655,41541,0.0036983723041274248,0.0038670436634787217,-0.000168671359351297,0.9563823494044639
LUAD-9 R1,Lung9,detected,50,cd8nk,frac,0.0,10433,28431,0.009888318058894374,0.009503397411043871,0.0003849206478505028,1.0405034779881128
LUAD-9 R2,Lung9,detected,50,cd8nk,frac,0.0,25449,69427,0.006474738138828268,0.011277196119644204,-0.004802457980815936,0.5741443236541448
LUAD-12,Lung12,detected,50,cd8nk,frac,0.0,5918,12341,0.007767535964259242,0.015453359978552059,-0.007685824014292817,0.5026438247112548
LUAD-13,Lung13,detected,50,cd8nk,frac,0.0,9053,16977,0.03277105295225733,0.033654999791044235,-0.0008839468387869046,0.9737350514254905
LUAD-5 R1,Lung5,detected,50,cd8nk,count,0.0,11819,6018,0.18614095947203654,0.2238285144566301,-0.03768755498459356,0.8316230839663815
LUAD-5 R2,Lung5,detected,50,cd8nk,count,0.0,11352,6562,0.19696969696969696,0.20481560499847606,-0.007845908028779103,0.9616928210678211
LUAD-5 R3,Lung5,detected,50,cd8nk,count,0.0,9389,6504,0.20918095643838536,0.20741082410824108,0.0017701323301442806,1.0085344260009328
LUSC-6,Lung6,detected,50,cd8nk,count,0.0,24655,41541,0.13323869397688096,0.13682867528465853,-0.0035899813077775733,0.973762946251515
LUAD-9 R1,Lung9,detected,50,cd8nk,count,0.0,10433,28431,0.5269816927058373,0.5111322148359185,0.01584947786991875,1.0310085676658176
LUAD-9 R2,Lung9,detected,50,cd8nk,count,0.0,25449,69427,0.2600888050611026,0.46025321560776067,-0.20016441054665807,0.5650993762589087
LUAD-12,Lung12,detected,50,cd8nk,count,0.0,5919,12348,0.25477276566987667,0.5374959507612569,-0.2827231850913802,0.4739994139658938
LUAD-13,Lung13,detected,50,cd8nk,count,0.0,9053,16977,1.5971501159836519,1.6424574424221006,-0.0453073264384487,0.9724149160469967
LUAD-5 R1,Lung5,detected,50,cd8nk,frac0,0.0,11819,6018,0.004498203653286013,0.005484692916282752,-0.000986489262996739,0.820137740060508
LUAD-5 R2,Lung5,detected,50,cd8nk,frac0,0.0,11352,6562,0.004586187516720175,0.0048409894870667354,-0.00025480197034656073,0.9473657253279947
LUAD-5 R3,Lung5,detected,50,cd8nk,frac0,0.0,9389,6504,0.005505402264145044,0.005598172445821283,-9.277018167623899e-05,0.9834284880335391
LUSC-6,Lung6,detected,50,cd8nk,frac0,0.0,24655,41541,0.0036983723041274248,0.0038670436634787217,-0.000168671359351297,0.9563823494044639
LUAD-9 R1,Lung9,detected,50,cd8nk,frac0,0.0,10433,28431,0.009888318058894374,0.009503397411043871,0.0003849206478505028,1.0405034779881128
LUAD-9 R2,Lung9,detected,50,cd8nk,frac0,0.0,25449,69427,0.006474738138828268,0.011277196119644204,-0.004802457980815936,0.5741443236541448
LUAD-12,Lung12,detected,50,cd8nk,frac0,0.0,5919,12348,0.007766223658808277,0.015444599570400954,-0.007678375911592677,0.5028439632512052
LUAD-13,Lung13,detected,50,cd8nk,frac0,0.0,9053,16977,0.03277105295225733,0.033654999791044235,-0.0008839468387869046,0.9737350514254905
LUAD-5 R1,Lung5,detected,50,cd8,frac,0.0,11819,6018,0.001487185186994016,0.0016454419326455722,-0.0001582567456515562,0.9038211300491729
LUAD-5 R2,Lung5,detected,50,cd8,frac,0.0,11352,6562,0.001681894979012,0.0014432923719358455,0.0002386026070761544,1.1653182762658987
LUAD-5 R3,Lung5,detected,50,cd8,frac,0.0,9389,6504,0.0020315841813745993,0.002012330162537938,1.9254018836661196e-05,1.009568021786434
LUSC-6,Lung6,detected,50,cd8,frac,0.0,24655,41541,0.0028604690214290743,0.0029611995681481894,-0.00010073054671911512,0.9659831955256877
LUAD-9 R1,Lung9,detected,50,cd8,frac,0.0,10433,28431,0.008297595368931002,0.0073121581677128905,0.0009854372012181112,1.134766942756975
LUAD-9 R2,Lung9,detected,50,cd8,frac,0.0,25449,69427,0.0042867191795651965,0.0067961127558184824,-0.002509393576253286,0.6307604558054349
LUAD-12,Lung12,detected,50,cd8,frac,0.0,5918,12341,0.005244914708171758,0.009926395278985178,-0.00468148057081342,0.5283806014934326
LUAD-13,Lung13,detected,50,cd8,frac,0.0,9053,16977,0.032045480707588156,0.03275999040467165,-0.0007145096970834972,0.9781895632978694
LUAD-5 R1,Lung5,detected,50,cd8,count,0.0,11819,6018,0.06548777392334376,0.07095380525091392,-0.005466031327570162,0.9229635210086248
LUAD-5 R2,Lung5,detected,50,cd8,count,0.0,11352,6562,0.07302677942212826,0.06354769887229503,0.009479080549833235,1.1491648119136828
LUAD-5 R3,Lung5,detected,50,cd8,count,0.0,9389,6504,0.08233038662264353,0.08563960639606397,-0.003309219773420441,0.9613587694679955
LUSC-6,Lung6,detected,50,cd8,count,0.0,24655,41541,0.10261610221050498,0.10449916949519751,-0.0018830672846925356,0.9819800741595456
LUAD-9 R1,Lung9,detected,50,cd8,count,0.0,10433,28431,0.44426339499664524,0.3965038162569027,0.04775957873974257,1.120451750478987
LUAD-9 R2,Lung9,detected,50,cd8,count,0.0,25449,69427,0.17489881724232778,0.2803232171921587,-0.10542439994983091,0.6239184145865322
LUAD-12,Lung12,detected,50,cd8,count,0.0,5919,12348,0.1757053556343977,0.35244574020084224,-0.17674038456644453,0.49853164783399423
LUAD-13,Lung13,detected,50,cd8,count,0.0,9053,16977,1.5631282447807358,1.6014607999057549,-0.0383325551250191,0.9760640066074205
LUAD-5 R1,Lung5,detected,50,cd8,frac0,0.0,11819,6018,0.001487185186994016,0.0016454419326455722,-0.0001582567456515562,0.9038211300491729
LUAD-5 R2,Lung5,detected,50,cd8,frac0,0.0,11352,6562,0.001681894979012,0.0014432923719358455,0.0002386026070761544,1.1653182762658987
LUAD-5 R3,Lung5,detected,50,cd8,frac0,0.0,9389,6504,0.0020315841813745993,0.002012330162537938,1.9254018836661196e-05,1.009568021786434
LUSC-6,Lung6,detected,50,cd8,frac0,0.0,24655,41541,0.0028604690214290743,0.0029611995681481894,-0.00010073054671911512,0.9659831955256877
LUAD-9 R1,Lung9,detected,50,cd8,frac0,0.0,10433,28431,0.008297595368931002,0.0073121581677128905,0.0009854372012181112,1.134766942756975
LUAD-9 R2,Lung9,detected,50,cd8,frac0,0.0,25449,69427,0.0042867191795651965,0.0067961127558184824,-0.002509393576253286,0.6307604558054349
LUAD-12,Lung12,detected,50,cd8,frac0,0.0,5919,12348,0.005244028593167843,0.009920768070777136,-0.0046767394776092925,0.528590987689228
LUAD-13,Lung13,detected,50,cd8,frac0,0.0,9053,16977,0.032045480707588156,0.03275999040467165,-0.0007145096970834972,0.9781895632978694
LUAD-5 R1,Lung5,detected,55,immune,count,0.0,11819,6018,5.956256874524072,6.7180126287803255,-0.7617557542562539,0.886609955004721
LUAD-5 R2,Lung5,detected,55,immune,count,0.0,11352,6562,6.627026074700494,7.14279183175861,-0.5157657570581167,0.9277921337753544
LUAD-5 R3,Lung5,detected,55,immune,count,0.0,9389,6504,6.17350090531473,6.335024600246003,-0.16152369493127328,0.9745030674505982
LUSC-6,Lung6,detected,55,immune,count,0.0,24655,41541,1.3985398499290205,1.6572783515081486,-0.25873850157912814,0.8438774625012918
LUAD-9 R1,Lung9,detected,55,immune,count,0.0,10433,28431,4.8709862934918045,5.684956561499772,-0.8139702680079672,0.8568203188181915
LUAD-9 R2,Lung9,detected,55,immune,count,0.0,25449,69427,2.752996188455342,4.748541633658375,-1.995545445203033,0.5797561442742108
LUAD-12,Lung12,detected,55,immune,count,0.0,5919,12348,7.521033958438926,12.60827664399093,-5.087242685552004,0.5965156199220478
LUAD-13,Lung13,detected,55,immune,count,0.0,9053,16977,18.765933944548767,18.88284149142958,-0.11690754688081384,0.9938087947762589
LUAD-5 R1,Lung5,detected,60,immune,count,0.0,11819,6018,7.56739148828158,8.28796942505816,-0.7205779367765794,0.9130573606367373
LUAD-5 R2,Lung5,detected,60,immune,count,0.0,11352,6562,8.402396053558844,8.886315147820786,-0.48391909426194246,0.9455433341928442
LUAD-5 R3,Lung5,detected,60,immune,count,0.0,9389,6504,7.7715411651933115,7.854704797047971,-0.08316363185465914,0.989412252401145
LUSC-6,Lung6,detected,60,immune,count,0.0,24655,41541,1.7536807949705941,2.052863436123348,-0.29918264115275384,0.8542608164341735
LUAD-9 R1,Lung9,detected,60,immune,count,0.0,10433,28431,6.185852583149622,7.060813900320073,-0.8749613171704516,0.8760820877702514
LUAD-9 R2,Lung9,detected,60,immune,count,0.0,25449,69427,3.489567370034186,5.819378627911331,-2.3298112578771453,0.5996460435307073
LUAD-12,Lung12,detected,60,immune,count,0.0,5919,12348,9.342456496029735,15.15281827016521,-5.810361774135474,0.6165491019201589
LUAD-13,Lung13,detected,60,immune,count,0.0,9053,16977,23.44482491991605,23.45396713200212,-0.009142212086068469,0.9996102061525619
LUAD-5 R1,Lung5,ge2,5,immune,count,2.0,7504,6018,0.0003997867803837953,0.001163177135260884,-0.0007633903548770886,0.3437024063356686
LUAD-5 R2,Lung5,ge2,5,immune,count,2.0,6672,6562,0.00014988009592326138,0.0007619628162145687,-0.0006120827202913074,0.19670263788968823
LUAD-5 R3,Lung5,ge2,5,immune,count,2.0,5540,6504,0.00036101083032490973,0.001076260762607626,-0.0007152499322827164,0.33543063434760184
LUSC-6,Lung6,ge2,5,immune,count,2.0,10036,41541,0.0,9.629041188223683e-05,-9.629041188223683e-05,0.0
LUAD-9 R1,Lung9,ge2,5,immune,count,2.0,3999,28431,0.0,0.0014069149871619008,-0.0014069149871619008,0.0
LUAD-9 R2,Lung9,ge2,5,immune,count,2.0,9346,69427,0.00010699764605178686,0.0009794460368444554,-0.0008724483907926685,0.1092430231240795
LUAD-12,Lung12,ge2,5,immune,count,2.0,2727,12348,0.0014668133480014668,0.00550696469063816,-0.004040151342636693,0.26635604736944285
LUAD-13,Lung13,ge2,5,immune,count,2.0,3143,16977,0.0019090041361756285,0.003121870766330918,-0.0012128666301552897,0.611493645657616
LUAD-5 R1,Lung5,ge2,5,immune,frac0,2.0,7504,6018,0.0003997867803837953,0.001163177135260884,-0.0007633903548770886,0.3437024063356686
LUAD-5 R2,Lung5,ge2,5,immune,frac0,2.0,6672,6562,7.494004796163069e-05,0.0006095702529716549,-0.0005346302050100243,0.12293914868105515
LUAD-5 R3,Lung5,ge2,5,immune,frac0,2.0,5540,6504,0.00036101083032490973,0.001076260762607626,-0.0007152499322827164,0.33543063434760184
LUSC-6,Lung6,ge2,5,immune,frac0,2.0,10036,41541,0.0,9.629041188223683e-05,-9.629041188223683e-05,0.0
LUAD-9 R1,Lung9,ge2,5,immune,frac0,2.0,3999,28431,0.0,0.0013717421124828531,-0.0013717421124828531,0.0
LUAD-9 R2,Lung9,ge2,5,immune,frac0,2.0,9346,69427,0.00010699764605178686,0.0009794460368444554,-0.0008724483907926685,0.1092430231240795
LUAD-12,Lung12,ge2,5,immune,frac0,2.0,2727,12348,0.0014668133480014668,0.005264010366051183,-0.003797197018049716,0.2786494034018786
LUAD-13,Lung13,ge2,5,immune,frac0,2.0,3143,16977,0.0019090041361756285,0.0030924191553277965,-0.001183415019152168,0.6173173946638789
LUAD-5 R1,Lung5,ge2,6,immune,frac,2.0,777,1014,0.005148005148005148,0.01725838264299803,-0.012110377494992882,0.29829012686155537
LUAD-5 R2,Lung5,ge2,6,immune,frac,2.0,992,1499,0.0025201612903225806,0.015121191905714919,-0.012601030615392339,0.16666419592030363
LUAD-5 R3,Lung5,ge2,6,immune,frac,2.0,576,1014,0.006944444444444444,0.020710059171597635,-0.01376561472715319,0.3353174603174603
LUSC-6,Lung6,ge2,6,immune,frac,2.0,203,1625,0.0049261083743842365,0.014461538461538461,-0.009535430087154226,0.3406351535478461
LUAD-9 R1,Lung9,ge2,6,immune,frac,2.0,199,2815,0.02512562814070352,0.03996447602131439,-0.014838847880610868,0.6286990508096036
LUAD-9 R2,Lung9,ge2,6,immune,frac,2.0,499,6629,0.012024048096192385,0.04005128978729824,-0.028027241691105854,0.30021625171246447
LUAD-12,Lung12,ge2,6,immune,frac,2.0,79,876,0.12658227848101267,0.2622716894977169,-0.13568941101670423,0.4826379801931103
LUAD-13,Lung13,ge2,6,immune,frac,2.0,212,2055,0.08726415094339622,0.09286293592862935,-0.005598784985233127,0.9397091538271402
LUAD-5 R1,Lung5,ge2,6,immune,count,2.0,7504,6018,0.0005330490405117271,0.0031571950814223994,-0.0026241460409106724,0.16883626977892494
LUAD-5 R2,Lung5,ge2,6,immune,count,2.0,6672,6562,0.0004496402877697842,0.0038098140810728437,-0.0033601737933030597,0.11802158273381295
LUAD-5 R3,Lung5,ge2,6,immune,count,2.0,5540,6504,0.0007220216606498195,0.0033825338253382535,-0.002660512164688434,0.21345585822120117
LUSC-6,Lung6,ge2,6,immune,count,2.0,10036,41541,9.964129135113592e-05,0.000577742471293421,-0.00047810117994228507,0.17246662016739736
LUAD-9 R1,Lung9,ge2,6,immune,count,2.0,3999,28431,0.001250312578144536,0.004185572086806655,-0.002935259508662119,0.2987196378926664
LUAD-9 R2,Lung9,ge2,6,immune,count,2.0,9346,69427,0.0006419858763107211,0.004004205856511156,-0.0033622199802004343,0.1603278900526059
LUAD-12,Lung12,ge2,6,immune,count,2.0,2727,12348,0.003667033370003667,0.019598315516682865,-0.015931282146679198,0.18710962005291437
LUAD-13,Lung13,ge2,6,immune,count,2.0,3143,16977,0.006363347120585428,0.012016257289273724,-0.005652910168688296,0.5295614905204844
LUAD-5 R1,Lung5,ge2,6,immune,frac0,2.0,7504,6018,0.0005330490405117271,0.00290794283815221,-0.002374893797640483,0.18330795004568992
LUAD-5 R2,Lung5,ge2,6,immune,frac0,2.0,6672,6562,0.0003747002398081535,0.0034542314335060447,-0.0030795311936978914,0.10847571942446044
LUAD-5 R3,Lung5,ge2,6,immune,frac0,2.0,5540,6504,0.0007220216606498195,0.0032287822878228783,-0.002506760627173059,0.22362042289840123
LUSC-6,Lung6,ge2,6,immune,frac0,2.0,10036,41541,9.964129135113592e-05,0.0005657061698081413,-0.0004660648784570054,0.17613612272415052
LUAD-9 R1,Lung9,ge2,6,immune,frac0,2.0,3999,28431,0.001250312578144536,0.003956948401392846,-0.00270663582324831,0.3159789947486871
LUAD-9 R2,Lung9,ge2,6,immune,frac0,2.0,9346,69427,0.0006419858763107211,0.0038241606291500425,-0.0031821747528393216,0.16787628412287922
LUAD-12,Lung12,ge2,6,immune,frac0,2.0,2727,12348,0.003667033370003667,0.018606252024619373,-0.014939218654615706,0.19708608510470196
LUAD-13,Lung13,ge2,6,immune,frac0,2.0,3143,16977,0.005886096086541521,0.011240698199524847,-0.005354602112983326,0.5236415018054956
LUAD-5 R1,Lung5,ge2,7,immune,frac,2.0,1742,2057,0.006314580941446613,0.02592772646248582,-0.019613145521039207,0.24354549368541906
LUAD-5 R2,Lung5,ge2,7,immune,frac,2.0,1955,2698,0.0076726342710997444,0.018902891030392884,-0.01123025675929314,0.4058973973221002
LUAD-5 R3,Lung5,ge2,7,immune,frac,2.0,1263,2050,0.009897070467141725,0.025121951219512197,-0.015224880752370471,0.39396105742991333
LUSC-6,Lung6,ge2,7,immune,frac,2.0,627,4287,0.006379585326953748,0.01317937951947749,-0.006799794192523742,0.48405809374603037
LUAD-9 R1,Lung9,ge2,7,immune,frac,2.0,504,6434,0.030753968253968252,0.046782716816910166,-0.016028748562941914,0.6573788430100722
LUAD-9 R2,Lung9,ge2,7,immune,frac,2.0,1149,14951,0.008703220191470844,0.04695338104474617,-0.038250160853275324,0.18535875367903218
LUAD-12,Lung12,ge2,7,immune,frac,2.0,182,1979,0.1043956043956044,0.2599376789624389,-0.1555420745668345,0.4016178216729003
LUAD-13,Lung13,ge2,7,immune,frac,2.0,449,4098,0.08463251670378619,0.10684073531804132,-0.022208218614255135,0.7921371605301465
LUAD-5 R1,Lung5,ge2,7,immune,count,2.0,7504,6018,0.0015991471215351812,0.009970089730807577,-0.008370942609272396,0.16039445628997867
LUAD-5 R2,Lung5,ge2,7,immune,count,2.0,6672,6562,0.002398081534772182,0.009295946357817738,-0.006897864823045556,0.25797067264221407
LUAD-5 R3,Lung5,ge2,7,immune,count,2.0,5540,6504,0.0023465703971119133,0.00891758917589176,-0.006571018778779846,0.26313954935889455
LUSC-6,Lung6,ge2,7,immune,count,2.0,10036,41541,0.00039856516540454366,0.001420283575262993,-0.0010217184098584495,0.28062365315373133
LUAD-9 R1,Lung9,ge2,7,immune,count,2.0,3999,28431,0.0042510627656914225,0.011958777390876156,-0.007707714625184734,0.35547636909227304
LUAD-9 R2,Lung9,ge2,7,immune,count,2.0,9346,69427,0.0010699764605178687,0.01106197876906679,-0.00999200230854892,0.09672559339111207
LUAD-12,Lung12,ge2,7,immune,count,2.0,2727,12348,0.007334066740007334,0.04680919987042436,-0.03947513313041703,0.15668002786437812
LUAD-13,Lung13,ge2,7,immune,count,2.0,3143,16977,0.013044861597200128,0.02898038522707192,-0.015935523629871794,0.45012726694241173
LUAD-5 R1,Lung5,ge2,7,immune,frac0,2.0,7504,6018,0.0014658848614072495,0.008862301982940067,-0.007396417121532817,0.16540678304904055
LUAD-5 R2,Lung5,ge2,7,immune,frac0,2.0,6672,6562,0.0022482014388489208,0.007772020725388601,-0.00552381928653968,0.28926858513189446
LUAD-5 R3,Lung5,ge2,7,immune,frac0,2.0,5540,6504,0.002256317689530686,0.00791820418204182,-0.005661886492511135,0.28495320879043845
LUSC-6,Lung6,ge2,7,immune,frac0,2.0,10036,41541,0.00039856516540454366,0.0013601020678365953,-0.0009615369024320516,0.29304062895699373
LUAD-9 R1,Lung9,ge2,7,immune,frac0,2.0,3999,28431,0.003875968992248062,0.010587035278393303,-0.006711066286145241,0.3661052306265935
LUAD-9 R2,Lung9,ge2,7,immune,frac0,2.0,9346,69427,0.0010699764605178687,0.010111339968600112,-0.009041363508082243,0.10581945259882346
LUAD-12,Lung12,ge2,7,immune,frac0,2.0,2727,12348,0.006967363403006967,0.041659917935428135,-0.03469255453242117,0.1672438100767796
LUAD-13,Lung13,ge2,7,immune,frac0,2.0,3143,16977,0.012090359529112313,0.02578979403506705,-0.013699434505954738,0.4688040359171825
LUAD-5 R1,Lung5,ge2,7,cd8nk,count,2.0,7504,6018,0.0,0.0009970089730807576,-0.0009970089730807576,0.0
LUAD-5 R2,Lung5,ge2,7,cd8nk,count,2.0,6672,6562,0.00014988009592326138,0.00030478512648582747,-0.0001549050305625661,0.4917565947242206
LUAD-5 R3,Lung5,ge2,7,cd8nk,count,2.0,5540,6504,0.0,0.00046125461254612545,-0.00046125461254612545,0.0
LUSC-6,Lung6,ge2,7,cd8nk,count,2.0,10036,41541,9.964129135113592e-05,0.00024072602970559207,-0.00014108473835445617,0.4139198884017537
LUAD-9 R1,Lung9,ge2,7,cd8nk,count,2.0,3999,28431,0.001250312578144536,0.0024621012275333263,-0.0012117886493887902,0.5078233844175329
LUAD-9 R2,Lung9,ge2,7,cd8nk,count,2.0,9346,69427,0.00021399529210357372,0.002376597001166693,-0.002162601709063119,0.09004273421136251
LUAD-12,Lung12,ge2,7,cd8nk,count,2.0,2727,12348,0.0,0.003401360544217687,-0.003401360544217687,0.0
LUAD-13,Lung13,ge2,7,cd8nk,count,2.0,3143,16977,0.0034998409163219855,0.006714967308711787,-0.003215126392389801,0.5211999933017398
LUAD-5 R1,Lung5,ge2,8,immune,frac,2.0,3131,3335,0.008543596295113382,0.03160919540229885,-0.023065599107185464,0.27028831915449614
LUAD-5 R2,Lung5,ge2,8,immune,frac,2.0,3191,4023,0.008200146244646402,0.023075648355290412,-0.01487550211064401,0.35535929991611287
LUAD-5 R3,Lung5,ge2,8,immune,frac,2.0,2259,3288,0.00818946436476317,0.02995742092457421,-0.021767956559811043,0.27337014041970864
LUSC-6,Lung6,ge2,8,immune,frac,2.0,1489,9458,0.008059100067159167,0.012828645943469373,-0.004769545876310207,0.6282112783120171
LUAD-9 R1,Lung9,ge2,8,immune,frac,2.0,1029,11627,0.027210884353741496,0.048213927353000195,-0.0210030429992587,0.5643780925481535
LUAD-9 R2,Lung9,ge2,8,immune,frac,2.0,2328,27555,0.008949026345933564,0.04993346640053226,-0.0409844400545987,0.1792190086334197
LUAD-12,Lung12,ge2,8,immune,frac,2.0,377,3545,0.10167992926613616,0.27054066760695816,-0.168860738340822,0.37583972186339426
LUAD-13,Lung13,ge2,8,immune,frac,2.0,818,7055,0.07579462102689487,0.11358374675171272,-0.03778912572481785,0.6673016447729743
LUAD-5 R1,Lung5,ge2,8,immune,count,2.0,7504,6018,0.004131130063965885,0.021601861083416416,-0.01747073101945053,0.19123954403805152
LUAD-5 R2,Lung5,ge2,8,immune,count,2.0,6672,6562,0.00539568345323741,0.0199634257848217,-0.01456774233158429,0.2702784337415564
LUAD-5 R3,Lung5,ge2,8,immune,count,2.0,5540,6504,0.0036101083032490976,0.01845018450184502,-0.014840076198595922,0.1956678700361011
LUSC-6,Lung6,ge2,8,immune,count,2.0,10036,41541,0.0011956954962136308,0.0032016561950843746,-0.0020059606988707436,0.3734615534451912
LUAD-9 R1,Lung9,ge2,8,immune,count,2.0,3999,28431,0.008502125531382845,0.025043086771481832,-0.01654096124009899,0.33949990306565403
LUAD-9 R2,Lung9,ge2,8,immune,count,2.0,9346,69427,0.0024609458591910976,0.024126060466389158,-0.021665114607198062,0.10200363472600617
LUAD-12,Lung12,ge2,8,immune,count,2.0,2727,12348,0.015768243491015767,0.09548104956268222,-0.07971280607166645,0.16514526770743232
LUAD-13,Lung13,ge2,8,immune,count,2.0,3143,16977,0.02290804963410754,0.06031689933439359,-0.037408849700286045,0.3797948814826599
LUAD-5 R1,Lung5,ge2,8,immune,frac0,2.0,7504,6018,0.003564765458422175,0.01751689376315498,-0.013952128304732804,0.203504428731554
LUAD-5 R2,Lung5,ge2,8,immune,frac0,2.0,6672,6562,0.003921862509992006,0.014147109621050492,-0.010225247111058485,0.27722005519462345
LUAD-5 R3,Lung5,ge2,8,immune,frac0,2.0,5540,6504,0.0033393501805054153,0.015144526445264452,-0.011805176264759036,0.2204988180102256
LUSC-6,Lung6,ge2,8,immune,frac0,2.0,10036,41541,0.0011956954962136308,0.00292080916042785,-0.0017251136642142193,0.4093713181995366
LUAD-9 R1,Lung9,ge2,8,immune,frac0,2.0,3999,28431,0.007001750437609402,0.01971732733049605,-0.01271557689288665,0.35510646652297834
LUAD-9 R2,Lung9,ge2,8,immune,frac0,2.0,9346,69427,0.002229117626078893,0.01981817832639559,-0.017589060700316697,0.1124784321427746
LUAD-12,Lung12,ge2,8,immune,frac0,2.0,2727,12348,0.014056961251680721,0.07766979807796134,-0.06361283682628062,0.1809836203973518
LUAD-13,Lung13,ge2,8,immune,frac0,2.0,3143,16977,0.019726376073814826,0.047201115234336656,-0.02747473916052183,0.4179218218866318
LUAD-5 R1,Lung5,ge2,8,cd8nk,frac,2.0,3131,3335,0.00031938677738741617,0.002423788105947027,-0.0021044013285596106,0.13177174052623086
LUAD-5 R2,Lung5,ge2,8,cd8nk,frac,2.0,3191,4023,0.0006267627702914447,0.0006628552489850028,-3.6092478693558147e-05,0.9455499843309308
LUAD-5 R3,Lung5,ge2,8,cd8nk,frac,2.0,2259,3288,0.0002213368747233289,0.0015206812652068127,-0.001299344390483484,0.1455511288180611
LUSC-6,Lung6,ge2,8,cd8nk,frac,2.0,1489,9458,0.001343183344526528,0.0025375343624444912,-0.0011943510179179633,0.5293261696888293
LUAD-9 R1,Lung9,ge2,8,cd8nk,frac,2.0,1029,11627,0.005344995140913508,0.0078122760241965536,-0.0024672808832830453,0.6841789926979966
LUAD-9 R2,Lung9,ge2,8,cd8nk,frac,2.0,2328,27555,0.003150057273768614,0.00872497429383657,-0.0055749170200679555,0.3610391466704783
LUAD-12,Lung12,ge2,8,cd8nk,frac,2.0,377,3545,0.0,0.01617301363422661,-0.01617301363422661,0.0
LUAD-13,Lung13,ge2,8,cd8nk,frac,2.0,818,7055,0.01589242053789731,0.025454760217339945,-0.009562339679442634,0.6243398249366062
LUAD-5 R1,Lung5,ge2,8,cd8nk,count,2.0,7504,6018,0.00013326226012793177,0.0018278497839813892,-0.0016945875238534576,0.0729065710408994
LUAD-5 R2,Lung5,ge2,8,cd8nk,count,2.0,6672,6562,0.00029976019184652276,0.0007619628162145687,-0.00046220262436804597,0.39340527577937645
LUAD-5 R3,Lung5,ge2,8,cd8nk,count,2.0,5540,6504,0.00018050541516245486,0.0009225092250922509,-0.0007420038099297961,0.1956678700361011
LUSC-6,Lung6,ge2,8,cd8nk,count,2.0,10036,41541,0.00019928258270227183,0.0006258876772345394,-0.0004266050945322676,0.31839991415519514
LUAD-9 R1,Lung9,ge2,8,cd8nk,count,2.0,3999,28431,0.0017504376094023505,0.004150399212127607,-0.002399961602725257,0.42175162434676466
LUAD-9 R2,Lung9,ge2,8,cd8nk,count,2.0,9346,69427,0.0008559811684142949,0.004277874602100048,-0.0034218934336857527,0.2000949649141389
LUAD-12,Lung12,ge2,8,cd8nk,count,2.0,2727,12348,0.0,0.00591188856494979,-0.00591188856494979,0.0
