tf	n_r10	n_top	mean_r_top	n_high_specific	det_high
KAT7	1127	50	0.18329939332926945	4	0.36810144668690836
MAX	703	50	0.16771944791538268	4	0.5184854438292552
HOXB3	530	50	0.15747858999922607	4	0.1100196463654224
ATF6	484	50	0.1544771590406817	4	0.5168780139310591
TLE4	297	50	0.15355636236279752	4	0.2593320235756385
IRX4	285	50	0.15125493915031915	4	0.10162529023039829
DACH1	124	50	0.1407181249603195	4	0.052330773352384355
HIVEP2	91	50	0.13681095420538097	4	0.18360421503839972
ZNF431	135	50	0.132300109976078	4	0.19199857117342384
RUNX3	55	50	0.12214464983216466	4	0.1064475799249866
HMGB2	1109	50	0.4450673914562012	3	0.5684943739953563
ZNF148	2249	50	0.33473536234995294	3	0.5156277906769066
BTG2	633	50	0.32097203846548256	3	0.6126093945347384
E2F7	1449	50	0.3206885733422076	3	0.13984640114306127
SIX2	1552	50	0.2820672399801856	3	0.18789069476692266
CREB5	217	50	0.26879782290197274	3	0.15895695659939274
EWSR1	2382	50	0.25850085575919496	3	0.7115556349348098
SUZ12	1758	50	0.24078571042577906	3	0.5261653866761922
MLLT10	1524	50	0.22042162067422974	3	0.31344883014824076
FOXN3	701	50	0.20470230693836403	3	0.3509555277728166
GLI2	939	50	0.20251286186332554	3	0.12591534202536167
PLAG1	821	50	0.18981017446261153	3	0.17003036256474371
SMAD1	916	50	0.18495036604160142	3	0.16967315592070012
NFYB	1162	50	0.1847870383522553	3	0.3482764779424897
HMBOX1	284	50	0.16179109342908382	3	0.15074120378639042
AATF	525	50	0.15280826688016558	3	0.4277549562421861
IRX2	389	50	0.14771416091704512	3	0.17610287551348455
HES4	160	50	0.14621378318711378	3	0.11287729951777103
MSX1	203	50	0.14515258684355983	3	0.08858724772280764
HOXA3	263	50	0.13963357251986108	3	0.0876942311126987
ARID1B	349	50	0.1373377769602483	3	0.323450616181461
TBX19	19	19	0.13027726298983003	3	0.06268976602964815
E2F5	176	50	0.1292508831146658	3	0.09037328094302555
ZBTB18	52	50	0.12024411248431964	3	0.21218074656188604
FOXP2	1480	50	0.27297007272548174	2	0.17753170208965888
TRPS1	1411	50	0.2520063623914546	2	0.23932845150919807
ZIC2	1297	50	0.2446737846993538	2	0.17217360242900517
BARD1	1035	50	0.23476554148025217	2	0.18860510805500982
ZFHX3	1324	50	0.20785831785338515	2	0.2975531344883015
VEZF1	1183	50	0.18810398640897508	2	0.5025897481693159
RFXANK	1036	50	0.1840835323814144	2	0.3643507769244508
ASH1L	638	50	0.1671665206473318	2	0.42900517949633865
GTF2F1	819	50	0.16401867085756783	2	0.4068583675656367
TOX2	409	50	0.15543132858527503	2	0.08608680121450259
RELA	340	50	0.14937275541308023	2	0.5470619753527416
RBL2	473	50	0.14506622867108265	2	0.39042686193963205
ECD	394	50	0.14455098928592192	2	0.2559385604572245
ZNF219	396	50	0.14060804112903796	2	0.17824611537774604
ING4	205	50	0.13808757962720958	2	0.20360778710484015
RERE	164	50	0.1352201500766223	2	0.4025718878371138
CC2D1B	120	50	0.12980544291622995	2	0.19985711734238257
MIER1	89	50	0.12769565470971322	2	0.42614752634399
CGGBP1	109	50	0.126577578733227	2	0.3898910519735667
MLXIP	111	50	0.12537636853386122	2	0.23450616181460976
FOXK1	133	50	0.1249717429558685	2	0.18181818181818182
SOX7	116	50	0.12279410542738202	2	0.08126451151991428
BHLHE41	66	50	0.12053967749709141	2	0.06429719592784426
CBX7	54	50	0.11246421434432367	2	0.19574924093588142
ZNF304	6	50	0.08977088274684371	2	0.050544740132166456
ZNF202	5	50	0.08316973222314118	2	0.07019110555456332
TCF19	1227	50	0.34147667458395503	1	0.1528844436506519
ETV5	1590	50	0.2699146912208592	1	0.2748705125915342
BCL6	978	50	0.2530088287913241	1	0.5851044829433828
BRIP1	501	50	0.2293325645762251	1	0.10126808358635471
NUPR1	921	50	0.22282574392663868	1	0.19807108412216468
TLE3	203	50	0.20769124861206634	1	0.3795320592963029
ERF	816	50	0.19435431978600057	1	0.3023754241828898
CREBZF	970	50	0.18442342555560265	1	0.35792105733166635
EGR3	130	50	0.17891310674477745	1	0.08001428826576175
NF1	951	50	0.16840789704213133	1	0.42686193963207714
BCL3	120	50	0.16307291529441856	1	0.4413288087158421
SIX5	498	50	0.1625015578832145	1	0.15145561707447758
THRA	576	50	0.1617493300845015	1	0.18396142168244328
FOXJ3	653	50	0.16116510135925174	1	0.302196820860868
CBX8	615	50	0.16072684898763337	1	0.1805679585640293
MEIS1	404	50	0.1600240795228275	1	0.08340775138417575
RBL1	453	50	0.15967089004101928	1	0.1203786390426862
LDB1	316	50	0.15941629938000873	1	0.3329165922486158
THAP12	726	50	0.15723616773190321	1	0.2700482228969459
DRAP1	461	50	0.15708805994038058	1	0.5400964457938918
ZMYND8	803	50	0.15394410430380268	1	0.39114127522771924
ELK1	501	50	0.15344095204083755	1	0.1852116449365958
DAXX	679	50	0.15019737641009992	1	0.40810859081978923
NFKBIE	142	50	0.14983678354250188	1	0.17467404893731023
FOXP1	198	50	0.14931437953421292	1	0.34131094838363996
RBCK1	210	50	0.14890008903438468	1	0.6377924629398107
GTF2I	531	50	0.14784967811981645	1	0.27111984282907664
OSR2	149	50	0.1477734735724283	1	0.17217360242900517
ZNF296	319	50	0.14728529255731668	1	0.11019824968744418
ZNF189	342	50	0.14713980982251257	1	0.1596713698874799
THAP7	275	50	0.14381874957561894	1	0.14556170744775854
HMGA2	198	50	0.140213749219863	1	0.08215752813002322
TBPL1	352	50	0.13979257276491297	1	0.27058403286301125
MBD3	452	50	0.13920169247067826	1	0.18360421503839972
SMURF2	226	50	0.13798499865358824	1	0.26218967672798715
PBX2	85	50	0.13628780592762085	1	0.43704232898731915
ATF7	295	50	0.13313039763949144	1	0.30344704411502055
ZBED1	200	50	0.1305439206016648	1	0.2180746561886051
PER2	263	50	0.13039497985411344	1	0.21664582961243078
MYCL	105	50	0.13005897177689027	1	0.06858367565636721
SETBP1	165	50	0.12986538898179156	1	0.061618146097517416
ESRRA	262	50	0.12884224311114081	1	0.3004107876406501
PLAGL1	100	50	0.128557718996955	1	0.10501875334881229
USF1	76	50	0.12833807265969965	1	0.12216467226290409
ZNF217	164	50	0.1276649447871479	1	0.3184497231648509
BACH2	126	50	0.12683732361609573	1	0.057510269691016254
RBPJ	93	50	0.12472257041190198	1	0.48848008572959456
NR3C1	105	50	0.12424472131975257	1	0.3932845150919807
TET1	80	50	0.12090575474638644	1	0.05143775674227541
MITF	86	50	0.12062490640645733	1	0.0532237899624933
LHX5	23	23	0.1159318658543996	1	0.05429540989462404
ZNF224	25	25	0.11559110904443402	1	0.0928737274513306
ZNF383	11	11	0.11447200565672441	1	0.09019467762100375
MYRF	26	26	0.11400149445097786	1	0.055724236470798355
HOXA5	51	50	0.11292008131267106	1	0.09323093409537417
MESP1	59	50	0.11157445325271409	1	0.05340239328451509
RFXAP	8	50	0.09638186942569284	1	0.05375959992855867
NFATC4	7	50	0.09309150303161137	1	0.05340239328451509
TAF5	6	50	0.09214898078908013	1	0.06429719592784426
ZNF692	7	50	0.08996801571936494	1	0.14020360778710483
CARF	4	50	0.08899622218566196	1	0.05090194677621004
ZNF14	4	50	0.08649661636253464	1	0.052330773352384355
NR1H3	2	50	0.08236037633079361	1	0.06447579924986604
ZNF266	4	50	0.08194032325494695	1	0.08108590819789248
SP4	4	50	0.07627717019758179	1	0.06554741918199679
SNAI1	3	50	0.07570422409664591	1	0.05447401321664583
HIF1A	1315	50	0.2898881870316735	0	0.6897660296481515
CTCF	1714	50	0.2212664298617729	0	0.4382925522414717
SOX6	833	50	0.21743915301295189	0	0.11948562243257725
UHRF1	334	50	0.21587513636005504	0	0.07501339524915164
RARB	636	50	0.20654700685828087	0	0.12448651544918736
DDB2	1046	50	0.20443376983020922	0	0.21378817646008216
ZXDC	957	50	0.20203213437503253	0	0.2405786747633506
TFAP2B	684	50	0.19996770007310297	0	0.05983211287729952
BRD4	1117	50	0.19007604690384639	0	0.6727987140560815
ARID1A	884	50	0.189780827053472	0	0.5052687979996427
UPF2	889	50	0.1866649791069696	0	0.4718699767815681
KLF10	447	50	0.18600625585657213	0	0.37203071977138774
POU2AF1	451	50	0.1837635888054004	0	0.0841221646722629
KLF11	753	50	0.18348588144960407	0	0.21057331666368995
PHF5A	870	50	0.18014895088898153	0	0.27237006608322917
TRERF1	607	50	0.1780808239613358	0	0.1357385247365601
PPARGC1B	567	50	0.17771902048950725	0	0.10412573673870335
TAF12	612	50	0.17637215437314174	0	0.36810144668690836
ZNF24	1028	50	0.17623577582080277	0	0.5515270584032863
SPEN	675	50	0.17585500930526066	0	0.4384711555634935
ZNF451	1098	50	0.17490165071695485	0	0.36738703339882123
STAT5B	136	50	0.1737605362542478	0	0.2150383997142347
BRCA2	159	50	0.1701644058154468	0	0.0962671905697446
IKBKB	672	50	0.16810047429445518	0	0.2727272727272727
TEF	474	50	0.16682081495550422	0	0.11805679585640293
HIVEP3	443	50	0.16491313909123712	0	0.07965708162171817
NR1H2	581	50	0.16425596224866384	0	0.3968565815324165
KDM5A	792	50	0.16304625692127675	0	0.4829433827469191
MECP2	497	50	0.16074192959177072	0	0.34470441150205394
MTF2	692	50	0.15939403172356056	0	0.2923736381496696
ARNT	249	50	0.15937216462681172	0	0.22629040900160743
TET2	139	50	0.15823526886084419	0	0.23289873191641364
ATF6B	694	50	0.15817347788369485	0	0.37774602607608504
PHF8	499	50	0.15782258845076835	0	0.1975352741560993
MECOM	503	50	0.1572561537127857	0	0.14770494731202
HIPK2	432	50	0.15624077733198616	0	0.20985890337560278
FOXO6	380	50	0.15037584201609105	0	0.06894088230041079
GATAD2B	377	50	0.149948279855459	0	0.4090016074298982
SMAD4	720	50	0.14980177800104744	0	0.29862475442043224
GABPB1	461	50	0.14963871170864948	0	0.27237006608322917
ID2	148	50	0.14903479313049567	0	0.2782639757099482
ZMIZ1	298	50	0.14878714417464348	0	0.3318449723164851
DDIT3	174	50	0.14816069145427088	0	0.37738881943204144
SAP30	243	50	0.14669780300205032	0	0.17449544561528846
NFATC3	458	50	0.14560121774432047	0	0.22968387212002142
TTF1	442	50	0.14510434676907155	0	0.23075549205215218
FLYWCH1	355	50	0.1443219313107183	0	0.1769958921235935
E2F3	248	50	0.14214554530081303	0	0.39578496160028576
ELL	93	50	0.142094360757978	0	0.10412573673870335
BACH1	135	50	0.14019901833430112	0	0.254688337203072
KAT6A	209	50	0.1395334914548058	0	0.471155563493481
TRIB3	79	50	0.13952661169449582	0	0.12609394534738347
KMT2E	200	50	0.1376016534622471	0	0.5577781746740489
VHL	287	50	0.13743131393795557	0	0.28772995177710303
E2F6	382	50	0.13741103802736668	0	0.24950884086444008
NR2F1	224	50	0.13730221484924127	0	0.08144311484193606
ZNF740	367	50	0.13651821829445918	0	0.18449723164850867
HOXA4	244	50	0.1360895016439497	0	0.05858188962314699
NCOA1	103	50	0.1350921298548454	0	0.2830862654045365
FOXO1	266	50	0.13471068174114195	0	0.22111091266297553
KDM2B	237	50	0.1337297338852455	0	0.21164493659582068
IRF3	320	50	0.13330471657524554	0	0.4354348990891231
HIRA	241	50	0.13275914811017814	0	0.12859439185568852
CREBBP	170	50	0.1325209121310538	0	0.4416860153598857
NFYC	277	50	0.13241056176746502	0	0.4348990891230577
DMTF1	263	50	0.1311126477823331	0	0.21932487944275764
TCFL5	285	50	0.13061201069000677	0	0.1269869619574924
SRSF1	234	50	0.1304221209685153	0	0.21611001964636542
ABL1	305	50	0.13029317148394948	0	0.23307733523843543
ING1	201	50	0.13023984019139428	0	0.2693338096088587
PBRM1	250	50	0.12860705124462052	0	0.2643329165922486
ZNF444	208	50	0.12812909137205564	0	0.13788176460082158
HOXA1	157	50	0.12806794403956978	0	0.0843007679942847
PIN1	252	50	0.1278912347148099	0	0.21003750669762458
CHD8	212	50	0.12760393331706954	0	0.3091623504197178
MBD1	189	50	0.1273992048815441	0	0.34113234506161816
KAT2A	251	50	0.12735136146672	0	0.16913734595463475
ARID3A	71	50	0.1269173084393914	0	0.2404000714413288
DENND4A	172	50	0.12584447328562917	0	0.22361135917128058
NME2	131	50	0.12554913682039553	0	0.05804607965708162
ZNF292	66	50	0.12545583410358013	0	0.3979282014645472
PIAS4	160	50	0.12540458758811526	0	0.23325593856045723
ATF2	147	50	0.12507751944744724	0	0.23468476513663153
ZNF398	150	50	0.12497735166017991	0	0.13823897124486514
NOTCH1	62	50	0.1239720437751112	0	0.10180389355242007
NFATC1	83	50	0.12389220244435385	0	0.09233791748526522
CIC	140	50	0.12338825738986317	0	0.2609394534738346
NSD1	220	50	0.12333016849589555	0	0.2689766029648151
ZBTB48	113	50	0.12323485989491094	0	0.09716020717985355
ZNF331	90	50	0.12230672785738247	0	0.09662439721378818
RXRB	160	50	0.12223366911476968	0	0.23914984818717627
CHD4	150	50	0.1219184393758424	0	0.3366672620110734
KMT2C	73	50	0.12178671711200675	0	0.3979282014645472
ZNF195	152	50	0.12168569531701205	0	0.1959278442579032
ARID4A	65	50	0.12154647494038258	0	0.26558313984640114
SP1	131	50	0.12135969782393405	0	0.5300946597606715
ERCC2	112	50	0.12047844862410033	0	0.08215752813002322
CREB3L4	163	50	0.1203987988852965	0	0.12609394534738347
ING2	137	50	0.12006195200676166	0	0.2457581711019825
DLX4	72	50	0.1195593206106723	0	0.05000893016610109
CC2D1A	117	50	0.11955129159247324	0	0.1219860689408823
MYBBP1A	120	50	0.1195352795213349	0	0.14520450080371494
ZNF384	133	50	0.11904470395441781	0	0.3288087158421147
NKRF	126	50	0.11893941545832748	0	0.154491873548848
KLF7	64	50	0.11892834861426298	0	0.1852116449365958
HES6	102	50	0.1186906022004376	0	0.11466333273798893
MLX	124	50	0.1179859340613829	0	0.5452759421325236
REL	65	50	0.11795781324286621	0	0.3177353098767637
POU2F1	95	50	0.11789424872627652	0	0.2679049830326844
ZBTB22	102	50	0.1174477011979459	0	0.12984461510984105
SIRT3	91	50	0.1171811205589272	0	0.14145383104125736
TRRAP	139	50	0.11687387881138488	0	0.1837828183604215
PBX3	65	50	0.11682149787555918	0	0.14002500446508306
DOT1L	99	50	0.11635654676191161	0	0.17735309876763708
RBAK	100	50	0.11629191769119307	0	0.1921771744954456
PKNOX1	124	50	0.11616278066066765	0	0.20396499374888372
TBX18	84	50	0.11600056199636301	0	0.1014466869083765
NCOR1	111	50	0.11572634243463448	0	0.3468476513663154
ELF1	61	50	0.11570322716178649	0	0.4763350598321129
PPARG	94	50	0.11544180824660158	0	0.0980532237899625
NFIL3	60	50	0.11523276277030677	0	0.38096088587247723
ETV6	64	50	0.11507377336373319	0	0.3761385961778889
SIN3B	84	50	0.1146482603026546	0	0.2339703518485444
TRIM5	18	18	0.11425389358534493	0	0.15734952670119665
LCOR	92	50	0.1139231595974049	0	0.39131987854974104
CNOT8	60	50	0.1138406536666717	0	0.26165386676192176
EP300	64	50	0.11378085481269037	0	0.4829433827469191
MEF2D	53	50	0.11359676815943841	0	0.37881764600821577
ZSCAN18	29	29	0.11358286771862594	0	0.10001786033220218
SEC14L2	19	19	0.11346644116376464	0	0.05125915342025362
FOXJ2	82	50	0.11345703116557264	0	0.1989641007322736
TRIM27	76	50	0.11330530620954468	0	0.3295231291302018
ZNF281	17	17	0.11317167295155503	0	0.35309876763707804
MXD4	29	29	0.11286891713612253	0	0.12859439185568852
ZNF160	25	25	0.11284331861601597	0	0.12645115199142704
ZNF277	75	50	0.11268912819188719	0	0.18664047151277013
ZNF746	19	19	0.1126731592941376	0	0.206286836935167
KAT2B	24	24	0.11244916622639378	0	0.085729594570459
HNF4G	62	50	0.11184107112492125	0	0.06376138596177888
NAB1	35	35	0.11140300181300053	0	0.26647615645651007
SIM2	52	50	0.11128511834896532	0	0.07572780853723879
PARP10	34	34	0.11106434188399056	0	0.16360064297195928
HSF2	64	50	0.11078335799130479	0	0.14877656724415075
ZFP90	64	50	0.11075573618227436	0	0.12323629219503483
TRAF6	49	49	0.11069933045789787	0	0.1668155027683515
ZBTB8A	25	25	0.11066787151383187	0	0.06393998928380068
EED	58	50	0.11056032207260628	0	0.22611180567958564
ELF4	10	10	0.11029383195335093	0	0.2868369351669941
ZEB1	14	14	0.11002067873020847	0	0.06036792284336489
TBP	64	50	0.1099207959268651	0	0.18146097517413823
ZBTB20	52	50	0.10984889011564274	0	0.08644400785854617
MED15	22	22	0.10956156644264493	0	0.28915877835327736
DEAF1	32	32	0.10952485491892708	0	0.12645115199142704
MNT	39	39	0.109461166725566	0	0.22236113591712806
ZNF268	63	50	0.10944183298822391	0	0.0825147347740668
THAP1	45	45	0.1094250633033617	0	0.18360421503839972
ZSCAN26	26	26	0.10942165742624714	0	0.06572602250401857
STAT6	51	50	0.10924519139811693	0	0.5765315234863368
GTF2B	23	23	0.10923384981353261	0	0.24415074120378638
ZBTB2	54	50	0.10917298902874734	0	0.19110555456331488
SMARCE1	59	50	0.10915621806832548	0	0.08447937131630648
BTAF1	12	12	0.10898919705830379	0	0.16288622968387212
SATB1	26	26	0.10882054324474047	0	0.2009287372745133
UPF1	53	50	0.10869162182934167	0	0.33613145204500805
NFRKB	19	19	0.10825539404370267	0	0.14181103768530096
NFKB1	44	44	0.10824284697307764	0	0.21039471334166815
ZNF77	24	24	0.10817972969794631	0	0.06197535274156099
ELF2	11	11	0.10803851306001605	0	0.31327022682621897
ZHX2	37	37	0.10786685796020355	0	0.16217181639578496
SP2	21	21	0.10781707148493769	0	0.24522236113591714
ZNF260	35	35	0.10764677860436712	0	0.1250223254152527
MED26	16	16	0.10758642747906857	0	0.11644936595820682
GMEB1	30	30	0.10749764857817998	0	0.14913377388819432
ZNF263	31	31	0.10723461937862529	0	0.18485443829255224
ZNF236	39	39	0.10707179754756425	0	0.14341846758349705
TP53BP1	13	13	0.10703051935374855	0	0.21075191998571174
ZNF362	43	43	0.10678814445117824	0	0.13627433470262548
MED12	21	21	0.10668162897914701	0	0.15931416324343634
BCOR	33	33	0.10622731850550693	0	0.15038399714234685
SUGP1	26	26	0.10604177828580313	0	0.1684229326665476
ZNF16	45	45	0.10601771227848009	0	0.11126986961957493
TAF4	26	26	0.10587366274785966	0	0.15842114663332738
ZFAT	27	27	0.10569664265480148	0	0.07483479192712984
TRIM62	17	17	0.10561347958936895	0	0.05304518664047151
ZFP1	30	30	0.10555427911947453	0	0.08322914806215395
TBC1D22A	17	17	0.10531502831247183	0	0.2387926415431327
SUPT20H	19	19	0.10478186745898774	0	0.22218253259510626
HDAC10	18	18	0.103036360343365	0	0.1614574031076978
ZHX3	8	50	0.09565694910849624	0	0.08537238792641542
PRDM2	8	50	0.09526485241915779	0	0.2825504554384712
NFAT5	8	50	0.09430665039638086	0	0.263975709948205
NR2C1	9	50	0.09377034265365453	0	0.1237721021611002
BRPF1	8	50	0.0935931214214315	0	0.10626897660296482
ZNF134	8	50	0.09346417739672536	0	0.0944811573495267
NRF1	7	50	0.09329643280440043	0	0.1134131094838364
OVOL2	4	50	0.0919923875807857	0	0.10269691016252902
CREB1	6	50	0.09145872565791946	0	0.320057153063047
KDM4B	4	50	0.09127324189591089	0	0.23057688873013038
ZNRD1	2	50	0.0909528091710051	0	0.2543311305590284
ZNF250	6	50	0.09064199575169689	0	0.054116806572602254
PHF20	3	50	0.09042061654441268	0	0.33077335238435435
KMT2D	6	50	0.09036689211205524	0	0.22736202893373816
TFE3	7	50	0.09021479391924199	0	0.2421861046615467
AIP	7	50	0.09018381602318337	0	0.2634398999821397
SCX	5	50	0.08971525320355622	0	0.05393820325058046
EAF1	5	50	0.08937944513561197	0	0.2182532595106269
VDR	4	50	0.08879578652009214	0	0.10805500982318271
ZNF513	6	50	0.08864588066378007	0	0.15824254331130558
MTF1	4	50	0.08829234760828843	0	0.20253616717270942
ZNF8	5	50	0.08791103967735323	0	0.06769065904625826
ZNF184	4	50	0.08787097529744123	0	0.08287194141811037
ZSCAN21	4	50	0.08743689424161943	0	0.06447579924986604
ZNF256	3	50	0.08669031726409118	0	0.05697445972495088
ZBTB14	1	50	0.08658710370229089	0	0.10894802643329166
LIMD1	2	50	0.08657022797895494	0	0.07322736202893373
APC	7	50	0.08623974969428667	0	0.21200214323986427
KDM3B	2	50	0.08607732152360587	0	0.18324700839435615
DMAP1	1	50	0.08604397743120183	0	0.0926951241293088
SKI	1	50	0.08589119349935334	0	0.30809073048758706
MDM4	1	50	0.08559742884013685	0	0.2421861046615467
ARID3B	4	50	0.08548928110606607	0	0.10859081978924807
SP3	0	50	0.0854772738766542	0	0.3347026254688337
SCAND1	4	50	0.08542978280983499	0	0.10805500982318271
PHF1	5	50	0.0853198078735229	0	0.2679049830326844
GABPA	1	50	0.08494725658583568	0	0.22593320235756384
IKZF4	3	50	0.08459375365605559	0	0.10376853009465976
SUPT3H	3	50	0.08448951869998632	0	0.07179853545275942
SIRT1	4	50	0.08425577993882322	0	0.15199142704054294
GATA2	3	50	0.08407279459434168	0	0.052509376674406145
MAML1	2	50	0.08311852425133512	0	0.20146454724057866
KMT2B	4	50	0.08309962021131632	0	0.23772102161100198
ATM	4	50	0.08249446203969069	0	0.17288801571709234
GZF1	2	50	0.08222872067041717	0	0.11966422575459904
MED23	3	50	0.08216989825234211	0	0.11930701911055545
SMAD7	3	50	0.08197972435815125	0	0.0980532237899625
SMG6	2	50	0.08162494342147779	0	0.09680300053580997
RELB	4	50	0.08148665119456934	0	0.09894624040007144
ZNF140	2	50	0.08131451146860982	0	0.10912662975531345
ZNF76	1	50	0.0813068279797207	0	0.11894981246651187
HDAC11	0	50	0.08085252938919424	0	0.060725129487408464
HINFP	0	50	0.08079345872978762	0	0.11662796928022862
RFX1	1	50	0.0801616729959535	0	0.24486515449187354
FOXO4	3	50	0.08014802809193874	0	0.10019646365422397
RFX3	3	50	0.0800002859258373	0	0.05679585640292909
KAT5	0	50	0.07970966313786905	0	0.1253795320592963
ZSCAN9	1	50	0.07899250082770994	0	0.10966243972137882
RFX2	2	50	0.07891138243183153	0	0.07072691552062868
HSF4	5	50	0.07881742662403021	0	0.07161993213073763
SNIP1	0	50	0.07870746549609982	0	0.16342203964993748
MAML2	1	50	0.07862888923630526	0	0.10162529023039829
KAT8	2	50	0.07753946433695924	0	0.213073763171995
NACC2	1	50	0.07751500465976771	0	0.12859439185568852
NR6A1	1	50	0.07746736651357879	0	0.06608322914806215
ZNF350	4	50	0.07594153564589518	0	0.05018753348812288
E4F1	1	50	0.07576716164471184	0	0.10698338989105198
ZNF335	3	50	0.07513659835672752	0	0.1098410430434006
XPC	1	50	0.07408393393528646	0	0.14234684765136632
NEUROD2	1	50	0.07408376028773285	0	0.051973566708340774
HDAC4	2	50	0.07408301033590779	0	0.10537595999285587
NFYA	1	50	0.07377830687091567	0	0.1837828183604215
MZF1	2	50	0.07296589578041028	0	0.06536881585997499
IKZF5	3	50	0.0727159316306369	0	0.09465976067154849
SIRT6	1	50	0.0725788607525628	0	0.09769601714591891
PRDM10	1	50	0.07152729255929874	0	0.055545633148776564
HDAC5	2	50	0.07085474941371421	0	0.07965708162171817
HIVEP1	2	50	0.07057151518820831	0	0.11644936595820682
ZBTB17	0	50	0.07038026211916688	0	0.10912662975531345
ZNF316	1	50	0.07033625650248188	0	0.12645115199142704
NR2C2	1	50	0.06776077977720438	0	0.1202000357206644
JAZF1	1	50	0.0673345708285326	0	0.059474906233255936
MRTFA	3	50	0.06590771856048842	0	0.05965350955527773
ZNF274	0	50	0.06561374934037148	0	0.11787819253438114
ZNF143	1	50	0.06412258389292746	0	0.15234863368458654
