interaction_name	prob_high_207422	prob_low_207422	delta_prob_207422	pval_high_207422	pval_low_207422	sig_high_207422	sig_low_207422	sig_207422	detected_207422	prob_high_131907	prob_low_131907	delta_prob_131907	pval_high_131907	pval_low_131907	sig_high_131907	sig_low_131907	sig_131907	detected_131907	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	ligand_class	arm_207422	arm_131907	concordance	sig_either	mean_delta	abs_mean_delta	key_pair	n_mal_high_207422	n_mal_low_207422	n_tnk_207422	n_patients_207422	n_mal_high_131907	n_mal_low_131907	n_tnk_131907	n_patients_131907	n_patients_pair
MPZ_MPZL1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	MPZ	Cell-Cell Contact	MPZ	MPZL1	MPZ	MPZL1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
MSTN_ACVR1B_ACVR2A										0.0	0.0	0.0	1.0	1.0	False	False	False	False	MSTN	Secreted Signaling	MSTN	ACVR1B_ACVR2A	MSTN	ACVR1B|ACVR2A	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
MSTN_ACVR1B_ACVR2B										0.0	0.0	0.0	1.0	1.0	False	False	False	False	MSTN	Secreted Signaling	MSTN	ACVR1B_ACVR2B	MSTN	ACVR1B|ACVR2B	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
MSTN_TGFBR1_ACVR2A										0.0	0.0	0.0	1.0	1.0	False	False	False	False	MSTN	Secreted Signaling	MSTN	TGFBR1_ACVR2A	MSTN	ACVR2A|TGFBR1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
MSTN_TGFBR1_ACVR2B										0.0	0.0	0.0	1.0	1.0	False	False	False	False	MSTN	Secreted Signaling	MSTN	TGFBR1_ACVR2B	MSTN	ACVR2B|TGFBR1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
MT-RNR2_FPRL1	0.0	0.0	0.0	1.0	1.0	False	False	False	False										ANNEXIN	Secreted Signaling	MT-RNR2	FPR2	MT-RNR2	FPR2	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
MT-RNR2_FPRL2	0.0	0.0	0.0	1.0	1.0	False	False	False	False										ANNEXIN	Secreted Signaling	MT-RNR2	FPR3	MT-RNR2	FPR3	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NAMPT_ITGA5_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	VISFATIN	Secreted Signaling	NAMPT	ITGA5_ITGB1	NAMPT	ITGA5|ITGB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NCAM1_FGFR1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NCAM	Cell-Cell Contact	NCAM1	FGFR1	NCAM1	FGFR1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NCAM1_L1CAM	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NCAM	Cell-Cell Contact	NCAM1	L1CAM	NCAM1	L1CAM	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NCAM1_NCAM1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NCAM	Cell-Cell Contact	NCAM1	NCAM1	NCAM1	NCAM1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NCAM1_NCAM2	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NCAM	Cell-Cell Contact	NCAM1	NCAM2	NCAM1	NCAM2	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NCAM2_L1CAM	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NCAM	Cell-Cell Contact	NCAM2	L1CAM	NCAM2	L1CAM	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NECTIN1_CADM3	0.0	0.0	0.0	1.0	1.0	False	False	False	False										NECTIN	Cell-Cell Contact	NECTIN1	CADM3	NECTIN1	CADM3	barrier	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NECTIN1_NECTIN4	0.0	0.0	0.0	1.0	1.0	False	False	False	False										NECTIN	Cell-Cell Contact	NECTIN1	NECTIN4	NECTIN1	NECTIN4	barrier	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NECTIN3_NECTIN1	0.0	0.0	0.0	1.0	1.0	False	False	False	False										NECTIN	Cell-Cell Contact	NECTIN3	NECTIN1	NECTIN3	NECTIN1	barrier	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NECTIN3_NECTIN2	0.0	0.0	0.0	1.0	1.0	False	False	False	False										NECTIN	Cell-Cell Contact	NECTIN3	NECTIN2	NECTIN3	NECTIN2	barrier	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NECTIN3_PVR	0.0	0.0	0.0	1.0	1.0	False	False	False	False										NECTIN	Cell-Cell Contact	NECTIN3	PVR	NECTIN3	PVR	barrier	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NECTIN3_TIGIT	0.0	0.0	0.0	1.0	1.0	False	False	False	False										NECTIN	Cell-Cell Contact	NECTIN3	TIGIT	NECTIN3	TIGIT	barrier	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NEGR1_NEGR1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NEGR	Cell-Cell Contact	NEGR1	NEGR1	NEGR1	NEGR1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NFASC_CNTN1_CNTNAP1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	CNTN	Cell-Cell Contact	NFASC	CNTN1_CNTNAP1	NFASC	CNTN1|CNTNAP1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NGF_NGFR										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NGF	Secreted Signaling	NGF	NGFR	NGF	NGFR	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NGF_NTRK1										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NT	Secreted Signaling	NGF	NTRK1	NGF	NTRK1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NMB_NMBR										0.0	0.0	0.0	1.0	1.0	False	False	False	False	GPR	Secreted Signaling	NMB	NMBR	NMB	NMBR	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NMS_NMUR1										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NMU	Secreted Signaling	NMS	NMUR1	NMS	NMUR1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NMS_NMUR2										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NMU	Secreted Signaling	NMS	NMUR2	NMS	NMUR2	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NMU_NMUR1										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NMU	Secreted Signaling	NMU	NMUR1	NMU	NMUR1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NMU_NMUR2										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NMU	Secreted Signaling	NMU	NMUR2	NMU	NMUR2	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NODAL_ACVR1B_ACVR2A										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NODAL	Secreted Signaling	NODAL	ACVR1B_ACVR2A_CFC1	NODAL	ACVR1B|ACVR2A|CFC1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NODAL_ACVR1B_ACVR2B										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NODAL	Secreted Signaling	NODAL	ACVR1B_ACVR2B_CFC1	NODAL	ACVR1B|ACVR2B|CFC1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NODAL_ACVR1C_ACVR2A										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NODAL	Secreted Signaling	NODAL	ACVR1C_ACVR2A_CFC1	NODAL	ACVR1C|ACVR2A|CFC1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NODAL_ACVR1C_ACVR2B										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NODAL	Secreted Signaling	NODAL	ACVR1C_ACVR2B_CFC1	NODAL	ACVR1C|ACVR2B|CFC1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NPB_NPBWR1										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NPW-B	Secreted Signaling	NPB	NPBWR1	NPB	NPBWR1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NPFF_NPFFR1										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NPFF	Secreted Signaling	NPFF	NPFFR1	NPFF	NPFFR1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NPFF_NPFFR2										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NPFF	Secreted Signaling	NPFF	NPFFR2	NPFF	NPFFR2	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NPNT1_ITGA8_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NPNT	ECM-Receptor	Npnt complex 1	ITGA8_ITGB1	FREM1|NPNT|FRAS1	ITGA8|ITGB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NPNT2_ITGA8_ITGB1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NPNT	ECM-Receptor	Npnt complex 2	ITGA8_ITGB1	FREM2|NPNT|FRAS1	ITGA8|ITGB1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NPPA_NPR1										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NPR1	Secreted Signaling	NPPA	NPR1	NPPA	NPR1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NPPB_NPR1										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NPR1	Secreted Signaling	NPPB	NPR1	NPPB	NPR1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NPPC_NPR2	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NPR2	Secreted Signaling	NPPC	NPR2	NPPC	NPR2	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NPW_NPBWR1										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NPW-B	Secreted Signaling	NPW	NPBWR1	NPW	NPBWR1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NPY_GPR83										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NPY	Secreted Signaling	NPY	GPR83	NPY	GPR83	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NPY_NPY1R										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NPY	Secreted Signaling	NPY	NPY1R	NPY	NPY1R	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NPY_NPY2R										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NPY	Secreted Signaling	NPY	NPY2R	NPY	NPY2R	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NPY_NPY5R										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NPY	Secreted Signaling	NPY	NPY5R	NPY	NPY5R	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRG1_ERBB2_ERBB3	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRG	Secreted Signaling	NRG1	ERBB2_ERBB3	NRG1	ERBB3|ERBB2	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRG1_ERBB2_ERBB4	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRG	Secreted Signaling	NRG1	ERBB2_ERBB4	NRG1	ERBB2|ERBB4	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRG1_ERBB3	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRG	Secreted Signaling	NRG1	ERBB3	NRG1	ERBB3	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRG1_ERBB4	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRG	Secreted Signaling	NRG1	ERBB4	NRG1	ERBB4	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRG1_INTEGRIN_A6B4_COMPLEX	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRG	Secreted Signaling	NRG1	ITGA6_ITGB4	NRG1	ITGA6|ITGB4	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRG1_ITGAV_ITGB3										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRG	Secreted Signaling	NRG1	ITGAV_ITGB3	NRG1	ITGAV|ITGB3	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRG2_ERBB2_ERBB3	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRG	Secreted Signaling	NRG2	ERBB2_ERBB3	NRG2	ERBB3|ERBB2	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRG2_ERBB2_ERBB4	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRG	Secreted Signaling	NRG2	ERBB2_ERBB4	NRG2	ERBB2|ERBB4	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRG2_ERBB3	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRG	Secreted Signaling	NRG2	ERBB3	NRG2	ERBB3	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRG2_ERBB4	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRG	Secreted Signaling	NRG2	ERBB4	NRG2	ERBB4	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRG3_ERBB2_ERBB4	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRG	Secreted Signaling	NRG3	ERBB2_ERBB4	NRG3	ERBB2|ERBB4	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRG3_ERBB4	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRG	Secreted Signaling	NRG3	ERBB4	NRG3	ERBB4	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRG4_ERBB2_ERBB4	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRG	Secreted Signaling	NRG4	ERBB2_ERBB4	NRG4	ERBB2|ERBB4	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRG4_ERBB4	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRG	Secreted Signaling	NRG4	ERBB4	NRG4	ERBB4	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRTN_GFRA2	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	GDNF	Secreted Signaling	NRTN	GFRA2_RET	NRTN	GFRA2|RET	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN1_ADGRL1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	ADGRL	Cell-Cell Contact	NRXN1	ADGRL1	NRXN1	ADGRL1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN1_CLSTN1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN1	CLSTN1	NRXN1	CLSTN1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN1_CLSTN2	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN1	CLSTN2	NRXN1	CLSTN2	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN1_CLSTN3	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN1	CLSTN3	NRXN1	CLSTN3	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN1_DAG1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN1	DAG1	NRXN1	DAG1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN1_LRRTM1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN1	LRRTM1	NRXN1	LRRTM1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN1_LRRTM2	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN1	LRRTM2	NRXN1	LRRTM2	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN1_LRRTM3										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN1	LRRTM3	NRXN1	LRRTM3	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN1_LRRTM4										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN1	LRRTM4	NRXN1	LRRTM4	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN1_NLGN1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN1	NLGN1	NRXN1	NLGN1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN1_NLGN2	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN1	NLGN2	NRXN1	NLGN2	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN1_NLGN3	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN1	NLGN3	NRXN1	NLGN3	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN2_ADGRL1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	ADGRL	Cell-Cell Contact	NRXN2	ADGRL1	NRXN2	ADGRL1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN2_CLSTN1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN2	CLSTN1	NRXN2	CLSTN1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN2_CLSTN2	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN2	CLSTN2	NRXN2	CLSTN2	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN2_CLSTN3	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN2	CLSTN3	NRXN2	CLSTN3	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN2_DAG1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN2	DAG1	NRXN2	DAG1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN2_LRRTM1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN2	LRRTM1	NRXN2	LRRTM1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN2_LRRTM2	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN2	LRRTM2	NRXN2	LRRTM2	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN2_LRRTM3										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN2	LRRTM3	NRXN2	LRRTM3	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN2_LRRTM4										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN2	LRRTM4	NRXN2	LRRTM4	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN2_NLGN1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN2	NLGN1	NRXN2	NLGN1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN2_NLGN2	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN2	NLGN2	NRXN2	NLGN2	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN2_NLGN3	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN2	NLGN3	NRXN2	NLGN3	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN3_ADGRL1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	ADGRL	Cell-Cell Contact	NRXN3	ADGRL1	NRXN3	ADGRL1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN3_LRRTM1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN3	LRRTM1	NRXN3	LRRTM1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN3_LRRTM2	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN3	LRRTM2	NRXN3	LRRTM2	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN3_LRRTM3										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN3	LRRTM3	NRXN3	LRRTM3	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN3_LRRTM4										0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN3	LRRTM4	NRXN3	LRRTM4	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN3_NLGN1	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN3	NLGN1	NRXN3	NLGN1	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN3_NLGN2	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN3	NLGN2	NRXN3	NLGN2	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
NRXN3_NLGN3	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	NRXN	Cell-Cell Contact	NRXN3	NLGN3	NRXN3	NLGN3	other	ns	ns	not_differential	False	0.0	0.0	False	4203	4204	33760	12	10379	10379	34741	32	44
