,TACSTD2,CD8A,NKG7,NCAM1,LGALS1,LGALS3,LGALS9,PVR,TGFB1,TGFB2,TGFB3,CD47,SIRPA,CD274,EPCAM,CLDN4
TCGA-18-5592-01,12.4813,8.3081,7.6097,5.0347,10.5679,12.8225,9.2559,9.8007,11.1483,5.0347,8.9218,9.7942,10.5188,5.7243,12.0831,10.5141
TCGA-92-7341-01,13.4944,5.9187,5.8785,5.7939,12.3509,11.4306,9.7722,9.5726,12.2445,6.8538,9.6124,9.6421,10.9427,6.3178,13.0255,12.9788
TCGA-34-A5IX-01,14.563,7.3601,6.6932,2.2063,13.352,11.2194,8.6385,11.6261,9.7171,8.8522,10.6741,12.1918,10.816,5.2541,8.9359,11.716
TCGA-56-8623-01,12.5296,8.9293,9.3817,6.635,12.7008,13.459,12.1791,10.278,11.5571,9.6924,8.4857,12.2369,12.1066,7.5846,11.1798,12.4322
TCGA-63-A5MI-01,12.5632,6.1924,4.9567,6.1597,10.2424,11.3458,9.5095,9.5626,9.6969,8.4474,9.1223,10.5601,7.6821,4.0744,11.6977,10.0099
TCGA-66-2791-01,12.4389,9.6931,9.2717,6.374,12.017,11.9977,10.8587,9.2744,10.9738,7.0473,9.2461,11.5126,11.0891,9.4845,11.5915,11.1762
TCGA-21-1071-01,12.3682,7.9092,6.7645,8.2019,11.5892,11.5004,10.6511,10.8296,10.1166,7.7813,8.8012,12.3622,10.6907,6.8885,12.4977,11.5901
TCGA-60-2711-01,13.219,8.742,8.1008,4.8118,10.2173,11.168,10.8795,9.666,10.2307,5.4128,8.7639,10.6438,9.4053,4.6763,12.8486,12.66
TCGA-37-4133-01,15.6711,8.5694,7.9114,2.7414,11.6984,13.8461,10.4217,8.7206,10.0483,5.4838,7.1836,13.2132,8.5727,8.6006,13.6496,14.1927
TCGA-34-8454-01,14.2974,8.8276,8.6596,5.6829,11.4964,11.293,11.4993,9.7177,11.7594,7.5098,9.7976,12.0712,11.4974,5.6944,10.3005,10.38
TCGA-77-8146-01,13.7417,7.0619,6.6327,2.7853,12.2031,12.2914,10.1164,10.3645,12.117,9.3816,9.1592,11.3709,9.963,3.7835,11.997,12.6329
TCGA-56-7582-01,12.6604,7.5704,6.7191,7.1761,11.657,11.4501,9.9066,10.3469,11.2378,6.7881,9.289,10.3696,11.0236,6.0464,12.8052,12.5726
TCGA-18-3406-01,13.5046,8.3874,7.9372,4.1956,13.3272,13.4319,9.7122,9.2331,9.8078,7.0837,9.1496,12.8357,10.1839,5.4436,10.6943,11.8352
TCGA-56-8309-01,12.288,9.9157,9.2581,5.3809,12.5408,11.7163,12.8495,8.8586,10.8826,8.3839,12.3009,11.8146,10.6192,8.1408,8.5264,12.7286
TCGA-21-1080-01,15.6303,8.6983,7.2415,4.1924,9.9603,12.445,9.2657,11.1255,10.682,5.1686,8.5281,11.3569,9.1212,5.4464,11.5481,10.9949
TCGA-60-2721-01,13.2763,9.9662,8.8649,4.5424,11.9108,11.7825,10.7098,8.6215,11.115,6.3575,9.4922,10.9587,9.7571,5.9642,10.9284,12.3036
TCGA-60-2716-01,14.5409,4.9392,4.5398,5.0835,9.0933,12.0485,11.286,9.5023,10.0145,5.6907,6.4976,10.2348,9.2582,4.6916,11.4904,11.8929
TCGA-66-2737-01,12.4643,8.3421,7.5443,6.1655,13.1561,12.095,10.3558,9.8134,10.7943,8.4396,9.9807,11.1394,11.0013,7.3211,12.2004,11.5208
TCGA-63-7021-01,14.5755,7.9142,7.858,4.2805,12.4674,12.088,10.7105,9.8949,11.3857,5.9953,9.5615,11.3722,10.3995,7.8968,10.6875,12.6785
TCGA-85-8352-01,9.2331,7.4733,6.3214,1.2072,11.0044,10.2706,9.566,10.6945,8.8564,7.4733,6.2488,7.936,9.4778,3.4058,13.5241,13.386
TCGA-85-7698-01,12.5741,8.4034,7.2807,4.9026,12.2269,11.9754,10.5667,9.5208,11.2513,7.3355,10.3716,10.2214,10.6279,9.1674,12.0061,12.4781
TCGA-77-8139-01,13.2705,6.8247,6.4165,4.1505,11.7282,11.9278,10.5562,10.2179,10.8669,9.0529,9.7494,10.3265,9.2598,5.4742,11.9133,11.4444
TCGA-98-8020-01,13.3348,8.2062,7.5817,2.8658,14.0142,12.1202,9.2567,11.2135,12.6469,8.0811,10.1777,11.3156,12.8176,6.3709,8.4695,10.6385
TCGA-85-8052-01,14.0223,6.9419,6.1846,4.1292,11.5509,11.1471,9.8261,9.7344,11.4623,9.2167,7.7987,10.434,10.6561,6.6643,12.8126,11.6893
TCGA-43-3920-01,12.451,9.4678,8.5988,7.1793,13.9503,12.9202,9.1411,9.2206,10.2651,9.9753,11.0105,12.5535,10.4803,5.5597,10.9215,12.1662
TCGA-77-7142-01,13.7382,7.5525,6.6478,5.3783,10.9061,12.3848,9.663,9.9427,11.1964,9.2099,7.8373,10.8474,10.3703,4.8419,13.6991,10.8082
TCGA-NC-A5HK-01,15.4658,7.6441,6.9045,2.4533,12.8279,10.5029,8.3807,10.9786,10.8162,10.4048,6.7561,13.3004,11.3436,8.9457,13.6106,13.6026
TCGA-60-2719-01,13.5195,7.6103,6.876,3.2921,10.3123,10.8755,10.1322,9.9948,9.6899,7.8396,7.2569,10.809,10.2536,5.2933,12.6038,10.966
TCGA-58-8387-01,13.6585,8.9474,8.6802,4.5541,12.0571,11.1275,10.7716,8.607,10.1467,4.9424,8.7055,11.7234,9.593,9.5292,11.2247,9.8056
TCGA-43-7658-01,9.6546,9.8759,9.0377,8.6375,10.1517,10.9287,10.9697,9.238,9.0199,7.9406,6.8556,11.6752,10.892,5.9105,12.7521,12.3666
TCGA-96-A4JK-01,11.9976,7.7447,7.9467,5.5333,10.917,10.9721,10.7293,9.7846,10.5686,4.9923,9.0313,11.1286,11.0062,5.0545,13.0488,10.851
TCGA-43-6143-01,12.4979,5.9463,5.7518,8.0211,10.6352,11.5172,9.8827,10.1293,9.5529,6.371,8.4643,10.436,9.9015,6.113,11.8869,11.6782
TCGA-56-8305-01,12.905,5.1374,4.1359,4.2185,12.169,11.2409,9.4253,10.0944,12.2795,6.3906,8.6287,10.6605,10.3064,4.0482,12.4441,11.2966
TCGA-66-2769-01,11.0287,8.2156,7.6136,4.7197,14.7789,12.197,10.3063,9.4009,11.7279,8.87,9.7191,11.9274,12.1349,7.5006,9.5741,9.8656
TCGA-22-1000-01,14.6463,9.1834,7.9825,5.0961,13.7172,12.9818,11.2254,10.0083,11.7597,8.9281,11.3038,12.2088,11.7887,6.3734,9.8968,12.0035
TCGA-18-3412-01,15.6406,6.7365,6.6604,5.3375,11.4644,12.2839,10.201,9.0865,11.0809,5.5716,8.0396,10.2528,9.4499,6.3225,13.4482,13.4911
TCGA-66-2759-01,14.783,8.1207,7.6694,4.1947,11.6361,10.9129,10.6988,10.1855,10.1495,7.124,8.3135,12.1828,11.458,9.9496,11.7214,11.8966
TCGA-66-2794-01,12.3998,10.8989,10.2154,5.8327,10.84,12.6228,13.2249,8.0025,10.6755,5.1393,8.9247,10.3025,10.4497,8.8715,12.5879,12.5123
TCGA-21-1083-01,12.2377,8.8314,7.7386,10.9853,11.4671,11.413,11.6993,9.8878,11.3303,9.4959,8.3831,11.8036,10.9188,9.5185,12.023,11.2448
TCGA-60-2695-01,12.1823,9.0369,7.9164,7.7321,10.9052,11.6964,10.6829,10.2476,9.5685,9.0012,9.0333,11.7184,9.5791,6.0693,12.3767,12.5513
TCGA-85-6560-01,5.9708,9.195,7.6858,5.3068,11.3554,10.918,10.4697,9.2947,10.4152,7.4226,9.2703,9.9042,10.7404,5.754,12.4839,7.8907
TCGA-98-8022-01,13.0466,8.5157,7.4435,7.4095,11.6084,12.2854,11.4793,10.1596,10.9849,8.4282,9.0887,11.6143,11.8711,5.1157,10.8785,12.4741
TCGA-43-5668-01,13.0084,9.7419,8.8616,4.1602,11.9464,11.5418,11.1571,11.1718,11.5291,9.3403,8.4334,12.6568,10.8221,6.9345,12.9964,12.5652
TCGA-21-5786-01,11.7095,7.5866,6.7646,6.2551,11.6796,12.4349,9.0504,10.2818,11.1345,7.4626,10.0458,11.8335,11.1973,4.8038,11.4964,10.6602
TCGA-34-8456-01,12.4055,7.4813,5.6654,4.4573,11.2601,11.5998,10.8942,8.8651,10.935,6.8142,7.8999,10.0304,9.7527,7.6636,12.1565,12.6846
TCGA-66-2755-01,8.8363,8.432,10.2132,2.071,14.0926,11.0861,12.1322,9.7316,11.1371,11.1174,9.6277,12.2456,11.856,9.7697,9.6114,11.3846
TCGA-18-4083-01,12.7938,8.4651,7.1906,6.8022,11.053,10.0508,9.5929,10.0237,10.0073,12.2046,9.3998,10.2901,9.8694,10.0137,11.347,11.0697
TCGA-56-7222-01,13.5324,3.565,3.2837,0.7648,12.0295,12.2766,8.1016,9.8426,10.2992,10.2421,8.4791,11.2101,8.161,3.9709,12.4394,12.6411
TCGA-52-7812-01,12.455,9.7713,9.3436,3.5597,13.247,12.3681,11.5221,10.2022,10.2216,7.275,8.3782,12.0174,9.6787,8.7014,13.4384,13.2037
TCGA-94-8490-01,13.5835,7.257,6.6748,3.0139,9.6467,12.0329,8.7957,9.0805,10.0523,6.6923,8.2679,10.9832,11.4557,5.4279,12.4222,12.0851
TCGA-51-4081-01,12.0058,4.7989,3.7392,10.5342,12.1406,11.9094,8.8219,9.732,11.1562,7.4566,10.4986,10.4625,11.3166,6.0106,12.6995,11.8854
TCGA-39-5028-01,14.6785,8.0632,7.0798,4.1777,12.4849,13.6408,10.1398,9.984,11.2813,7.8965,9.7307,11.564,11.5482,6.0456,10.2029,12.0133
TCGA-22-5482-01,13.5215,6.0015,5.7735,3.9703,12.3899,12.2692,8.6097,10.0293,11.8706,6.531,9.3881,11.1573,11.353,4.9529,11.6984,12.2852
TCGA-60-2725-01,12.5297,9.7977,8.3916,6.9893,12.853,12.3157,12.5463,9.6096,11.0436,9.439,10.4612,12.3111,10.9685,8.116,10.5617,11.8557
TCGA-21-5782-01,14.177,7.8678,7.8112,8.5119,12.7668,11.4979,10.004,9.9195,11.5695,8.044,10.0181,10.8236,10.4546,4.8056,12.2743,11.2254
TCGA-66-2800-01,11.9722,7.1552,6.8871,2.9247,12.3201,12.8934,10.4142,10.657,11.2854,7.0395,8.6203,11.1454,10.909,6.3861,13.1931,12.244
TCGA-18-3421-01,13.627,9.8203,8.939,3.8684,12.2224,13.9954,9.7133,9.5635,10.2711,7.7839,8.7237,13.2066,9.6927,7.6148,11.4373,11.1429
TCGA-22-1016-01,13.1593,6.983,7.0937,5.3271,11.743,11.6815,10.7192,10.8154,10.5048,8.919,9.6078,11.9013,11.0822,6.3666,11.2629,12.0676
TCGA-77-8008-01,13.9247,7.5007,6.4277,4.6535,13.686,11.4652,9.9953,10.7093,11.8717,7.7113,10.8218,11.7488,13.0426,6.0347,6.6532,10.667
TCGA-66-2767-01,12.9597,10.3435,9.2563,4.2319,13.0903,12.427,12.1542,8.8972,11.2974,7.3884,9.3737,11.9129,10.9909,8.312,11.3958,13.1592
TCGA-22-4609-01,12.657,9.3932,8.2647,4.7426,12.1291,12.395,10.8907,9.9604,11.3287,7.9275,9.9775,11.504,11.3401,7.4786,9.4628,12.949
TCGA-43-3394-01,13.2874,6.6151,5.2354,4.8844,11.9722,12.5038,9.5605,9.0132,9.8835,7.2102,7.9815,11.3659,10.015,7.0777,12.6643,11.946
TCGA-43-8115-01,12.5355,9.3603,7.9583,7.1093,12.6158,11.2496,10.8226,10.0909,11.0723,7.702,10.1585,11.3969,11.0003,6.4307,12.5826,11.0675
TCGA-39-5016-01,14.6014,9.1254,8.0802,3.2587,10.3662,11.8667,11.9542,10.208,10.8649,6.5358,7.7573,11.0136,10.4738,9.8704,12.7921,13.1576
TCGA-66-2770-01,12.4821,8.8835,7.988,5.203,12.1855,10.5605,10.6954,9.409,10.7016,7.4068,9.5838,11.0922,10.891,9.2208,11.1278,11.6122
TCGA-85-7697-01,14.3092,7.9593,6.5549,5.4087,11.5026,12.2838,9.2936,9.628,10.9498,7.9823,9.8452,11.5433,10.0224,4.8746,10.9025,12.0665
TCGA-85-A4CN-01,12.3184,8.1353,7.6027,6.0871,13.0712,10.8335,10.4185,10.5009,11.5821,6.9866,9.8393,9.6588,11.0676,7.3584,12.9377,12.0344
TCGA-56-A5DS-01,14.018,7.6117,6.8649,8.9806,11.1763,12.1135,11.2241,9.0231,11.0475,8.5591,9.7363,10.7535,10.2873,4.6731,11.3019,12.2682
TCGA-37-3792-01,14.6427,9.3907,9.318,4.1902,12.7751,12.5749,11.9781,11.0526,10.7507,6.7648,8.874,12.1554,11.7229,9.5063,12.5199,12.7436
TCGA-O2-A52N-01,14.0933,7.8724,7.4493,3.641,14.2499,12.625,9.9426,10.6692,11.0522,7.3319,9.2713,11.3518,11.5796,5.8123,10.0251,11.2248
TCGA-66-2753-01,12.1294,6.8913,6.0971,5.173,11.6976,11.697,9.0839,10.1428,10.4794,7.4899,9.3664,11.1185,9.7312,5.277,12.1377,11.3196
TCGA-66-2754-01,7.4476,6.3553,5.795,10.9707,10.1589,9.7523,8.5293,6.1856,8.3093,6.8909,8.8017,11.708,8.1774,4.0398,13.3583,12.0266
TCGA-46-6026-01,11.9363,6.5124,4.9001,9.2502,10.0203,11.2813,8.3758,9.6545,11.1113,8.0731,6.7183,11.5004,8.6558,2.0507,12.5849,11.4983
TCGA-85-7710-01,12.9934,8.0361,7.2211,4.2324,10.3543,10.6534,9.6637,10.0305,11.8604,6.9407,7.6937,12.7068,10.5182,5.5608,9.9424,11.3047
TCGA-85-8664-01,11.2587,6.4913,5.2013,1.6066,12.0312,10.2967,8.0902,11.5381,11.7886,9.6359,9.4288,11.9678,9.155,2.9349,11.7699,11.4173
TCGA-34-5241-01,14.4162,8.7906,8.0842,4.6618,13.7737,13.1934,10.3532,9.9203,12.0228,7.9315,9.8982,12.6306,10.2665,6.1835,11.4388,13.1551
TCGA-43-A474-01,13.0417,2.9344,2.6778,2.6778,11.7068,11.5295,6.7623,10.0543,11.5366,6.5927,9.0466,9.0353,10.0855,5.3819,12.7279,11.312
TCGA-96-A4JL-01,11.9314,10.2337,9.3881,5.2552,12.0773,10.9271,13.162,9.0431,11.5574,10.2342,9.4762,11.3959,10.4769,7.1649,11.3847,16.0591
TCGA-NC-A5HO-01,14.8478,8.3044,7.5855,5.0556,10.7735,11.5146,12.3382,10.4006,11.3294,5.0556,8.2545,11.2346,9.2541,4.0631,12.5956,12.2256
TCGA-77-8133-01,12.7038,7.4096,6.9585,4.5071,10.7094,11.7523,10.6981,9.608,11.0572,7.3241,8.7421,10.9747,10.7541,6.2684,11.1014,12.4907
TCGA-66-2778-01,15.0781,7.1894,7.0408,1.816,12.6902,13.3836,11.1654,9.1407,11.1138,6.3665,8.4605,12.218,9.0882,4.7576,12.0892,12.977
TCGA-22-5473-01,11.8703,7.1088,7.2274,7.7091,12.6235,10.5081,11.666,9.6534,11.0693,7.0299,8.7987,10.6667,10.2278,9.4344,13.3188,11.8269
TCGA-33-AASI-01,13.7169,8.689,7.8755,2.7845,11.0817,12.7757,10.3063,11.2369,11.7507,8.2717,9.8709,10.8477,9.6707,5.4399,12.9471,11.879
TCGA-98-A53B-01,13.3284,8.1528,6.9417,4.1677,10.8748,11.7126,10.114,10.924,11.4923,9.6734,10.3549,11.7701,10.4483,5.6981,12.3137,11.6805
TCGA-43-6647-01,11.5215,7.648,7.5155,4.3288,13.4534,11.9079,10.0198,10.7719,12.3036,9.4796,10.9295,11.0485,12.5247,8.6751,8.9509,8.8172
TCGA-22-4595-01,11.798,7.8504,7.6336,4.6137,11.8931,11.6379,9.6614,9.8101,10.5229,7.1757,9.5457,12.3733,10.8208,6.009,12.239,11.5973
TCGA-56-6546-01,10.1647,9.7892,9.3915,4.334,12.3194,11.5967,10.98,11.0774,11.6064,6.4496,10.4663,10.3226,11.18,6.2178,13.2595,11.7773
TCGA-60-2698-01,13.581,9.6749,8.5854,3.397,12.1421,12.6658,11.0349,11.0742,10.8875,8.5078,9.4952,11.5962,10.9478,6.6214,12.2577,11.2986
TCGA-56-5898-01,13.8991,7.0749,7.0889,5.4257,11.9083,12.8756,10.4031,10.1328,11.5384,8.6745,8.817,11.0233,11.0853,5.4403,11.023,13.6492
TCGA-77-6842-01,10.5031,9.4253,9.2565,6.4384,12.4107,11.4282,13.7487,9.578,11.8674,6.4319,12.1557,11.8734,11.3914,10.6926,9.8688,10.4328
TCGA-34-8455-01,13.9164,7.2571,6.1689,2.8544,11.8805,12.1658,9.5187,9.8634,12.19,7.1443,9.3646,11.2105,9.6825,4.9855,9.7158,10.2471
TCGA-43-A56V-01,13.3852,6.2234,5.9976,2.6218,11.3646,13.2888,9.6187,10.2675,11.1875,8.9569,8.8056,11.9499,10.7037,4.9253,11.9329,12.4714
TCGA-77-8154-01,14.0368,5.1113,4.4271,4.3412,10.749,12.2583,7.931,10.2824,11.3954,11.1881,9.0997,9.5792,8.5323,3.8753,11.9614,10.4489
TCGA-77-8138-01,14.4339,7.0675,6.8546,3.9749,12.9677,12.2438,10.0721,11.4185,12.4208,8.9863,10.2145,11.415,10.6056,5.7485,10.8337,13.2934
TCGA-22-5491-01,14.7166,7.5019,6.0815,4.3854,9.6426,12.6821,10.9938,9.8984,10.4597,8.9349,7.3981,11.6811,10.4914,6.2847,12.1217,13.5642
TCGA-85-A4CL-01,13.726,9.6931,9.924,5.8562,12.0258,13.3428,11.4803,10.7042,11.6926,4.6952,8.3842,10.5111,9.6877,4.9447,13.168,12.1084
TCGA-39-5022-01,12.8722,10.2854,9.5729,6.2738,12.1085,12.2904,11.516,9.7123,11.0867,9.055,9.8398,11.8796,11.3633,7.8409,11.371,12.1564
TCGA-63-A5MR-01,13.3391,6.065,5.5881,3.8957,12.8217,12.1309,9.4299,10.9784,12.2464,6.2265,8.6408,12.39,10.9823,7.4958,9.1466,12.3178
TCGA-66-2781-01,12.775,7.643,6.5291,4.5275,12.0996,12.6169,9.3948,9.7053,10.3124,7.7645,9.4825,10.5844,10.1523,4.948,12.6522,12.8683
TCGA-77-7139-01,14.3155,7.3611,6.5911,3.7883,10.9105,13.0219,10.3091,9.5119,10.9833,8.6569,8.0718,10.4517,10.9317,9.3978,14.5879,13.1127
TCGA-37-A5EL-01,12.7036,6.9624,6.3755,3.9343,11.8403,12.6892,10.1405,10.8514,9.3992,7.0412,7.4626,12.2555,8.81,2.3223,13.0365,11.6918
TCGA-39-5036-01,15.011,8.094,7.0397,4.0754,10.5463,11.7248,9.8418,9.8141,10.4939,7.1404,6.4972,10.3886,10.4822,6.6263,13.1504,13.4597
TCGA-58-8392-01,12.6678,5.8995,4.9034,7.3866,10.2081,11.3849,10.949,9.5152,9.783,6.5428,7.7526,10.7439,10.077,7.267,13.6755,12.4614
TCGA-66-2763-01,13.7839,7.2247,6.8841,4.4452,11.4712,12.0451,11.0059,10.3064,10.4083,7.5891,8.5979,11.6402,9.4709,8.3853,10.6664,11.3814
TCGA-66-2785-01,14.4296,10.0681,9.4991,3.3741,12.6295,13.3087,10.9263,10.8227,11.4068,8.9657,8.9204,11.4591,10.7866,7.5449,11.346,13.5702
TCGA-22-5479-01,12.0168,7.812,7.5052,4.263,11.5299,11.2236,10.1683,9.5411,10.9182,6.2228,9.2632,10.6696,10.217,7.3411,13.0816,11.0259
TCGA-63-A5MT-01,13.5039,5.6232,5.3085,3.7324,12.5495,11.5601,10.553,10.5076,9.7724,9.1701,9.1412,11.693,10.3012,5.3085,11.7522,12.0534
TCGA-33-4532-01,12.8848,6.4073,5.9565,2.8372,9.636,11.9958,9.0308,9.4457,10.0934,6.5252,7.7115,9.5093,8.5966,5.3105,13.4818,11.7395
TCGA-70-6722-01,15.1201,7.4718,6.8919,3.9185,12.599,11.0675,10.921,10.7072,10.8384,8.7986,9.9011,12.1046,10.9402,8.6945,12.2094,13.0172
TCGA-60-2707-01,15.0489,6.9705,6.3807,4.0328,12.7776,13.1561,10.1432,9.76,12.3562,8.948,9.555,12.5863,11.0803,5.9222,10.548,13.8433
TCGA-85-8071-01,14.2853,7.5373,7.1561,10.7151,10.033,11.847,9.8417,9.3809,10.4167,8.4379,8.636,9.1828,11.1198,6.4592,11.9852,9.3351
TCGA-22-1012-01,13.109,7.761,7.3133,9.355,11.9061,11.7428,9.5551,9.3973,11.3509,8.6558,8.1873,11.0788,9.632,6.0709,12.6239,12.8507
TCGA-58-A46K-01,12.1926,8.0945,7.218,3.8255,10.0562,11.1258,10.949,10.2808,9.8196,5.341,7.3074,10.8778,10.321,9.4317,13.1801,11.908
TCGA-94-A5I6-01,11.5519,5.7206,5.1877,4.0293,12.4437,10.8242,9.1909,10.3089,11.8704,5.858,7.9991,9.8216,10.936,7.3773,12.6021,11.8383
TCGA-56-A4BY-01,14.7084,7.9756,5.8424,4.6433,10.2457,11.0253,10.3881,10.3975,9.3451,5.8723,7.8611,10.5891,8.8642,7.4307,12.6648,13.253
TCGA-85-8049-01,12.6196,9.1961,8.2463,5.9012,12.5073,11.4208,11.0064,9.9461,11.5009,7.073,10.6846,10.5977,12.0665,7.0674,10.6198,13.0595
TCGA-60-2710-01,13.8572,8.6493,7.1607,5.1298,11.436,10.7164,11.3878,9.8055,10.2938,7.2357,8.7906,11.0299,11.5056,6.5121,11.5425,12.465
TCGA-18-4086-01,13.8456,7.9845,7.5539,5.385,12.0197,11.54,10.1923,9.659,10.9902,6.8261,9.0294,11.0407,11.2482,7.9686,12.1811,12.3625
TCGA-37-4132-01,10.9051,9.794,8.5527,6.0366,11.9992,11.974,9.8256,9.6525,10.5412,9.7166,8.4011,12.0714,9.0235,5.9868,14.3769,11.5484
TCGA-63-7023-01,11.122,8.0874,7.3944,4.5402,9.6604,10.5208,10.8931,8.9777,8.9054,6.8238,8.0999,10.7337,9.0568,4.3853,12.066,12.7493
TCGA-21-1070-01,14.0235,9.9868,7.7076,3.9969,11.2845,12.4164,10.4826,10.5518,11.009,8.1286,8.9596,12.9209,10.506,8.4061,11.7274,12.4415
TCGA-33-6738-01,14.8558,6.8716,6.5601,7.0901,11.3927,14.1228,9.9273,9.9898,9.6433,5.142,7.848,10.534,8.9522,3.8644,14.095,14.9813
TCGA-56-A4BW-01,13.7086,7.9497,7.1825,5.3362,12.3058,12.9165,10.7262,8.9984,10.8207,9.122,10.0781,12.26,10.4639,5.0637,10.9983,10.4102
TCGA-56-8308-01,15.3878,7.1285,6.6566,3.3483,11.466,12.2422,10.3063,10.7158,11.7085,7.8458,9.0014,10.2394,10.9237,8.1084,12.2431,13.5787
TCGA-21-1079-01,12.6451,5.8753,5.1195,4.4835,13.2185,12.2733,9.317,10.2866,13.0545,7.2985,11.0846,11.4528,11.663,8.209,8.0782,8.2048
TCGA-66-2742-01,14.8871,7.2796,6.1427,4.0471,11.0729,12.199,10.5233,10.8728,11.2465,7.8349,8.9087,12.4304,9.615,5.4066,11.6933,13.0173
TCGA-63-7020-01,14.0374,8.6289,8.3067,5.2979,11.6263,13.6376,10.8038,10.5739,11.3519,8.9266,8.9969,11.0841,10.0161,5.9322,11.0024,12.85
TCGA-33-AASJ-01,14.9252,7.274,6.1413,6.3273,9.0311,11.6669,10.5136,10.2839,10.763,6.3959,7.2326,10.3777,7.6264,8.1826,13.7434,13.666
TCGA-85-8353-01,11.8411,8.4314,7.6504,4.634,13.0838,11.8365,10.7163,10.0638,10.7944,8.0943,10.4194,11.1947,10.6453,6.6225,11.7817,11.2714
TCGA-18-3410-01,13.1078,9.7423,8.8562,3.6349,14.1653,11.8434,11.183,10.2453,10.6631,4.5756,10.1364,11.77,10.1319,10.6454,10.5547,12.289
TCGA-85-8070-01,13.9257,5.7912,5.313,7.8827,9.7552,10.9747,10.6347,8.7049,8.6249,3.2855,5.9455,9.7331,6.2715,9.0544,14.9443,14.0617
TCGA-NC-A5HQ-01,14.5549,8.1287,7.3857,4.1281,10.7715,12.4973,10.8304,10.1794,10.9824,6.3903,8.0536,12.0884,9.4733,9.2364,12.5245,12.4279
TCGA-66-2783-01,14.3169,7.7362,6.6788,4.0009,12.2022,11.9325,10.1011,9.8131,10.126,6.2781,7.892,9.9264,10.6581,7.6421,11.458,12.1832
TCGA-18-3407-01,14.267,7.6186,6.6014,2.7461,12.071,10.7588,11.3629,9.917,11.3273,7.2551,9.3557,10.8586,10.0394,9.1548,12.0435,11.3286
TCGA-98-A53A-01,12.1032,8.1582,6.9927,8.3999,10.4041,9.2772,9.2236,10.2852,9.5932,6.1053,7.3112,10.3723,10.5909,3.7324,13.0688,11.4715
TCGA-85-8276-01,12.2039,9.0078,8.1892,4.7497,12.7697,12.2739,10.9227,9.9734,10.9719,6.5352,9.709,9.9727,10.6419,5.7079,11.631,11.4107
TCGA-LA-A446-01,12.4173,6.1552,6.4387,4.426,10.9817,10.9082,9.9001,9.4605,10.0534,6.077,6.6578,10.5138,10.7881,7.6355,13.1152,12.3805
TCGA-NC-A5HT-01,13.8215,5.638,2.3905,5.3054,11.6377,11.5558,10.3299,10.3091,10.4963,9.3179,10.1949,9.7355,6.4534,3.5371,13.3932,11.1284
TCGA-58-8386-01,11.6564,7.0678,7.2728,3.86,13.6082,12.0125,10.4348,10.2027,11.4576,7.8837,8.8387,12.1828,12.7995,6.8078,9.4679,10.6652
TCGA-77-A5GF-01,12.8873,8.2249,7.0553,8.4204,10.9849,11.267,9.544,9.7362,10.564,6.541,9.1302,9.7216,10.5712,10.3136,12.4652,12.0983
TCGA-56-7731-01,14.1915,7.3994,7.036,6.3092,12.541,12.6911,11.7403,10.1511,11.108,8.9256,10.2416,11.3295,10.6158,6.0469,11.2424,12.5648
TCGA-22-4604-01,12.4751,8.5634,7.7855,6.2096,12.5396,11.7963,11.2608,9.9228,11.6967,8.4273,10.6188,10.7574,11.4112,8.322,11.9849,10.9081
TCGA-56-8304-01,14.6659,7.4711,7.7312,4.574,11.8314,12.0057,11.4119,10.034,12.2456,6.1967,8.1082,11.7789,8.6238,6.4747,11.8987,11.2436
TCGA-63-A5MN-01,13.7366,10.1428,8.918,4.4703,13.0901,12.7317,10.9927,10.7106,11.1651,9.8234,9.6283,11.9637,11.2498,9.4502,12.7544,12.6083
TCGA-96-8169-01,13.2621,7.4427,6.9039,6.8081,12.5269,11.8115,10.2533,10.7933,11.786,10.2991,9.664,11.9358,9.8764,5.6067,11.7297,12.507
TCGA-33-4589-01,14.0204,9.4903,9.2898,2.2055,15.3444,14.5933,9.6674,8.9539,11.2926,6.7888,6.6048,13.4071,11.1031,8.6956,9.8048,12.3661
TCGA-37-4130-01,5.7891,11.9444,11.6747,4.458,12.5421,12.4892,10.6667,9.0643,9.748,8.0703,8.0059,12.0809,9.6561,6.0532,14.1566,10.5265
TCGA-NC-A5HJ-01,11.4498,9.6769,9.3706,7.3092,12.3194,13.1867,11.5918,9.7698,10.0654,8.9619,7.0741,12.0972,10.8759,10.8032,12.8205,12.0597
TCGA-85-A4PA-01,8.9376,9.6171,9.1818,6.7216,10.9056,10.7725,12.0633,8.3533,11.6422,6.8822,8.9209,11.4701,10.5825,6.1851,7.6308,8.5532
TCGA-98-8023-01,12.4945,8.8774,8.6167,4.2158,12.802,11.541,10.9317,9.7648,11.6434,6.5175,10.6647,11.902,10.6282,5.4238,11.2273,11.1492
TCGA-56-8625-01,12.1195,9.5819,9.0687,8.3646,12.0825,11.5918,10.9786,9.5326,11.4737,9.6362,9.9838,11.4471,11.7987,7.5617,11.7606,11.9904
TCGA-43-6770-01,12.5122,6.0424,5.5845,5.3214,12.0432,10.5364,9.7012,10.3002,10.592,7.5856,8.5099,9.8544,11.034,8.3174,12.5766,10.8374
TCGA-60-2703-01,12.7264,6.0277,4.7385,3.9331,12.4671,11.527,7.6031,10.1277,10.4245,10.885,9.0993,11.2934,9.9724,4.9196,12.1573,11.2926
