rank	gene	uniprot	protein_name	is_bait	exclusive	stringent	n_cldn4	n_gfp	mean_lfq_cldn4	mean_lfq_gfp	log2fc	p_mod	fdr_mod	p_welch	fdr_welch	unique_peptides	razor_unique_peptides	categories	majority_protein_ids
936	ATP5F1D	F1PY24	ATP synthase F1 subunit delta	False	False	False	4	4	1.6353e+09	1.57225e+09	0.0553343	0.776354	0.854458	0.510053	0.622766	3	3		F1PY24
937	SNRPB	E2R1C4	Small nuclear ribonucleoprotein-associated protein	False	False	False	3	3	5.3368e+07	4.9385e+07	0.0548996	0.959267	0.977049	0.975305	0.987105	3	3		E2R1C4;E2RPQ0
938	MAP4K4	F1PSC1	Mitogen-activated protein kinase kinase kinase kinase 4	False	False	False	4	4	4.96008e+08	4.75102e+08	0.0548394	0.78148	0.856652	0.598827	0.695084	15	15		F1PSC1;J9NTP8
939	MRPS26	E2QW25	Mitochondrial ribosomal protein S26	False	False	False	4	4	2.6511e+08	2.53608e+08	0.0544552	0.791648	0.863987	0.702313	0.78884	5	5		E2QW25
940	RRP1B	F1PS87	Ribosomal RNA processing 1B	False	False	False	3	3	4.6572e+07	4.40917e+07	0.0517422	0.960154	0.977049	0.975813	0.987105	3	3		F1PS87
941	PRPF31	F1PKI0	Pre-mRNA processing factor 31	False	False	False	4	4	8.43185e+07	7.72425e+07	0.0514096	0.844028	0.898006	0.869614	0.923648	6	6		F1PKI0
942	BCAP31	E2R5S2	B cell receptor associated protein 31	False	False	False	4	4	4.17308e+08	4.11368e+08	0.0502337	0.820078	0.886751	0.801697	0.873562	13	13	MHC;immune	E2R5S2;E2R4U9
943	GOLM1	E2RLA5	Golgi membrane protein 1	False	False	False	4	4	3.0757e+08	2.96885e+08	0.049506	0.819076	0.88632	0.782047	0.856416	9	9		E2RLA5
944	ZNF622	E2R1D3	Zinc finger protein 622	False	False	False	4	4	4.85425e+07	4.71055e+07	0.045929	0.818171	0.885778	0.682658	0.774316	3	3		E2R1D3
945	SNAP23	E2R516	Synaptosomal-associated protein	False	False	False	4	4	9.737e+07	9.5194e+07	0.0455167	0.841459	0.897228	0.832253	0.896628	6	6	trafficking	E2R516
946	CAT	O97492	Catalase	False	False	False	4	4	2.43418e+10	2.38718e+10	0.0443848	0.831875	0.892664	0.776737	0.853163	38	48		O97492
947	SRRM2	F1Q2Z4	Serine/arginine repetitive matrix 2	False	False	False	4	4	1.00746e+09	9.79602e+08	0.0430431	0.83572	0.894597	0.769041	0.847261	29	29		F1Q2Z4
948	PRPF40A	J9P4S4	Pre-mRNA processing factor 40 homolog A	False	False	False	4	4	1.36998e+08	1.32732e+08	0.0429042	0.844053	0.898006	0.816268	0.884155	8	8		J9P4S4;J9P1Z6;E2R5V6
949	DSC2	J9P6A9	Desmocollin 2	False	False	False	4	4	4.6846e+08	4.54958e+08	0.0426226	0.824971	0.889618	0.537612	0.645606	15	17		J9P6A9;F1PEF1
950	RAB21	P55745	Ras-related protein Rab-21	False	False	False	4	4	9.46385e+08	9.15575e+08	0.0412963	0.84772	0.901039	0.813067	0.882288	8	8	trafficking	P55745;F1PGI1
951	RAB18	J9NRZ2	RAB18, member RAS oncogene family	False	False	False	4	4	1.9562e+09	1.88065e+09	0.0407389	0.843768	0.898006	0.782788	0.856799	14	14	trafficking	J9NRZ2
952	GOLGB1	F6XPP6	Golgin B1	False	False	False	4	4	3.3102e+08	3.22115e+08	0.0395019	0.854548	0.906326	0.822095	0.888708	22	23	trafficking	F6XPP6
953	SLC25A5	F1PRL5	Solute carrier family 25 member 5	False	False	False	4	4	4.90065e+09	4.72562e+09	0.0389365	0.857731	0.909028	0.831577	0.896628	12	25		F1PRL5
954	ANXA2	Q6TEQ7	Annexin A2	False	False	False	4	4	9.9168e+10	9.87055e+10	0.0377092	0.866066	0.916074	0.856337	0.915716	59	59		Q6TEQ7
955	RAB11A	P62490	Ras-related protein Rab-11A	False	False	False	4	4	1.57865e+09	1.52842e+09	0.0373906	0.850598	0.903012	0.733023	0.816626	9	10	trafficking	P62490;J9JHN1
956	EMC2	E2R0P8	Uncharacterized protein	False	False	False	3	3	1.231e+08	1.19007e+08	0.0365416	0.978289	0.988575	0.986914	0.992813	3	3		E2R0P8;E2RL06
957	NKRF	E2RI67	NFKB repressing factor	False	False	False	4	4	6.6887e+07	6.50752e+07	0.0344078	0.876726	0.922247	0.861144	0.917771	6	6		E2RI67
958	PDLIM2	F1PQW6	PDZ and LIM domain 2	False	False	False	4	4	6.4043e+07	6.12002e+07	0.032553	0.895477	0.934782	0.904741	0.944002	5	5		F1PQW6
959	KPNA2	E2R6L9	Importin subunit alpha	False	False	False	4	4	1.92585e+08	1.88068e+08	0.0324573	0.86533	0.915985	0.580721	0.680202	7	7	IFN;immune	E2R6L9;J9P8A6;J9P954
960	CDK1	E2RGJ9	Cyclin dependent kinase 1	False	False	False	4	4	4.2217e+08	4.10342e+08	0.0314371	0.875334	0.92151	0.789823	0.862773	10	12	IFN;immune	E2RGJ9;J9P1S6
961	MICU1	E2REQ6	Mitochondrial calcium uptake 1	False	False	False	4	4	1.68248e+08	1.60928e+08	0.0311955	0.886308	0.928756	0.871274	0.924388	6	6		E2REQ6;J9NZF2
962	FLVCR1	E2RSI2	Uncharacterized protein	False	False	False	4	4	1.31198e+08	1.2834e+08	0.0301073	0.877146	0.922247	0.719578	0.805751	3	3		E2RSI2
963	HNRNPR	E2RE36	Heterogeneous nuclear ribonucleoprotein R	False	False	False	4	4	3.43775e+08	3.33388e+08	0.0300215	0.894977	0.934707	0.888763	0.93626	6	13		E2RE36
964	DNAJC3	F1PME4	Uncharacterized protein	False	False	False	4	4	1.62492e+08	1.58725e+08	0.029854	0.889434	0.93025	0.863286	0.919158	7	7	IFN;immune	F1PME4
965	METAP1D	F1PFF1	Methionine aminopeptidase	False	False	False	4	4	3.00535e+08	2.9878e+08	0.0293543	0.904078	0.940619	0.910133	0.947821	7	7		F1PFF1
966	PTPN2	F1PLF3	Tyrosine-protein phosphatase non-receptor type	False	False	False	4	4	4.9364e+08	4.80952e+08	0.0282734	0.888983	0.930222	0.824381	0.890299	9	9	IFN;immune	F1PLF3;J9P0G0
967	HSPD1	E2QUU5	60 kDa heat shock protein, mitochondrial	False	False	False	4	4	5.59715e+10	5.45165e+10	0.0272238	0.893094	0.933631	0.831655	0.896628	75	75		E2QUU5
968	DDA1	E2R954	DET1 and DDB1 associated 1	False	False	False	3	3	3.45503e+07	3.47743e+07	0.0270264	0.977394	0.988234	0.986238	0.992813	3	3		E2R954
969		E2RQW0	Uncharacterized protein	False	False	False	2	2	4.66435e+07	4.5043e+07	0.0265666	0.982253	0.989562	0.989275	0.994731	2	2		E2RQW0
970	AGFG1	E2RNK5	ArfGAP with FG repeats 1	False	False	False	2	2	9.78135e+07	9.47445e+07	0.0251383	0.986293	0.993101	0.991752	0.996763	3	3	trafficking	E2RNK5
971	PLXNB2	F1P9S5	Plexin B2	False	False	False	4	4	3.24828e+08	3.21078e+08	0.0250634	0.904876	0.940748	0.872248	0.924388	15	15		F1P9S5
972	FRMD8	E2R8F5	FERM domain containing 8	False	False	False	4	4	9.6281e+08	9.6121e+08	0.023674	0.919033	0.949408	0.918634	0.954856	15	15		E2R8F5
973	SPTBN1	F1PXT8	Spectrin beta chain	False	False	False	4	4	1.9985e+09	1.97858e+09	0.0218965	0.911586	0.946066	0.828505	0.894311	49	52	trafficking	F1PXT8;F1PXU1
974	TSR1	E2QYA6	Uncharacterized protein	False	False	False	4	4	7.50645e+07	7.32728e+07	0.0215331	0.929938	0.95841	0.934721	0.963793	4	4		E2QYA6;F1PXP0;J9NS98
975	SNX27	E2RM53	Sorting nexin family member 27	False	False	False	4	4	3.47832e+08	3.42692e+08	0.0211018	0.916424	0.948588	0.858583	0.915716	7	7		E2RM53
976	LDLR	F1PML2	Low density lipoprotein receptor	False	False	False	4	4	2.89125e+08	2.8412e+08	0.0208818	0.918322	0.949319	0.872846	0.924388	13	13	trafficking;immune	F1PML2;J9NXB0
977	ATP5F1A	E2RNG2	ATP synthase subunit alpha	False	False	False	4	4	2.31052e+10	2.27752e+10	0.018674	0.92389	0.953075	0.832701	0.896628	46	46		E2RNG2
978	CWC15	J9PAH1	Uncharacterized protein	False	False	False	4	4	3.94665e+08	3.91e+08	0.0152326	0.938145	0.963891	0.870324	0.923954	6	6		J9PAH1;E2RQA3
979	GNL3L	F1PAW6	G protein nucleolar 3 like	False	False	False	4	4	1.164e+08	1.16474e+08	0.0149331	0.943518	0.96694	0.926421	0.959758	6	6		F1PAW6
980	USP10	F1PEV7	Ubiquitin specific peptidase 10	False	False	False	4	4	1.81895e+09	1.80218e+09	0.0137	0.943425	0.96694	0.848355	0.910348	27	27		F1PEV7
981	SNAP29	E2RBC7	Synaptosome associated protein 29	False	False	False	4	4	2.69858e+08	2.58755e+08	0.0129791	0.956861	0.976043	0.959508	0.98103	7	7	trafficking	E2RBC7
982	KIFC1	F1PL21	Kinesin-like protein	False	False	False	4	4	4.471e+08	4.43462e+08	0.0119497	0.953848	0.973877	0.932975	0.962446	7	7	trafficking	F1PL21;J9NRZ9
983	POLR2A	F1PGS0	DNA-directed RNA polymerase subunit	False	False	False	4	4	8.14108e+07	8.01968e+07	0.0102866	0.961588	0.977049	0.951785	0.97587	6	6		F1PGS0;J9NW09
984	IQGAP1	F1PJ65	IQ motif containing GTPase activating protein 1	False	False	False	4	4	4.71248e+08	4.59695e+08	0.00999548	0.962871	0.977049	0.95536	0.979076	17	17		F1PJ65
985	COX5A	J9P3C5	Uncharacterized protein	False	False	False	4	4	3.85355e+08	3.82705e+08	0.00905444	0.963681	0.977078	0.932758	0.962446	6	6		J9P3C5;F1P6A4
986	HSPA9	E2RAU5	Stress-70 protein, mitochondrial	False	False	False	4	4	1.0891e+10	1.08263e+10	0.00750901	0.969943	0.982971	0.945365	0.97202	50	50		E2RAU5
987	BDH1	E2RCC5	3-hydroxybutyrate dehydrogenase 1	False	False	False	4	4	2.9578e+08	2.94735e+08	0.00597181	0.976813	0.988103	0.96547	0.984031	8	8		E2RCC5
988	NUP50	E2QT37	Nucleoporin 50	False	False	False	4	4	5.69652e+08	5.6356e+08	0.00584707	0.976459	0.988103	0.95653	0.979358	12	12	IFN;immune	E2QT37
989	P4HB	F1PL97	Protein disulfide-isomerase	False	False	False	4	4	5.74728e+08	5.72918e+08	0.00574746	0.979979	0.988575	0.979023	0.988055	11	11		F1PL97
990	ARHGEF2	Q865S3	Rho guanine nucleotide exchange factor 2	False	False	False	3	3	3.331e+07	3.32217e+07	0.00559855	0.995244	0.998438	0.997103	0.999387	2	2	TJ	Q865S3;F1PBF2;J9JHP5
991	RALB	E2RLB2	RAS like proto-oncogene B	False	False	False	4	4	1.47255e+08	1.4756e+08	0.00554053	0.979826	0.988575	0.976554	0.987105	4	4		E2RLB2
992	LSG1	F1P8H7	Large 60S subunit nuclear export GTPase 1	False	False	False	4	4	1.67448e+08	1.67122e+08	0.00514596	0.97999	0.988575	0.96999	0.986216	10	10		F1P8H7
993	SMC1A	E2QV07	Structural maintenance of chromosomes protein	False	False	False	4	4	1.39398e+08	1.39575e+08	0.00501079	0.980658	0.988792	0.97216	0.987047	8	8		E2QV07
994	HEATR1	E2R476	HEAT repeat containing 1	False	False	False	4	4	5.5739e+07	5.38695e+07	0.00134443	0.995743	0.998481	0.996254	0.99933	4	4		E2R476
995		F2Z4N1	Uncharacterized protein	False	False	False	4	4	3.16048e+09	3.15468e+09	0.00124562	0.994827	0.998438	0.984648	0.991902	11	11		F2Z4N1;J9NVG6
996	FLNB	E2R0F2	Filamin B	False	False	False	4	4	9.2679e+08	9.18455e+08	0.000771549	0.997157	0.999441	0.99659	0.99933	27	30	IFN;immune	E2R0F2
997	GOLGA5	E2QWJ2	Golgin A5	False	False	False	4	4	1.6875e+08	1.682e+08	8.5674e-05	0.999675	1	0.999563	1	12	12	trafficking	E2QWJ2
998	PAX2	F1PDS6	Paired box 2	False	False	False	4	4	1.57608e+08	1.5674e+08	-0.000280791	0.999176	1	0.999318	1	4	4		F1PDS6;F1PJT0;J9P1P0;E2RIS8
999	LOC100687687	A0A075B5H7	Uncharacterized protein	False	False	False	4	4	7.14975e+08	7.13292e+08	-0.000519862	0.998096	0.999924	0.997742	0.999569	8	8		A0A075B5H7;J9NU47;D0VWQ4;J9JHU1;J9P9C5
1000	INF2	F1PU24	Uncharacterized protein	False	False	False	4	4	2.35845e+09	2.35702e+09	-0.00180729	0.992457	0.997471	0.97491	0.987105	26	28		F1PU24
1001	NUP205	F1PZ99	Nucleoporin 205	False	False	False	4	4	6.65422e+07	6.7136e+07	-0.00325865	0.987245	0.993471	0.980418	0.989006	5	5	IFN;immune	F1PZ99;J9P7I1
1002	KIAA0930	F1PSU9	KIAA0930	False	False	False	4	4	1.8469e+08	1.80828e+08	-0.00348154	0.987568	0.993471	0.986609	0.992813	6	6		F1PSU9
1003	PNPLA6	E2RIR2	Patatin like phospholipase domain containing 6	False	False	False	4	4	1.0227e+08	1.01688e+08	-0.00469447	0.982325	0.989562	0.977275	0.987105	7	8		E2RIR2
1004	SHC1	F1PQC4	SHC adaptor protein 1	False	False	False	4	4	5.6138e+08	5.61255e+08	-0.00536449	0.979133	0.988575	0.968737	0.985401	10	10	TJ	F1PQC4
1005	DDOST	Q05052	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	False	False	False	4	4	7.14448e+08	7.31525e+08	-0.0101787	0.963059	0.977049	0.958117	0.980381	11	11		Q05052;F1PVU1
1006	HDLBP	E2RET1	High density lipoprotein binding protein	False	False	False	4	4	3.3894e+09	3.41998e+09	-0.0109794	0.956063	0.975684	0.920268	0.956008	56	56		E2RET1;E2RNS5
1007	SCFD1	F1PLS0	Sec1 family domain containing 1	False	False	False	4	4	3.6908e+08	3.71922e+08	-0.0121457	0.949973	0.971735	0.872524	0.924388	11	11	trafficking	F1PLS0;E2RN28;J9P968
1008	CELF1	E2R8F6	CUGBP Elav-like family member 1	False	False	False	4	4	1.02233e+08	1.06588e+08	-0.014703	0.952107	0.973042	0.956191	0.979358	7	7		E2R8F6
1009		E2QV49	Uncharacterized protein	False	False	False	4	4	4.744e+08	4.8026e+08	-0.015893	0.937492	0.963891	0.899475	0.941651	6	6		E2QV49
1010	MRPS28	F6XC21	Mitochondrial ribosomal protein S28	False	False	False	4	4	5.0415e+07	5.08625e+07	-0.0182463	0.935665	0.962658	0.930713	0.961927	5	5		F6XC21
1011	EPS15L1	F1PZ34	Epidermal growth factor receptor pathway substrate 15 like 1	False	False	False	4	4	5.31432e+07	5.3183e+07	-0.0218153	0.926817	0.955644	0.928718	0.960773	4	4	trafficking	F1PZ34;J9P7A9
1012	FLNA	F1PWW0	Filamin A	False	False	False	4	4	6.06568e+08	6.17545e+08	-0.022666	0.922659	0.952253	0.921978	0.95606	22	22	IFN;immune	F1PWW0
1013	CRIP2	F1PP40	Cysteine rich protein 2	False	False	False	4	4	5.23918e+08	5.27588e+08	-0.0228139	0.916506	0.948588	0.901473	0.94256	6	6		F1PP40
1014	EPS8L2	E2R1E6	EPS8 like 2	False	False	False	4	4	4.63375e+08	4.6678e+08	-0.0237178	0.913939	0.946827	0.900752	0.942537	12	12		E2R1E6
1015	SLC25A24	F1PEX8	Solute carrier family 25 member 24	False	False	False	4	4	5.75075e+08	5.84792e+08	-0.0249614	0.898279	0.935921	0.773855	0.851707	11	11		F1PEX8
1016	ITGA6	J9NVU0	Integrin subunit alpha 6	False	False	False	4	4	7.2424e+08	7.14442e+08	-0.0257469	0.912772	0.946066	0.91525	0.952243	15	15		J9NVU0;E2RL88
1017	TNKS1BP1	E2R6L1	Tankyrase 1 binding protein 1	False	False	False	4	4	8.1674e+08	8.25078e+08	-0.0267058	0.908242	0.943605	0.90631	0.945189	34	34		E2R6L1
1018	WWP2	E2RBA6	E3 ubiquitin-protein ligase	False	False	False	4	4	1.74182e+07	1.88296e+07	-0.0278423	0.92046	0.950433	0.937348	0.965137	2	2		E2RBA6
1019	RALA	J9NX28	RAS like proto-oncogene A	False	False	False	4	4	8.91422e+07	9.22412e+07	-0.0288057	0.902687	0.939619	0.904037	0.943718	4	7	trafficking	J9NX28
1020	EHBP1L1	F1P7S2	EH domain binding protein 1 like 1	False	False	False	4	4	3.91632e+07	4.00188e+07	-0.0293722	0.897891	0.935921	0.892899	0.939713	4	4		F1P7S2;J9PBB3
1021	DHCR24	F1PXA2	24-dehydrocholesterol reductase	False	False	False	4	4	5.10698e+07	5.21828e+07	-0.0295915	0.88476	0.927577	0.823174	0.889434	3	3		F1PXA2
1022	HK2	F1PAZ2	Hexokinase 2	False	False	False	3	3	3.33717e+07	3.3897e+07	-0.0312457	0.973574	0.985738	0.983905	0.991609	3	3		F1PAZ2
1023	SDHB	F1Q3W8	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	False	False	False	4	4	1.894e+10	1.94525e+10	-0.031871	0.878509	0.922793	0.832493	0.896628	28	28		F1Q3W8
1024	LOC476006	F1Q0I8	Uncharacterized protein	False	False	False	4	4	4.50095e+08	4.68835e+08	-0.03285	0.897583	0.935921	0.909944	0.947821	6	9		F1Q0I8
1025	ATP5PF	E2RL03	ATP synthase-coupling factor 6, mitochondrial	False	False	False	4	4	8.61138e+08	8.72265e+08	-0.0350129	0.866251	0.916074	0.817723	0.885294	7	7		E2RL03
1026	C7H1orf116	E2R2G0	Chromosome 7 C1orf116 homolog	False	False	False	4	4	5.29412e+08	5.38872e+08	-0.0350346	0.874289	0.921457	0.858159	0.915716	14	14		E2R2G0
1027	HYOU1	E2RB31	Hypoxia up-regulated 1	False	False	False	4	4	4.34192e+08	4.4064e+08	-0.0360682	0.871288	0.91918	0.857183	0.915716	14	14	trafficking	E2RB31
1028	PPP2R1A	F1PX75	Protein phosphatase 2 scaffold subunit Aalpha	False	False	False	4	4	1.6199e+08	1.61695e+08	-0.0372505	0.875603	0.92151	0.880702	0.931356	9	11	IFN;TJ;immune	F1PX75
1029	EPRS	E2QUR2	Glutamyl-prolyl-tRNA synthetase	False	False	False	4	4	6.59348e+08	6.81355e+08	-0.0395529	0.857926	0.909028	0.838576	0.901623	25	25		E2QUR2
1030	UQCRH	E2RR27	Cytochrome b-c1 complex subunit 6	False	False	False	4	4	1.2503e+08	1.28642e+08	-0.0398838	0.87315	0.9207	0.884753	0.934286	4	4		E2RR27
1031	CDK9	J9NWT0	Cyclin dependent kinase 9	False	False	False	4	4	1.26455e+08	1.29732e+08	-0.0399215	0.840952	0.897125	0.711913	0.797984	6	6		J9NWT0
1032	TMX1	E2RK67	Thioredoxin related transmembrane protein 1	False	False	False	4	4	6.54465e+08	6.70925e+08	-0.0399482	0.84424	0.898006	0.757068	0.836598	6	6		E2RK67
1033	EMD	J9P3Z7	Emerin	False	False	False	4	4	6.1844e+08	6.3007e+08	-0.0408455	0.848486	0.901208	0.811737	0.881867	10	10		J9P3Z7
1034	DDX3X	J9P0V9	DEAD-box helicase 3 X-linked	False	False	False	4	4	1.22352e+10	1.25892e+10	-0.0414707	0.831608	0.892664	0.627029	0.721674	56	57		J9P0V9;E2RRQ7
1035	TMPO	E2R4J2	Thymopoietin	False	False	False	4	4	2.89372e+09	2.97012e+09	-0.042111	0.838182	0.895571	0.76565	0.844376	21	21		E2R4J2
1036	PRKCD	F1PDX2	Protein kinase C	False	False	False	4	4	1.37424e+08	1.35982e+08	-0.0435657	0.86685	0.916265	0.886375	0.935423	8	8	IFN;immune	F1PDX2;Q5PU49
1037	COPG1	E2RPG9	Coatomer subunit gamma	False	False	False	4	4	8.83798e+07	8.90005e+07	-0.0436518	0.875389	0.92151	0.899117	0.941651	5	5	trafficking	E2RPG9
1038	DDX42	E2RFF1	DEAD-box helicase 42	False	False	False	4	4	7.46552e+08	7.70435e+08	-0.0447466	0.822937	0.888301	0.692101	0.782593	20	20		E2RFF1
1039	UTP25	E2RQL0	UTP25, small subunit processor component	False	False	False	4	4	9.04822e+07	9.29762e+07	-0.044935	0.831276	0.892664	0.77847	0.854209	5	5		E2RQL0
1040	DIS3	E2RNY6	DIS3 homolog, exosome endoribonuclease and 3-5 exoribonuclease	False	False	False	4	4	9.60288e+07	9.7522e+07	-0.0456012	0.830023	0.892427	0.789727	0.862773	4	4		E2RNY6
1041	LGALS3BP	E2RKQ6	Uncharacterized protein	False	False	False	4	4	7.42502e+07	7.6452e+07	-0.0457662	0.84321	0.898006	0.839144	0.901791	5	5	IFN;immune	E2RKQ6
1042	TCOF1	E2R7J9	Treacle ribosome biogenesis factor 1	False	False	False	4	4	2.89042e+08	2.9749e+08	-0.0460689	0.817459	0.885446	0.680504	0.772674	13	13		E2R7J9
1043	RPS21	E2RCL4	40S ribosomal protein S21	False	False	False	4	4	7.31975e+09	7.69182e+09	-0.0472275	0.825377	0.889618	0.788312	0.861982	10	10		E2RCL4
1044	ERGIC3	E2QW07	ERGIC and golgi 3	False	False	False	4	4	6.53222e+07	6.7113e+07	-0.0474771	0.820285	0.886751	0.756466	0.836355	5	5		E2QW07;F1PZP8
1045	ITCH	J9NTN8	E3 ubiquitin-protein ligase	False	False	False	4	4	7.50982e+07	7.77752e+07	-0.0475721	0.806	0.876941	0.540653	0.648191	5	5		J9NTN8;E2QXM7
1046	AHNAK	J9P969	AHNAK nucleoprotein	False	False	False	4	4	5.71812e+10	5.903e+10	-0.0476769	0.810158	0.880152	0.651083	0.744678	305	305		J9P969
1047	HNRNPU	J9P6J3	Heterogeneous nuclear ribonucleoprotein U	False	False	False	4	4	2.27235e+09	2.33772e+09	-0.0480461	0.811719	0.88141	0.695718	0.784123	19	19		J9P6J3;F1Q3W0
1048	VAMP8	E2QUL2	Vesicle associated membrane protein 8	False	False	False	4	4	4.32758e+08	4.45525e+08	-0.0482206	0.822933	0.888301	0.784148	0.857857	4	4	IFN;trafficking;immune	E2QUL2
1049	CD44	J9P423	CD44 antigen	False	False	False	4	4	3.68618e+08	3.80158e+08	-0.0487619	0.816491	0.884835	0.755538	0.835763	7	7	IFN;immune	J9P423;F1PTZ7;Q28284
1050	CHMP5	E2RLV2	Uncharacterized protein	False	False	False	2	2	6.59175e+07	7.04505e+07	-0.0488568	0.970873	0.983458	0.982442	0.990591	3	3	trafficking	E2RLV2
1051	FAM49B	E2RCY1	Family with sequence similarity 49 member B	False	False	False	4	4	9.3407e+07	9.68295e+07	-0.0497573	0.838268	0.895571	0.847968	0.910348	4	4		E2RCY1;E2RCX9;E2QRS9
1052	NIPSNAP2	F1PZJ7	Nipsnap homolog 2	False	False	False	4	4	1.71998e+08	1.78385e+08	-0.0526322	0.797681	0.868754	0.70143	0.78884	8	8		F1PZJ7
1053	TECR	F1PZL2	Trans-2,3-enoyl-CoA reductase	False	False	False	4	4	1.71423e+08	1.70332e+08	-0.0532296	0.837335	0.895571	0.862517	0.918786	3	3		F1PZL2
1054	ARPC1A	F1PT97	Actin-related protein 2/3 complex subunit	False	False	False	4	4	6.8402e+07	6.91e+07	-0.0541278	0.823702	0.888688	0.835929	0.899219	4	4	TJ;trafficking	F1PT97;E2QYP4
1055	VAMP3	J9P1V7	Vesicle associated membrane protein 3	False	False	False	4	4	1.52488e+08	1.59008e+08	-0.054479	0.789875	0.86326	0.685414	0.776637	5	5	trafficking	J9P1V7
1056	NSDHL	F6XJP3	Uncharacterized protein	False	False	False	4	4	2.22492e+08	2.3168e+08	-0.0555525	0.77761	0.855078	0.56319	0.664291	7	7		F6XJP3
1057	UACA	Q9GL21	Uveal autoantigen with coiled-coil domains and ankyrin repeats	False	False	False	3	3	6.59543e+07	6.97127e+07	-0.0572873	0.960653	0.977049	0.9762	0.987105	5	5		Q9GL21;F1PWH2
1058	GALNT2	J9P017	Polypeptide N-acetylgalactosaminyltransferase	False	False	False	4	4	4.56485e+08	4.74085e+08	-0.0580044	0.797363	0.868754	0.781675	0.856416	14	14	trafficking	J9P017;F1P835
1059	ALAS1	E2RCJ8	5-aminolevulinate synthase 1	False	False	False	4	4	7.26438e+08	7.61762e+08	-0.0592642	0.782102	0.856904	0.731001	0.814788	20	20		E2RCJ8
1060	ATXN2L	J9NWZ1	Ataxin 2 like	False	False	False	4	4	6.1092e+08	6.31858e+08	-0.0594489	0.772238	0.8525	0.671025	0.763157	17	17		J9NWZ1;F1PRY9
1061	ARF6	E2RHL4	ADP ribosylation factor 6	False	False	False	2	2	5.0993e+07	5.61595e+07	-0.0611332	0.960983	0.977049	0.976443	0.987105	3	3	trafficking	E2RHL4
1062	OXA1L	F1PYA2	OXA1L, mitochondrial inner membrane protein	False	False	False	4	4	5.32952e+07	5.5804e+07	-0.0650621	0.750253	0.837101	0.625796	0.720654	3	3		F1PYA2
1063	KIN	J9NZP3	Kin17 DNA and RNA binding protein	False	False	False	4	4	1.72848e+08	1.8162e+08	-0.0652162	0.76739	0.848862	0.734935	0.817586	6	6		J9NZP3;E2RNV7
1064	MRPS22	F1Q4E1	Uncharacterized protein	False	False	False	4	4	1.60575e+08	1.68532e+08	-0.0659313	0.744368	0.833936	0.595217	0.692363	8	8		F1Q4E1;F1PI96
1065	ACTR2	E2QXY7	ARP2 actin related protein 2 homolog	False	False	False	4	4	2.3199e+08	2.39978e+08	-0.0664917	0.788194	0.861853	0.805333	0.877031	5	5	TJ;trafficking	E2QXY7
1066	TRMT112	E2RGM1	tRNA methyltransferase subunit 11-2	False	False	False	4	4	3.22658e+08	3.39175e+08	-0.0667981	0.761765	0.845204	0.727934	0.812612	5	5		E2RGM1
1067	CNDP2	E2R134	Carnosine dipeptidase 2	False	False	False	2	2	3.9773e+07	4.44275e+07	-0.069712	0.95214	0.973042	0.971048	0.986834	3	3		E2R134
1068	SEC11A	P67811	Signal peptidase complex catalytic subunit SEC11A	False	False	False	4	4	1.52594e+08	1.5576e+08	-0.0702665	0.777699	0.855078	0.800496	0.872688	5	5		P67811
1069	KTN1	E2RG27	Kinectin 1	False	False	False	4	4	1.71848e+09	1.81265e+09	-0.0709071	0.724675	0.816204	0.55772	0.659974	60	60		E2RG27;E2RG59
1070	ZDHHC5	E2R434	Palmitoyltransferase ZDHHC5	False	False	False	4	4	2.61605e+08	2.7889e+08	-0.0714014	0.748461	0.83638	0.723868	0.809311	6	76		E2R434
1071	NONO	F1PTP3	Non-POU domain containing octamer binding	False	False	False	4	4	7.54718e+08	7.74468e+08	-0.0721763	0.755427	0.841586	0.755486	0.835763	23	24		F1PTP3;F1Q0F6
1072	TRIP12	J9NRQ4	Thyroid hormone receptor interactor 12	False	False	False	2	2	3.39055e+07	3.76925e+07	-0.0733684	0.947042	0.96919	0.967916	0.985023	2	20		J9NRQ4
1073	ATP5O	J9P621	Mitochondrial ATP synthase subunit OSCP subunit	False	False	False	4	4	2.10625e+09	2.21945e+09	-0.0743837	0.718246	0.810899	0.597302	0.693682	12	12		J9P621;E2RPE8
1074	PRKAR2A	E2RRD1	Protein kinase cAMP-dependent type II regulatory subunit alpha	False	False	False	4	4	3.94972e+08	4.13575e+08	-0.0746508	0.705908	0.80157	0.48528	0.604569	18	18		E2RRD1
1075	LOC102151856	J9PBC9	Uncharacterized protein	False	False	False	4	4	6.72682e+08	7.09718e+08	-0.076852	0.695269	0.795632	0.40598	0.533504	3	3		J9PBC9;F1PI65;J9P2N3
1076	NOP14	F1PI93	NOP14 nucleolar protein	False	False	False	4	4	2.5005e+08	2.64245e+08	-0.0772014	0.716267	0.8095	0.639663	0.733534	13	13		F1PI93
1077	PON2	F1PSG5	Serum paraoxonase/arylesterase 2	False	False	False	4	4	6.52552e+08	6.88318e+08	-0.0776429	0.697943	0.796675	0.493533	0.61043	9	9		F1PSG5;P54832
