term	es	nes	nom_p	n_set_in_rank	mean_t	lead_genes	n_lead	cohort	split	n_high	n_low	n_rank_genes	bucket	expected	primary	source	enrichr_name	n	fdr_all	fdr_primary
HALLMARK_PANCREAS_BETA_CELLS	-0.591657694484598	-2.1394907929298013	0.000999000999000999	40	-1.8630553626014368	PAX4,NKX2-2,PCSK2,NEUROG3,HNF1A,STXBP1,SST,PAK3,NEUROD1,INSM1,AKT3,PCSK1,ABCC8	13	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Pancreas Beta Cells	40	0.002140716426430712	
KEGG_TIGHT_JUNCTION	0.44651441081612236	2.0364134673636496	0.000999000999000999	163	1.0515825389504256	CLDN4,CLDN1,EZR,RAC1,MAP3K5,CLDN9,ARPC1B,TUBA4A,MICALL2,ERBB2,AMOT,RAP1A,CLDN16,ARPC1A,ACTB,ACTN4,TJP3,CLDN8,PARD6B,F11R,AMOTL2,SLC9A3R1,MARVELD3,RUNX1,MYL12A	66	TCGA-LUAD	quartile	129	129	20138	TJ	UP	True	Enrichr KEGG_2021_Human	Tight junction	169	0.002140716426430712	0.0014985014985014985
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.4569371037018199	1.712084533201374	0.004995004995004995	45	1.1013074627090935	CLDN4,CLDN1,CLDN9,MICALL2,CLDN16,CLDN8,MARVELD3,CLDN23,CLDN6,GRHL2,PDCD6IP,CLDN3,POF1B,CLDN17,OCEL1	15	TCGA-LUAD	quartile	129	129	20138	TJ	UP	True	Enrichr GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	47	0.00856286570572285	0.005994005994005994
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.6246828509847907	2.3484486783162306	0.000999000999000999	51	2.186354687396911	KRT16,EPHA2,ANXA1,IVL,EVPL,CDSN,OVOL1,CSTA,ST14,EREG,POU2F3,SPRR3,SCEL,WNT5A,SPRR1B,SPRR1A,TXNIP,ADAM9,PPP3CA,KRT10,CFLAR	21	TCGA-LUAD	quartile	129	129	20138	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	54	0.002140716426430712	0.0014985014985014985
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.37228953852125574	-1.3826932688508946	0.026973026973026972	46	-0.847787268745889	TRIM28,BMP2,ROCK2,ROCK1,NOTCH1,DDX5,TGFBR1,HGF,RBPJ,DDX17,IGF1,HEYL,LEF1,HEY2,SMAD4,EOMES,NOTCH4,FGFR1	18	TCGA-LUAD	quartile	129	129	20138	EMT	DOWN	True	Enrichr GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	47	0.03947272239955167	0.026973026973026972
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.7787768378601218	2.2928659325253093	0.000999000999000999	18	3.540685953075964	CLDN4,KRT16,MET,SFN,CLDN1,TP63,LSR,IL18,TMEM79	9	TCGA-LUAD	quartile	129	129	20138	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	19	0.002140716426430712	0.0014985014985014985
GOBP_KERATINOCYTE_DIFFERENTIATION	0.7028580199771127	2.553318271047058	0.000999000999000999	40	2.799820676343101	KRT16,EPHA2,ANXA1,IVL,EVPL,CDSN,CSTA,ST14,EREG,POU2F3,SPRR3,SCEL,WNT5A,SPRR1B,SPRR1A,TXNIP,ADAM9,PPP3CA,KRT10,CFLAR,EXPH5,OPN3	22	TCGA-LUAD	quartile	129	129	20138	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	42	0.002140716426430712	0.0014985014985014985
GOBP_KERATINIZATION	0.6741225599051772	2.698756357726792	0.000999000999000999	74	2.317243528087365	KRT16,PPL,SFN,CDH3,IVL,KRT80,EVPL,KRT7,CDSN,KRT81,KRT17,KRT86,SPRR3,TMEM79,KRT78,KRT4,ABCA12,IL1A,LIPK,SPRR1B,SPRR1A,KRT5,KLK5,KRT6B,KRT6A	33	TCGA-LUAD	quartile	129	129	20138	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		83	0.002140716426430712	0.0014985014985014985
GOBP_CORNIFICATION	0.6903157687148694	1.6414867713917274	0.008991008991008992	8	2.113865191429437	CDSN,TMEM79,LIPK,KLK5,CASP14	5	TCGA-LUAD	quartile	129	129	20138	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		9	0.014196329985803672	0.009808373444737083
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.4326288833108622	1.7345717384948176	0.000999000999000999	76	0.9296639967356399	CLDN4,EPHA2,CLDN1,CLDN9,MICALL2,CLDN12,CLDN16,LSR,EPHB2,ILDR1,PLEC,CLDN8,F11R,MARVELD3,CLDN23,CLDN6,PRKCH,GRHL2,PDCD6IP,EXT1,CLDN3,POF1B,CLDN17,OCEL1	24	TCGA-LUAD	quartile	129	129	20138	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	0.002140716426430712	0.0014985014985014985
KRT_EPITHELIAL	0.8214571549559604	2.336742800094332	0.000999000999000999	17	4.605048049284694	KRT19,KRT16,KRT7,KRT15,KRT17,KRT14,KRT4,KRT8,KRT5,KRT6B,KRT10,KRT6A,KRT6C,KRT18,KRT20	15	TCGA-LUAD	quartile	129	129	20138	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	0.002140716426430712	0.0014985014985014985
HALLMARK_P53_PATHWAY	0.4768471571895563	2.246408209634797	0.000999000999000999	190	1.139728153361714	PERP,ITGB4,EPHA2,SFN,PHLDA3,SDC1,S100A10,TP63,CLCA2,CD82,RAP2B,KRT17,PLXNB2,FUCA1,STEAP3,INHBB,TM4SF1,TGFA,GADD45A,TAX1BP3,ST14,VAMP8,PLK3,RRAD,FAS	75	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	p53 Pathway	200	0.002140716426430712	
HALLMARK_HEME_METABOLISM	0.26856588959798644	1.25091886586448	0.03896103896103896	190	0.22005053298807875	MBOAT2,BPGM,SLC10A3,SLC2A1,CAST,PDZK1IP1,ENDOD1,BLVRA,ICAM4,ERMAP,RHCE,MKRN1,CDR2,FBXO34,SLC22A4,IGSF3,TSPAN5,BLVRB,GDE1,SLC25A37,LAMP2,PGLS,UROD,GATA1,LRP10	55	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	heme Metabolism	200	0.051948051948051945	
HALLMARK_PEROXISOME	0.3592327363257473	1.5365816743635041	0.002997002997002997	101	0.44812874483313114	BCL10,SEMA3C,SCP2,SULT2B1,GSTK1,MVP,DHRS3,TSPO,HMGCL,CRABP2,ABCD3,SCGB1A1,FABP6,CRAT,EHHADH,HSD3B7,STS,DHCR24,ACOX1,PEX13,ABCB9,PEX11A,YWHAH,FIS1,PRDX5	33	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Pperoxisome	104	0.005619380619380619	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.43925917484279936	2.0705627828253546	0.000999000999000999	197	1.0558158361848617	SDC4,EHD1,TRIP10,IFNGR2,GADD45A,CLCF1,SMAD3,NFKBIE,IL18,EDN1,IL1A,PLAU,F2RL1,ZC3H12A,LITAF,CXCL6,PMEPA1,IL23A,JUN,TNIP1,LAMB3,PHLDA2,FOSL1,PDLIM5,SPSB1	88	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	TNF-alpha Signaling via NF-kB	200	0.0017125731411445696	
HALLMARK_HYPOXIA	0.3479858574772579	1.6409902470305664	0.000999000999000999	190	0.578201571430386	ANXA2,SDC4,PGM1,SULT2B1,HS3ST1,ADORA2B,TPBG,GPC1,PLAC8,MT1E,STBD1,IGFBP3,PFKL,SLC2A1,IDS,JUN,DDIT4,TES,PGM2,HK1,ENO1,CP,EXT1,PRDX5,SDC3	58	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Hypoxia	200	0.0017125731411445696	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.3525825169698996	1.4142616148642273	0.016983016983016984	72	0.5186155411373528	TNFRSF12A,LGALS3,S100A11,PPARG,MAL2,CD9,GUSB,ANXA5,FBXO6,PCYT2,EBP,CXCL16,NSDHL,SEMA3B,PLSCR1,ETHE1,GPX8,ADH4,ERRFI1,ANTXR2,PMVK,PLAUR	22	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Cholesterol Homeostasis	74	0.02315865952229589	
HALLMARK_MITOTIC_SPINDLE	0.21146097254163515	0.9939830674449167	0.2837162837162837	196	-0.1394038461009187	ARHGAP10,ARHGAP27,EZR,CDC42EP1,GSN,DST,CAPZB,BCAR1,ACTN4,TUBA4A,CDC42EP4,PXN,RHOF,NET1,PDLIM5,SYNPO,MID1,NOTCH2,CDC42,FLNB,NCK1,ARHGAP29,RASAL2,MAP1S,FSCN1	49	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Mitotic Spindle	199	0.3095086731450368	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.29671060061670496	-1.109488780618079	0.13786213786213786	42	-0.5983110606107644	AXIN2,FRAT1,SKP2,LEF1,NKD1,HDAC2,NOTCH1,KAT2A,MAML1,HEY2,JAG2,RBPJ,NOTCH4,DLL1,DVL2	15	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Wnt-beta Catenin Signaling	42	0.159071697533236	
HALLMARK_TGF_BETA_SIGNALING	0.3730419474712717	1.41089793865645	0.03196803196803197	54	0.7597166864500127	BCAR3,CDH1,IFNGR2,SMAD3,ACVR1,SMURF1,PMEPA1,TGFB1,LTBP2,JUNB,HDAC1,SKI,RHOA,TGIF1,LEFTY2,KLF10	16	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	TGF-beta Signaling	54	0.042624042624042624	
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.48775421372013805	2.052180022898752	0.000999000999000999	87	1.0227767002045491	TNFRSF12A,CRLF2,IFNGR2,CD9,IL13RA1,MYD88,IL4R,IFNAR1,IL10RB,CSF2RA,IFNGR1,FAS,PDGFC,JUN,TGFB1,OSMR,TNFRSF21,CXCL1,TLR2,CD44,ITGB3,PIM1,IL7,PF4,CSF1	25	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	IL-6/JAK/STAT3 Signaling	87	0.0017125731411445696	
HALLMARK_DNA_REPAIR	-0.17624095669243334	-0.8388729243271055	0.36063936063936064	140	-0.22130850722149578	POLR1D,POLR2D,SNAPC4,AAAS,BRF2,SSRP1,REV3L,TSG101,POLH,ADA,PCNA,GTF2H1,POLA1,RNMT,GTF2H3,PDE4B,TAF9,RAE1,TMED2,DCTN4,EIF1B,RAD52,IMPDH2,RFC5,CSTF3	29	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	DNA Repair	150	0.37307520066140754	
HALLMARK_G2M_CHECKPOINT	-0.42972713749694985	-2.090578273917656	0.000999000999000999	184	-1.170212298483279	CHEK1,SS18,GINS2,NUSAP1,KATNA1,CDC7,AURKB,KIF15,UCK2,SYNCRIP,KIF11,TOP2A,CDC25A,PTTG1,EWSR1,POLQ,DBF4,EXO1,KIF20B,INCENP,YTHDC1,BUB1,CUL4A,PLK4,NUP50	103	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	G2-M Checkpoint	200	0.0017125731411445696	
HALLMARK_APOPTOSIS	0.49745112949851067	2.2628767646507097	0.000999000999000999	158	1.2687377009935172	GNA15,TNFRSF12A,BCL2L1,LGALS3,BCL10,ANXA1,TSPO,GADD45A,BID,EMP1,GPX1,TGFB2,ERBB2,IL18,CASP4,GSN,RARA,BIK,IL1A,TNFSF10,LMNA,DPYD,IFNGR1,FAS,HSPB1	55	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apoptosis	161	0.0017125731411445696	
HALLMARK_NOTCH_SIGNALING	0.5028267028763576	1.6954013951876787	0.006993006993006993	32	1.2778480848772404	DTX2,MAML2,WNT5A,DTX4,PPARD,NOTCH2,PRKCA,CCND1,HES1,ST3GAL6,LFNG,RBX1,CUL1,PSENEN,APH1A	15	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Notch Signaling	32	0.01048951048951049	
HALLMARK_ADIPOGENESIS	0.2599821008152409	1.2165825608667966	0.055944055944055944	189	0.20660533636432607	PPARG,PGM1,SCP2,RNF11,GADD45A,APLP2,REEP6,UBC,IFNGR1,CD151,PFKL,CRAT,SLC27A1,CMPK1,SSPN,GPD2,POR,DRAM2,GPX4,ALDOA,DHRS7,MGLL,ACOX1,PEX14,RETN	54	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Adipogenesis	200	0.06993006993006994	
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.3937275377589497	1.8535917523440888	0.000999000999000999	192	0.702189429009837	KRT19,SFN,ZNF185,LAD1,SULT2B1,MYOF,TFAP2C,DHRS3,AMFR,FRK,RHOD,FAM102A,ENDOD1,TPBG,SYT12,RARA,ELF3,SLC37A1,KRT15,PTGES,SLC9A3R1,CANT1,TJP3,SVIL,SLC2A1	56	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Estrogen Response Early	200	0.0017125731411445696	
HALLMARK_ESTROGEN_RESPONSE_LATE	0.40721739764787473	1.9128057865730266	0.000999000999000999	196	0.7313893916096786	KRT19,PERP,SFN,LAMC2,GJB3,ST6GALNAC2,TRIM29,CDH1,SULT2B1,MYOF,TFAP2C,AMFR,FRK,FAM102A,S100A9,TPBG,CD9,JAK1,PTGES,LSR,ST14,SLC9A3R1,TJP3,NBL1,PKP3	64	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Estrogen Response Late	200	0.0017125731411445696	
HALLMARK_ANDROGEN_RESPONSE	0.2843565214679773	1.2087375430524951	0.07392607392607392	96	0.29011109337117896	KRT19,TMEM50A,AZGP1,STK39,PMEPA1,MYL12A,PDLIM5,DHCR24,GNAI3,KRT8,STEAP4,TNFAIP8,HPGD,CCND1,HOMER2,PTPN21,INPP4B,SPDEF,NKX3-1,PTK2B,BMPR1B,CCND3,TMPRSS2,ACTN1,ITGAV	25	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Androgen Response	100	0.0905217231747844	
HALLMARK_MYOGENESIS	0.3472010239907456	1.626239765654651	0.000999000999000999	198	0.5580331103100642	ITGB4,AGRN,TNNI2,GSN,PLXNB2,SYNGR2,IGFBP3,SVIL,TNNI1,ITGB5,TGFB1,CTF1,RYR1,PDLIM7,CRAT,SH3BGR,SSPN,APP,ANKRD2,CHRNB1,TNNC1,LSP1,MAPRE3,KLF5,APOD	68	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Myogenesis	200	0.0017125731411445696	
HALLMARK_PROTEIN_SECRETION	0.1979123900566876	0.8300032931379481	0.46053946053946054	95	-0.08424209095849877	CAV2,RER1,DST,VAMP3,SSPN,AP2M1,CTSC,EGFR,PPT1,SCRN1,LAMP2,STX12,RAB9A,ATP7A,AP2B1,ARFIP1,KRT18,SNAP23,CLCN3,GALC,YKT6,CLN5,SEC22B,ATP1A1	24	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Protein Secretion	96	0.46834521410792596	
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.542854342909745	2.296500939090487	0.000999000999000999	92	1.4451035874101292	LY6E,IL4R,CD47,DHX58,IRF2,IFI44,RTP4,NMI,TXNIP,MOV10,TRIM14,IFI44L,IFI35,CASP1,CD74,MX1,PROCR,HERC6,GBP2,SAMD9,LGALS3BP,CASP8,IL7,CSF1,IFIT2	57	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Alpha Response	97	0.0017125731411445696	
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.44054809398882455	2.085432649662074	0.000999000999000999	196	1.0410191111960436	LY6E,BPGM,GBP6,MVP,CASP4,MYD88,IL4R,TNFSF10,IRF5,DHX58,VAMP8,FAS,IRF2,IFI44,PML,SECTM1,IFNAR2,RTP4,NMI,UPP1,TXNIP,SSPN,ICAM1,IFIT1,SRI	63	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Gamma Response	200	0.0017125731411445696	
HALLMARK_APICAL_JUNCTION	0.4617220573663729	2.1627104079333677	0.000999000999000999	194	1.1715142362601292	ITGB4,CLDN4,MPZL2,LAMC2,CDH3,CDH1,LDLRAP1,COL17A1,CLDN9,CAP1,CDSN,CNN2,ACTB,AMIGO2,ITGA3,ITGA2,ADAM15,STX4,RRAS,ZYX,ACTN4,PCDH1,CX3CL1,ICAM4,LAMB3	77	TCGA-LUAD	median	257	257	20192	TJ	UP	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Junction	200	0.0017125731411445696	0.001332001332001332
HALLMARK_APICAL_SURFACE	0.4955091134490332	1.7615401683057714	0.002997002997002997	43	1.0479626627685115	LYPD3,EPHB4,HSPB1,CX3CL1,EFNA5,APP,DCBLD2,GHRL,RTN4RL1,LYN,AFAP1L2,GATA3,CROCC,PLAUR,SHROOM2,RHCG,TMEM8B,SLC34A3	18	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Surface	44	0.00473210999526789	
HALLMARK_HEDGEHOG_SIGNALING	-0.24625372156818318	-0.8720156313035327	0.3146853146853147	35	-0.03747975948640148	CRMP1,NRCAM,TLE3,VLDLR,SLIT1,NF1,HEY2,SCG2	8	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Hedgehog Signaling	36	0.33545401966454597	
HALLMARK_COMPLEMENT	0.3670380188473161	1.6953961009332033	0.000999000999000999	195	0.6602048717350041	LGALS3,EHD1,S100A9,CASP4,CD59,CDA,STX4,CTSD,IRF2,PDP1,S100A13,CXCL1,ANXA5,GPD2,PSEN1,GNAI2,CP,GNAI3,PLAT,PPP4C,CTSC,SERPINB2,CASP1,PIM1,DUSP5	62	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Complement	200	0.0017125731411445696	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.4916023683326742	-2.2107832699062158	0.000999000999000999	106	-1.484964819673594	GEMIN4,CNOT2,ARFGAP1,FUS,DCP2,SDAD1,EXOSC1,HERPUD1,CHAC1,SLC1A4,CEBPG,EXOSC5,SERP1,VEGFA,CALR,EXOC2,EEF2,LSM1,KIF5B,GOSR2,DKC1,DNAJB9,SLC7A5,KHSRP,CNOT6	58	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Unfolded Protein Response	113	0.0017125731411445696	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.2184828217248289	0.9498015383613165	0.31868131868131866	104	-0.054652475097989234	SFN,DAPP1,RAC1,MYD88,RPS6KA1,SLC2A1,AP2M1,CAB39L,MKNK2,PIK3R3,RALB,CAB39,EGFR,NCK1,CDKN1A,MKNK1,TIAM1,MAPK10,ARHGDIA	19	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	PI3K/AKT/mTOR Signaling	105	0.33545401966454597	
HALLMARK_MTORC1_SIGNALING	-0.28059247539657967	-1.3667306173298555	0.007992007992007992	192	-0.4435711764323753	CALR,IGFBP5,NFIL3,TCEA1,TXNRD1,DHFR,ME1,TOMM40,ADIPOR2,MTHFD2L,PSMA3,PSMG1,SDF2L1,SLC1A5,SLC7A5,POLR3G,CCNF,CCNG1,QDPR,ATP2A2,TMEM97,USO1,GTF2H1,VLDLR,HSPE1	59	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	mTORC1 Signaling	200	0.01141715427429713	
HALLMARK_E2F_TARGETS	-0.4820923834091706	-2.354893198275429	0.000999000999000999	187	-1.29505618504513	SYNCRIP,TOP2A,CDC25A,PTTG1,POLD1,BUB1B,NCAPD2,UBR7,RBBP7,RANBP1,MCM7,HELLS,PLK4,GSPT1,MKI67,KPNA2,MLH1,MCM4,PMS2,MELK,PA2G4,DCK,CDK4,CENPE,CKS2	93	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	E2F Targets	200	0.0017125731411445696	
HALLMARK_MYC_TARGETS_V1	-0.4882970092459953	-2.37237897335983	0.000999000999000999	188	-1.3029859175546736	NHP2,MAD2L1,APEX1,EIF4E,EIF2S1,NOP16,SRM,STARD7,MRPS18B,RPS10,CCT4,NME1,YWHAE,SYNCRIP,HNRNPA2B1,RPLP0,ABCE1,CLNS1A,RPS3,RANBP1,MCM7,YWHAQ,ETF1,GSPT1,KPNA2	105	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Myc Targets V1	200	0.0017125731411445696	
HALLMARK_MYC_TARGETS_V2	-0.575642899456656	-2.3012661144115767	0.000999000999000999	58	-1.7162584179430411	PLK4,MCM4,PA2G4,GRWD1,CDK4,WDR74,EXOSC5,RABEPK,FARSA,BYSL,SLC29A2,NOP2,DDX18,TFB2M,TMEM97,TCOF1,HSPE1,UNG,RRP12,WDR43,NPM1,PUS1,PPRC1,IPO4,AIMP2	35	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Myc Targets V2	58	0.0017125731411445696	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.41265188436677436	1.9477902784902648	0.000999000999000999	194	0.899697046295155	TNFRSF12A,SDC1,LAMC2,SDC4,FUCA1,GADD45A,WNT5A,GPC1,DST,ITGA2,CD59,CAPG,LOXL1,IGFBP3,FAS,NT5E,CXCL6,ITGB5,DKK1,PMEPA1,JUN,TGFB1,ANPEP,PDLIM4,CXCL1	76	TCGA-LUAD	median	257	257	20192	EMT	DOWN	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Epithelial Mesenchymal Transition	200	0.0017125731411445696	0.001332001332001332
HALLMARK_INFLAMMATORY_RESPONSE	0.43361809981979926	2.0366673447156045	0.000999000999000999	197	0.8916151373653192	GNA15,ITGB8,AHR,MET,LY6E,CD82,RNF144B,IFNGR2,ADORA2B,PCDH7,TPBG,IL18,EDN1,IL4R,IL1A,TNFSF10,IFNAR1,CXCL6,P2RY2,CX3CL1,ICAM4,OSMR,CLEC5A,RTP4,NMI	60	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Inflammatory Response	200	0.0017125731411445696	
HALLMARK_XENOBIOTIC_METABOLISM	0.33355414647760756	1.5614590841247722	0.000999000999000999	197	0.4232495909041549	EPHA2,CYP2S1,CROT,CYP2J2,ABCC3,XDH,TGFB2,SPINT2,COMT,SERTAD1,PTGES,ACSM1,PINK1,NDRG2,CDA,BCAR1,ASL,FAS,PPARD,PDLIM5,UPP1,PGRMC1,AP4B1,DHRS1,POR	56	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Xenobiotic Metabolism	200	0.0017125731411445696	
HALLMARK_FATTY_ACID_METABOLISM	0.18419923018558879	0.8340822390277534	0.5004995004995005	154	-0.10274985386059288	S100A10,REEP6,CBR3,BLVRA,HMGCL,CRAT,UROD,GPD2,DHCR24,G0S2,RDH16,VNN1,ALDOA,MGLL,ACOX1,NSDHL,HPGD,YWHAH,ADH7,ALDH3A1,ACAA1,EHHADH,RETSAT,BMPR1B,LGALS1	27	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Fatty Acid Metabolism	158	0.5004995004995005	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.3868857717841769	-1.8598517644068164	0.000999000999000999	182	-0.8318352783419084	ACAA2,NDUFV2,COX5A,TIMM9,PHB2,SLC25A6,NDUFA8,COX7C,UQCRFS1,SUCLA2,ATP6V1H,DLST,ACADM,CYCS,SUCLG1,IDH3A,DLAT,TIMM17A,UQCRC2,DECR1,FH,SLC25A20,RHOT1,NDUFS2,PDHA1	58	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Oxidative Phosphorylation	200	0.0017125731411445696	
