tf	target	axis	resource	confidence	effect	reference	note
IRF1	HLA-G	IFN	TRRUST_v2		Unknown	11087747	curated literature TF-target; not a ChIP peak
IRF1	IFIT3	IFN	TRRUST_v2		Activation	21056555	curated literature TF-target; not a ChIP peak
IRF1	IFNA1	IFN	TRRUST_v2		Activation	12077266	curated literature TF-target; not a ChIP peak
IRF1	IFNA13	IFN	TRRUST_v2		Activation	12077266	curated literature TF-target; not a ChIP peak
IRF1	IFNB1	IFN	TRRUST_v2		Activation	8021262	curated literature TF-target; not a ChIP peak
IRF1	IFNG	IFN	TRRUST_v2		Activation	13678429	curated literature TF-target; not a ChIP peak
IRF1	IL10	IFN	TRRUST_v2		Activation	12817009	curated literature TF-target; not a ChIP peak
IRF1	IL12A	IFN	TRRUST_v2		Unknown	16622221	curated literature TF-target; not a ChIP peak
IRF1	IL12B	IFN	TRRUST_v2		Unknown	10657616	curated literature TF-target; not a ChIP peak
IRF1	IL27	IFN	TRRUST_v2		Activation	17684041;20083668	curated literature TF-target; not a ChIP peak
IRF1	IRF2	IFN	TRRUST_v2		Activation	9054665	curated literature TF-target; not a ChIP peak
IRF1	MMP9	IFN	TRRUST_v2		Unknown	12105194	curated literature TF-target; not a ChIP peak
IRF1	MYB	IFN	TRRUST_v2		Repression	10739671	curated literature TF-target; not a ChIP peak
IRF1	NCF2	IFN	TRRUST_v2		Activation	10570299	curated literature TF-target; not a ChIP peak
IRF1	OGN	IFN	TRRUST_v2		Unknown	12835654	curated literature TF-target; not a ChIP peak
IRF1	PIGR	IFN	TRRUST_v2		Unknown	9973374	curated literature TF-target; not a ChIP peak
IRF1	POLH	IFN	TRRUST_v2		Unknown	22367195	curated literature TF-target; not a ChIP peak
IRF1	PSMB10	IFN	TRRUST_v2		Unknown	18694960	curated literature TF-target; not a ChIP peak
IRF1	PSMB9	IFN	TRRUST_v2		Activation	18694960	curated literature TF-target; not a ChIP peak
IRF1	SLPI	IFN	TRRUST_v2		Unknown	10498899	curated literature TF-target; not a ChIP peak
IRF1	SOCS1	IFN	TRRUST_v2		Activation	20644166	curated literature TF-target; not a ChIP peak
IRF1	SOCS2	IFN	TRRUST_v2		Activation	22291912	curated literature TF-target; not a ChIP peak
IRF1	TAP1	IFN	TRRUST_v2		Activation	18694960	curated literature TF-target; not a ChIP peak
IRF1	TAP2	IFN	TRRUST_v2		Unknown	18694960	curated literature TF-target; not a ChIP peak
IRF1	TAPBP	IFN	TRRUST_v2		Unknown	18694960	curated literature TF-target; not a ChIP peak
IRF1	TNFSF10	IFN	TRRUST_v2		Activation	21858676	curated literature TF-target; not a ChIP peak
IRF1	TP53	IFN	TRRUST_v2		Unknown	19003964	curated literature TF-target; not a ChIP peak
IRF1	TRIM22	IFN	TRRUST_v2		Unknown	21683060;23670564;23729439	curated literature TF-target; not a ChIP peak
IRF1	VCAM1	IFN	TRRUST_v2		Unknown	15265939;22182512	curated literature TF-target; not a ChIP peak
IRF7	ATF4	IFN	CollecTRI		Activation	TRRUST:21148039;CollecTRI:21148039;CollecTRI2:21148039;DoRothEA:21148039	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	CCL19	IFN	CollecTRI		Activation	CollecTRI2:17182562;CollecTRI:17182562	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	CCL2	IFN	CollecTRI		Activation	CollecTRI2:36336986;CollecTRI2:22196084;CollecTRI2:20483755;CollecTRI2:24760883;CollecTRI2:22434214;CollecTRI2:20513754;CollecTRI2:32437400;CollecTRI:20483755	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	CCL3	IFN	CollecTRI		Activation	CollecTRI2:20483755;CollecTRI:20483755	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	CCL5	IFN	CollecTRI		Activation	DoRothEA:10385645;CollecTRI2:32508531;CollecTRI:10938111;CollecTRI2:11413310;CollecTRI2:10938111;CollecTRI2:23900076;CollecTRI2:27122612;CollecTRI:11413310;CollecTRI:10385645;CollecTRI2:32494661;CollecTRI2:21036898;CollecTRI2:34824546;CollecTRI2:17565659;CollecTRI:17565659;CollecTRI2:10799898;Collec	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	CD80	IFN	CollecTRI		Activation	CollecTRI2:19433065;CollecTRI2:24013646;CollecTRI2:22815909;CollecTRI2:16237059;CollecTRI:16237059;TRRUST:16237059;CollecTRI2:17079482;DoRothEA:16237059;CollecTRI2:26005050	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	CXCL10	IFN	CollecTRI		Activation	CollecTRI2:23405030;TRRUST:24701034;CollecTRI2:22196084;CollecTRI2:20483755;CollecTRI2:34824546;DoRothEA:24701034;CollecTRI2:32508531;CollecTRI2:23900076;CollecTRI2:24701034;CollecTRI:20483755;CollecTRI:23405030;CollecTRI2:37701855;CollecTRI:24701034;CollecTRI2:29858401;CollecTRI:16253303;CollecTRI2	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	CYSLTR2	IFN	CollecTRI		Activation	CollecTRI:22194989;CollecTRI2:22194989	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	FOXP3	IFN	CollecTRI		Activation	CollecTRI2:23490285;CollecTRI:23490285	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	IFNA1	IFN	CollecTRI		Activation	CollecTRI2:15265881;CollecTRI2:19557165;CollecTRI:12077266;CollecTRI:11473119;CollecTRI2:30598516;CollecTRI:12242290;CollecTRI2:25473098;CollecTRI2:21297422;CollecTRI2:16982926;CollecTRI2:28367002;CollecTRI2:17702615;CollecTRI2:11222729;CollecTRI2:20231379;CollecTRI2:19651532;CollecTRI2:12453636;Col	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	IFNA10	IFN	CollecTRI		Activation	CollecTRI2:19349300;CollecTRI:19349300	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	IFNA14	IFN	CollecTRI		Activation	CollecTRI:10938111;CollecTRI:11303025;CollecTRI2:10938111;CollecTRI2:11303025;CollecTRI2:15699120;CollecTRI:19349300;CollecTRI2:23962002;CollecTRI2:19349300;CollecTRI:15699120	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	IFNA16	IFN	CollecTRI		Activation	CollecTRI2:19349300;CollecTRI:19349300	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	IFNA17	IFN	CollecTRI		Activation	CollecTRI2:19349300;CollecTRI:19349300	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	IFNA2	IFN	CollecTRI		Activation	TRRUST:17236232;CollecTRI2:10692430;CollecTRI:10938111;CollecTRI2:17236232;CollecTRI2:11473119;CollecTRI2:10938111;CollecTRI:11473119;CollecTRI:17236232;CollecTRI2:9822609;DoRothEA:17236232;CollecTRI:10692430;CollecTRI2:30598516;CollecTRI2:19349300;CollecTRI:19349300	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	IFNA4	IFN	CollecTRI		Activation	CollecTRI2:19557165;CollecTRI:10938111;CollecTRI2:10938111;CollecTRI2:36638664;CollecTRI2:17785777;CollecTRI2:9877175;CollecTRI2:24185615;CollecTRI2:32111355;CollecTRI:24185615;CollecTRI:16380379;CollecTRI2:10692430;CollecTRI:19557165;CollecTRI2:16014964;CollecTRI2:9786932;CollecTRI2:11884139;Collec	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	IFNA5	IFN	CollecTRI		Activation	CollecTRI2:12242290;CollecTRI:12242290;CollecTRI2:19349300;CollecTRI:19349300	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	IFNA7	IFN	CollecTRI		Activation	CollecTRI:10938111;CollecTRI2:10938111;CollecTRI2:31172279;CollecTRI2:19349300;CollecTRI:19349300	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	IFNA8	IFN	CollecTRI		Activation	CollecTRI2:19349300;CollecTRI:19349300	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	IFNB1	IFN	CollecTRI		Activation	CollecTRI2:19557165;CollecTRI2:34168080;CollecTRI2:14729983;CollecTRI2:24532789;CollecTRI2:30598516;CollecTRI2:22698399;CollecTRI:15355347;CollecTRI2:33255528;CollecTRI2:11222729;TRRUST:23906644;CollecTRI2:15664159;CollecTRI:22547704;CollecTRI2:20581830;CollecTRI2:22076939;CollecTRI2:10848607;Collec	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	IFNL1	IFN	CollecTRI		Activation	CollecTRI2:19570999;CollecTRI2:23405030;CollecTRI:19570999;DoRothEA:17785777;CollecTRI:23405030;TRRUST:17785777;CollecTRI2:17785777;CollecTRI:17785777	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	IFNL2	IFN	CollecTRI		Activation	CollecTRI2:17785777;CollecTRI:17785777;DoRothEA:17785777;TRRUST:17785777	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	IFNL3	IFN	CollecTRI		Activation	CollecTRI2:32046242;DoRothEA:17785777;CollecTRI2:33725487;TRRUST:17785777;CollecTRI2:17785777;CollecTRI:17785777	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	IL12A	IFN	CollecTRI		Activation	CollecTRI:16824573;CollecTRI2:19164128;CollecTRI2:16824573;CollecTRI:19164128	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	IL12B	IFN	CollecTRI		Repression	CollecTRI2:17079482;CollecTRI:16824573;CollecTRI2:16824573	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	IL27	IFN	CollecTRI		Activation	CollecTRI2:20083668;CollecTRI:20083668	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	IL33	IFN	CollecTRI		Activation	CollecTRI2:26810609;CollecTRI:24777946;CollecTRI2:24777946	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	IRF3	IFN	CollecTRI		Activation	CollecTRI2:15367631;CollecTRI:15367631	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	ISG15	IFN	CollecTRI		Activation	CollecTRI2:12604599;CollecTRI2:29124042;CollecTRI:12604599;CollecTRI2:26005050	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	NR1H4	IFN	CollecTRI		Activation	CollecTRI2:23372731;CollecTRI:23372731;TRRUST:23372731;DoRothEA:23372731	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	PMAIP1	IFN	CollecTRI		Activation	CollecTRI2:21816905;CollecTRI:21816905	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	PPARGC1A	IFN	CollecTRI		Activation	CollecTRI:21966468;CollecTRI2:21966468	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	TAP2	IFN	CollecTRI		Activation	CollecTRI2:16014964;CollecTRI:16014964;CollecTRI:11119603;CollecTRI2:11119603	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	TNFSF10	IFN	CollecTRI		Activation	CollecTRI2:16846591;CollecTRI2:25950488;CollecTRI:22698399;CollecTRI2:19404407;CollecTRI2:22698399;CollecTRI2:22090103	CollecTRI via OmniPath; not a lung ChIP peak
IRF7	CXCL10	IFN	DoRothEA	A	Activation	CollecTRI2:23405030;TRRUST:24701034;CollecTRI2:22196084;CollecTRI2:20483755;CollecTRI2:34824546;DoRothEA:24701034;CollecTRI2:32508531;CollecTRI2:23900076;CollecTRI2:24701034;CollecTRI:20483755;CollecTRI:23405030;CollecTRI2:37701855;CollecTRI:24701034;CollecTRI2:29858401;CollecTRI:16253303;CollecTRI2	DoRothEA via OmniPath; not a lung ChIP peak
IRF7	IFNA1	IFN	DoRothEA	A	Activation	CollecTRI2:15265881;CollecTRI2:19557165;CollecTRI:12077266;CollecTRI:11473119;CollecTRI2:30598516;CollecTRI:12242290;CollecTRI2:25473098;CollecTRI2:21297422;CollecTRI2:16982926;CollecTRI2:28367002;CollecTRI2:17702615;CollecTRI2:11222729;CollecTRI2:20231379;CollecTRI2:19651532;CollecTRI2:12453636;Col	DoRothEA via OmniPath; not a lung ChIP peak
IRF7	IFNA2	IFN	DoRothEA	A	Activation	TRRUST:17236232;CollecTRI2:10692430;CollecTRI:10938111;CollecTRI2:17236232;CollecTRI2:11473119;CollecTRI2:10938111;CollecTRI:11473119;CollecTRI:17236232;CollecTRI2:9822609;DoRothEA:17236232;CollecTRI:10692430;CollecTRI2:30598516;CollecTRI2:19349300;CollecTRI:19349300	DoRothEA via OmniPath; not a lung ChIP peak
IRF7	IFNB1	IFN	DoRothEA	A	Activation	CollecTRI2:19557165;CollecTRI2:34168080;CollecTRI2:14729983;CollecTRI2:24532789;CollecTRI2:30598516;CollecTRI2:22698399;CollecTRI:15355347;CollecTRI2:33255528;CollecTRI2:11222729;TRRUST:23906644;CollecTRI2:15664159;CollecTRI:22547704;CollecTRI2:20581830;CollecTRI2:22076939;CollecTRI2:10848607;Collec	DoRothEA via OmniPath; not a lung ChIP peak
IRF7	ATF4	IFN	TRRUST_v2		Activation	21148039	curated literature TF-target; not a ChIP peak
IRF7	CCL5	IFN	TRRUST_v2		Unknown	10385645	curated literature TF-target; not a ChIP peak
IRF7	CD80	IFN	TRRUST_v2		Activation	16237059	curated literature TF-target; not a ChIP peak
IRF7	CXCL10	IFN	TRRUST_v2		Activation	24701034	curated literature TF-target; not a ChIP peak
IRF7	IFNA1	IFN	TRRUST_v2		Activation	12077266;12242290;21670437	curated literature TF-target; not a ChIP peak
IRF7	IFNA13	IFN	TRRUST_v2		Activation	12077266	curated literature TF-target; not a ChIP peak
IRF7	IFNA2	IFN	TRRUST_v2		Activation	17236232	curated literature TF-target; not a ChIP peak
IRF7	IFNB1	IFN	TRRUST_v2		Activation	17236232	curated literature TF-target; not a ChIP peak
IRF7	IFNL1	IFN	TRRUST_v2		Unknown	17785777	curated literature TF-target; not a ChIP peak
IRF7	IFNL2	IFN	TRRUST_v2		Unknown	17785777	curated literature TF-target; not a ChIP peak
IRF7	IFNL3	IFN	TRRUST_v2		Unknown	17785777	curated literature TF-target; not a ChIP peak
IRF7	NR1H4	IFN	TRRUST_v2		Unknown	23372731	curated literature TF-target; not a ChIP peak
IRF9	ANKRD1	IFN	CollecTRI		Activation	CollecTRI:22626811	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	CCL19	IFN	CollecTRI		Activation	CollecTRI2:17182562;CollecTRI:17182562	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	CCND2	IFN	CollecTRI		Repression	TRRUST:15362048;DoRothEA:15362048;CollecTRI:15362048;CollecTRI2:15362048	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	CDKN1A	IFN	CollecTRI		Activation	TRRUST:15362048;DoRothEA:15362048;CollecTRI:15362048;CollecTRI2:15362048	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	CDKN1B	IFN	CollecTRI		Activation	TRRUST:15362048;DoRothEA:15362048;CollecTRI:15362048;CollecTRI2:15362048	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	CXCL10	IFN	CollecTRI		Activation	CollecTRI2:35409339;CollecTRI:9794404;CollecTRI2:36499241;CollecTRI2:18606657;CollecTRI2:9794404;CollecTRI2:11355893	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	CXCL8	IFN	CollecTRI		Repression	CollecTRI2:18370868;CollecTRI:18370868	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	IFIT1	IFN	CollecTRI		Activation	CollecTRI:15145216	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	IFIT3	IFN	CollecTRI		Activation	CollecTRI2:19351818;TRRUST:20403236;CollecTRI:20403236;CollecTRI2:21056555;CollecTRI2:20403236;CollecTRI:19351818;CollecTRI:20137113;CollecTRI:21056555;CollecTRI2:20137113;TRRUST:19351818;CollecTRI2:34418997	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	IFNA1	IFN	CollecTRI		Activation	CollecTRI:15145216;CollecTRI2:11522652;CollecTRI:20403236;CollecTRI:8864350;CollecTRI2:9877175;CollecTRI:9186002;CollecTRI:22252317;CollecTRI:22626811;CollecTRI2:30527622	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	IFNB1	IFN	CollecTRI		Activation	CollecTRI2:11750216;CollecTRI2:7843405;CollecTRI:20038197;CollecTRI:7843405	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	IFNG	IFN	CollecTRI		Activation	CollecTRI:9218597;CollecTRI:8864350;CollecTRI:22252317	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	IFNL3	IFN	CollecTRI		Activation	CollecTRI:10497156	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	IL12A	IFN	CollecTRI		Activation	CollecTRI2:19164128;CollecTRI:19164128	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	IL27	IFN	CollecTRI		Activation	CollecTRI2:20083668;CollecTRI:20083668;DoRothEA:20083668;TRRUST:20083668	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	INS	IFN	CollecTRI		Activation	CollecTRI:15047618	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	IRF7	IFN	CollecTRI		Activation	CollecTRI2:12768031;CollecTRI2:20562259;CollecTRI:12768031;CollecTRI2:28878077;CollecTRI2:30574148;DoRothEA:10924517;CollecTRI2:15664995;CollecTRI2:9877175;CollecTRI2:28219373;CollecTRI2:11877397	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	MYOCD	IFN	CollecTRI		Activation	CollecTRI:24144649;CollecTRI2:24144649	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	NCAM1	IFN	CollecTRI		Activation	CollecTRI2:17431130;TRRUST:17431130;CollecTRI:17431130;DoRothEA:17431130	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	OAS1	IFN	CollecTRI		Activation	CollecTRI:15145216;CollecTRI2:34495694	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	PDCD1	IFN	CollecTRI		Activation	CollecTRI:23070399	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	PML	IFN	CollecTRI		Activation	CollecTRI:8681971;DoRothEA:8681971;CollecTRI2:8681971;TRRUST:8681971	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	SNCA	IFN	CollecTRI		Activation	CollecTRI:23070399;CollecTRI:21263073	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	SP100	IFN	CollecTRI		Activation	CollecTRI:8681971;DoRothEA:8681971;CollecTRI2:8681971;TRRUST:8681971	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	SST	IFN	CollecTRI		Activation	CollecTRI:15047618	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	STAT1	IFN	CollecTRI		Activation	CollecTRI2:25564224;CollecTRI2:11316742;CollecTRI:23598529;CollecTRI2:23598529;CollecTRI2:19665745;CollecTRI2:15668228	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	TNFSF10	IFN	CollecTRI		Activation	CollecTRI:19752753;CollecTRI2:17892398;CollecTRI2:19752753	CollecTRI via OmniPath; not a lung ChIP peak
IRF9	ADAR	IFN	DoRothEA	B	Activation	CollecTRI2:26335850	DoRothEA via OmniPath; not a lung ChIP peak
IRF9	IFIT3	IFN	DoRothEA	A	Activation	CollecTRI2:19351818;TRRUST:20403236;CollecTRI:20403236;CollecTRI2:21056555;CollecTRI2:20403236;CollecTRI:19351818;CollecTRI:20137113;CollecTRI:21056555;CollecTRI2:20137113;TRRUST:19351818;CollecTRI2:34418997	DoRothEA via OmniPath; not a lung ChIP peak
IRF9	IL27	IFN	DoRothEA	A	Activation	CollecTRI2:20083668;CollecTRI:20083668;DoRothEA:20083668;TRRUST:20083668	DoRothEA via OmniPath; not a lung ChIP peak
IRF9	IRF7	IFN	DoRothEA	A	Activation	CollecTRI2:12768031;CollecTRI2:20562259;CollecTRI:12768031;CollecTRI2:28878077;CollecTRI2:30574148;DoRothEA:10924517;CollecTRI2:15664995;CollecTRI2:9877175;CollecTRI2:28219373;CollecTRI2:11877397	DoRothEA via OmniPath; not a lung ChIP peak
IRF9	ISG15	IFN	DoRothEA	B	Activation	CollecTRI2:26216956;CollecTRI2:11355893	DoRothEA via OmniPath; not a lung ChIP peak
IRF9	KSR1	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
IRF9	MX1	IFN	DoRothEA	B	Activation	CollecTRI2:9428735	DoRothEA via OmniPath; not a lung ChIP peak
IRF9	OAS2	IFN	DoRothEA	B	Activation	CollecTRI2:18606657	DoRothEA via OmniPath; not a lung ChIP peak
IRF9	OAS3	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
IRF9	PML	IFN	DoRothEA	A	Activation	CollecTRI:8681971;DoRothEA:8681971;CollecTRI2:8681971;TRRUST:8681971	DoRothEA via OmniPath; not a lung ChIP peak
IRF9	RSAD2	IFN	DoRothEA	B	Activation	CollecTRI2:16849320;CollecTRI2:18606657	DoRothEA via OmniPath; not a lung ChIP peak
IRF9	SAMD9L	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
IRF9	CCND2	IFN	TRRUST_v2		Repression	15362048	curated literature TF-target; not a ChIP peak
IRF9	CDKN1A	IFN	TRRUST_v2		Activation	15362048	curated literature TF-target; not a ChIP peak
IRF9	CDKN1B	IFN	TRRUST_v2		Activation	15362048	curated literature TF-target; not a ChIP peak
IRF9	IFIT3	IFN	TRRUST_v2		Unknown	19351818;20403236	curated literature TF-target; not a ChIP peak
IRF9	IL27	IFN	TRRUST_v2		Repression	20083668	curated literature TF-target; not a ChIP peak
IRF9	NCAM1	IFN	TRRUST_v2		Activation	17431130	curated literature TF-target; not a ChIP peak
IRF9	PML	IFN	TRRUST_v2		Activation	8681971	curated literature TF-target; not a ChIP peak
IRF9	SP100	IFN	TRRUST_v2		Activation	8681971	curated literature TF-target; not a ChIP peak
STAT1	A2M	IFN	CollecTRI		Activation	CollecTRI2:9854025;CollecTRI2:10490649;CollecTRI:9722518	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	ABCA1	IFN	CollecTRI		Activation	CollecTRI2:18789440;CollecTRI:12006410;CollecTRI2:23686490;CollecTRI2:12006410;CollecTRI2:34233703;PAZAR:17558387	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	ABCB1	IFN	CollecTRI		Activation	CollecTRI:20053773;CollecTRI2:28179302;CollecTRI2:30972167;CollecTRI2:25395162	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	ABCC8	IFN	CollecTRI		Activation	CollecTRI:11438703;CollecTRI:17158780	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	ABL1	IFN	CollecTRI		Activation	CollecTRI:21935931	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	ACAT1	IFN	CollecTRI		Activation	CollecTRI:11399774;DoRothEA:18000807;TRRUST:18000807;CollecTRI:18000807;CollecTRI2:11399774;CollecTRI2:18000807	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	ACSL1	IFN	CollecTRI		Activation	CollecTRI:23426369;CollecTRI2:23426369	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	ADAMTS4	IFN	CollecTRI		Activation	CollecTRI:17208315;CollecTRI2:17208315	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	ADAR	IFN	CollecTRI		Activation	PAZAR:10095120;CollecTRI2:10095120;CollecTRI:10095120;CollecTRI2:26335850	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	AGT	IFN	CollecTRI		Activation	CollecTRI2:22302831;CollecTRI:16949687;CollecTRI2:16949687	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	AIM2	IFN	CollecTRI		Activation	CollecTRI2:17558387;CollecTRI:19122651;CollecTRI:22951020;CollecTRI2:31914678;CollecTRI:17558387;CollecTRI2:21943709;CollecTRI2:22951020;DoRothEA:22951020;CollecTRI2:19122651;ORegAnno:22951020;PAZAR:17558387	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	AKT1	IFN	CollecTRI		Activation	CollecTRI2:32642677;CollecTRI2:26673664;CollecTRI:24218138;CollecTRI2:19889125;CollecTRI2:28322462;CollecTRI2:12439288;CollecTRI2:27406916;CollecTRI2:30286793	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	APOC2	IFN	CollecTRI		Activation	CollecTRI2:22808166;CollecTRI:22808166	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	APP	IFN	CollecTRI		Activation	CollecTRI:19508864;CollecTRI2:9841227;TRRUST:9841227;DoRothEA:9841227;CollecTRI:9841227;CollecTRI2:30382187;CollecTRI2:19508864	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	ATG4C	IFN	CollecTRI		Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	BACE1	IFN	CollecTRI		Activation	CollecTRI:19508864;CollecTRI2:36427805;CollecTRI:17091494;CollecTRI2:30382187;CollecTRI2:19508864;CollecTRI2:31063584;CollecTRI2:17091494	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	BAX	IFN	CollecTRI		Activation	CollecTRI2:17346710;CollecTRI:17346710;CollecTRI:20567883;CollecTRI2:29859868;CollecTRI2:14602726;CollecTRI2:19528263;DoRothEA:17346710;TRRUST:17346710;CollecTRI2:23703473;CollecTRI2:30779746;CollecTRI2:17548649;CollecTRI2:35367814;CollecTRI2:19801665;CollecTRI2:30584667;CollecTRI:19801665;CollecTRI	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	BCL2L14	IFN	CollecTRI		Activation	CollecTRI:16987558;CollecTRI2:16987558	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	BCL6	IFN	CollecTRI		Activation	CollecTRI2:29853448;CollecTRI:19122651;CollecTRI2:15596057;CollecTRI2:28368400;CollecTRI:15596057;CollecTRI2:35503721;DoRothEA:15596057;CollecTRI2:24489092;CollecTRI2:35713502;CollecTRI2:35191465;CollecTRI2:32411135;CollecTRI2:19122651;CollecTRI2:23447690;CollecTRI2:29510136	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	BCR	IFN	CollecTRI		Activation	CollecTRI2:20200400;CollecTRI:20200400	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	BIRC2	IFN	CollecTRI		Activation	CollecTRI:20098684	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	BRD8	IFN	CollecTRI		Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	BST2	IFN	CollecTRI		Activation	CollecTRI:19122651;CollecTRI2:19122651;CollecTRI2:31957537;CollecTRI2:36929425;CollecTRI2:26311886	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	C1QB	IFN	CollecTRI		Activation	CollecTRI:21862594;CollecTRI2:21862594	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CASP2	IFN	CollecTRI		Activation	CollecTRI2:11287556;CollecTRI:11287556;CollecTRI:9374464;CollecTRI2:9374464	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CASP3	IFN	CollecTRI		Activation	CollecTRI2:28601953;CollecTRI2:11287556;CollecTRI:9374464;CollecTRI2:22450807;CollecTRI2:19528263;CollecTRI2:23703473;CollecTRI2:24554068;CollecTRI:11287556;CollecTRI2:9374464	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CASP4	IFN	CollecTRI		Activation	CollecTRI2:21530491;CollecTRI:12198138;CollecTRI2:12198138;CollecTRI:21530491	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CASP8	IFN	CollecTRI		Activation	CollecTRI2:16886176;CollecTRI2:17565448;CollecTRI2:11948413;CollecTRI2:27987139;CollecTRI:17565448	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CCL1	IFN	CollecTRI		Activation	CollecTRI2:18981157;CollecTRI:18981157	CollecTRI via OmniPath; not a lung ChIP peak
