symbol	chrom	start
LDB2	4	16501533
LINC02493	4	17171756
SNORA75B	4	17320745
QDPR	4	17486392
CLRN2	4	17515164
LAP3	4	17577197
MED28	4	17614640
FAM184B	4	17629305
DCAF16	4	17793445
NCAPG	4	17810978
LCORL	4	17841198
SLIT2	4	20251904
SLIT2-IT1	4	20392188
MIR218-1	4	20528274
PACRGL	4	20696281
KCNIP4	4	20728615
MIR7978	4	21464699
LOC105374516	4	21582095
KCNIP4-IT1	4	21843340
LOC100505912	4	22327365
ADGRA3	4	22387375
MIR12115	4	22515311
GBA3	4	22692913
PPARGC1A	4	23792020
MIR573	4	24520191
DHX15	4	24527474
SOD3	4	24795572
CCDC149	4	24806116
LGI2	4	24998846
SEPSECS	4	25120013
SEPSECS-AS1	4	25160671
PI4K2B	4	25234032
ZCCHC4	4	25312773
ANAPC4	4	25377262
LOC101929161	4	25531039
SLC34A2	4	25655850
SEL1L3	4	25747432
SMIM20	4	25914191
RBPJ	4	26163457
CCKAR	4	26481395
TBC1D19	4	26583923
STIM2-AS1	4	26859623
STIM2	4	26860840
LINC02261	4	27217478
MIR4275	4	28819581
LINC02364	4	28996783
LINC02472	4	29214291
PCDH7	4	30720368
LINC02497	4	31171143
LINC02501	4	31506543
LINC02506	4	31997378
LOC105377651	4	32005852
LINC02353	4	32351037
LOC101928622	4	33896340
LINC02484	4	34121410
ARAP2	4	36005403
LOC439933	4	36244115
DTHD1	4	36281615
MIR1255B1	4	36426365
LINC02505	4	36496536
LINC02616	4	37001778
MIR4801	4	37241909
NWD2	4	37244742
C4ORF19	4	37453924
RELL1	4	37590803
PGM2	4	37826685
TBC1D1	4	37891083
PTTG2	4	37960397
LINC02513	4	38366913
LINC01258	4	38420661
LINC01259	4	38509766
LINC02278	4	38564002
KLF3-AS1	4	38612700
KLF3	4	38664198
TLR10	4	38772237
TLR1	4	38796254
TLR6	4	38823707
FAM114A1	4	38867805
MIR574	4	38868031
TMEM156	4	38966745
KLHL5	4	39044830
WDR19	4	39182528
RFC1	4	39287455
KLB	4	39406929
MIR5591	4	39411909
RPL9	4	39454124
LIAS	4	39459055
LOC401127	4	39480254
UGDH	4	39498754
UGDH-AS1	4	39527838
SMIM14	4	39546335
UBE2K	4	39698135
PDS5A	4	39822862
LOC344967	4	40042916
N4BP2	4	40056849
RHOH	4	40191079
LINC02265	4	40307184
CHRNA9	4	40335332
RBM47	4	40423279
MIR4802	4	40502039
NSUN7	4	40749954
APBB2	4	40810026
UCHL1-AS1	4	41220073
UCHL1	4	41256927
LIMCH1	4	41359606
PHOX2B	4	41744081
LINC00682	4	41879520
TMEM33	4	41935428
DCAF4L1	4	41981755
SLC30A9	4	41990529
BEND4	4	42110852
LOC105374428	4	42299011
SHISA3	4	42397487
ATP8A1	4	42408374
GRXCR1	4	42892712
LINC02383	4	43457535
LINC02475	4	44016860
KCTD8	4	44173902
YIPF7	4	44622336
GUF1	4	44678419
GNPDA2	4	44701794
GABRG1	4	46035769
GABRA2	4	46243547
COX7B2	4	46734829
GABRA4	4	46918899
GABRB1	4	47031566
COMMD8	4	47450788
ATP10D	4	47485274
CORIN	4	47593997
MIR8053	4	47652668
LOC101927179	4	47831344
NFXL1	4	47847232
LOC101927157	4	47914226
CNGA1	4	47935976
NIPAL1	4	48016771
TXK	4	48066392
TEC	4	48135782
SLAIN2	4	48341528
SLC10A4	4	48483342
ZAR1	4	48490251
FRYL	4	48497356
OCIAD1	4	48831042
OCIAD1-AS1	4	48852008
OCIAD2	4	48885018
CWH43	4	48986274
DCUN1D4	4	51842999
LRRC66	4	51993651
SGCB	4	52020705
LINC02480	4	52044804
SPATA18	4	52051303
USP46	4	52590960
USP46-DT	4	52659405
DANCR	4	52712393
MIR4449	4	52712681
SNORA26	4	52713248
ERVMER34-1	4	52742552
LINC01618	4	52789993
RASL11B	4	52862316
SCFD2	4	52872983
FIP1L1	4	53377640
LNX1	4	53459300
LNX1-AS1	4	53500076
LNX1-AS2	4	53592955
LOC100506444	4	53695900
RPL21P44	4	53985498
CHIC2	4	54009790
GSX2	4	54100162
PDGFRA	4	54229292
LINC02283	4	54332891
LINC02260	4	54603210
KIT	4	54657956
KDR	4	55078480
SRD5A3	4	55346241
SRD5A3-AS1	4	55366600
TMEM165	4	55395956
CLOCK	4	55427902
PDCL2	4	55556518
NMU	4	55595230
EXOC1L	4	55819789
EXOC1	4	55853647
CEP135	4	55948944
CRACD	4	56170194
AASDH	4	56338284
PPAT	4	56393362
PAICS	4	56436259
SRP72	4	56467616
ARL9	4	56505208
THEGL	4	56530605
HOPX	4	56647987
SPINK2	4	56809859
REST	4	56907899
NOA1	4	56963349
POLR2B	4	56978639
IGFBP7	4	57030772
IGFBP7-AS1	4	57109761
LINC02380	4	57425871
LINC02494	4	58524514
LINC02429	4	58984281
LINC02619	4	58987187
MIR548AG1	4	60922618
LINC02271	4	61143655
ADGRL3	4	61201229
ADGRL3-AS1	4	62071754
TECRL	4	64276299
LINC02232	4	64914280
EPHA5	4	65319562
EPHA5-AS1	4	65669960
MIR1269A	4	66276823
LOC101927237	4	67417304
CENPC	4	67468761
STAP1	4	67558726
UBA6	4	67612652
UBA6-AS1	4	67701277
GNRHR	4	67737117
TMPRSS11D	4	67820875
TMPRSS11A	4	67909394
TMPRSS11GP	4	67991811
TMPRSS11F	4	68053197
LOC550113	4	68053507
SYT14P1	4	68060609
FTLP10	4	68182291
TMPRSS11BNL	4	68184128
TMPRSS11B	4	68226652
YTHDC1	4	68310386
TMPRSS11E	4	68447462
UGT2B17	4	68537175
UGT2B15	4	68646596
UGT2B10	4	68815993
UGT2A3	4	68928463
UGT2B7	4	69051263
LOC105377267	4	69182099
UGT2B11	4	69199950
UGT2B28	4	69280474
UGT2B4	4	69480164
UGT2A1	4	69588416
UGT2A2	4	69588416
SULT1B1	4	69721166
SULT1E1	4	69841211
CSN1S1	4	69931067
CSN2	4	69955255
STATH	4	69995965
HTN3	4	70028458
HTN1	4	70050437
CSN1S2AP	4	70067385
CSN1S2BP	4	70133603
PRR27	4	70154236
ODAM	4	70195724
FDCSP	4	70226123
CSN3	4	70242615
CABS1	4	70334980
SMR3A	4	70360759
SMR3B	4	70383130
OPRPN	4	70397939
MUC7	4	70430491
AMTN	4	70518568
AMBN	4	70592255
ENAM	4	70628743
JCHAIN	4	70655540
UTP3	4	70688531
RUFY3	4	70721963
GRSF1	4	70815782
MOB1B	4	70902368
DCK	4	70993648
SLC4A4	4	71186764
GC	4	71741693
NPFFR2	4	72031999
ADAMTS3	4	72280968
COX18	4	73052361
ANKRD17	4	73073375
ALB	4	73404286
AFP	4	73436220
AFM	4	73481744
LINC02499	4	73508802
RASSF6	4	73571549
CXCL8	4	73740568
CXCL6	4	73836677
PF4V1	4	73853295
CXCL1	4	73869392
PF4	4	73980824
PPBP	4	73986438
CXCL5	4	73995641
CXCL3	4	74036590
PPBPP2	4	74054037
CXCL2	4	74097039
MTHFD2L	4	74158107
EPGN	4	74308469
EREG	4	74365144
AREG	4	74445135
BTC	4	74744759
PARM1	4	74933115
PARM1-AS1	4	74955973
LINC02562	4	75081925
LINC02483	4	75354075
RCHY1	4	75479036
THAP6	4	75514472
ODAPH	4	75556047
CDKL2	4	75576495
G3BP2	4	75642768
USO1	4	75724521
PPEF2	4	75859866
NAAA	4	75910654
SDAD1	4	75949905
SDAD1-AS1	4	75980789
CXCL9	4	76001274
ART3	4	76011189
CXCL10	4	76021117
CXCL11	4	76033686
NUP54	4	76114658
SCARB2	4	76158738
FAM47E	4	76214039
FAM47E-STBD1	4	76251699
STBD1	4	76306025
CCDC158	4	76313038
SHROOM3	4	76435228
MIR4450	4	76573567
MIR548AH	4	76575550
SOWAHB	4	76894151
SEPTIN11	4	76949751
CCNI	4	77047154
CCNG2	4	77157206
CXCL13	4	77511752
CNOT6L	4	77713386
MRPL1	4	77862829
FRAS1	4	78057322
SNORD161	4	78288984
ANXA3	4	78551769
LINC01094	4	78645993
BMP2K	4	78776377
PAQR3	4	78911877
LINC01088	4	78971747
NAA11	4	79316646
GK2	4	79406360
LINC00989	4	79492592
PCAT4	4	79827470
ANTXR2	4	79901145
PRDM8	4	80185269
FGF5	4	80266587
CFAP299	4	80335719
BMP3	4	81030707
PRKG2	4	81087375
PRKG2-AS1	4	81164939
RASGEF1B	4	81426392
HNRNPD	4	82352497
HNRNPDL	4	82422563
ENOPH1	4	82430589
TMEM150C	4	82483175
LINC00575	4	82613112
SCD5	4	82629538
MIR575	4	82753336
SEC31A	4	82818508
THAP9-AS1	4	82893451
SNORD143	4	82895852
SNORD144	4	82898139
THAP9	4	82900649
LIN54	4	82924603
COPS4	4	83035182
PLAC8	4	83090057
COQ2	4	83263823
HPSE	4	83292460
HELQ	4	83407342
MRPS18C	4	83456057
ABRAXAS1	4	83459516
GPAT3	4	83535913
LOC101928978	4	83968081
NKX6-1	4	84491984
CDS1	4	84583126
WDFY3	4	84669596
WDFY3-AS2	4	84965615
ARHGAP24	4	85475149
MIR4451	4	85722467
MAPK10	4	86010433
MAPK10-AS1	4	86119805
MIR4452	4	86542481
PTPN13	4	86594314
SLC10A6	4	86823467
C4ORF36	4	86876204
AFF1-AS1	4	86924893
AFF1	4	86935001
KLHL8	4	87160103
MIR5705	4	87300494
HSD17B13	4	87303794
HSD17B11	4	87336515
NUDT9	4	87422572
SPARCL1	4	87473329
DSPP	4	87608528
DMP1	4	87650279
IBSP	4	87799553
MEPE	4	87821397
SPP1	4	87975649
PKD2	4	88007634
ABCG2	4	88090263
PPM1K	4	88257619
PPM1K-DT	4	88284929
HERC6	4	88378851
HERC5	4	88457118
PIGY	4	88520998
PYURF	4	88520998
PIGY-DT	4	88523809
HERC3	4	88523842
NAP1L5	4	88695912
FAM13A-AS1	4	88709788
FAM13A	4	88725959
TIGD2	4	89111168
GPRIN3	4	89236382
SNCA	4	89724098
SNCA-AS1	4	89836400
MMRN1	4	89879510
CCSER1	4	90127393
LNCPRESS2	4	92262497
GRID2	4	92303965
ATOH1	4	93828752
LOC101929210	4	94117819
SMARCAD1	4	94207607
HPGDS	4	94298534
PDLIM5	4	94451856
BMPR1B-DT	4	94743667
BMPR1B	4	94757954
UNC5C	4	95162504
PDHA2	4	95840092
LINC02267	4	96310702
STPG2-AS1	4	97366925
STPG2	4	97558873
RAP1GDS1	4	98261383
TSPAN5	4	98470366
LOC105377342	4	98658901
EIF4E	4	98871683
METAP1	4	98995720
MIR3684	4	98997386
ADH5	4	99070978
LOC100507053	4	99088856
ADH4	4	99123656
PCNAP1	4	99160593
ADH6	4	99202638
ADH1A	4	99276368
ADH1B	4	99304970
ADH1C	4	99336496
ADH7	4	99412260
C4ORF17	4	99511020
TRMT10A	4	99546710
MTTP	4	99564077
C4ORF54	4	99636530
DAPP1	4	99816826
LAMTOR3	4	99878337
DNAJB14	4	99896249
H2AZ1	4	99948088
H2AZ1-DT	4	99950493
DDIT4L	4	100185869
LOC101929353	4	100190032
SNORA101A	4	100395126
EMCN	4	100395340
LINC01216	4	100660278
PPP3CA	4	101023417
MIR8066	4	101240794
MIR1255A	4	101330301
FLJ20021	4	101347776
BANK1	4	101790606
SLC39A8	4	102251040
LOC105377621	4	102418601
NFKB1	4	102501358
MANBA	4	102630769
LOC102723704	4	102777036
UBE2D3	4	102794382
UBE2D3-AS1	4	102828054
CISD2	4	102868991
SLC9B1	4	102885049
SLC9B2	4	103018028
BDH2	4	103077591
CENPE	4	103105810
LINC02428	4	103425041
TACR3	4	103586032
CXXC4	4	104468309
CXXC4-AS1	4	104490964
TET2	4	105146875
TET2-AS1	4	105171353
PPA2	4	105369076
ARHGEF38	4	105552619
ARHGEF38-IT1	4	105561590
INTS12	4	105682627
GSTCD	4	105708783
GSTCD-AS1	4	105815144
NPNT	4	105895470
LOC101929577	4	106003316
TBCK	4	106041598
AIMP1	4	106315609
GIMD1	4	106357394
LINC02173	4	106433623
DKK2	4	106921801
PAPSS1	4	107613665
SGMS2	4	107824562
CYP2U1-AS1	4	107863478
CYP2U1	4	107931548
HADH	4	107989888
LEF1	4	108047544
LEF1-AS1	4	108167524
RPL34-DT	4	108538189
LOC101929621	4	108557232
RPL34	4	108620557
OSTC	4	108650584
ETNPPL	4	108742052
COL25A1	4	108808725
COL25A1-DT	4	109303034
SEC24B-AS1	4	109429962
SEC24B	4	109433814
MIR576	4	109488697
MCUB	4	109560245
CASP6	4	109688627
PLA2G12A	4	109709988
CFI	4	109730981
GAR1	4	109815509
RRH	4	109827971
LRIT3	4	109848106
EGF	4	109912882
ELOVL6	4	110045845
ENPEP	4	110476154
PANCR	4	110595512
PITX2	4	110617423
MIR297	4	110860581
FAM241A	4	112145453
AP1AR	4	112231786
TIFA	4	112274536
ALPK1	4	112297342
NEUROG2	4	112513515
NEUROG2-AS1	4	112515378
ZGRF1	4	112539332
LARP7	4	112636963
MIR302CHG	4	112646719
MIR367	4	112647873
MIR302D	4	112648003
MIR302A	4	112648182
MIR302C	4	112648362
MIR302B	4	112648484
ANK2	4	112706017
MIR1243	4	113106862
MIR8082	4	113152281
CAMK2D	4	113451031
ARSJ	4	113900283
UGT8	4	114598401
MIR577	4	114656758
NDST4	4	114827770
MIR1973	4	116299724
TRAM1L1	4	117083553
LINC02262	4	117314596
LINC02263	4	117360651
LINC01378	4	117428397
LINC02264	4	117834400
NDST3	4	118033321
SNHG8	4	118278761
SNORA24	4	118279189
PRSS12	4	118280037
CEP170P1	4	118516324
LOC729218	4	118591743
METTL14-DT	4	118664088
METTL14	4	118685391
SEC24D	4	118722822
SYNPO2	4	118850680
MYOZ2	4	119135831
LOC101929762	4	119192772
USP53	4	119212626
C4ORF3	4	119296418
FABP2	4	119317249
LINC01061	4	119405522
GTF2IP12	4	119449569
SEPTIN7P14	4	119454782
PDE5A	4	119494402
LOC107986192	4	119627789
LINC01365	4	119799105
LINC02502	4	119939539
MAD2L1	4	120055622
PRDM5	4	120691914
NDNF	4	121035612
TNIP3	4	121131408
QRFPR	4	121328641
ANXA5	4	121667945
SMIM43	4	121758929
PP12613	4	121764584
EXOSC9	4	121801322
CCNA2	4	121816443
BBS7	4	121824328
TRPC3	4	121874480
KIAA1109	4	122152330
ADAD1	4	122379010
IL2	4	122451470
IL21	4	122610107
IL21-AS1	4	122618982
CETN4P	4	122730188
BBS12	4	122732701
FGF2	4	122826707
NUDT6	4	122892576
SPATA5	4	122923077
SPRY1	4	123396794
LINC01091	4	123649990
LINC02516	4	124499941
ANKRD50	4	124664048
FAT4	4	125314954
MIR2054	4	125507258
INTU	4	127632956
SLC25A31	4	127730399
HSPA4L	4	127781795
PLK4	4	127880892
MFSD8	4	127917731
ABHD18	4	127965405
LARP1B	4	128061311
PGRMC2	4	128269241
LINC02615	4	128428015
JADE1	4	128809699
SCLT1	4	128883994
C4ORF33	4	129093711
LINC02466	4	129724170
LINC02465	4	129771618
LINC02479	4	130376360
SNHG27	4	131764837
LINC01256	4	132591088
LOC101927359	4	133093860
PCDH10	4	133149293
PABPC4L	4	134196333
LINC02462	4	134423867
LINC02485	4	135113084
LINC00613	4	135866983
LINC02511	4	136795901
LINC02510	4	137193755
PCDH18	4	137518919
LINC02172	4	137545730
LINC00616	4	138027422
SLC7A11-AS1	4	138089013
SLC7A11	4	138164096
LINC00499	4	138309710
LOC105377448	4	138819956
NOCT	4	139015780
ELF2	4	139057219
MGARP	4	139266164
NDUFC1	4	139289916
NAA15	4	139301504
RAB33B-AS1	4	139451674
RAB33B	4	139454120
SETD7	4	139495934
MGST2	4	139665767
MAML3	4	139716752
LOC101927516	4	140128014
SCOC	4	140257307
SCOC-AS1	4	140283725
CLGN	4	140388452
MGAT4D	4	140442261
ELMOD2	4	140524167
UCP1	4	140559430
TBC1D9	4	140620781
TNRC18P1	4	140641190
RNF150	4	140859806
ZNF330	4	141220894
LINC02432	4	141321123
IL15	4	141636582
INPP4B	4	142023159
LOC105377623	4	143177659
USP38	4	143184916
GAB1	4	143336875
MIR3139	4	143343459
SMARCA5-AS1	4	143513471
SMARCA5	4	143513701
GUSBP5	4	143559471
FREM3	4	143577301
LOC105377458	4	143817793
GYPE	4	143870863
LOC101927636	4	143912330
GYPB	4	143996103
GYPA	4	144109302
HHIP-AS1	4	144642915
HHIP	4	144646155
ANAPC10	4	144994574
ABCE1	4	145098310
OTUD4	4	145133649
LINC02266	4	145335262
SMAD1	4	145481305
SMAD1-AS2	4	145497048
SMAD1-AS1	4	145514577
MMAA	4	145619384
C4ORF51	4	145680145
ZNF827	4	145757626
LINC01095	4	146109454
LSM6	4	146175717
REELD1	4	146214537
SLC10A7	4	146253980
MIR7849	4	146408582
POU4F2	4	146638892
TTC29	4	146706637
MIR548G	4	147344628
EDNRA	4	147480916
TMEM184C	4	147617396
PRMT9	4	147637784
ARHGAP10	4	147732087
MIR4799	4	147782594
NR3C2	4	148078763
LOC105377480	4	148940945
LINC02355	4	149154294
IQCM	4	149351708
DCLK2	4	150078444
LRBA	4	150264435
LOC729558	4	150579088
MAB21L2	4	150582150
RPS3A	4	151099627
SNORD73B	4	151102056
SNORD73A	4	151103826
SH3D19	4	151120280
PRSS48	4	151277172
FAM160A1	4	151409175
GATB	4	151670508
LINC02273	4	152100752
FBXW7	4	152320543
FBXW7-AS1	4	152337673
MIR3140	4	152489326
MIR4453HG	4	152536263
MIR4453	4	152536427
TMEM154	4	152618627
TIGD4	4	152769353
ARFIP1	4	152779953
LOC729870	4	152934515
FHDC1	4	152936322
TRIM2	4	153152162
ANXA2P1	4	153307468
MND1	4	153344648
TMEM131L	4	153466345
LOC100419170	4	153640167
TLR2	4	153684279
RNF175	4	153710159
SFRP2	4	153780590
DCHS2	4	154231741
PLRG1	4	154534996
FGB	4	154563010
FGA	4	154583125
FGG	4	154604133
LRAT	4	154740840
RBM46	4	154781271
NPY2R	4	155173722
MAP9	4	155342659
LOC102724776	4	155354215
GUCY1A1	4	155666847
GUCY1B1	4	155759020
ASIC5	4	155829728
TDO2	4	155903695
CTSO	4	155924117
PDGFC	4	156760453
GLRB	4	157076124
GRIA2	4	157220119
LINC02433	4	157572489
GASK1B	4	158124473
FAM198B-AS1	4	158170751
TMEM144	4	158210485
RXFP1	4	158521713
C4ORF46	4	158666674
ETFDH	4	158672295
PPID	4	158709126
FNIP2	4	158769025
C4ORF45	4	158893133
RAPGEF2	4	159104050
MIR3688-1	4	159128801
MIR3688-2	4	159128804
LINC02233	4	159666505
FSTL5	4	161383891
LOC101928052	4	162022732
NAF1	4	163126707
NPY1R	4	163323961
NPY5R	4	163343846
TKTL2	4	163471094
TMA16	4	163494689
MARCHF1	4	163524297
ANP32C	4	164197006
SMIM31	4	164754130
APELA	4	164877177
TRIM61	4	164954445
FAM218A	4	164956947
TRIM60	4	165031998
TMEM192	4	165070607
KLHL2	4	165207560
GK3P	4	165277791
MSMO1	4	165327665
CPE	4	165379007
MIR578	4	165386241
LINC01179	4	165684638
LOC101928131	4	165730778
TLL1	4	165873236
SPOCK3	4	166733384
ANXA10	4	168092536
DDX60	4	168216293
DDX60L	4	168356734
PALLD	4	168497051
CBR4	4	168987590
SH3RF1	4	169094258
NEK1	4	169392808
CLCN3	4	169620577
HPF1	4	169729469
LINC02275	4	169917760
MFAP3L	4	169986601
AADAT	4	170060221
LINC01612	4	170226590
LINC02382	4	170742468
LINC02431	4	171040601
MIR6082	4	171186183
LINC02174	4	171602682
LOC441052	4	171812137
GALNTL6	4	171813403
GALNTL6-AS1	4	172634684
LOC101930370	4	173131932
GALNT7	4	173168810
MIR548T	4	173268159
HMGB2	4	173331375
SAP30	4	173370953
SCRG1	4	173384700
HAND2	4	173526090
HAND2-AS1	4	173530370
LINC02269	4	173897272
LINC02268	4	174094659
FBXO8	4	174236658
CEP44	4	174283903
MIR4276	4	174423794
HPGD	4	174490176
GLRA3	4	174636919
LOC101928551	4	174831727
ADAM29	4	174918357
GPM6A	4	175632936
LOC101928590	4	175790306
WDR17	4	176065840
SPATA4	4	176184579
ASB5	4	176213674
SPCS3	4	176319965
VEGFC	4	176683537
LINC02509	4	176875701
NEIL3	4	177309873
AGA	4	177430774
LINC01098	4	177728756
LINC01099	4	177812045
LINC00290	4	181064089
LINC02500	4	181261015
TEMN3-AS1	4	181820004
TENM3-AS1	4	182138659
MIR1305	4	182169292
TENM3	4	182243401
DCTD	4	182890090
CIBAR1P2	4	183037664
WWC2-AS2	4	183097020
WWC2	4	183099256
WWC2-AS1	4	183233627
CLDN22	4	183318099
CLDN24	4	183321763
CDKN2AIP	4	183444635
LOC389247	4	183494736
ING2	4	183505057
RWDD4	4	183639634
TRAPPC11	4	183659266
STOX2	4	183798021
ENPP6	4	184088705
LINC02363	4	184341030
LINC02362	4	184365560
IRF2	4	184387729
LINC02427	4	184506459
LINC02365	4	184584092
CASP3	4	184627695
PRIMPOL	4	184649737
CENPU	4	184694085
ACSL1	4	184755594
SLED1	4	184798295
MIR3945HG	4	184843295
MIR3945	4	184851012
LINC01093	4	184892999
MIR4455	4	184938382
HELT	4	185018840
LINC02436	4	185051895
SLC25A4	4	185143265
CFAP97	4	185159664
SNX25	4	185204236
LRP2BP	4	185363872
ANKRD37	4	185396840
UFSP2	4	185399539
C4ORF47	4	185429333
CCDC110	4	185445183
LOC105377590	4	185471430
PDLIM3	4	185500660
SORBS2	4	185585443
TLR3	4	186069155
FAM149A	4	186104703
FLJ38576	4	186189031
CYP4V2	4	186191566
KLKB1	4	186227506
F11	4	186266188
F11-AS1	4	186286097
MTNR1A	4	186533654
FAT1	4	186587793
LINC02374	4	187201985
LOC339975	4	187304082
LINC02514	4	187370647
LINC02492	4	187532879
ZFP42	4	187995770
TRIML2	4	188091271
TRIML1	4	188139440
LINC01060	4	188455577
LINC02508	4	188776656
LINC01262	4	189659605
FRG1-DT	4	189764390
LINC01596	4	189881514
FRG1	4	189940871
FRG2	4	190024367
DBET	4	190064501
DUX4	4	190173773
PLEKHG4B	5	92167
LRRC14B	5	191494
CCDC127	5	196867
SDHA	5	218222
HRAT5	5	269555
PDCD6	5	271620
PDCD6-AHRR	5	271645
AHRR	5	321713
EXOC3-AS1	5	441835
EXOC3	5	443175
SLC9A3	5	470455
PP7080	5	470509
SLC9A3-AS1	5	473235
MIR4456	5	535839
LOC100996325	5	602168
CEP72	5	612339
TPPP	5	659861
ZDHHC11B	5	710354
ZDHHC11	5	795604
BRD9	5	863740
TRIP13	5	892883
LOC100506688	5	987176
NKD2	5	1008801
SLC12A7	5	1050383
MIR4635	5	1062895
CTD-3080P12.3	5	1173095
SLC6A19	5	1201594
SLC6A18	5	1225380
TERT	5	1253147
MIR4457	5	1309309
CLPTM1L	5	1317751
LINC01511	5	1363581
SLC6A3	5	1392795
LPCAT1	5	1461426
MIR6075	5	1510761
SDHAP3	5	1571957
LOC728613	5	1597556
MIR4277	5	1708784
MRPL36	5	1798384
NDUFS6	5	1801406
LINC02116	5	1855969
IRX4	5	1877426
CTD-2194D22.4	5	1887330
LOC100506858	5	2303719
LSINCT5	5	2712590
IRX2	5	2745844
C5ORF38	5	2751892
LOC105374620	5	2917853
LINC01377	5	3177834
LINC01019	5	3417151
LINC02162	5	3452815
LINC01017	5	3496371
IRX1	5	3595831
LINC02114	5	4773480
LINC01020	5	5034358
LINC02121	5	5069191
CTD-2297D10.2	5	5132084
ADAMTS16	5	5140329
ICE1	5	5422676
LINC02145	5	6310440
MED10	5	6371873
UBE2QL1	5	6448858
LINC01018	5	6582135
NSUN2	5	6599238
SRD5A1	5	6633439
LINC02102	5	6686324
TENT4A	5	6713431
LINC02236	5	6795879
MIR4278	5	6827852
LOC442132	5	7301329
LINC02123	5	7346985
ADCY2	5	7396137
C5ORF49	5	7830378
FASTKD3	5	7859158
MTRR	5	7869147
LINC02226	5	8333482
MIR4458HG	5	8457686
MIR4458	5	8460924
LINC02199	5	8839731
SEMA5A	5	9035032
MIR4636	5	9053815
SEMA5A-AS1	5	9511332
SNHG18	5	9546199
SNORD123	5	9548826
TAS2R1	5	9627346
LINC02112	5	9641314
LINC02221	5	9854376
ATPSCKMT	5	10225507
CCT5	5	10249920
CMBL	5	10277594
MARCHF6	5	10353694
MIR10397	5	10402363
ROPN1L-AS1	5	10440734
ROPN1L	5	10441878
MIR6131	5	10478036
LINC02212	5	10493526
LINC02213	5	10504989
ANKRD33B	5	10564069
DAP	5	10679229
CTNND2	5	10971836
LINC01194	5	12574856
LINC02220	5	12877471
DNAH5	5	13690328
TRIO	5	14143341
SNORD170	5	14463982
OTULINL	5	14581791
LOC728178	5	14663098
OTULIN	5	14664717
ANKH	5	14704799
LOC100130744	5	14712693
MIR4637	5	14825928
LINC02149	5	15191645
FBXL7	5	15500179
CTD-2350J17.1	5	15602188
MIR887	5	15935181
MARCHF11	5	16067138
LOC401176	5	16180240
LINC02150	5	16373360
ZNF622	5	16451518
RETREG1	5	16473037
LOC101929524	5	16615925
MYO10	5	16661906
BASP1-AS1	5	17130027
MIR10522	5	17155929
BASP1	5	17216822
LINC02111	5	17378905
LINC02217	5	17404018
LINC02218	5	17444009
H3Y2	5	17490966
H3Y1	5	17654867
LINC02223	5	17807273
CDH18	5	19471295
CDH18-AS1	5	20305550
LINC02241	5	20611839
LINC02146	5	20612624
GUSBP1	5	21459479
CDH12	5	21750675
PMCHL1	5	22142351
PRDM9	5	23507154
C5ORF17	5	23951347
CDH10	5	24487099
LINC02239	5	24835279
LINC02228	5	25126304
LINC02211	5	25190952
CDH9	5	26880596
PURPL	5	27472291
LINC02103	5	28286388
LSP1P3	5	28926869
LOC101929645	5	29065243
LINC02109	5	29143502
LINC02064	5	29380088
LOC105374704	5	29880559
CDH6	5	31193685
DROSHA	5	31400494
C5ORF22	5	31532265
PDZD2	5	31639130
MIR4279	5	31936101
GOLPH3	5	32124715
MTMR12	5	32227006
ZFR	5	32354349
MIR579	5	32394377
SUB1	5	32585556
NPR3	5	32690871
LINC02120	5	32947442
LINC02160	5	33229734
TARS1	5	33440695
ADAMTS12	5	33523534
RXFP3	5	33936385
SLC45A2	5	33944622
AMACR	5	33986164
C1QTNF3-AMACR	5	33986985
C1QTNF3	5	34017857
LOC646652	5	34189580
RAI14	5	34656327
TTC23L	5	34839163
RAD1	5	34905260
BRIX1	5	34915710
DNAJC21	5	34929558
AGXT2	5	34998101
PRLR	5	35055701
SPEF2	5	35617862
IL7R	5	35856890
CAPSL	5	35904295
LOC100506406	5	35938800
UGT3A1	5	35951005
UGT3A2	5	36035020
LMBRD2	5	36098406
MIR580	5	36147891
SKP2	5	36152110
NADK2	5	36192588
RANBP3L	5	36246915
SLC1A3	5	36606354
NIPBL-DT	5	36871360
NIPBL	5	36876768
CPLANE1	5	37106227
LOC105374727	5	37249045
NUP155	5	37288136
WDR70	5	37379317
GDNF	5	37812676
GDNF-AS1	5	37839883
LINC02110	5	37948490
LINC02107	5	38025696
LINC02119	5	38148479
EGFLAM	5	38258558
EGFLAM-AS4	5	38282268
EGFLAM-AS2	5	38399813
LIFR	5	38474667
LIFR-AS1	5	38556785
MIR3650	5	38557501
OSMR-AS1	5	38693212
LINC01265	5	38710366
OSMR	5	38846011
RICTOR	5	38937920
FYB1	5	39105251
C9	5	39284140
DAB2	5	39371673
LINC02104	5	39520430
LINC00603	5	40052290
PTGER4	5	40679914
TTC33	5	40711575
PRKAA1	5	40759378
RPL37	5	40825262
SNORD72	5	40832655
CARD6	5	40841366
C7	5	40909496
MROH2B	5	40998019
C6	5	41142145
PLCXD3	5	41306951
OXCT1	5	41730064
OXCT1-AS1	5	41870029
C5ORF51	5	41904343
FBXO4	5	41925280
LOC101926960	5	42155832
GHR	5	42423438
CCDC152	5	42756817
SELENOP	5	42799879
FLJ32255	5	42985398
LOC648987	5	43014728
ANXA2R	5	43039370
LOC153684	5	43042133
LOC100132356	5	43065186
LOC100506639	5	43067022
