cohort	subset	n	method	size	n_genes_present	endpoint	adjustment	rho	p	inverse_p_lt_0.05	n_immune8
GSE233774	IAC only	22	z-mean	10	10	CD8A	ESTIMATEScore	-0.12842214904481591	0.5790492241447579	False	7
GSE233774	IAC only	22	z-mean	10	10	ImmuneScore	none	-0.5415019762845851	0.009246713079824779	True	7
GSE233774	IAC only	22	z-mean	10	10	ImmuneScore	ESTIMATE StromalScore	-0.43385624966068254	0.049414965188389	True	7
GSE233774	IAC only	22	z-mean	10	10	ImmuneScore	ESTIMATEScore	-0.3983561509008541	0.07368043764408624	False	7
GSE233774	IAC only	22	ssGSEA	10	10	CD8A	none	-0.30208921513269343	0.17181616844364878	False	7
GSE233774	IAC only	22	ssGSEA	10	10	CD8A	ESTIMATE StromalScore	-0.16474209348474203	0.4754656546735206	False	7
GSE233774	IAC only	22	ssGSEA	10	10	CD8A	ESTIMATEScore	-0.09838166231347643	0.6713712293740239	False	7
GSE233774	IAC only	22	ssGSEA	10	10	ImmuneScore	none	-0.5708639186900057	0.005525410901685123	True	7
GSE233774	IAC only	22	ssGSEA	10	10	ImmuneScore	ESTIMATE StromalScore	-0.4703862001887753	0.03140281577460416	True	7
GSE233774	IAC only	22	ssGSEA	10	10	ImmuneScore	ESTIMATEScore	-0.42766344830881037	0.05312909043299189	False	7
GSE233774	IAC only	22	z-mean	20	20	CD8A	none	-0.2252964426877471	0.3134123757420363	False	7
GSE233774	IAC only	22	z-mean	20	20	CD8A	ESTIMATE StromalScore	-0.03244692893446087	0.8889587480977059	False	7
GSE233774	IAC only	22	z-mean	20	20	CD8A	ESTIMATEScore	0.04482442433179199	0.8470140335003172	False	7
GSE233774	IAC only	22	z-mean	20	20	ImmuneScore	none	-0.4455110107284021	0.037717047862613144	True	7
GSE233774	IAC only	22	z-mean	20	20	ImmuneScore	ESTIMATE StromalScore	-0.2852219879604166	0.2101155156062677	False	7
GSE233774	IAC only	22	z-mean	20	20	ImmuneScore	ESTIMATEScore	-0.22697076234425437	0.3224607730758883	False	7
GSE233774	IAC only	22	ssGSEA	20	20	CD8A	none	-0.2862789384528515	0.19648801204618047	False	7
GSE233774	IAC only	22	ssGSEA	20	20	CD8A	ESTIMATE StromalScore	-0.13095277535220232	0.5715292424336931	False	7
GSE233774	IAC only	22	ssGSEA	20	20	CD8A	ESTIMATEScore	-0.0688516999735173	0.7668101891299428	False	7
GSE233774	IAC only	22	ssGSEA	20	20	ImmuneScore	none	-0.549407114624506	0.0080857792970249	True	7
GSE233774	IAC only	22	ssGSEA	20	20	ImmuneScore	ESTIMATE StromalScore	-0.43783327822852386	0.04713734724430599	True	7
GSE233774	IAC only	22	ssGSEA	20	20	ImmuneScore	ESTIMATEScore	-0.39359110860915303	0.07751855400608702	False	7
GSE233774	IAC only	22	z-mean	30	30	CD8A	none	-0.3754940711462451	0.08505436731083474	False	7
GSE233774	IAC only	22	z-mean	30	30	CD8A	ESTIMATE StromalScore	-0.2499325051403218	0.2745432831685979	False	7
GSE233774	IAC only	22	z-mean	30	30	CD8A	ESTIMATEScore	-0.18150734832437532	0.43104007720359083	False	7
GSE233774	IAC only	22	z-mean	30	30	ImmuneScore	none	-0.4963297571993225	0.018799296027891203	True	7
GSE233774	IAC only	22	z-mean	30	30	ImmuneScore	ESTIMATE StromalScore	-0.3631622615309435	0.10563756017047395	False	7
GSE233774	IAC only	22	z-mean	30	30	ImmuneScore	ESTIMATEScore	-0.30968995069738126	0.1718940399065824	False	7
GSE233774	IAC only	22	ssGSEA	30	30	CD8A	none	-0.39582156973461324	0.0682278886446244	False	7
GSE233774	IAC only	22	ssGSEA	30	30	CD8A	ESTIMATE StromalScore	-0.2810958515185006	0.2170758283799433	False	7
GSE233774	IAC only	22	ssGSEA	30	30	CD8A	ESTIMATEScore	-0.21942107878746195	0.33924470972659065	False	7
GSE233774	IAC only	22	ssGSEA	30	30	ImmuneScore	none	-0.5923207227555054	0.003678418163808978	True	7
GSE233774	IAC only	22	ssGSEA	30	30	ImmuneScore	ESTIMATE StromalScore	-0.4974539951255243	0.02176018901468148	True	7
GSE233774	IAC only	22	ssGSEA	30	30	ImmuneScore	ESTIMATEScore	-0.4542531409308655	0.03857993339348959	True	7
GSE233774	IAC only	22	z-mean	50	50	CD8A	none	-0.3348390739695088	0.12770341679769573	False	7
GSE233774	IAC only	22	z-mean	50	50	CD8A	ESTIMATE StromalScore	-0.19596185062093655	0.39459110367058015	False	7
GSE233774	IAC only	22	z-mean	50	50	CD8A	ESTIMATEScore	-0.1439248580634755	0.5336693046191674	False	7
GSE233774	IAC only	22	z-mean	50	50	ImmuneScore	none	-0.4240542066629024	0.04920155991351045	True	7
GSE233774	IAC only	22	z-mean	50	50	ImmuneScore	ESTIMATE StromalScore	-0.2637561531515966	0.24797873552992564	False	7
GSE233774	IAC only	22	z-mean	50	50	ImmuneScore	ESTIMATEScore	-0.22507284884405496	0.32663244454033596	False	7
GSE233774	IAC only	22	ssGSEA	50	50	CD8A	none	-0.3969508752117449	0.06737336646852336	False	7
GSE233774	IAC only	22	ssGSEA	50	50	CD8A	ESTIMATE StromalScore	-0.28373447158339626	0.21260746192943125	False	7
GSE233774	IAC only	22	ssGSEA	50	50	CD8A	ESTIMATEScore	-0.22444502472636377	0.3280194744847553	False	7
GSE233774	IAC only	22	ssGSEA	50	50	ImmuneScore	none	-0.5539243365330322	0.007478262413787734	True	7
GSE233774	IAC only	22	ssGSEA	50	50	ImmuneScore	ESTIMATE StromalScore	-0.4460720464860772	0.04267746622417486	True	7
GSE233774	IAC only	22	ssGSEA	50	50	ImmuneScore	ESTIMATEScore	-0.40255105251369694	0.07042119390691325	False	7
GSE233774	IAC only	22	z-mean	100	97	CD8A	none	-0.2783738001129306	0.20967898109480362	False	7
GSE233774	IAC only	22	z-mean	100	97	CD8A	ESTIMATE StromalScore	-0.12439145265246526	0.5911140110665952	False	7
GSE233774	IAC only	22	z-mean	100	97	CD8A	ESTIMATEScore	-0.060098472158129496	0.7958085491394332	False	7
GSE233774	IAC only	22	z-mean	100	97	ImmuneScore	none	-0.4421230942970074	0.03937489110637278	True	7
GSE233774	IAC only	22	z-mean	100	97	ImmuneScore	ESTIMATE StromalScore	-0.29247459300960316	0.19824416685548954	False	7
GSE233774	IAC only	22	z-mean	100	97	ImmuneScore	ESTIMATEScore	-0.2436584582250579	0.28716654706030753	False	7
GSE233774	IAC only	22	ssGSEA	100	97	CD8A	none	-0.3506493506493507	0.10960578840374144	False	7
GSE233774	IAC only	22	ssGSEA	100	97	CD8A	ESTIMATE StromalScore	-0.21732609633393363	0.3439916371873632	False	7
GSE233774	IAC only	22	ssGSEA	100	97	CD8A	ESTIMATEScore	-0.15523161218981704	0.5016518896253634	False	7
GSE233774	IAC only	22	ssGSEA	100	97	ImmuneScore	none	-0.5595708639186902	0.006772388900075734	True	7
GSE233774	IAC only	22	ssGSEA	100	97	ImmuneScore	ESTIMATE StromalScore	-0.4518070450978696	0.03977147323904126	True	7
GSE233774	IAC only	22	ssGSEA	100	97	ImmuneScore	ESTIMATEScore	-0.4067446119264033	0.06727270434293288	False	7
GSE233774	IAC only	22	z-mean	221	217	CD8A	none	-0.20158102766798422	0.3683370734344016	False	7
GSE233774	IAC only	22	z-mean	221	217	CD8A	ESTIMATE StromalScore	-0.08045295122302132	0.7288401001671884	False	7
GSE233774	IAC only	22	z-mean	221	217	CD8A	ESTIMATEScore	-0.027094276042485075	0.9071931817527256	False	7
GSE233774	IAC only	22	z-mean	221	217	ImmuneScore	none	-0.40711462450592883	0.06004366570541113	False	7
GSE233774	IAC only	22	z-mean	221	217	ImmuneScore	ESTIMATE StromalScore	-0.2921729471571527	0.1987287328779453	False	7
GSE233774	IAC only	22	z-mean	221	217	ImmuneScore	ESTIMATEScore	-0.25354796458529105	0.2674297592819632	False	7
GSE233774	IAC only	22	ssGSEA	221	217	CD8A	none	-0.30999435347261434	0.16031965050473132	False	7
GSE233774	IAC only	22	ssGSEA	221	217	CD8A	ESTIMATE StromalScore	-0.1886933583131826	0.41270051783487016	False	7
GSE233774	IAC only	22	ssGSEA	221	217	CD8A	ESTIMATEScore	-0.12874379691228965	0.578091055857648	False	7
GSE233774	IAC only	22	ssGSEA	221	217	ImmuneScore	none	-0.5539243365330322	0.007478262413787734	True	7
GSE233774	IAC only	22	ssGSEA	221	217	ImmuneScore	ESTIMATE StromalScore	-0.4552864272101113	0.03808504467271675	True	7
GSE233774	IAC only	22	ssGSEA	221	217	ImmuneScore	ESTIMATEScore	-0.41613436242047863	0.060609547241154874	False	7
