	title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1_1	characteristics_ch1_2	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_email	contact_institute	contact_address	contact_city	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	relation	sample_type	is_tumor	is_control	title_class	pair_id	paired_by_title	histology_geo	cldn4	cd8a	cd274	epithelial_mean_z	ESTIMATE_StromalScore	ESTIMATE_ImmuneScore	ESTIMATE_Score	ESTIMATE_TumorPurity
GSM466980	Tumor 31	GSM466980	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE523	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466980/suppl/GSM466980.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	31	True	not_deposited	8.99205	6.74419	7.91687	-0.5990273480901308	4300.598854506739	5935.861575014761	10236.4604295215	-0.5113753960704429
GSM466981	Control 32	GSM466981	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE524	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466981/suppl/GSM466981.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	32	True	not_deposited	7.18864	6.86895	8.0032					
GSM466982	Tumor 32	GSM466982	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE525	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466982/suppl/GSM466982.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	32	True	not_deposited	7.03773	4.25704	5.65827	-0.19540761115081776	2303.567404034224	3545.3377538963696	5848.905157930594	0.10705216080705998
GSM466983	Tumor 33	GSM466983	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE527	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466983/suppl/GSM466983.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	33	True	not_deposited	6.42679	6.91612	7.63069	-0.4826925498423389	4868.309359183584	6515.492614801723	11383.801973985308	-0.6481868643350518
GSM466984	Control 36	GSM466984	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE528	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466984/suppl/GSM466984.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	36	True	not_deposited	6.4989	7.20667	9.33755					
GSM466985	Tumor 36	GSM466985	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE529	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466985/suppl/GSM466985.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	36	True	not_deposited	7.74085	6.46108	7.51251	0.27725817013465925	4232.322409607222	5786.006706722206	10018.329116329427	-0.48360209065517923
GSM466986	Control 37	GSM466986	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE530	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466986/suppl/GSM466986.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	37	True	not_deposited	6.70251	7.28554	7.62245					
GSM466987	Tumor 37	GSM466987	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE531	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466987/suppl/GSM466987.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	37	True	not_deposited	7.13945	10.5459	8.80963	0.8264360517575039	2716.853283576576	5843.13350131777	8559.986784894347	-0.28662066393648034
GSM466988	Control 38	GSM466988	Public on Oct 01 2010	Nov 02 2009	Oct 01 2010	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE532	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466988/suppl/GSM466988.CEL.gz	54675		control	False	True	Control	38	True	not_deposited	6.15885	6.72221	7.7684					
GSM466989	Tumor 38	GSM466989	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE533	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466989/suppl/GSM466989.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	38	True	not_deposited	7.09825	5.75251	6.59639	0.3445367903032275	3563.0537578145145	5118.998270277139	8682.052028091653	-0.30373974426908207
GSM466990	Control 40	GSM466990	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE534	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466990/suppl/GSM466990.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	40	True	not_deposited	6.2125	7.2886	9.30147					
GSM466991	Tumor 40	GSM466991	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE535	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466991/suppl/GSM466991.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	40	True	not_deposited	6.20494	5.092	5.17522	0.21751145637370847	1079.1209731094718	3558.202768957992	4637.323742067463	0.2812570555729273
GSM466992	Control 41	GSM466992	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE536	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466992/suppl/GSM466992.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	41	True	not_deposited	6.81164	7.37424	8.30579					
GSM466993	Tumor 41	GSM466993	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE537	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466993/suppl/GSM466993.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	41	True	not_deposited	7.78269	4.97996	4.25104	0.06902418829835806	-186.54405449870137	1973.7503944521318	1787.2063399534304	0.6468662546018634
GSM466994	Tumor 42	GSM466994	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE538	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466994/suppl/GSM466994.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	42	True	not_deposited	6.84301	8.38421	8.08208	-0.30617245228063034	4686.7332761953085	7616.319049121985	12303.052325317294	-0.74473404883232
GSM466995	Control 42	GSM466995	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE539	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466995/suppl/GSM466995.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	42	True	not_deposited	7.05596	6.86064	7.91245					
GSM466996	Tumor 43	GSM466996	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE540	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466996/suppl/GSM466996.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	43	True	not_deposited	8.80303	7.57277	9.83214	0.7911755568594231	4077.303676493035	7363.706003758805	11441.00968025184	-0.6545584195296228
GSM466997	Control 43	GSM466997	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE541	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466997/suppl/GSM466997.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	43	True	not_deposited	6.89959	7.13803	9.04429					
GSM466998	Tumor 44	GSM466998	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE542	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466998/suppl/GSM466998.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	44	True	not_deposited	7.88076	6.35295	6.62422	0.10288635789747254	973.3704132695846	4121.966809535572	5095.337222805157	0.2161531301842317
GSM466999	Control 44	GSM466999	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	07SE543	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM466nnn/GSM466999/suppl/GSM466999.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	44	True	not_deposited	5.48522	8.12803	10.7785					
GSM467000	Control 6	GSM467000	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE350	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467000/suppl/GSM467000.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	6	True	not_deposited	6.43416	8.55265	8.35986					
GSM467001	Control 16	GSM467001	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE352	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467001/suppl/GSM467001.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	16	True	not_deposited	6.48835	7.79711	7.03381					
GSM467002	Control 33	GSM467002	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE354	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467002/suppl/GSM467002.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	33	True	not_deposited	6.93215	8.25793	8.45485					
GSM467003	Control 46	GSM467003	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE355	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467003/suppl/GSM467003.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	46	True	not_deposited	7.1703	6.457	8.24485					
GSM467004	Tumor 46	GSM467004	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE356	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467004/suppl/GSM467004.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	46	True	not_deposited	6.89225	5.78803	7.66371	-0.6193664728267388	5412.940230961385	6337.966294575479	11750.906525536864	-0.6882598488590276
GSM467005	Control 47	GSM467005	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE357	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467005/suppl/GSM467005.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	47	True	not_deposited	7.44501	7.30161	11.1945					
GSM467006	Tumor 47	GSM467006	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE358	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467006/suppl/GSM467006.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	47	True	not_deposited	4.50728	4.75998	3.8782	-3.321204652125384	1268.7221962212818	216.3864162440783	1485.1086124653602	0.6800364935330265
GSM467007	Control 48	GSM467007	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE359	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467007/suppl/GSM467007.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	48	True	not_deposited	6.63577	7.33889	8.67901					
GSM467008	Tumor 48	GSM467008	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE360	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467008/suppl/GSM467008.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	48	True	not_deposited	6.81645	7.30108	7.41789	-0.19730561731812313	5670.648543997268	5872.815476632061	11543.46402062933	-0.6658537080352868
GSM467009	Control 49	GSM467009	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE361	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467009/suppl/GSM467009.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	49	True	not_deposited	7.26485	7.86469	8.09111					
GSM467010	Tumor 49	GSM467010	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE362	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467010/suppl/GSM467010.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	49	True	not_deposited	5.18606	4.60343	4.64244	-2.222295603962843	3895.6763232174985	3387.296955934517	7282.9732791520155	-0.10306353381004742
GSM467011	Control 50	GSM467011	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE363	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467011/suppl/GSM467011.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	50	True	not_deposited	7.01906	7.18075	10.615					
GSM467012	Tumor 50	GSM467012	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE364	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467012/suppl/GSM467012.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	50	True	not_deposited	8.66859	7.38691	9.54069	-0.10230079567189636	4235.1474395980595	6169.472244227771	10404.61968382583	-0.5324296927322469
GSM467013	Control 53	GSM467013	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE365	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467013/suppl/GSM467013.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	53	True	not_deposited	6.41196	7.2063	7.67641					
