ligand	receptor	classification	directionality	is_ppi	source	version	pair_origin	pathway
DAG1	NRXN3		Ligand-Receptor	True	PMID:29100073	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DAGLA	CNR1	Signaling by Arachidonoylglycerol	Ligand-Receptor	False	reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DAGLA	CNR2	Signaling by Arachidonoylglycerol	Ligand-Receptor	False	reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DAGLA	GPR55	Signaling by Arachidonoylglycerol	Ligand-Receptor	False	reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DAGLB	CNR1	Signaling by Arachidonoylglycerol	Ligand-Receptor	False	reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DAGLB	CNR2	Signaling by Arachidonoylglycerol	Ligand-Receptor	False	reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DAGLB	GPR55	Signaling by Arachidonoylglycerol	Ligand-Receptor	False	reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DBH+SLC18A1	ADRA1A	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC18A1	ADRA1B	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC18A1	ADRA1D	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC18A1	ADRA2A	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC18A1	ADRA2B	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC18A1	ADRA2C	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC18A1	ADRB1	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC18A1	ADRB2	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC18A1	ADRB3	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC18A2	ADRA1A	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC18A2	ADRA1B	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC18A2	ADRA1D	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC18A2	ADRA2A	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC18A2	ADRA2B	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC18A2	ADRA2C	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC18A2	ADRB1	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC18A2	ADRB2	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC18A2	ADRB3	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC6A2	ADRA1A	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC6A2	ADRA1B	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC6A2	ADRA1D	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC6A2	ADRA2A	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC6A2	ADRA2B	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC6A2	ADRA2C	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC6A2	ADRB1	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC6A2	ADRB2	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DBH+SLC6A2	ADRB3	Signaling by Noradrenaline	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DDC	DRD1	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DDC	DRD2	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DDC	DRD3	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DDC	DRD4	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DDC	DRD5	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DDC	HTR1A	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	HMRbase;uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DDC	HTR1B	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DDC	HTR1D	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DDC	HTR1E	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DDC	HTR1F	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DDC	HTR2A	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	HMRbase;uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DDC	HTR2B	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DDC	HTR2C	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	HMRbase;uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DDC	HTR3A	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	HMRbase;uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DDC	HTR3B	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DDC	HTR3C	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DDC	HTR3D	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DDC	HTR3E	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DDC	HTR4	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	HMRbase;uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DDC	HTR5A	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	HMRbase;uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DDC	HTR6	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DDC	HTR7	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DDC	TAAR1	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DDC+SLC18A1	DRD1	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DDC+SLC18A1	DRD2	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DDC+SLC18A1	DRD3	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DDC+SLC18A1	DRD4	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DDC+SLC18A1	DRD5	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DDC+SLC18A2	DRD1	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DDC+SLC18A2	DRD2	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DDC+SLC18A2	DRD3	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DDC+SLC18A2	DRD4	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DDC+SLC18A2	DRD5	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DDC+SLC6A3	DRD1	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DDC+SLC6A3	DRD2	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DDC+SLC6A3	DRD3	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DDC+SLC6A3	DRD4	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DDC+SLC6A3	DRD5	Signaling by Serotonin/Dopamine	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DHCR24	RORA	Signaling by Cholesterol/Desmosterol	Ligand-Receptor	False	HMRbase;PMID:12467577;PDB:1N83	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DHCR24	RORC	Signaling by Cholesterol/Desmosterol	Ligand-Receptor	False	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DHCR7	NR1H2	Signaling by Cholesterol/Desmosterol	Ligand-Receptor	False	HMRbase;uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DHCR7	NR1H3	Signaling by Cholesterol/Desmosterol	Ligand-Receptor	False	HMRbase	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DHCR7	RORA	Signaling by Cholesterol/Desmosterol	Ligand-Receptor	False	HMRbase;PMID:12467577;PDB:1N83	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DHCR7	RORC	Signaling by Cholesterol/Desmosterol	Ligand-Receptor	False	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DHH	BOC+PTCH1	Signaling by Desert hedgehog	Ligand-Receptor	True	reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DHH	CDON+PTCH1	Signaling by Desert hedgehog	Ligand-Receptor	True	reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DHH	GAS1+PTCH1	Signaling by Desert hedgehog	Ligand-Receptor	True	reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DHH	HHIP	Signaling by Desert hedgehog	Ligand-Ligand	True	reactome;PMID:10050855;PMID:19561611	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DHRS9	PGR	Signaling by Steroids	Ligand-Receptor	False	HMRbase	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DIO3+TG	THRA	Signaling by Triiodothyronine	Ligand-Receptor	False	HMRbase;uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DIO3+TG	THRB	Signaling by Triiodothyronine	Ligand-Receptor	False	HMRbase;uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DKK1	KREMEN1+LRP6	Signaling by WNT inhibition	Ligand-Receptor	True	reactome;PMID:27524201;PDB:5FWW	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DKK1	KREMEN2+LRP6	Signaling by WNT inhibition	Ligand-Receptor	True	reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DKK1	LRP5	Signaling by WNT	Ligand-Receptor	True	PMID:12775774	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DKK1	LRP6	Signaling by WNT	Ligand-Receptor	True	PMID:12775774	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DKK2	KREMEN2+LRP6	Signaling by WNT inhibition	Ligand-Receptor	True	reactome;PMID:12527209	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DKK2	LRP6	Signaling by WNT	Ligand-Receptor	True	uniprot;PMID:30035713	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DLK1	NOTCH1	Signaling by Notch	Ligand-Receptor	True	PMID:22353464	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DLK1	NOTCH2	Signaling by Notch	Ligand-Receptor	True	PMID:22353464	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DLK1	NOTCH3	Signaling by Notch	Ligand-Receptor	True	PMID:22353464	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DLK1	NOTCH4	Signaling by Notch	Ligand-Receptor	True	PMID:22353464	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DLL1	NOTCH1	Signaling by Notch	Ligand-Receptor	True	PMID:22353464	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DLL1	NOTCH2	Signaling by Notch	Ligand-Receptor	True	PMID:22353464	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DLL1	NOTCH3	Signaling by Notch	Ligand-Receptor	True	PMID:22353464	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DLL1	NOTCH4	Signaling by Notch	Ligand-Receptor	True	PMID:22353464	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DLL3	NOTCH1	Signaling by Notch	Ligand-Receptor	True	PMID:22353464	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DLL3	NOTCH2	Signaling by Notch	Ligand-Receptor	True	PMID:22353464	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DLL3	NOTCH3	Signaling by Notch	Ligand-Receptor	True	PMID:22353464	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DLL3	NOTCH4	Signaling by Notch	Ligand-Receptor	True	PMID:22353464	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DLL4	NOTCH1	Signaling by Notch	Ligand-Receptor	True	PMID:22353464	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DLL4	NOTCH2	Signaling by Notch	Ligand-Receptor	True	PMID:22353464	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DLL4	NOTCH3	Signaling by Notch	Ligand-Receptor	True	PMID:22353464	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DLL4	NOTCH4	Signaling by Notch	Ligand-Receptor	True	PMID:22353464	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DPEP1	CYSLTR1	Signaling by Lipoxin/Leukotriene	Ligand-Receptor	False	HMRbase;uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DPEP1	CYSLTR2	Signaling by Lipoxin/Leukotriene	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DPEP2	CYSLTR1	Signaling by Lipoxin/Leukotriene	Ligand-Receptor	False	HMRbase;uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DPEP2	CYSLTR2	Signaling by Lipoxin/Leukotriene	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DPEP3	CYSLTR1	Signaling by Lipoxin/Leukotriene	Ligand-Receptor	False	HMRbase;uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DPEP3	CYSLTR2	Signaling by Lipoxin/Leukotriene	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
DSC1	DSG2	Adhesion by Desmosome	Adhesion-Adhesion	True	PMID:27298358	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DSC2	DSG2	Adhesion by Desmosome	Adhesion-Adhesion	True	PMID:27298358	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DSG1	DSC1	Adhesion by Desmosome	Adhesion-Adhesion	True	PMID:27298358	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DSG1	DSC2	Adhesion by Desmosome	Adhesion-Adhesion	True	PMID:27298358	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DSG1	DSC3	Adhesion by Desmosome	Adhesion-Adhesion	True	PMID:27298358	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
DSG2	DSC3	Adhesion by Desmosome	Adhesion-Adhesion	True	PMID:27298358	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EBI3+IL12A	IL12RB2+IL6ST	Signaling by Interleukin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EBI3+IL27	IL27RA+IL6ST	Signaling by Interleukin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EDN1	EDNRA	Signaling by Endothelin	Ligand-Receptor	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
EDN1	EDNRB	Signaling by Endothelin	Ligand-Receptor	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
EDN2	EDNRA	Signaling by Endothelin	Ligand-Receptor	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
EDN2	EDNRB	Signaling by Endothelin	Ligand-Receptor	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
EDN3	EDNRA	Signaling by Endothelin	Ligand-Receptor	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
EDN3	EDNRB	Signaling by Endothelin	Ligand-Receptor	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
EFNA1	EPHA1	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA1	EPHA2	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA1	EPHA3	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA1	EPHA4	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA1	EPHA5	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA1	EPHA7	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA1	EPHA8	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA2	EPHA1	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA2	EPHA2	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA2	EPHA3	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA2	EPHA4	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA2	EPHA5	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA2	EPHA7	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA2	EPHA8	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA3	EPHA1	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA3	EPHA2	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA3	EPHA3	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA3	EPHA4	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA3	EPHA5	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA3	EPHA7	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA3	EPHA8	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA4	EPHA1	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA4	EPHA2	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA4	EPHA3	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA4	EPHA4	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA4	EPHA5	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA4	EPHA7	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA4	EPHA8	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA5	EPHA1	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA5	EPHA2	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA5	EPHA3	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA5	EPHA4	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA5	EPHA5	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA5	EPHA7	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA5	EPHA8	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNA5	EPHB2	Signaling by Ephrin	Ligand-Receptor	True	PMID:15107857;PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNB1	EPHA2	Signaling by Ephrin	Ligand-Receptor	True	Shilts screen - VALIDATED	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
EFNB1	EPHA4	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNB1	EPHB1	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNB1	EPHB2	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNB1	EPHB3	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNB1	EPHB4	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNB1	EPHB6	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNB2	EPHA4	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNB2	EPHB1	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNB2	EPHB2	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
