sample_id	cohort	TACSTD2	tacstd2_group	F11R	PARD3	CLDN1	CLDN4	CLDN7	EPCAM	KRT8	PTPRC	CD8A	ESTIMATE	ABSOLUTE	CPE	histology	ModelID	CellLineName	OncotreePrimaryDisease	OncotreeSubtype
TCGA-33-4547-01	TCGA_LUSC	13.7327	high	13.6912	10.7138	15.568	11.6833	9.6729	11.4171	12.9312	9.5132	5.4883	0.8026	0.96	0.8712	LUSC				
TCGA-34-5240-01	TCGA_LUSC	14.5377	high	13.5565	10.6016	15.1207	13.0122	12.1069	12.9208	14.9962	9.8506	7.2997	0.8244	0.64	0.7721	LUSC				
TCGA-63-5131-01	TCGA_LUSC	13.2089	mid	14.6115	10.8042	17.3681	11.5924	10.5357	11.8401	14.0684	8.7521	6.5049	0.8974	0.54	0.7443	LUSC				
TCGA-66-2758-01	TCGA_LUSC	10.5996	low	13.5868	11.1206	12.6461	12.2091	12.105	12.6855	14.498	10.9345	10.2454	0.7499	0.49	0.6709	LUSC				
TCGA-85-A50M-01	TCGA_LUSC	13.3675	mid	12.7522	10.477	12.6624	13.0273	11.4871	11.8903	14.5287	9.2759	6.6246	0.8329		0.7019	LUSC				
TCGA-NC-A5HI-01	TCGA_LUSC	15.0953	high	14.083	11.5253	15.2959	11.5998	10.2402	12.0348	15.3393	8.7908	6.7814	0.9443		0.7565	LUSC				
TCGA-77-8009-01	TCGA_LUSC	6.1114	low	13.9627	10.9972	9.37	6.2592	6.3032	12.6427	13.1135	8.7119	7.343	0.89	0.65	0.8611	LUSC				
TCGA-43-A56U-01	TCGA_LUSC	13.4418	mid	13.025	9.4896	13.8116	12.1378	10.4102	10.3627	11.4331	12.0219	9.4092	0.5717		0.4289	LUSC				
TCGA-68-A59J-01	TCGA_LUSC	12.5086	mid	13.3359	10.5021	11.1973	12.3359	11.281	11.4524	13.4006	10.0262	9.3194	0.8107		0.7535	LUSC				
TCGA-34-5236-01	TCGA_LUSC	12.4123	low	13.1549	10.316	13.5274	12.049	9.274	11.8677	12.188	9.5282	7.0082	0.6948	0.24	0.5807	LUSC				
TCGA-22-1002-01	TCGA_LUSC	13.3604	mid	13.5323	10.5982	16.3919	11.8436	10.2262	10.8886	13.5602	10.2915	8.042	0.7068	0.21	0.6123	LUSC				
TCGA-NK-A5D1-01	TCGA_LUSC	10.8873	low	13.1251	9.7901	10.3116	11.0316	11.0853	12.7767	12.7749	7.7662	7.171	0.9615		0.9478	LUSC				
TCGA-51-4080-01	TCGA_LUSC	13.0123	mid	14.0888	11.0676	11.431	11.6034	10.7592	14.0075	14.8129	8.5999	6.7055	0.9407	0.96	0.93	LUSC				
TCGA-33-6737-01	TCGA_LUSC	12.2107	low	12.6302	10.9533	10.6816	11.4666	11.5499	13.0423	15.3388	9.5659	7.8792	0.7868	0.48	0.6181	LUSC				
TCGA-56-7223-01	TCGA_LUSC	10.5889	low	12.9339	10.5511	9.2522	11.9833	9.2552	13.8799	14.8161	6.467	5.1916	0.9863	0.94	0.9782	LUSC				
TCGA-39-5011-01	TCGA_LUSC	12.8673	mid	12.5615	9.175	9.432	12.8242	11.9118	13.5511	14.1701	11.2403	9.3851	0.6412	0.43	0.5233	LUSC				
TCGA-39-5037-01	TCGA_LUSC	12.5492	mid	14.1655	9.8554	13.8502	11.5812	11.1174	13.1812	13.9572	5.7206	5.5253	0.9909	0.48	0.7058	LUSC				
TCGA-66-2777-01	TCGA_LUSC	13.9266	high	13.6545	10.184	14.5091	12.8525	10.7324	12.5393	13.6867	10.5319	7.3835	0.7274	0.87	0.8141	LUSC				
TCGA-21-5783-01	TCGA_LUSC	11.657	low	12.3465	11.053	10.1503	11.9029	9.5042	10.9731	13.2181	8.3519	6.2679	0.8852	0.57	0.7261	LUSC				
TCGA-85-7950-01	TCGA_LUSC	7.839	low	12.7936	9.3126	14.5565	10.9204	10.8808	9.3906	11.7195	10.4208	9.2913	0.6839	0.52	0.5969	LUSC				
TCGA-77-8153-01	TCGA_LUSC	13.8212	high	13.6442	10.3664	12.484	12.5481	10.3264	12.9116	14.5608	7.4573	5.7296	0.9664		0.7466	LUSC				
TCGA-L3-A4E7-01	TCGA_LUSC	14.0512	high	13.0849	10.3205	11.186	12.5072	11.3184	9.9774	13.6182	9.504	6.8902	0.8198		0.7243	LUSC				
TCGA-60-2724-01	TCGA_LUSC	13.1492	mid	12.7129	10.2671	16.5979	10.9952	11.7084	12.0751	14.5043	8.8808	5.2029	0.7875	0.47	0.7219	LUSC				
TCGA-90-A59Q-01	TCGA_LUSC	14.1419	high	13.0063	8.9029	13.5278	12.6247	11.2425	11.732	14.0473	11.4711	10.345	0.6039		0.4726	LUSC				
TCGA-94-7557-01	TCGA_LUSC	13.3812	mid	13.1085	10.3633	13.0524	12.9056	11.6902	12.9336	13.6406	9.2253	5.7898	0.8418	0.47	0.6086	LUSC				
TCGA-96-7545-01	TCGA_LUSC	13.0318	mid	13.9176	11.8608	15.3265	12.0373	11.0515	15.3034	13.8938	11.4354	8.2022	0.6892	0.4	0.6006	LUSC				
TCGA-85-6798-01	TCGA_LUSC	11.1636	low	13.9397	11.3608	10.5857	12.0303	9.653	13.1594	14.6412	6.4994	4.6507	0.8977	0.47	0.729	LUSC				
TCGA-98-7454-01	TCGA_LUSC	12.0472	low	12.6884	9.9792	11.7604	9.4406	10.8626	12.2376	12.2988	12.2539	9.2885	0.4284	0.21	0.394	LUSC				
TCGA-66-2771-01	TCGA_LUSC	15.0328	high	13.3517	10.1873	13.4242	11.7395	11.5261	12.0957	13.4805	11.4976	9.5129	0.6199	0.44	0.5801	LUSC				
TCGA-56-8083-01	TCGA_LUSC	10.848	low	12.0807	11.0021	12.5872	11.7996	10.262	11.6939	12.3634	7.0216	6.7377	0.9619	0.91	0.9587	LUSC				
TCGA-85-7696-01	TCGA_LUSC	13.1451	mid	14.568	10.4299	14.4346	12.4373	10.1094	12.5935	13.6495	9.0604	6.9663	0.8575	0.75	0.8163	LUSC				
TCGA-77-A5G6-01	TCGA_LUSC	12.9382	mid	13.7384	11.8565	11.7641	11.6478	8.9339	11.8322	14.4064	8.414	5.8348	0.9445		0.8184	LUSC				
TCGA-90-A4ED-01	TCGA_LUSC	12.137	low	13.0688	10.8625	14.7012	9.5781	6.421	12.2609	12.6872	8.6322	6.7647	0.83		0.706	LUSC				
TCGA-56-A4BX-01	TCGA_LUSC	13.8011	high	13.8465	12.1106	12.9818	13.1749	10.9218	13.1649	13.8479	5.722	6.4944	0.9932		0.8206	LUSC				
TCGA-NC-A5HG-01	TCGA_LUSC	13.9932	high	13.7769	11.62	14.5156	13.2903	11.6174	9.1796	11.769	6.118	4.756	0.9605		0.7357	LUSC				
TCGA-37-5819-01	TCGA_LUSC	8.5663	low	12.6098	10.3873	10.9782	12.5566	12.5656	13.1679	14.5466	9.2618	8.3172	0.8765	0.71	0.8361	LUSC				
TCGA-66-2727-01	TCGA_LUSC	13.1476	mid	13.528	11.2143	10.7001	10.8378	10.6274	12.2597	14.1874	9.9993	7.6211	0.8321	0.47	0.7825	LUSC				
TCGA-77-6843-01	TCGA_LUSC	11.6104	low	14.1504	10.9922	11.8721	11.7549	8.5046	12.3454	13.3141	7.526	5.5864	0.9662	0.74	0.7887	LUSC				
TCGA-77-8130-01	TCGA_LUSC	13.5502	mid	13.3192	7.2625	13.9468	10.2458	8.4529	9.6779	11.8626	7.3342	4.5739	0.806	0.4	0.6221	LUSC				
TCGA-34-5928-01	TCGA_LUSC	12.118	low	13.3373	11.8154	13.2615	12.2976	9.761	11.5491	13.2937	10.1057	7.8539	0.6722	0.4	0.5653	LUSC				
TCGA-22-4594-01	TCGA_LUSC	11.1644	low	11.9823	9.1578	9.2289	13.4567	11.7077	13.2553	14.4428	11.2689	8.4509	0.6485	0.24	0.4618	LUSC				
TCGA-22-A5C4-01	TCGA_LUSC	11.3341	low	12.8326	10.4054	13.4592	11.6811	7.479	11.2155	13.6818	8.7003	6.7729	0.9152		0.8168	LUSC				
TCGA-33-A5GW-01	TCGA_LUSC	14.3119	high	13.6505	10.6842	14.4881	12.7672	11.0794	11.9393	13.8377	6.118	4.574	0.9734		0.9358	LUSC				
TCGA-94-8035-01	TCGA_LUSC	13.7566	high	13.823	9.5447	14.1696	11.6805	11.9062	12.0732	14.0835	8.5588	5.7409	0.9393	0.31	0.5813	LUSC				
TCGA-94-A5I4-01	TCGA_LUSC	13.9177	high	13.4699	10.7327	14.381	13.7523	11.3022	12.5144	14.0315	8.2882	5.3407	0.9226		0.8602	LUSC				
TCGA-94-7943-01	TCGA_LUSC	12.6403	mid	13.2049	11.1842	11.4393	13.3496	11.8556	13.1854	15.6175	9.1633	7.1243	0.8805	0.58	0.7667	LUSC				
TCGA-85-A53L-01	TCGA_LUSC	11.9623	low	14.2782	11.6096	14.7168	12.5098	11.0955	12.9335	13.5625	8.3896	6.8166	0.9074		0.7243	LUSC				
TCGA-63-5128-01	TCGA_LUSC	12.5908	mid	13.4794	11.6952	13.9419	11.8714	8.5434	11.5195	14.3085	8.0625	5.6531	0.9143	0.72	0.8456	LUSC				
TCGA-63-A5MU-01	TCGA_LUSC	13.9382	high	13.7764	11.9767	12.7599	12.1564	11.1822	11.9197	12.5919	7.5251	5.1043	0.9704		0.8006	LUSC				
TCGA-37-4129-01	TCGA_LUSC	4.7682	low	10.9287	9.1563	5.7317	11.9873	11.0676	12.5097	13.6515	6.8543	7.8615	0.9768	0.51	0.6465	LUSC				
TCGA-98-A53C-01	TCGA_LUSC	11.4117	low	12.4614	8.9541	9.9911	11.2109	10.3877	10.7154	12.6829	12.2042	9.9218	0.4175		0.3703	LUSC				
TCGA-56-A4ZJ-01	TCGA_LUSC	13.9799	high	13.1943	10.1153	13.4009	12.7492	11.0259	10.518	13.1626	10.7043	7.2275	0.5791		0.4783	LUSC				
TCGA-22-0940-01	TCGA_LUSC	13.5749	mid	13.7578	10.5607	12.284	12.179	11.2291	10.7701	13.5276	11.1453	10.1812	0.6421	0.25	0.4622	LUSC				
TCGA-77-8145-01	TCGA_LUSC	12.834	mid	14.069	10.9616	11.0664	12.1259	9.6441	10.6569	14.1197	8.6074	5.6423	0.7931	0.26	0.6368	LUSC				
TCGA-O2-A52W-01	TCGA_LUSC	13.7208	high	13.4582	12.1517	14.6832	11.4677	10.6944	12.5212	14.5254	8.4938	6.9232	0.9287		0.7654	LUSC				
TCGA-63-A5MV-01	TCGA_LUSC	12.4722	low	13.4269	9.6689	11.1223	10.8269	9.1506	11.575	13.5001	10.5348	8.2834	0.7181		0.6126	LUSC				
TCGA-34-5231-01	TCGA_LUSC	9.4651	low	12.8202	8.2885	10.3126	8.4798	9.3208	12.0332	13.5285	9.6465	8.7475	0.8656	0.67	0.7277	LUSC				
TCGA-33-AASD-01	TCGA_LUSC	13.4395	mid	13.883	9.8957	13.9293	11.9404	8.367	11.3193	12.0866	7.1014	6.0051	0.9236		0.8043	LUSC				
TCGA-77-8140-01	TCGA_LUSC	13.9864	high	13.6959	9.5903	16.2201	13.8002	10.8176	11.4599	15.1331	7.9922	6.2767	0.9446	0.54	0.6661	LUSC				
TCGA-39-5019-01	TCGA_LUSC	12.6364	mid	13.6312	10.936	15.0389	13.4077	10.8716	11.9737	13.9433	10.156	8.329	0.7861	0.37	0.6534	LUSC				
TCGA-22-5478-01	TCGA_LUSC	12.3821	low	12.7037	10.3184	12.4055	13.2948	11.041	12.1822	14.6203	9.7877	6.8016	0.8052	0.41	0.5894	LUSC				
TCGA-90-7964-01	TCGA_LUSC	14.6583	high	13.5724	10.4894	14.2919	13.3106	11.1589	12.6938	14.0429	9.5556	6.3622	0.7925	0.7	0.7288	LUSC				
TCGA-68-8250-01	TCGA_LUSC	13.0435	mid	13.7352	9.9861	12.3941	12.4741	10.3479	12.5858	14.4217	10.2493	8.2064	0.8034	0.44	0.6391	LUSC				
TCGA-56-8504-01	TCGA_LUSC	12.8169	mid	13.0845	11.0204	11.178	11.9156	9.4275	13.0074	14.032	9.9452	8.3233	0.7987		0.6486	LUSC				
TCGA-NC-A5HP-01	TCGA_LUSC	12.327	low	14.062	11.6231	11.9347	11.8738	9.4548	11.4802	12.5173	7.7201	5.5047	0.8621		0.8233	LUSC				
TCGA-33-4566-01	TCGA_LUSC	13.0351	mid	12.5648	10.6631	13.1146	10.3132	11.3461	12.2751	13.2555	9.7056	9.2865	0.7372	0.54	0.6537	LUSC				
TCGA-58-8393-01	TCGA_LUSC	13.8329	high	14.0138	10.451	14.163	12.9481	11.7573	10.88	12.7158	11.4974	9.4769	0.6644		0.5349	LUSC				
TCGA-63-A5MS-01	TCGA_LUSC	12.3213	low	13.3927	10.7083	13.2978	12.3812	10.3704	11.6023	14.1088	10.8928	8.4398	0.658		0.5599	LUSC				
TCGA-66-2780-01	TCGA_LUSC	15.053	high	13.7817	10.9173	15.3375	13.087	11.4605	9.5664	14.0409	9.1252	7.023	0.7593	0.47	0.6836	LUSC				
TCGA-21-1075-01	TCGA_LUSC	11.1417	low	13.5341	10.698	11.1629	11.3304	8.2233	12.0432	14.0459	6.2292	3.7878	0.9691	0.75	0.874	LUSC				
TCGA-56-7823-01	TCGA_LUSC	13.1235	mid	13.5151	12.3994	11.6285	12.445	10.9487	12.6125	15.4435	8.2442	6.1501	0.9349		0.724	LUSC				
TCGA-63-A5MP-01	TCGA_LUSC	14.0216	high	13.695	10.6336	15.4317	12.7114	10.5677	12.9136	14.2898	11.0645	8.5334	0.764		0.6573	LUSC				
TCGA-85-8072-01	TCGA_LUSC	13.7444	high	13.8623	10.5551	13.5542	12.8368	11.8303	12.6167	13.0997	9.4862	8.0139	0.8537	0.42	0.7465	LUSC				
TCGA-21-1078-01	TCGA_LUSC	15.1935	high	13.4665	10.2581	12.909	12.8456	11.9725	9.2241	14.9898	6.476	4.8792	0.9729	0.92	0.9869	LUSC				
TCGA-77-A5GH-01	TCGA_LUSC	11.7671	low	13.7627	9.7283	13.7505	12.319	9.5042	9.2194	11.7899	11.2253	8.9064	0.5989		0.4658	LUSC				
TCGA-60-2714-01	TCGA_LUSC	12.3527	low	12.4015	10.5226	8.848	13.8053	12.0614	13.1695	14.9725	10.3691	8.6034	0.7587	0.34	0.6126	LUSC				
TCGA-34-2600-01	TCGA_LUSC	15.2687	high	14.1357	11.8264	16.698	15.0448	11.6822	11.594	14.1527	7.6761	6.0705	0.951	0.86	0.944	LUSC				
TCGA-33-4533-01	TCGA_LUSC	10.307	low	12.0872	9.8839	13.0042	10.2844	8.6098	9.8707	12.5658	8.532	7.6225	0.8747	0.7	0.8335	LUSC				
TCGA-85-A510-01	TCGA_LUSC	9.3866	low	12.5647	10.359	8.7991	11.7379	10.758	13.13	13.3856	10.2881	9.0634	0.82		0.6437	LUSC				
TCGA-52-7622-01	TCGA_LUSC	12.8627	mid	13.1164	10.2064	12.5378	12.8039	10.734	12.1256	14.2199	11.0653	8.898	0.6915	0.26	0.5485	LUSC				
TCGA-77-7337-01	TCGA_LUSC	12.35	low	13.5333	10.9772	13.5464	10.9798	9.8157	11.2996	12.998	10.019	7.7115	0.7344	0.53	0.6576	LUSC				
TCGA-37-A5EN-01	TCGA_LUSC	13.0092	mid	13.3613	9.9897	10.8838	12.3796	11.1752	12.8244	14.9019	9.3886	7.9879	0.9073		0.8846	LUSC				
TCGA-77-8148-01	TCGA_LUSC	12.7074	mid	13.7192	11.0629	11.0518	11.0739	11.2697	12.96	14.4437	9.0534	7.2452	0.8511	0.58	0.7129	LUSC				
TCGA-18-5592-01	TCGA_LUSC	12.4813	low	14.0816	11.7971	13.7256	10.5141	10.1048	12.0831	13.2858	8.6328	8.3081	0.9038	0.84	0.8393	LUSC				
TCGA-92-7341-01	TCGA_LUSC	13.4944	mid	13.5205	11.6498	13.3304	12.9788	10.4367	13.0255	14.2533	8.8139	5.9187	0.8267	0.52	0.7643	LUSC				
TCGA-34-A5IX-01	TCGA_LUSC	14.563	high	13.5989	10.7311	14.0348	11.716	11.5902	8.9359	10.8398	8.4164	7.3601	0.8911		0.7466	LUSC				
TCGA-56-8623-01	TCGA_LUSC	12.5296	mid	12.6967	9.4518	10.6992	12.4322	10.9853	11.1798	13.1736	11.9393	8.9293	0.4287		0.5632	LUSC				
TCGA-63-A5MI-01	TCGA_LUSC	12.5632	mid	13.543	10.2535	15.5799	10.0099	9.1293	11.6977	15.5058	7.7822	6.1924	0.9501		0.7996	LUSC				
TCGA-66-2791-01	TCGA_LUSC	12.4389	low	13.3694	8.8733	11.7288	11.1762	9.0893	11.5915	13.4262	11.4407	9.6931	0.6343		0.6526	LUSC				
TCGA-21-1071-01	TCGA_LUSC	12.3682	low	13.7437	11.1365	12.4214	11.5901	8.9168	12.4977	13.1894	9.8427	7.9092	0.8032	0.29	0.7243	LUSC				
TCGA-60-2711-01	TCGA_LUSC	13.219	mid	13.855	11.1926	11.7918	12.66	10.0329	12.8486	14.3077	9.3095	8.742	0.9058	0.67	0.7982	LUSC				
TCGA-37-4133-01	TCGA_LUSC	15.6711	high	13.2986	10.4405	15.8004	14.1927	11.5644	13.6496	14.6611	9.998	8.5694	0.8179	0.67	0.7913	LUSC				
TCGA-34-8454-01	TCGA_LUSC	14.2974	high	13.3799	10.5131	13.3305	10.38	8.893	10.3005	13.437	11.1798	8.8276	0.6414		0.5035	LUSC				
TCGA-77-8146-01	TCGA_LUSC	13.7417	high	13.7158	10.389	13.1653	12.6329	11.8987	11.997	14.9511	9.1666	7.0619	0.8414		0.7019	LUSC				
TCGA-56-7582-01	TCGA_LUSC	12.6604	mid	14.0305	11.1866	13.925	12.5726	9.5126	12.8052	13.4961	9.7639	7.5704	0.8317	0.62	0.7664	LUSC				
TCGA-18-3406-01	TCGA_LUSC	13.5046	mid	13.0572	9.5549	15.3928	11.8352	10.7923	10.6943	11.6532	11.1959	8.3874	0.6446	0.31	0.5279	LUSC				
TCGA-56-8309-01	TCGA_LUSC	12.288	low	13.8689	10.1099	13.9569	12.7286	8.7988	8.5264	13.0343	11.833	9.9157	0.5067	0.3	0.4192	LUSC				
TCGA-21-1080-01	TCGA_LUSC	15.6303	high	14.2387	10.1761	16.9098	10.9949	10.9052	11.5481	12.9229	9.7029	8.6983	0.8791	0.78	0.8744	LUSC				
TCGA-60-2721-01	TCGA_LUSC	13.2763	mid	13.8899	11.1076	15.8379	12.3036	10.6429	10.9284	14.2456	10.8245	9.9662	0.6769	0.61	0.7413	LUSC				
TCGA-60-2716-01	TCGA_LUSC	14.5409	high	12.8857	10.7276	9.7326	11.8929	11.362	11.4904	14.5377	6.6398	4.9392	0.9728		0.7931	LUSC				
TCGA-66-2737-01	TCGA_LUSC	12.4643	low	13.3933	10.7569	13.7169	11.5208	10.1663	12.2004	13.882	10.4851	8.3421	0.6381	0.31	0.5191	LUSC				
TCGA-63-7021-01	TCGA_LUSC	14.5755	high	14.0667	11.5351	12.7562	12.6785	10.9661	10.6875	10.4437	10.0503	7.9142	0.7353	0.26	0.511	LUSC				
TCGA-85-8352-01	TCGA_LUSC	9.2331	low	13.3561	12.1191	5.2007	13.386	11.7671	13.5241	13.513	9.6102	7.4733	0.9868		0.9876	LUSC				
TCGA-85-7698-01	TCGA_LUSC	12.5741	mid	13.3107	11.3815	10.8256	12.4781	10.3713	12.0061	13.7706	10.6129	8.4034	0.7434	0.64	0.7388	LUSC				
TCGA-77-8139-01	TCGA_LUSC	13.2705	mid	12.7427	11.2945	14.1856	11.4444	9.721	11.9133	14.1292	8.9552	6.8247	0.8264	0.3	0.4474	LUSC				
TCGA-98-8020-01	TCGA_LUSC	13.3348	mid	12.8617	9.5938	14.2558	10.6385	10.539	8.4695	12.5347	9.8668	8.2062	0.7277	0.46	0.5991	LUSC				
TCGA-85-8052-01	TCGA_LUSC	14.0223	high	14.3877	11.0073	11.1297	11.6893	11.2908	12.8126	14.0401	9.3174	6.9419	0.8806	0.36	0.6469	LUSC				
TCGA-43-3920-01	TCGA_LUSC	12.451	low	12.4998	9.4827	11.8534	12.1662	10.1025	10.9215	12.9792	10.7586	9.4678	0.6966	0.52	0.656	LUSC				
TCGA-77-7142-01	TCGA_LUSC	13.7382	high	14.0311	12.1124	15.3514	10.8082	10.5796	13.6991	13.2733	9.9264	7.5525	0.8493	0.39	0.7986	LUSC				
TCGA-NC-A5HK-01	TCGA_LUSC	15.4658	high	13.1741	9.896	15.8008	13.6026	11.9577	13.6106	14.9176	7.5006	7.6441	0.9297		0.8361	LUSC				
TCGA-60-2719-01	TCGA_LUSC	13.5195	mid	13.687	10.0858	14.7129	10.966	10.5517	12.6038	14.5707	9.5545	7.6103	0.8777	0.79	0.912	LUSC				
TCGA-58-8387-01	TCGA_LUSC	13.6585	mid	13.2755	10.6028	15.0608	9.8056	10.6302	11.2247	14.1215	10.907	8.9474	0.7826	0.38	0.5233	LUSC				
TCGA-43-7658-01	TCGA_LUSC	9.6546	low	14.1149	9.911	9.3522	12.3666	10.9231	12.7521	13.1835	10.2798	9.8759	0.8901	0.76	0.8274	LUSC				
TCGA-96-A4JK-01	TCGA_LUSC	11.9976	low	13.3187	11.3621	11.9998	10.851	11.4442	13.0488	14.6591	9.5359	7.7447	0.8432		0.7019	LUSC				
TCGA-43-6143-01	TCGA_LUSC	12.4979	low	14.2193	10.9862	13.8193	11.6782	10.6287	11.8869	13.7835	8.8835	5.9463	0.8859	0.76	0.8458	LUSC				
TCGA-56-8305-01	TCGA_LUSC	12.905	mid	14.0427	10.6188	10.569	11.2966	11.7331	12.4441	13.1261	8.4132	5.1374	0.8796	0.41	0.746	LUSC				
TCGA-66-2769-01	TCGA_LUSC	11.0287	low	12.5319	9.8119	14.1737	9.8656	8.9779	9.5741	12.4551	10.9874	8.2156	0.5914	0.32	0.4664	LUSC				
TCGA-22-1000-01	TCGA_LUSC	14.6463	high	13.0892	9.6465	14.5619	12.0035	10.8696	9.8968	12.6867	11.4219	9.1834	0.4517	0.18	0.2998	LUSC				
TCGA-18-3412-01	TCGA_LUSC	15.6406	high	13.4511	11.2804	14.981	13.4911	11.1471	13.4482	14.8632	9.4611	6.7365	0.8637	0.78	0.9025	LUSC				
TCGA-66-2759-01	TCGA_LUSC	14.783	high	13.8324	10.5215	14.9736	11.8966	11.2345	11.7214	12.7909	10.5865	8.1207	0.7646	0.5	0.6908	LUSC				
TCGA-66-2794-01	TCGA_LUSC	12.3998	low	13.4796	11.0014	15.1175	12.5123	11.1847	12.5879	14.2231	11.1781	10.8989	0.7511	0.63	0.7603	LUSC				
TCGA-21-1083-01	TCGA_LUSC	12.2377	low	13.3322	11.2617	13.6826	11.2448	10.8091	12.023	12.8107	9.982	8.8314	0.7886	0.58	0.7129	LUSC				
TCGA-60-2695-01	TCGA_LUSC	12.1823	low	13.8999	10.107	10.6582	12.5513	11.2983	12.3767	15.2495	10.2076	9.0369	0.8376	0.81	0.79	LUSC				
TCGA-85-6560-01	TCGA_LUSC	5.9708	low	12.0619	10.7322	4.7567	7.8907	9.4054	12.4839	11.8763	10.5243	9.195	0.6984	0.49	0.6656	LUSC				
TCGA-98-8022-01	TCGA_LUSC	13.0466	mid	13.5934	10.8908	13.3977	12.4741	10.7885	10.8785	14.2062	9.5071	8.5157	0.7532	0.42	0.5867	LUSC				
TCGA-43-5668-01	TCGA_LUSC	13.0084	mid	13.2515	10.7146	8.3117	12.5652	10.7053	12.9964	14.5339	11.7329	9.7419	0.6377	0.34	0.502	LUSC				
TCGA-21-5786-01	TCGA_LUSC	11.7095	low	13.0766	10.436	12.1611	10.6602	6.217	11.4964	13.361	8.9171	7.5866	0.8599	0.56	0.7458	LUSC				
TCGA-34-8456-01	TCGA_LUSC	12.4055	low	13.0141	11.0972	10.8219	12.6846	8.8446	12.1565	14.1312	9.158	7.4813	0.8729		0.773	LUSC				
TCGA-66-2755-01	TCGA_LUSC	8.8363	low	14.114	9.5038	11.6724	11.3846	10.9028	9.6114	11.9408	11.6802	8.432	0.5703	0.3	0.4474	LUSC				
TCGA-18-4083-01	TCGA_LUSC	12.7938	mid	13.0259	10.8121	13.8153	11.0697	8.5224	11.347	13.3611	9.9452	8.4651	0.8214	0.69	0.8171	LUSC				
TCGA-56-7222-01	TCGA_LUSC	13.5324	mid	13.4562	11.4127	13.5578	12.6411	11.3161	12.4394	14.9108	7.8473	3.565	0.9414	0.54	0.6884	LUSC				
TCGA-52-7812-01	TCGA_LUSC	12.455	low	13.6605	10.9005	11.1636	13.2037	10.8297	13.4384	14.8991	10.6152	9.7713	0.7739	0.56	0.6939	LUSC				
TCGA-94-8490-01	TCGA_LUSC	13.5835	mid	14.3451	11.8578	13.1292	12.0851	10.8856	12.4222	13.3947	7.0138	7.257	0.9635		0.8434	LUSC				
TCGA-51-4081-01	TCGA_LUSC	12.0058	low	13.2404	11.1177	12.1568	11.8854	9.2947	12.6995	14.1692	7.3016	4.7989	0.8999	0.64	0.827	LUSC				
TCGA-39-5028-01	TCGA_LUSC	14.6785	high	12.7065	10.7579	15.5992	12.0133	10.9758	10.2029	12.2114	9.9648	8.0632	0.7271	0.19	0.5509	LUSC				
TCGA-22-5482-01	TCGA_LUSC	13.5215	mid	13.7883	11.0909	12.4557	12.2852	11.2423	11.6984	13.0828	8.0074	6.0015	0.8912	0.66	0.7887	LUSC				
TCGA-60-2725-01	TCGA_LUSC	12.5297	mid	13.3468	9.5246	15.4167	11.8557	10.3076	10.5617	14.3287	11.4091	9.7977	0.5742		0.4323	LUSC				
TCGA-21-5782-01	TCGA_LUSC	14.177	high	14.0567	11.4249	14.4818	11.2254	10.5178	12.2743	14.5953	8.1619	7.8678	0.8151	0.48	0.6888	LUSC				
TCGA-66-2800-01	TCGA_LUSC	11.9722	low	13.4628	10.3432	11.4862	12.244	10.5134	13.1931	15.1146	10.3597	7.1552	0.7437		0.6624	LUSC				
TCGA-18-3421-01	TCGA_LUSC	13.627	mid	12.8196	10.0613	11.1905	11.1429	11.5067	11.4373	13.9779	9.8516	9.8203	0.8139	0.47	0.6573	LUSC				
TCGA-22-1016-01	TCGA_LUSC	13.1593	mid	12.9098	9.2706	11.7828	12.0676	10.1998	11.2629	13.463	10.9065	6.983	0.6344	0.33	0.495	LUSC				
TCGA-77-8008-01	TCGA_LUSC	13.9247	high	13.5133	10.2748	16.4565	10.667	9.0909	6.6532	9.1697	10.4757	7.5007	0.5332	0.28	0.4526	LUSC				
TCGA-66-2767-01	TCGA_LUSC	12.9597	mid	13.2071	10.9673	14.0409	13.1592	10.8868	11.3958	13.1781	11.7523	10.3435	0.5499	0.27	0.419	LUSC				
TCGA-22-4609-01	TCGA_LUSC	12.657	mid	13.5815	10.6144	12.0058	12.949	10.5463	9.4628	12.8495	11.3315	9.3932	0.5981	0.42	0.5383	LUSC				
TCGA-43-3394-01	TCGA_LUSC	13.2874	mid	14.3654	11.3936	12.4105	11.946	11.3161	12.6643	13.6902	9.0185	6.6151	0.894	0.6	0.8665	LUSC				
TCGA-43-8115-01	TCGA_LUSC	12.5355	mid	13.361	10.2367	13.01	11.0675	10.0079	12.5826	13.9689	11.5003	9.3603	0.524	0.27	0.419	LUSC				
TCGA-39-5016-01	TCGA_LUSC	14.6014	high	13.997	11.5784	15.9432	13.1576	9.0022	12.7921	14.2124	10.6237	9.1254	0.8189	0.51	0.7433	LUSC				
TCGA-66-2770-01	TCGA_LUSC	12.4821	low	13.5177	10.6009	9.4019	11.6122	10.9476	11.1278	12.4057	10.395	8.8835	0.7232	0.55	0.6844	LUSC				
TCGA-85-7697-01	TCGA_LUSC	14.3092	high	13.7486	10.9179	15.3982	12.0665	12.0325	10.9025	12.6887	10.2812	7.9593	0.8241	0.22	0.5804	LUSC				
TCGA-85-A4CN-01	TCGA_LUSC	12.3184	low	13.713	10.7904	11.343	12.0344	11.2768	12.9377	15.5534	8.7075	8.1353	0.809		0.7019	LUSC				
