gse	n_samples	pdat	gds_type	is_array_type	lung_mention	ici_mention	response_mention	platforms	platform_titles	pubmed	found_by	title	summary
GSE164444	37	2021/04/04	Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing	0	0	1	0	GPL20301			broad_ici_lung	A selective HDAC8 inhibitor potentiates antitumor immunity and efficacy of immune checkpoint blockade in hepatocellular carcinoma	This SuperSeries is composed of the SubSeries listed below.
GSE165252	77	2021/02/04	Expression profiling by high throughput sequencing	0	0	1	1	GPL20301			broad_ici_lung	RNA sequencing of the phase II PERFECT trial combining a PD-L1 inhibitor (atezolizumab) with neoadjuvant chemoradiotherapy in resectable esophageal adenocarcinoma patients.	We performed bulk RNA sequencing of tumor biopsies from patients before treatment, on-treatment and in case a poor response was suspected from the resection specimen. At baseline we found in responding patients a higher six-gene IFNy score compared to non-responders. On-treatment non-responders showed either high expression of co-inhibitory checkpoints with a high number of cytotoxic lymphocytes or low expression and a low number of cytotoxic lymphocytes.
GSE165745	24	2021/01/29	Other	0	0	1	0	GPL29668			broad_ici_lung,panel_ici_lung	Nanostring Wnt Pathway Panel of Metastatic Melanoma Patients Prior to Anti-PD-1 Treatment	FFPE tumor samples from metastatic melanoma patients were extracted and a Nanostring Wnt Pathway panel was performed
GSE168204	27	2021/08/15	Expression profiling by high throughput sequencing	0	0	1	1	GPL18573;GPL11154	 | 		seed	Pathway Signatures Derived from On-treatment Tumor Specimens Predict Response to Anti-PD1 Blockade in Metastatic Melanoma	Both genomic and transcriptomic signatures have been developed to predict responses of metastatic melanoma to immune checkpoint blockade (ICB) therapies; however, most of these signatures were derived from pre-treatment biopsy samples. Here, we developed pathway-based signatures that predict response of metastatic melanoma to anti-PD1-based therapies in four independent datasets with RNAseq and clinical response data available for both pre- and on-treatment metastatic melanomas. We first identified pathway signatures that were significantly enriched in tumor specimens from anti-PD1 responders (R) compared to non-responders (NR) at pre-treatment and on-treatment time points, respectively. We also identified pathway signatures that were differentially expressed in pre-treatment versus on-treatment samples derived from R. Finally, we interrogated the capacity of the two types of signatures in predicting response of metastatic melanoma to anti-PD1 therapies in comparison with existing gene expression signatures. And we also investigated the effect of biopsy sites at the same biopsy time point on predictive performance of response to anti-PD1 therapy. Overall, we demonstrate that pathway-based signatures derived from on-treatment tumor specimens are highly predictive of response to anti-PD1 blockade therapies in patients with metastatic melanoma.
GSE168294	22	2021/03/05	Expression profiling by high throughput sequencing	0	1	0	0	GPL18573;GPL19057	 | 		broad_ici_lung	Identification of intrinsically immunogenic small cell lung carcinoma (SCLC) subpopulations [Cell line]	SCLC is molecularly and immunologically heterogenous. Here, using transcriptional and epigenomic profiling of plastic SCLC states in human and mouse cell lines, and patient samples, we define the phenotype of a SCLC population marked by increased MHC Class I antigen presentation.
GSE168295	40	2021/03/05	Expression profiling by high throughput sequencing	0	1	0	0	GPL19057;GPL18573;GPL24676	 |  | 		broad_ici_lung	Identification of intrinsically immunogenic small cell lung carcinoma (SCLC) subpopulations	This SuperSeries is composed of the SubSeries listed below.
GSE168707	6	2021/03/12	Expression profiling by RT-PCR	0	1	1	1	GPL29837			broad_ici_lung	RT-PCR profiling analysis of microRNA expression in cisplatin-resistant cancer	Chemotherapy remains the primary treatment of advanced solid cancer, including lung cancer. As first line treatment, cisplatin-based therapy is restricted by frequent development of drug resistance. Increasing data showed that programmed cell death protein ligand 1 (PD-L1) plays a vital role in regulating cisplatin resistance. However, the mechanisms underlying are not fully understood. We found miR-526b-3p expression declined while PD-L1 elevated in cisplatin-resistant lung cancer compared to that in cisplatin-sensitive lung cancer by analyzing clinical samples. Importantly, miR-526b-3p was associated with response to cisplatin negatively. We further demonstrated that miR-526b-3p reversed cisplatin resistance, suppressed metastasis, and activated CD8+ T cells in a STAT3/PD-L1-dependent manner. Our findings extended the knowledge of PD-L1-mediated cisplatin resistance of lung cancer. In addition, the introduction of miR-526b-3p provided a new clue to improve the anti-tumor effects of the combination of immunotherapy and chemotherapy. miProfileTM Cancer miRNA qPCR Array
GSE168844	16	2022/12/21	Expression profiling by high throughput sequencing; Other	0	0	1	0	GPL24676;GPL16791	 | 		broad_ici_lung	Identification of a novel antitumor CD4+ T cell cluster orchestrating antitumor immunity	scRNAseq-based unsupervised clustering and clonotyping revealed that Th1/17 and CCR6 SP clusters formed metacluster Th7R, which was distinct from Th1 or Th17, characterized by high expression of the IL-7 receptor. Use of this cluster to assess antitumor CD4+ T cell immunity from the peripheral blood and to predict the efficacy of immune checkpoint inhibitors will pave the way for novel antitumor immunotherapy strategies for patients.
GSE169246	83	2021/09/15	Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing	0	0	1	1	GPL20795			broad_ici_lung	PD-L1 blockade-induced temporal single cell dynamics in triple negative breast cancer	Despite the progress in immunotherapies, leading immune checkpoint inhibitors are only effective in a subset of patients. The efficacy of atezolizumab, an anti-PD-L1 antibody, in triple negative breast cancer (TNBC) is limited for unknown reasons. We utilized single-cell RNA- and ATAC-sequencing to examine the dynamics of immune cells in metastatic TNBC patients treated with paclitaxel or its combination with atezolizumab. We found that paclitaxel selectively damaged tumor-reactive T cells while atezolizumab was effective in a small set of patients with high levels of baseline B cells and CXCL13+ T cells. B cells concertedly expanded with CXCL13+ T cells in responsive patients following paclitaxel plus atezolizumab treatment. Our data highlight the importance of potential tumor-reactive T cells and their orchestrators in the effective response to anti-PD-L1 therapies, and reveal drawbacks of existing clinical trials for TNBC.
GSE171650	30	2021/04/08	Expression profiling by high throughput sequencing	0	1	1	1	GPL16791			broad_ici_lung	PD-L1 alteration in lung cancer affects tumorigenicity lung tumors	Cancer immunotherapy has focused on inhibitors of checkpoint proteins, such as Programmed Death Ligand 1 (PD-L1). Unlike RAS-mutated lung cancers, EGFR mutant tumors have generally low response to immunotherapy. Because treatment outcomes vary by EGFR allele, we assumed that intrinsic and microenvironmental factors are involved. Among all non-immunological signaling pathways we surveyed in patients’ datasets, EGFR signaling best associated with high PD-L1. Correspondingly, active EGFRs stabilized PD-L1’s transcripts and depleting PD-L1 severely inhibited EGFR-driven tumorigenicity and metastasis in mice. The underlying mechanisms involve recruitment of phospholipase C-g1 (PLC-g1) to a cytoplasmic motif of PD-L1, which enhances PLC-g1 activation by EGFR. Once stimulated, PLC-g1 activates calcium flux, RHO GTPases and protein kinase C, which promotes an aggressive phenotype. Furthermore, anti-PD-L1 antibodies can inhibit these intrinsic functions of PD-L1. Our results portray PD-L1 as a molecular amplifier of EGFR signaling and lay the foundation for understanding resistance of EGFR+ tumors to immunotherapy.
GSE171895	6	2022/06/30	Expression profiling by high throughput sequencing	0	0	1	1	GPL21697			broad_ici_lung	High-dimensional single cell analysis of T cells infiltrating human intrahepatic cholangiocarcinoma [RNA-Seq]	In tumors, CD4+ T regulatory cells (Tregs), a specialized subtype of cells indispensable for maintaining immune homeostasis and tolerance, inhibit anti-tumor immunity and response to immunotherapy. Selective targeting of the hyperactive Tregs promote tumor regression and synergizes with checkpoint blockade without severe, systemic autoimmunity, that is otherwise observed with non-specific Treg depletion. However, is poorly defined how Treg hyper-activation regulated in the tumor microenvironment. We found that mesenchyme homeobox-1 (MEOX1) a transcription factor with an important role in skeleton formation during development, is specifically overexpressed by intrahepatic cholangiocarcinoma infiltrating Treg compared to Treg cells present in the peritumoral tissue. Integration of transcriptomic data revealed that MEOX1 positively regulates several molecules involved in immunosuppression, including CTLA-4, ICOS and IL10, as well as a tumor Treg-specific signature associated with disease progression. Thus, interfering with the MEOX1-dependent molecular program may represent a novel immunotherapeutic approach capable to block immunosuppression in the tumor microenvironment without inducing autoimmunity in peripheral tissues.
GSE171899	12	2022/06/30	Expression profiling by high throughput sequencing	0	0	1	1	GPL21697			broad_ici_lung	High-dimensional single cell analysis of T cells infiltrating human intrahepatic cholangiocarcinoma [scRNA-Seq]	In tumors, CD4+ T regulatory cells (Tregs), a specialized subtype of cells indispensable for maintaining immune homeostasis and tolerance, inhibit anti-tumor immunity and response to immunotherapy. Selective targeting of the hyperactive Tregs promote tumor regression and synergizes with checkpoint blockade without severe, systemic autoimmunity, that is otherwise observed with non-specific Treg depletion. However, is poorly defined how Treg hyper-activation regulated in the tumor microenvironment. We found that mesenchyme homeobox-1 (MEOX1) a transcription factor with an important role in skeleton formation during development, is specifically overexpressed by intrahepatic cholangiocarcinoma infiltrating Treg compared to Treg cells present in the peritumoral tissue. Integration of transcriptomic data revealed that MEOX1 positively regulates several molecules involved in immunosuppression, including CTLA-4, ICOS and IL10, as well as a tumor Treg-specific signature associated with disease progression. Thus, interfering with the MEOX1-dependent molecular program may represent a novel immunotherapeutic approach capable to block immunosuppression in the tumor microenvironment without inducing autoimmunity in peripheral tissues.
GSE171974	4	2022/03/23	Expression profiling by high throughput sequencing	0	0	1	1	GPL21290			broad_ici_lung	JMJD6 is a possible epigenetic regulator of PD-L1 expression and an independent favorable prognostic factor of intrahepatic cholangiocarcinoma	Association of Jumonji domain-containing 6 (JMJD6) with outcomes of various cancers has been shown, however the impact on intrahepatic cholangiocarcinoma (ICC) has never been reported yet. The aim of this study is to clarify the role of JMJD6 in the clinical settings and the impact on the outcomes of ICC. The resected liver specimens of 53 patients who underwent surgery for ICC were analyzed for JMJD6 expression by immunohistochemistry staining. The relationship between clinicopathological factors and the JMJD6 expression was investigated. Commercial culture cell lines derived from primary ICC were incubated with siRNA to decrease the expression of JMJD6. The RNA and protein were extracted to analyze the downstream gene expression with RNA-sequence and western blotting. The relationship between JMJD6 expression and tumor immunological factors were evaluated. Low expression of JMJD6 was significantly associated with poor overall survival (OS, p=0.0024). The further analyses revealed that the higher expression of JMJD6 was one of the independent better prognostic factors. ICC cells with JMJD6 knockdown revealed significantly higher programmed death-ligand 1 (PD-L1) expression (p=0.0410) in RNA-seq. The western blotting showed the result matching with the RNA-seq. H3K4me3 histone protein expression was also upregulated under the knockdown of JMJD6. A higher CD8+ T cell count combined with high expression of JMJD6 was one of the significant indicators of better prognosis both in 
GSE172400	8	2021/04/21	Expression profiling by high throughput sequencing	0	0	1	1	GPL20301			broad_ici_lung	Non-Terminally Exhausted Tumor-Resident Memory HBV-specific T Cell Responses Correlate with Relapse-Free Survival in Hepatocellular Carcinoma	Hepatocellular carcinoma (HCC) often develops following chronic hepatitis B virus (HBV) infection and responds poorly to immune checkpoint blockade. Here we examined the antigen specificities of HCC-infiltrating T cells and their relevance to tumor control. Using highly multiplexed peptide-MHC tetramer staining of unexpanded cells from blood, liver and tumor tissues from 46 HCC patients, we detected 91 different antigen-specific CD8+ T cell populations targeting HBV, neoantigen, tumor-associated and disease-unrelated antigens. Parallel high-dimensional analysis delineated five distinct antigen-specific tissue-resident memory T (Trm) cell populations. Intratumoral and intrahepatic HBV-specific T cells were enriched for two Trm cell subsets that were PD-1-low and TOX-low, despite being clonally expanded. High frequencies of intratumoral terminally exhausted T cells was uncommon. Patients with tumor-infiltrating HBV-specific CD8+ Trm cells exhibited longer-term relapse-free survival. Thus, non-terminally exhausted HBV-specific CD8+ Trm cells show hallmarks of active involvement and effective antitumor response, implying that these cells could be harnessed for therapeutic purposes.
GSE173351	212	2021/07/21	Other	0	1	1	0	GPL24676			broad_ici_lung	Distinct transcriptional programs characterize neoantigen-specific T cells in lung cancers treated with neoadjuvant PD-1 blockade	This SuperSeries is composed of the SubSeries listed below.
GSE173896	16	2021/06/29	Expression profiling by high throughput sequencing	0	1	1	1	GPL20795			broad_ici_lung	Single-cell Transcriptome Analysis Reveals an Anomalous Epithelial Variation and Ectopic Inflammatory Response in Chronic Obstructive Pulmonary Disease	Chronic obstructive pulmonary disease (COPD) is a progressive disease that obstructs the airflow from the lungs, and tobacco smoking is the major cause of COPD. Here, we applied single-cell RNA sequencing to analyze COPD pathogenesis in COPD patients, non-COPD smokers and never-smokers and investigated the disease progression at single-cell resolution. By single-cell transcriptome analysis, COPD was characterized by shifts in the stromal, immune system and epithelial cell compositions. While epithelial components in never-smokers were relatively uniform, the smoker groups presented with extensive heterogeneity in epithelial cells, particularly in the alveolar type II (AT2) lineages. We identified a subpopulation of AT2 epithelial cells that emerged in smokers, such as COPD patients, and specifically expressed a series of chemokines and PD-L1. A trajectory analysis revealed that the inflammatory AT2 cell subpopulation followed a unique differentiation path, and a prediction model of cell-to-cell interactions inferred increased intercellular networks of inflammatory AT2 cells with immune and stromal cell populations. Thus, our analysis reveals a unique cellular differentiation pathway and function underlying the biological and clinical characteristics of COPD pathogenesis.
GSE174252	48	2022/03/08	Expression profiling by high throughput sequencing	0	0	1	1	GPL18573			broad_ici_lung	Blockade of intrinsic PD-1 promotes survival, chemo resistance and tumor growth in human colon cancer	Human colon cancer cells HT29, HCT116, LoVo robustly expressed PD-1. PD-1 signaling significantly decreased proliferation and promoted apoptosis in PD1+human colon cancer cells. The human anti-PD-1, Nivolumab (NIVO) ptomoted proliferation through pERK/pAKT signaling, reduced apoptosis and protected PD-1+ cells from Chemo/Radiotherapy (CRT). In vivo, NIVO promoted HT29 tumor growth reducing Oxaliplatin (OX) efficacy. As opposite to colon cancer cells, PD-1 signaling protects melanoma cells, thus NIVO treated human colon versus melanoma cancer cells, PES43 were evaluated for RNAseq. Among the commonly affected genes, opposite regulation was revealed between HT29 and HCT116 colon versus PES43 melanoma cells. BATF2, DRAM1, FXYD3, IFIT3, MT-TN, TNFRSF11A were upregulated in PES43 and downregulated in HT29 and HCT116 while CLK1, DCAF13, DNAJC2, MTHFD1L, PRPF3, PSMD7, SCFD1 were downregulated in PES43 and upregulated in HT29 and HCT116. DEGs were significantly enriched in the functional categories of the interferon pathway, innate immune, cytokine-mediated signaling pathway, neutrophil activation, immune effector process, granulocyte activation and cellular nitrogen compound metabolic process. Moreover, intrinsic PD-1 was expressed in 11/48 (22.9%) primary colorectal cancer and associated with tumor dimension (pT). Thus, PD-1 inhibition through NIVO protects human colon cancer cells and activate tumor survival pathways
GSE174570	114	2022/06/15	Expression profiling by array	1	0	1	1	GPL13667			array_ici_lung,broad_ici_lung	Cabozantinib enhances anti-PD1 efficacy and elicits a neutrophil-based immune response in murine models: implications for human HCC	Background & Aims: Immune checkpoint inhibitors combined with anti-angiogenic agents produces benefits in the treatment of advanced hepatocellular carcinoma (HCC). We investigated the efficacy and immunomodulatory activity of cabozantinib alone and combined with anti-PD1 in experimental models of HCC, and explored the potential target population that might benefit from this combination. Approach & Results: C57BL/6J mice bearing subcutaneous Hepa1-6 or Hep53.4 tumours received cabozantinib, anti-PD1, their combination or placebo. Tumour and blood samples were analysed by flow cytometry, immunohistochemistry, transcriptome and cytokine profiling. Cabozantinib-related effects were validated in a colorectal cancer PDX model. Transcriptomic data from three human HCC cohorts (Cohort 1: n=167, Cohort 2: n=57, TCGA: n=319) were used to cluster patients according to neutrophil features, and assess their impact on survival. The combination of cabozantinib and anti-PD1 showed increased anti-tumour efficacy compared to monotherapy and placebo (P<0.05). Cabozantinib alone significantly increased neutrophil infiltration and reduced CD8+PD1+ T cell proportions in the tumour, while the combination with anti-PD1 further stimulated both effects and significantly decreased T regulatory cell infiltration (all P<0.05). In blood, cabozantinib and especially combination increased the proportions of overall T cells (P<0.01) and memory/effector T cells (P<0.05), while lowering the neutrophil-to-lymph
GSE175540	24	2022/03/03	Expression profiling by high throughput sequencing	0	0	1	1	GPL24676			broad_ici_lung	Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer	The presence of intratumoral tertiary lymphoid structures (TLS) is associated with positive clinical outcomes and responses to immunotherapy in cancer. Here, we used spatial transcriptomics to examine the nature of B cell responses within TLS in renal cell carcinoma (RCC). B cells were enriched in TLS, and therein, we could identify all B cell maturation stages toward plasma cell (PC) formation. B cell repertoire analysis revealed clonal diversification, selection, expansion in TLS, and the presence of fully mature clonotypes at distance. In TLS+ tumors, IgG- and IgA-producing PCs disseminated into the tumor beds along fibroblastic tracks. TLS+ tumors exhibited high frequencies of IgG-producing PCs and IgG-stained and apoptotic malignant cells, suggestive of anti-tumor effector activity. Therapeutic responses and progression-free survival correlated with IgG-stained tumor cells in RCC patients treated with immune checkpoint inhibitors. Thus, intratumoral TLS sustains B cell maturation and antibody production that is associated with response to immunotherapy, potentially via direct anti-tumor effects.
GSE176021	110	2021/07/21	Expression profiling by high throughput sequencing	0	1	1	1	GPL24676			broad_ici_lung	Distinct transcriptional programs characterize neoantigen-specific T cells in lung cancers treated with neoadjuvant PD-1 blockade [single-cell RNA-seq]	Immune checkpoint blockade (ICB) has revolutionized cancer treatment, but most patients do not respond. PD-1 blockade “unleashes” CD8 T cells, including those specific for mutation-associated neoantigens (MANA), but factors in the tumor microenvironment can inhibit responses by dampening MANA-specific T cell function. Recent advances in single cell transcriptomics are revealing global T cell dysfunction programs in tumor-infiltrating lymphocytes (TIL). However, the vast majority of TIL do not recognize tumor antigens and little is known about transcriptional programs of true MANA-specific TIL. Here, we use an integrated approach to identify MANA-specific T cell clones using the MANA functional expansion of specific T cells (MANAFEST) assay in neoadjuvant anti-PD-1-treated lung cancers and use their TCR CDR3 as barcodes to track them and analyze their transcriptional programs and function in the tumor microenvironment using single cell RNA sequencing. We find both MANA-and virus-specific clones in TIL and adjacent normal lung, regardless of response status. MANA-specific, influenza (flu)-specific and EBV-specific TIL each have unique transcriptional programs. Most MANA-specific clones are tissue resident memory (TRM) cells, an incompletely activated cytolytic program, including EOMES deficiency, and higher levels of genes encoding T cell inhibitory molecules and Tox2. Notably, MANA-specific T cells express low levels of IL-7R and are functionally less responsive to IL-7 compar
GSE176022	102	2021/07/21	Expression profiling by high throughput sequencing; Other	0	1	1	1	GPL24676			broad_ici_lung	Distinct transcriptional programs characterize neoantigen-specific T cells in lung cancers treated with neoadjuvant PD-1 blockade [bulk TCR-seq]	Immune checkpoint blockade (ICB) has revolutionized cancer treatment, but most patients do not respond. PD-1 blockade “unleashes” CD8 T cells, including those specific for mutation-associated neoantigens (MANA), but factors in the tumor microenvironment can inhibit responses by dampening MANA-specific T cell function. Recent advances in single cell transcriptomics are revealing global T cell dysfunction programs in tumor-infiltrating lymphocytes (TIL). However, the vast majority of TIL do not recognize tumor antigens and little is known about transcriptional programs of true MANA-specific TIL. Here, we use an integrated approach to identify MANA-specific T cell clones using the MANA functional expansion of specific T cells (MANAFEST) assay in neoadjuvant anti-PD-1-treated lung cancers and use their TCR CDR3 as barcodes to track them and analyze their transcriptional programs and function in the tumor microenvironment using single cell RNA sequencing. We find both MANA-and virus-specific clones in TIL and adjacent normal lung, regardless of response status. MANA-specific, influenza (flu)-specific and EBV-specific TIL each have unique transcriptional programs. Most MANA-specific clones are tissue resident memory (TRM) cells, an incompletely activated cytolytic program, including EOMES deficiency, and higher levels of genes encoding T cell inhibitory molecules and Tox2. Notably, MANA-specific T cells express low levels of IL-7R and are functionally less responsive to IL-7 compar
GSE176307	90	2021/06/08	Expression profiling by high throughput sequencing	0	0	1	1	GPL24014			broad_ici_lung	Fibroblast Growth Factor Receptor 3 Alterations and Response to Immune Checkpoint Inhibition in Metastatic Urothelial Cancer: A Real World Experience	Purpose: We evaluated clinical outcomes of patients with FGFR3-altered metastatic UC treated with ICB and investigate the underlying immunogenomic mechanisms of response and resistance Methods: 103 patients with metastatic UC treated with ICB at a single academic medical center from 2014-2018 were identified. Clinical annotation for demographics and cancer outcomes, as well as somatic DNA and RNA sequencing were performed. Objective response rate to ICB, progression-free survival, and overall survival was compared between patients with FGFR3 alterations and those without. RNA expression, including molecular subtyping and T cell receptor clonality, was also compared between FGFR3-altered and non-altered patients Results: Our findings from this dataset confirm that FGFR3-altered (n=17) and wild type (n=86) bladder cancers are equally responsive to ICB (12 vs 19%, p=0.73). Moreover, we demonstrate that despite being less inflamed, FGFR3-altered tumors have equivalent T cell receptor (TCR) diversity and that the balance of a CD8 T cell gene expression signature to immune suppressive features is an important determinant of ICB response Conclusions: Our work in a real world dataset validates prior observations from clinical trials but also extends this prior work to demonstrate that FGFR3-altered and wild type tumors have equivalent TCR diversity and that the balance of effector T cell to immune suppression signals are an important determinant of ICB response.
GSE178521	6	2022/02/08	Expression profiling by high throughput sequencing	0	1	1	1	GPL24676			broad_ici_lung	PRMT5 inhibition increases PD-L1 expression and immunoresistance in lung cancer	Purpose: We sequenced mRNA from 3 biological replicates each of NCI-H460 lung adenocarcinoma cell lines expressing shRNA against GFP (control) or PRMT5.We then determined differential gene expression to identify the relationship between PRMT5 expression and tumorigenesis. Methods: PRMT5 shRNA and control shRNA NCI-H460 cells were generated by lentivirus targeting PRMT5 or GFP(control), in triplicate,using illumina Novaseq™ 6000. Results:PRMT5 specific knockdown cells were enriched in the negative regulation of T cells and type I IFN response,we found that negative regulation of T cell molecules like Arg2, CD274 and IDO1 were increased in the PRMT5 shRNA group compared with the control group.
GSE179351	54	2021/07/06	Expression profiling by high throughput sequencing	0	0	1	1	GPL18573			broad_ici_lung	Radiation Therapy Inhances Immunotherapy Response in  Microsatellite-stable Colorectal and Pancreatic Adenocarcinoma in a Phase II Trial	Immune checkpoint blockade has limited efficacy in microsatellite stable (MSS) colorectal (CRC) and pancreatic (PDAC) cancer. Preclinical models have demonstrated the use of radiation to activate the innate immune response and stimulate responsiveness to immune checkpoint blockade. Here, we describe a Phase 2 trial of radiation therapy combined with combined anti-CTLA4 (ipilimumab) and anti-PD1 (nivolumab) antibodies in MSS CRC and PDAC. In the per protocol analysis disease control rate was 37% (10/27) in CRC and 29% (5/17) in PDAC with an overall response rate of 15% (4/27) and 18% (3/17), respectively. Whole exome and RNA sequencing of biopsies from 17 patients revealed low tumor mutational burden in all tumors, but a notable upregulation of interferon stimulated genes with concordant high expression of multiple repeat RNA transcripts in responders. Altogether, this study provides foundational human proof of concept of radiation with combination immune checkpoint blockade therapy in otherwise immunotherapy resistant cancers.
GSE179373	21	2021/08/04	Expression profiling by high throughput sequencing	0	0	0	0	GPL24676			broad_ici_lung	Single cell RNA-sequencing of human brain metastasis-infiltrating T cells	The goal of this study is to understand the biology of brain metastasis-infiltrating T cells.
GSE179934	9	2021/08/01	Expression profiling by high throughput sequencing	0	1	1	1	GPL11154			broad_ici_lung	The immune heterogeneity between pulmonary adenocarcinoma and squamous cell carcinoma: a comprehensive analysis based on lncRNA model	Adenocarcinoma (AD) and squamous carcinoma (SCC) are major types of lung cancer. Although they both belong to non-small cell lung cancer (NSCLC), the differences in clinical prognosis and molecular mechanism between them are remarkable. Recently, numerous studies proved that immune status of carcinoma patients influence deeply the clinical outcome. Based on the theory of “Immune edit”, many immunotherapies come out and tremendously extended the life of the patients. Thus, research on immune status is significant and essential. Our study aims to select specific lncRNAs which control the key immune-related genes to construct the risk model for AD and SCC respectively and the patients were divided into high- and low-risk groups based on risk score. The prognostic significance of risk score was validated by our own cohorts. Besides, The GSEA analysis suggested that immune response or process of AD patients in high-risk group was weaken while the situation is opposite for SCC cohort. The evaluation of immune infiltration reveled that the infiltrating degree of dendritic cell (DC cell) might be the important change for AD patients. In addition, the prediction of response to immune checkpoint inhibitors (ICIs) treatment, based on T cell immune dysfunction and exclusion (TIDE) and immunophenoscore (IPS), indicated that the reasons for the deterioration of the immune microenvironment were T cell exclusion in AD patients and T cell dysfunction in SCC patients and the high-risk patients
GSE179994	47	2021/10/06	Expression profiling by high throughput sequencing	0	1	1	1	GPL24676			broad_ici_lung	Temporal single cell tracing reveals clonal revival and expansion of precursor exhausted T cells during anti-PD-1 therapy in lung cancer	Immune-checkpoint therapies have shown unprecedented clinical success in the treatment of non-small-cell lung cancer, but the underlying mechanisms of anti-PD-1–induced tumour rejection remain incompletely understood. Here, we performed temporal single-cell RNA and paired T cell receptor sequencing on 47 clinical tumour biopsies from 36 non-small-cell lung cancer patients before and during combination therapies of PD-1 blockade with chemotherapy. We found that the treatment in responsive tumours preferentially increased the precursors of exhausted T cells (Tex), characterized by the low expression of co-inhibitory molecules and high expression of GZMK. By contrast, non-responsive tumours failed to accumulate Tex precursors (Texp), suggestive of the critical role of such cells in PD-1-based immunotherapies. Although these post-treatment Texp cells shared clonotypes extensively with terminal Tex subset prior to treatment, our data suggested that they were not derived from the reinvigoration of terminal Tex cells; instead, such Texp cells were likely accumulated by (i) the expansion of pre-existing Texp cells, and (ii) the replenishment with peripheral T cells, a phenomenon we named clonal revival. Furthermore, post-treatment Texp cells expressed high level of CXCL13, which was exclusively expressed by terminal Tex subset in treatment-naïve tumours, implying that the emergence of CXCL13-expressing Texp cells resulted from the blockade of the transition to terminal Tex cells by P
GSE180347	144	2021/09/27	Expression profiling by array	1	1	1	1	GPL29738			array_ici_lung,broad_ici_lung,panel_ici_lung	Transcriptomic analysis of PD-L1 positive and negative hot lung adenocarcinomas identifies a different molecular immunogenic landscape	Lung cancer is a major global health problem, as it is the leading cause of cancer- related deaths worldwide. Non-small-cell lung cancer (NSCLC), the most common form, is a heterogeneous disease with adenocarcinoma and squamous cell carcinoma being the predominant subtypes. Immune-inhibiting interaction of Programmed cell death-ligand 1 (PD-L1) with programmed cell death-protein 1 (PD-1) causes checkpoint mediated immune evasion and is, accordingly, an important therapeutic target in cancer. In NSCLC, improved understanding of PD-1/PD-L1 checkpoint blockade-responsive biology is warranted. We aimed to identify the landscape of immune cell infiltration in primary lung adeno- carcinoma (LUAD) in the context of tumor PD-L1 expression and the extent of immune infiltration (“hot” vs. “cold” phenotype). Therefore, the study comprises LUAD cases (n=138) with “hot” and “cold” tumor immune phenotype and positive and negative tumor PD-L1 expression, respectively. Tumor samples were immunohistochemically analyzed for expression of PD-L1, CD4 and CD8 and further analyzed on transcriptomic level by Nanostring nCouter Pan Cancer Immune Profiling Panel. We detected significantly differentially expressed genes associated with PD-L1 positive and “hot” versus PD-L1 negative and “cold” phenotype. The presented study illustrates novel aspects of PD-L1 regulation, with potential biological relevance, as well as relevance for immunotherapy response stratification.
GSE180941	22	2023/02/28	Expression profiling by high throughput sequencing	0	0	1	1	GPL24676			broad_ici_lung	Cancer Cell Resistance to IFNγ Can Occur via Enhanced Double-Strand Break Repair Pathway Activity [RNA-seq]	The pleiotropic cytokine interferon-gamma (IFNγ) is known to be associated with cytostatic, anti-proliferation, and pro-apoptosis functions in cancer cells. However, cancer cells can become resistant to IFNγ, and the underlying mechanism is not fully understood. To investigate the potential IFNγ resistant mechanisms, we performed IFNγ sensitivity screens in more than 40 cancer cell lines and characterized the sensitive and resistant cell lines. By applying CRISPR screening and transcriptomic profiling in both IFNγ sensitive and resistant cells, we discovered that activation of double-strand break (DSB) repair genes could result in IFNγ resistance in cancer cells. In addition, suppression of single-strand break (SSB) repair genes increased the essentiality of DSB repair genes after IFNγ treatment. The relationship between the activation of DSB repair genes and IFNγ resistance was further confirmed in clinical tumor profiles from The Cancer Genome Atlas (TCGA) and immune checkpoint blockade (ICB) cohorts. Our study provides a comprehensive resource to elucidate IFNγ resistance in cancer and has the potential to inform combinational therapeutic strategies to overcome immunotherapy resistance.
