gene	direction	mt_ribo	min_patient_delta	max_patient_delta	GSE123902__n_units	GSE123902__n_high	GSE123902__n_low	GSE123902__patient_delta	GSE123902__sign_up	GSE123902__sign_down	GSE123902__cell_delta	GSE123902__auc	GSE123902__pct_high	GSE123902__pct_low	GSE123902__stat_up	GSE123902__cut_up	GSE123902__stat_down	GSE123902__cut_down	GSE131907__n_units	GSE131907__n_high	GSE131907__n_low	GSE131907__patient_delta	GSE131907__sign_up	GSE131907__sign_down	GSE131907__cell_delta	GSE131907__auc	GSE131907__pct_high	GSE131907__pct_low	GSE131907__stat_up	GSE131907__cut_up	GSE131907__stat_down	GSE131907__cut_down	GSE205335__n_units	GSE205335__n_high	GSE205335__n_low	GSE205335__patient_delta	GSE205335__sign_up	GSE205335__sign_down	GSE205335__cell_delta	GSE205335__auc	GSE205335__pct_high	GSE205335__pct_low	GSE205335__stat_up	GSE205335__cut_up	GSE205335__stat_down	GSE205335__cut_down	GSE189357__n_units	GSE189357__n_high	GSE189357__n_low	GSE189357__patient_delta	GSE189357__sign_up	GSE189357__sign_down	GSE189357__cell_delta	GSE189357__auc	GSE189357__pct_high	GSE189357__pct_low	GSE189357__stat_up	GSE189357__cut_up	GSE189357__stat_down	GSE189357__cut_down
SNX20	down	False	-0.02456042	-0.0035915617	12	1167	1167	-0.019929288	0.1666666666666666	0.5833333333333334	-0.012796693301697	0.4960925596726311	0.0094258783204798	0.0171379605826906	0.9655505094017476	31	0.0004768587411121	11	19	6076	6076	-0.0035915617	0.4210526315789473	0.4736842105263157	-0.0018889643459459	0.4999111268241077	0.0057603686635944	0.0059249506254114	0.5939767253366018	71	0.0146228223237753	31	21	7112	7112	-0.02456042	0.0952380952380952	0.8095238095238095	-0.0083223137670525	0.4953493283899833	0.0032339707536557	0.0125140607424071	0.7500175771637488	2	1.3115365979242378e-16	96	9	3559	3559	-0.0095557505	0.1111111111111111	0.7777777777777778	-0.010284838275633	0.4970449961595489	0.0028097780275358	0.008710311885361	0.9375526870376878	4	2.8771208798513797e-05	30
PYHIN1	down	False	-0.04146915	-0.0035740698	12	1167	1167	-0.039663978	0.0	0.5	-0.0291145172582906	0.4935270055048539	0.0068551842330762	0.0197086546700942	0.9984355150396657	31	7.260014842692539e-05	25	19	6076	6076	-0.0035740698	0.1578947368421052	0.3684210526315789	0.0	0.5	0.0013166556945358	0.0016458196181698	1.0	0	1.0	0	21	7112	7112	-0.04146915	0.0952380952380952	0.8095238095238095	-0.0115414527120466	0.4955409534543559	0.0070303712035995	0.0158886389201349	0.7500175771637488	2	1.786724033391478e-13	119	9	3559	3559	-0.013526891	0.0	1.0	-0.021784074231335	0.4958827949135991	0.0075864006743467	0.0157347569542006	0.9844079178279784	6	4.245899981827187e-09	45
CYTH4	down	False	-0.06350896	-0.003567628	12	1167	1167	-0.031750146	0.0833333333333333	0.6666666666666666	-0.0233539684138769	0.4917265650871694	0.0128534704370179	0.0291345329905741	0.7501071581654523	2	1.7485005871691212e-07	35	19	6076	6076	-0.003567628	0.3157894736842105	0.631578947368421	-0.0007264488285016	0.5013072022540036	0.0088874259381171	0.0062541145490454	0.0579909872927893	92	0.0591214780689577	15	21	7112	7112	-0.025220187	0.238095238095238	0.7619047619047619	-0.0091293061957722	0.4975702020919348	0.0082958380202474	0.0130764904386951	0.9961014359540836	8	1.554945331595808e-16	68	9	3559	3559	-0.06350896	0.0	1.0	-0.061886982617177	0.481510452666372	0.0095532452936218	0.0463613374543411	0.9997581162799478	12	3.458228030800256e-28	176
JAML	down	False	-0.0708906	-0.0034172253	12	1167	1167	-0.06394131	0.25	0.5833333333333334	-0.0446143849440025	0.4951203805890201	0.0334190231362467	0.0419880034275921	0.884110933887313	88	1.128341509388284e-09	43	19	6076	6076	-0.0034172253	0.4210526315789473	0.5263157894736842	-0.0008725935778567	0.5019644330687743	0.0090520078999341	0.0051020408163265	0.0061810227851463	86	0.0194965406403692	9	21	7112	7112	-0.020983664	0.1428571428571428	0.8095238095238095	-0.012756303721878	0.495545955377625	0.0056242969628796	0.014482564679415	0.9995136045331404	11	5.704086877287999e-15	86	9	3559	3559	-0.0708906	0.0	1.0	-0.0860415329925589	0.475104924564289	0.0185445349817364	0.0679966282663669	0.9999397416447368	14	2.813714357932384e-32	268
DOCK10	down	False	-0.08806243	-0.0033553534	12	1167	1167	-0.04518409	0.1666666666666666	0.75	-0.0361841994293607	0.4889175990113731	0.0299914310197086	0.0514138817480719	0.937660702770004	4	1.0392598049328132e-05	47	19	6076	6076	-0.0033553534	0.3684210526315789	0.631578947368421	-0.0040759060482222	0.5001104075175059	0.021066491112574	0.02073732718894	0.4745305546177524	250	0.0031707872090608	40	21	7112	7112	-0.060119543	0.1904761904761904	0.7619047619047619	-0.0266507921146016	0.493189387207856	0.0579302587176602	0.0700224971878515	0.7500175771637488	2	4.905196961368945e-16	414	9	3559	3559	-0.08806243	0.0	1.0	-0.0851037337292205	0.4779473083329142	0.0359651587524585	0.0783928069682495	0.7500351271603204	2	2.186836817964508e-38	306
IL18R1	down	False	-0.18716069	-0.0033064492	12	1167	1167	-0.01942773	0.25	0.4166666666666667	-0.0150180642603955	0.4969377093140483	0.0102827763496143	0.0162810625535561	0.9265491003730262	31	0.0002493335222466	16	19	6076	6076	-0.0033064492	0.4736842105263157	0.2631578947368421	0.0010605952518421	0.5011533874629934	0.0070770243581303	0.0047728768926925	0.0264363995298775	39	0.5	1	21	7112	7112	-0.012838385	0.2857142857142857	0.4761904761904761	0.0020401558730484	0.5095503124679719	0.031214848143982	0.0119516310461192	7.295949724323937e-16	307	0.000241773664956	23	9	3559	3559	-0.18716069	0.0	1.0	-0.132488243351499	0.461583529000675	0.0129249789266647	0.0890699634728856	0.9999995370647844	21	2.6136958800747884e-70	315
COTL1	down	False	-0.28598377	-0.0032810823	12	1167	1167	-0.119826205	0.0833333333333333	0.9166666666666666	-0.1050440805299699	0.5034698128848973	0.3101970865467009	0.2724935732647814	0.024945318903748	678	3.169724549727352e-08	270	19	6076	6076	-0.0032810823	0.5263157894736842	0.4736842105263157	-0.0636219086916219	0.4924926138562626	0.281928900592495	0.2768268597761685	0.2720853380657665	3395	3.981275413678673e-28	668	21	7112	7112	-0.27163365	0.238095238095238	0.7619047619047619	-0.013722304989215	0.5289570037048238	0.4386951631046119	0.3387232845894263	7.343861838996843e-35	5527	4.1880806099790946e-09	1570	9	3559	3559	-0.28598377	0.0	1.0	-0.3110477528543291	0.4393925195166676	0.1514470356841809	0.2492273110424276	0.9999999426696554	24	1.1032494461399269e-91	897
FGR	down	False	-0.042756572	-0.0032684773	12	1167	1167	-0.018120425	0.1666666666666666	0.5833333333333334	-0.0147788900083374	0.4943714208720388	0.0077120822622107	0.0188517566409597	0.994913640765114	31	1.448911509423429e-05	16	19	6076	6076	-0.0032684773	0.5789473684210527	0.3684210526315789	0.0003256767394217	0.501393312533236	0.0077353522053982	0.0049374588545095	0.0333415325674311	77	0.2499794255616821	2	21	7112	7112	-0.005954935	0.3333333333333333	0.5238095238095238	-0.0027150893386379	0.5009591237294719	0.0126546681664791	0.0106861642294713	0.1550656765036444	166	0.0078009690416313	7	9	3559	3559	-0.042756572	0.0	1.0	-0.044840799856274	0.4861071516232488	0.0148918235459398	0.0424276482157909	0.8750526907404805	3	1.801662536157455e-18	156
GZMH	down	False	-0.06595469	-0.0032295506	12	1167	1167	-0.03873235	0.1666666666666666	0.75	-0.0305034644036241	0.4972791468320839	0.0179948586118251	0.0231362467866323	0.8115877649276919	47	4.047024387253438e-05	26	19	6076	6076	-0.0032295506	0.3157894736842105	0.5789473684210527	-0.0009871369936333	0.5034168092899204	0.0171165240289664	0.010204081632653	0.0006431829504265	166	0.0179467383840874	59	21	7112	7112	-0.06595469	0.0952380952380952	0.8571428571428571	-0.0294096384982018	0.4958922347691634	0.0129358830146231	0.0209505061867266	0.9375263648186228	4	3.11392727229031e-23	105	9	3559	3559	-0.04149014	0.1111111111111111	0.8888888888888888	-0.0537267542593258	0.4906764949159912	0.0191064905872436	0.0373700477662264	0.9998792623761574	13	3.76234775711157e-13	60
BTK	down	False	-0.16094474	-0.0031154794	12	1167	1167	-0.035635803	0.1666666666666666	0.75	-0.0336728809006176	0.4881785519965284	0.0179948586118251	0.0411311053984575	0.8751607372481783	3	3.4839637588151397e-09	45	19	6076	6076	-0.0031154794	0.3684210526315789	0.4736842105263157	-7.956039568978498e-05	0.4999992144705575	0.0029624753127057	0.0029624753127057	0.2499794255616821	2	0.2207780323375233	27	21	7112	7112	-0.011362812	0.2857142857142857	0.5238095238095238	-0.0035053271868299	0.4987282956071014	0.0035151856017997	0.0060461192350956	0.7500175771637488	2	5.348730080425244e-06	33	9	3559	3559	-0.16094474	0.0	1.0	-0.1247417615317856	0.4633430942658817	0.0193874683899971	0.0918797415004214	0.999999999870214	38	6.704125687589256e-60	345
RCSD1	down	False	-0.1067577	-0.0030559294	12	1167	1167	-0.082382865	0.0833333333333333	0.75	-0.064230905000453	0.4815385101135261	0.040274207369323	0.0754070265638389	0.937660702770004	4	8.651736277094863e-13	83	19	6076	6076	-0.0030559294	0.5263157894736842	0.4736842105263157	0.0004297629628882	0.5022122676078863	0.0088874259381171	0.0044437129690585	0.0017435631211627	81	0.1659818938174146	17	21	7112	7112	-0.1067577	0.0476190476190476	0.9523809523809524	-0.0293897641021377	0.4884578445815055	0.0195444319460067	0.0421822272215973	1.0	53	1.0476162976792058e-30	136	9	3559	3559	-0.09865444	0.0	1.0	-0.0857981650066933	0.4749133954410858	0.0171396459679685	0.0668727170553526	0.9999999962937588	33	2.8868703519355675e-34	270
SP140	down	False	-0.0757297	-0.002938299	12	1167	1167	-0.011372776	0.25	0.5833333333333334	0.0053041448675833	0.5302062062326666	0.0976863753213367	0.0351328191945158	5.586799632666095e-10	155	0.0012404106070246	23	19	6076	6076	-0.002938299	0.3684210526315789	0.4736842105263157	-0.0012832507316944	0.5004899672179602	0.0044437129690585	0.0034562211981566	0.1903833394728746	47	0.0058417069403011	11	21	7112	7112	-0.0757297	0.0476190476190476	0.8571428571428571	-0.0213493220866414	0.496085392043233	0.0185601799775028	0.0260123734533183	0.9989434685673696	317	1.6336707810523508e-26	174	9	3559	3559	-0.025741486	0.1111111111111111	0.8888888888888888	-0.0341700833919492	0.4908149311557014	0.0103961787018825	0.0286597358808654	0.9999236291266712	25	1.3811454029617576e-11	107
DTL	down	False	-0.07311902	-0.0029201396	12	1167	1167	-0.0029201396	0.1666666666666666	0.4166666666666667	-0.004345957556614	0.5020746918434615	0.0154241645244215	0.0111396743787489	0.2350712617461786	31	0.0077423282311673	7	19	6076	6076	-0.0068266187	0.2631578947368421	0.631578947368421	-0.0092756704717827	0.4944356344759229	0.0177748518762343	0.0288018433179723	0.9805034593596308	9	2.909885105931569e-07	181	21	7112	7112	-0.07311902	0.1428571428571428	0.8571428571428571	-0.0744310985012653	0.4766839597454705	0.1206411698537682	0.1616985376827896	0.9843914751148444	6	1.0743039717269092e-32	1032	9	3559	3559	-0.0042319167	0.3333333333333333	0.4444444444444444	-0.0002391653377853	0.5022269800112596	0.0106771565046361	0.0061815116605788	0.0254561959597269	60	0.0606856440316288	27
WAS	down	False	-0.122423455	-0.002882926	12	1167	1167	-0.035154026	0.1666666666666666	0.75	-0.0366871014376669	0.4874112354237386	0.0171379605826906	0.0419880034275921	0.9936582247441136	14	1.5278601608190854e-07	52	19	6076	6076	-0.002882926	0.4210526315789473	0.5789473684210527	-0.0009677273938494	0.5018816409742559	0.0116853192890059	0.0078999341672152	0.0164650338560983	118	0.0058417069403011	11	21	7112	7112	-0.122423455	0.1904761904761904	0.8095238095238095	-0.028505415879597	0.4917387800336825	0.0163104611923509	0.0324803149606299	0.5	1	1.589722426957601e-32	229	9	3559	3559	-0.08080356	0.0	1.0	-0.0750402457438088	0.4778261223460565	0.0216352908120258	0.0654678280415847	0.9844079178279784	6	4.672351793429514e-28	274
BGN	down	False	-0.15166639	-0.0027177427	12	1167	1167	-0.15166639	0.0833333333333333	0.75	-0.1746159708870289	0.4808739919332633	0.065981148243359	0.0994001713796058	0.7501071581654523	2	1.406757979180818e-20	116	19	6076	6076	-0.0027177427	0.3157894736842105	0.3157894736842105	-0.0001717774417035	0.5018730272376104	0.0182685977616853	0.0144832126398946	0.0486676407985576	179	0.075592708548043	24	21	7112	7112	-0.006670388	0.1904761904761904	0.4285714285714285	-0.0111274878357095	0.4987699815960856	0.0358548931383577	0.0378233970753655	0.7478173860846105	524	8.911096141059906e-09	91	9	3559	3559	-0.05680807	0.0	1.0	-0.032782025855598	0.493453588253912	0.0196684461927507	0.0325934251194155	0.9844079178279784	6	1.146542330756354e-06	39
GPRIN3	down	False	-0.05216032	-0.0025535729	12	1167	1167	-0.009144857	0.1666666666666666	0.6666666666666666	-0.0048430277038283	0.5027230559906131	0.0428449014567266	0.0368466152527849	0.262835578924034	93	0.0362647795594238	54	19	6076	6076	-0.0025535729	0.3157894736842105	0.4736842105263157	-0.0007859524566307	0.4990944470761185	0.0036208031599736	0.0054312047399605	0.5	3	0.0321799785842562	50	21	7112	7112	-0.05216032	0.1904761904761904	0.8095238095238095	-0.0164521571160079	0.497134402113192	0.0295275590551181	0.0347300337457817	0.5	1	1.6545987739080033e-14	239	9	3559	3559	-0.0325956	0.0	1.0	-0.033034768342816	0.4942154810006031	0.027535824669851	0.0384939589772408	0.9687938996934188	5	6.462723459499714e-13	125
ANGPT1	down	False	-0.01611119	-0.0025434021	12	1167	1167	-0.01611119	0.0833333333333333	0.5833333333333334	-0.0155591296129758	0.4943273644180986	0.0111396743787489	0.0222793487574978	0.988719694206114	39	6.942074657916503e-07	25	19	6076	6076	-0.0028472971	0.2105263157894736	0.1578947368421052	0.0006014483573278	0.5016383029140217	0.0077353522053982	0.0044437129690585	0.0130305946476196	74	0.0351112489757501	8	21	7112	7112	-0.0025434021	0.238095238095238	0.238095238095238	-0.0038252020273582	0.5013716341208193	0.0239032620922384	0.0209505061867266	0.1286836209954977	319	1.2899156375972336e-05	113	9	3559	3559	-0.015728744	0.2222222222222222	0.7777777777777778	-0.0098288575894213	0.4984170425866505	0.0106771565046361	0.0137679123349255	0.8750526907404805	3	0.0002572191434124	46
IL12RB1	down	False	-0.02620588	-0.002475974	12	1167	1167	-0.008684306	0.0	0.4166666666666667	-0.00861542661686	0.4974201274846922	0.0059982862039417	0.0111396743787489	0.687660840682701	4	0.037906749516686	16	19	6076	6076	-0.002475974	0.3684210526315789	0.2631578947368421	0.0	0.5	0.0018104015799868	0.0011520737327188	1.0	0	1.0	0	21	7112	7112	-0.02620588	0.1428571428571428	0.7142857142857143	-0.0071894243115231	0.4977734324091097	0.0099831271091113	0.014341957255343	0.9929294114785012	173	4.10935738144196e-12	64	9	3559	3559	-0.0119675305	0.1111111111111111	0.7777777777777778	-0.0146799627887171	0.49618193087725	0.0061815116605788	0.0137679123349255	0.937592208786731	7	2.512183359412444e-07	45
PPP2R2B	down	False	-0.015440166	-0.0024597566	12	1167	1167	-0.0058570183	0.25	0.3333333333333333	0.0028189485082097	0.5089386873673258	0.0239931448157669	0.0059982862039417	0.0002313888849211	35	0.1090734884590364	6	19	6076	6076	-0.0024597566	0.3684210526315789	0.2631578947368421	-0.0001458295702651	0.5006571360094931	0.0036208031599736	0.0023041474654377	0.1211420143689466	36	0.1249691383425232	3	21	7112	7112	-0.015440166	0.0	0.8095238095238095	-0.013267483171638	0.494474229063254	0.0279808773903262	0.0388076490438695	0.999575945089756	22	1.7262648242968083e-10	108	9	3559	3559	-0.0029020677	0.3333333333333333	0.6666666666666666	-0.0063271976614547	0.499835194952726	0.0084293340826074	0.008710311885361	0.6013517239751833	61	0.0011618506711523	17
LPXN	down	False	-0.07762801	-0.0024593899	12	1167	1167	-0.04384965	0.1666666666666666	0.8333333333333334	-0.0395511922437685	0.4995752223565944	0.0728363324764353	0.0702656383890317	0.436224132022616	167	6.341014474153449e-10	65	19	6076	6076	-0.0024593899	0.631578947368421	0.3684210526315789	0.0030844773533603	0.5065654550805011	0.042626728110599	0.0292955892034233	4.661514893610257e-05	437	0.0192407135362995	12	21	7112	7112	-0.07762801	0.1904761904761904	0.8095238095238095	-0.0185126310809475	0.5014602057265339	0.046541057367829	0.0423228346456692	0.1189746739918492	632	7.146359639514188e-21	151	9	3559	3559	-0.07134227	0.1111111111111111	0.8888888888888888	-0.0541117387088065	0.4882266037425864	0.041022759202023	0.063220005619556	0.9102945923395792	9	1.6898818735262424e-19	259
STAB1	down	False	-0.06238195	-0.00244449	12	1167	1167	-0.019344298	0.0833333333333333	0.5833333333333334	-0.0244548432424035	0.4888019508197804	0.0094258783204798	0.0317052270779777	0.7501071581654523	2	3.181764598165491e-06	37	19	6076	6076	-0.00244449	0.3157894736842105	0.4736842105263157	-0.0013743502731371	0.5021166497136772	0.0125082290980908	0.0082290980908492	0.0095268943552038	125	0.0012342934559247	26	21	7112	7112	-0.0036514814	0.1428571428571428	0.5238095238095238	-0.0021639595617238	0.4999961348774738	0.0036557930258717	0.0036557930258717	0.5551589309460795	52	0.0020231064635504	25	9	3559	3559	-0.06238195	0.0	1.0	-0.0478180130740597	0.4859629916154297	0.012082045518404	0.0398988479910087	0.9990296000549002	10	2.076484824858462e-21	139
CXCR6	down	False	-0.022285694	-0.002313121	12	1167	1167	-0.014772784	0.0833333333333333	0.5833333333333334	-0.0226674033721922	0.4973830466359593	0.0085689802913453	0.0137103684661525	0.9168717126937912	26	0.0002493335222466	16	19	6076	6076	-0.002313121	0.2631578947368421	0.2105263157894736	0.0	0.5	0.0016458196181698	0.0006583278472679	1.0	0	1.0	0	21	7112	7112	-0.022285694	0.0952380952380952	0.7619047619047619	-0.0124915504047887	0.4963306444470032	0.0030933633295838	0.0104049493813273	0.999999987785504	96	7.149956933367663e-16	56	9	3559	3559	-0.019367183	0.1111111111111111	0.7777777777777778	-0.0166645284132289	0.4963346962743638	0.0036527114357965	0.0109581343073897	0.9999396375848796	52	5.11736605563032e-07	37
SELL	down	False	-0.110052094	-0.0023000878	12	1167	1167	-0.06292898	0.1666666666666666	0.6666666666666666	-0.0453306236039749	0.4923044389080167	0.0265638389031705	0.0411311053984575	0.9806333528574824	79	1.6696202561453772e-08	46	19	6076	6076	-0.0023000878	0.4210526315789473	0.4736842105263157	0.0003956525569805	0.5025290120401619	0.0266622778143515	0.021560236998025	0.0205223733985151	251	0.0017011590460888	13	21	7112	7112	-0.110052094	0.1904761904761904	0.7619047619047619	-0.018125654326391	0.500003410402229	0.0187007874015748	0.0184195725534308	0.475239189411366	264	4.296137603880412e-19	98	9	3559	3559	-0.033057526	0.0	1.0	-0.0444084232279418	0.4893721468496262	0.0126440011239112	0.0337173363304299	0.7500351271603204	2	1.3945884689001724e-15	131
GPR34	down	False	-0.05808223	-0.0022964566	12	1167	1167	-0.022822633	0.25	0.5833333333333334	-0.0311116076749132	0.4909129892377425	0.0102827763496143	0.0282776349614395	0.9996324722162052	45	9.795477050299629e-06	35	19	6076	6076	-0.0038284368	0.1578947368421052	0.4736842105263157	-0.002366834056686	0.4995846039046339	0.0041145490454246	0.0049374588545095	0.5	1	0.0036755069361477	15	21	7112	7112	-0.0022964566	0.238095238095238	0.2857142857142857	-0.0009378841251415	0.4996475522287779	0.0018278965129358	0.0025309336332958	0.5	3	0.0095664568503125	19	9	3559	3559	-0.05808223	0.1111111111111111	0.8888888888888888	-0.0588415269092643	0.4822129761217816	0.0109581343073897	0.0463613374543411	0.9998914975753624	21	2.7427740250114013e-25	188
FAM78A	down	False	-0.018720083	-0.0022412674	12	1167	1167	-0.005780785	0.25	0.3333333333333333	0.0	0.5	0.0068551842330762	0.0077120822622107	1.0	0	1.0	0	19	6076	6076	-0.0022412674	0.2105263157894736	0.5263157894736842	-0.0008725632395771	0.4994235568253082	0.0016458196181698	0.0027978933508887	0.7500205744383178	2	0.0575100684933026	20	21	7112	7112	-0.01771698	0.0952380952380952	0.8095238095238095	-0.0038047168432793	0.4975336761898014	0.0037964004499437	0.0087176602924634	0.968771969137185	5	8.40501245089994e-07	67	9	3559	3559	-0.018720083	0.0	1.0	-0.0175602575769093	0.4946472504873295	0.0042146670413037	0.0148918235459398	0.7500351271603204	2	8.014287410734432e-10	55
BLM	down	False	-0.04497819	-0.0022197482	12	1167	1167	-0.0022197482	0.1666666666666666	0.5	-0.004159328405553	0.5020937829735023	0.0154241645244215	0.0111396743787489	0.2350712617461786	31	0.0623392972299959	4	19	6076	6076	-0.0031341922	0.4210526315789473	0.4736842105263157	-0.0026778709927132	0.4998751008186408	0.0189269256089532	0.0190915075707702	0.5	1	0.0036755069361477	15	21	7112	7112	-0.04497819	0.0952380952380952	0.9047619047619048	-0.0305422858041945	0.4904660376922795	0.076912260967379	0.093503937007874	0.9998004894577848	20	1.2712829890006681e-18	436	9	3559	3559	-0.0023632029	0.2222222222222222	0.6666666666666666	-0.0009519533623063	0.5018079607114241	0.0098342230963753	0.0061815116605788	0.0548655893946664	57	0.0316096191600769	19
FABP4	down	False	-0.117188096	-0.0021576341	12	1167	1167	-0.008783841	0.1666666666666666	0.25	-0.0096735501251448	0.5171412648167362	0.0574121679520137	0.0222793487574978	8.674171094987579e-06	93	0.0077423282311673	7	19	6076	6076	-0.003206207	0.3684210526315789	0.2631578947368421	-0.0015605066123709	0.5005717029108145	0.0047728768926925	0.0036208031599736	0.2000335801480575	51	0.0460563860450621	13	21	7112	7112	-0.0021576341	0.238095238095238	0.2857142857142857	0.0007808199599345	0.5015385065846663	0.0088582677165354	0.0057649043869516	0.0191237314774607	104	0.2253378769111467	44	9	3559	3559	-0.117188096	0.1111111111111111	0.8888888888888888	-0.0980658260346623	0.491499691192842	0.0688395616746277	0.0826074740095532	0.9874976511037454	539	1.9672488022235028e-17	340
FCRL6	down	False	-0.005056514	-0.0021503638	12	1167	1167	-0.0037284463	0.0833333333333333	0.1666666666666666	0.0	0.5	0.001713796058269	0.0042844901456726	1.0	0	1.0	0	19	6076	6076	-0.0022782874	0.2631578947368421	0.2631578947368421	-0.0007129229432373	0.5004076897806629	0.0052666227781435	0.0044437129690585	0.2978868543574849	57	0.1093171296298911	6	21	7112	7112	-0.0021503638	0.3333333333333333	0.4761904761904761	0.0009195776610101	0.5031548494219438	0.0097019122609673	0.0033745781777277	1.5374108042327997e-06	93	0.0078009690416313	7	9	3559	3559	-0.005056514	0.2222222222222222	0.5555555555555556	-0.0040918449363861	0.4985945188722898	0.0014048890137679	0.0042146670413037	0.8750526907404805	3	0.0105652326653112	16
CCR6	down	False	-0.03980479	-0.0020920106	12	1167	1167	-0.03980479	0.1666666666666666	0.8333333333333334	-0.0280228646622269	0.4913590608338858	0.0102827763496143	0.027420736932305	0.9688838615113796	5	2.0384860187671526e-06	31	19	6076	6076	-0.0020920106	0.3157894736842105	0.3684210526315789	-0.0001775729925073	0.5006569057681047	0.0041145490454246	0.0027978933508887	0.1395605351152143	42	0.0624459921012455	7	21	7112	7112	-0.0108817415	0.2857142857142857	0.6190476190476191	-0.0028607497111759	0.4992909823192095	0.0046400449943757	0.0060461192350956	0.8972396824102068	76	3.778138018594482e-05	19	9	3559	3559	-0.024492078	0.1111111111111111	0.8888888888888888	-0.035742767407863	0.4913283728922026	0.0148918235459398	0.0320314695139084	0.9999953917923924	66	7.79752132249522e-11	132
TNFRSF4	down	False	-0.17381464	-0.0020179662	12	1167	1167	-0.027634347	0.25	0.6666666666666666	-0.0326783215182307	0.4953358900762103	0.0308483290488431	0.0394173093401885	0.5	1	1.0392598049328132e-05	47	19	6076	6076	-0.0020179662	0.7368421052631579	0.2631578947368421	0.0002314217271176	0.5019688211987634	0.0077353522053982	0.0037853851217906	0.0027242802412247	70	0.0194965406403692	9	21	7112	7112	-0.04301898	0.3333333333333333	0.6190476190476191	-0.0116329428783788	0.498074338623167	0.0084364454443194	0.0122328458942632	0.9843914751148444	6	3.3167081551066445e-08	52	9	3559	3559	-0.17381464	0.0	1.0	-0.14102318516424	0.4624583181390316	0.0250070244450688	0.0991851643720146	0.9980567399409256	9	1.7776328948807347e-53	389
CX3CR1	down	False	-0.0069475602	-0.0019960671	12	1167	1167	-0.0026952866	0.0833333333333333	0.25	0.0	0.5	0.0025706940874035	0.0051413881748071	1.0	0	1.0	0	19	6076	6076	-0.0019960671	0.2631578947368421	0.2631578947368421	0.0001250701054687	0.5009034942949976	0.0034562211981566	0.0016458196181698	0.035199348589583	31	0.2499794255616821	2	21	7112	7112	-0.0051098894	0.4285714285714285	0.3809523809523809	-0.0004106199126715	0.5012543854807098	0.0091394825646794	0.0066085489313835	0.0531980999441164	112	0.0716120508600428	17	9	3559	3559	-0.0069475602	0.1111111111111111	0.6666666666666666	-0.0083128454354864	0.4973299213885845	0.0008429334082607	0.0061815116605788	0.9844079178279784	6	1.74628626851364e-05	24
DOCK2	down	False	-0.09160387	-0.0019634962	12	1167	1167	-0.038568947	0.0833333333333333	0.8333333333333334	-0.0290034025686515	0.4929704256367442	0.014567266495287	0.0282776349614395	0.9928599363633756	50	1.8311524983066053e-07	27	19	6076	6076	-0.0019634962	0.631578947368421	0.3157894736842105	-0.0080205528310537	0.4926269935653762	0.0240289664252797	0.0388413429888084	0.5661283201600678	36	2.452284654439364e-07	356	21	7112	7112	-0.083438806	0.1428571428571428	0.8095238095238095	-0.0202995528952548	0.4932575655967638	0.014623172103487	0.0278402699662542	0.999742270488927	16	1.2052809742557155e-24	212	9	3559	3559	-0.09160387	0.0	1.0	-0.0768217850251658	0.476113926196234	0.0230401798257937	0.0702444506883956	0.9375526870376878	4	2.07749781399401e-33	279
SIGLEC9	down	False	-0.005370138	-0.0019129558	12	1167	1167	-0.005370138	0.0	0.4166666666666667	0.0	0.5	0.0042844901456726	0.0094258783204798	1.0	0	1.0	0	19	6076	6076	-0.0024352826	0.0526315789473684	0.4210526315789473	0.0	0.5	0.0008229098090849	0.0016458196181698	1.0	0	1.0	0	21	7112	7112	-0.0019129558	0.0952380952380952	0.1428571428571428	0.0	0.5	0.0004218222722159	0.0011248593925759	1.0	0	1.0	0	9	3559	3559	-0.00290481	0.3333333333333333	0.5555555555555556	-0.0038722690385952	0.4987347314538268	0.0025288002247822	0.0050576004495644	0.7735528096053431	7	0.0260595562306433	22
TIGIT	down	False	-0.073601685	-0.0018620947	12	1167	1167	-0.035307687	0.1666666666666666	0.75	-0.0224073426135507	0.4994430529947741	0.0179948586118251	0.0188517566409597	0.6206948168481786	43	0.0011818612720862	26	19	6076	6076	-0.0018620947	0.3157894736842105	0.4736842105263157	-0.0020870771800382	0.5004074459956634	0.0039499670836076	0.0031270572745227	0.2708317159960647	43	0.0107168838011734	10	21	7112	7112	-0.073601685	0.0476190476190476	0.9047619047619048	-0.026335628610567	0.4933419854084606	0.0127952755905511	0.0258717660292463	0.998051814928096	9	8.890642689438593e-27	122	9	3559	3559	-0.028806673	0.0	1.0	-0.0318878359473558	0.4934736806536874	0.008710311885361	0.0216352908120258	0.9961091019374768	8	3.419332557916537e-13	56
ADAMDEC1	down	False	-0.020119833	-0.0018483392	12	1167	1167	-0.020119833	0.0	0.5	0.0	0.5	0.0025706940874035	0.0137103684661525	1.0	0	1.0	0	19	6076	6076	-0.0018483392	0.1578947368421052	0.4736842105263157	-0.0012441284322169	0.4999158129135406	0.0032916392363396	0.0034562211981566	0.5627887637088604	40	0.0326551796750987	11	21	7112	7112	-0.0018986271	0.0476190476190476	0.2857142857142857	0.0	0.5	0.0011248593925759	0.0012654668166479	1.0	0	1.0	0	9	3559	3559	-0.009356904	0.0	0.5555555555555556	-0.0073927500088817	0.4981729337453709	0.0011239112110143	0.0047766226468109	0.8750526907404805	3	0.0020706978869489	16
