gene	chrom	start
ZCCHC4	4	25312774
ANAPC4	4	25377263
SLC34A2	4	25648011
SEL1L3	4	25747433
SMIM20	4	25861830
RBPJ	4	26163455
TBC1D19	4	26576437
STIM2	4	26857601
PCDH7	4	30720369
ARAP2	4	35948221
DTHD1	4	36281616
C4orf19	4	37453925
RELL1	4	37590800
PGM2	4	37826660
TBC1D1	4	37891084
PTTG2	4	37960398
KLF3	4	38664197
TLR10	4	38772238
TLR1	4	38790677
TLR6	4	38822897
FAM114A1	4	38867677
TMEM156	4	38966744
KLHL5	4	39045039
WDR19	4	39182504
RFC1	4	39287456
KLB	4	39406930
RPL9	4	39452587
LIAS	4	39459004
UGDH	4	39498755
SMIM14	4	39546336
UBE2K	4	39698109
PDS5A	4	39822863
N4BP2	4	40056797
RHOH	4	40191011
CHRNA9	4	40335333
RBM47	4	40423267
NSUN7	4	40749925
APBB2	4	40810027
UCHL1	4	41256413
LIMCH1	4	41359607
TMEM33	4	41935129
DCAF4L1	4	41981756
SLC30A9	4	41990502
BEND4	4	42110853
SHISA3	4	42397488
ATP8A1	4	42408373
GUF1	4	44678420
GNPDA2	4	44682200
GABRA2	4	46243548
GABRA4	4	46918900
GABRB1	4	46993723
COMMD8	4	47450787
ATP10D	4	47485275
CORIN	4	47593999
NFXL1	4	47847233
NIPAL1	4	47914142
TXK	4	48066393
TEC	4	48135783
SLAIN2	4	48341529
FRYL	4	48497357
OCIAD1	4	48805212
OCIAD2	4	48885019
DCUN1D4	4	51843000
LRRC66	4	51993652
SGCB	4	52020706
SPATA18	4	52051304
USP46	4	52590960
RASL11B	4	52862317
SCFD2	4	52872982
FIP1L1	4	53377569
LNX1	4	53459301
CHIC2	4	54009789
PDGFRA	4	54229280
KIT	4	54657267
KDR	4	55078481
SRD5A3	4	55346213
TMEM165	4	55395957
CLOCK	4	55427903
EXOC1	4	55853648
CEP135	4	55948871
AASDH	4	56338287
PPAT	4	56393362
PAICS	4	56435741
SRP72	4	56467617
ARL9	4	56505209
HOPX	4	56647989
SPINK2	4	56809860
REST	4	56907876
NOA1	4	56963350
POLR2B	4	56977722
IGFBP7	4	57030773
ADGRL3	4	61200326
EPHA5	4	65319563
CENPC	4	67468762
STAP1	4	67558727
UBA6	4	67612652
YTHDC1	4	68310387
TMPRSS11E	4	68447463
UGT2B15	4	68646597
SULT1B1	4	69721167
FDCSP	4	70226124
SMR3B	4	70370093
JCHAIN	4	70655541
UTP3	4	70688532
RUFY3	4	70704204
GRSF1	4	70815783
MOB1B	4	70902326
DCK	4	70992538
SLC4A4	4	71062667
NPFFR2	4	72031902
ADAMTS3	4	72280969
COX18	4	73052362
ANKRD17	4	73073376
RASSF6	4	73571550
CXCL8	4	73740519
CXCL6	4	73836640
PF4V1	4	73853296
CXCL1	4	73869393
PF4	4	73980811
CXCL5	4	73995642
CXCL3	4	74036589
CXCL2	4	74097040
MTHFD2L	4	74114174
EREG	4	74365145
AREG	4	74445136
BTC	4	74744759
PARM1	4	74933095
RCHY1	4	75479033
THAP6	4	75513946
ODAPH	4	75556048
CDKL2	4	75576496
G3BP2	4	75641849
USO1	4	75724577
PPEF2	4	75859864
NAAA	4	75913660
SDAD1	4	75940950
CXCL9	4	76001275
ART3	4	76011184
CXCL10	4	76021118
CXCL11	4	76033682
NUP54	4	76107562
SCARB2	4	76158737
FAM47E	4	76214040
CCDC158	4	76312997
SHROOM3	4	76435229
CCNI	4	77047155
CCNG2	4	77157207
CXCL13	4	77511753
CNOT6L	4	77713387
MRPL1	4	77862830
FRAS1	4	78057323
ANXA3	4	78551747
BMP2K	4	78776342
PAQR3	4	78887127
ANTXR2	4	79901146
PRDM8	4	80183879
FGF5	4	80266639
BMP3	4	81030708
PRKG2	4	81087370
RASGEF1B	4	81426393
HNRNPD	4	82352498
HNRNPDL	4	82422565
ENOPH1	4	82430590
TMEM150C	4	82483170
SCD5	4	82629539
SEC31A	4	82818509
THAP9	4	82900684
LIN54	4	82909973
COPS4	4	83034447
PLAC8	4	83090048
COQ2	4	83261536
HPSE	4	83292461
HELQ	4	83407343
MRPS18C	4	83455932
ABRAXAS1	4	83459517
GPAT3	4	83535914
NKX6-1	4	84491985
CDS1	4	84583127
WDFY3	4	84668765
ARHGAP24	4	85475150
MAPK10	4	85990007
PTPN13	4	86594315
AFF1	4	86935002
KLHL8	4	87160103
HSD17B13	4	87303789
HSD17B11	4	87336515
NUDT9	4	87422573
SPARCL1	4	87473335
SPP1	4	87975667
PKD2	4	88007635
ABCG2	4	88090150
PPM1K	4	88257620
HERC6	4	88378739
HERC5	4	88457119
PYURF	4	88520998
HERC3	4	88523810
NAP1L5	4	88695913
FAM13A	4	88725955
TIGD2	4	89111533
GPRIN3	4	89236383
SNCA	4	89700345
MMRN1	4	89879532
CCSER1	4	90127394
GRID2	4	92303966
SMARCAD1	4	94207611
HPGDS	4	94298535
PDLIM5	4	94451857
BMPR1B	4	94757955
UNC5C	4	95162504
STPG2	4	97184093
RAP1GDS1	4	98261384
TSPAN5	4	98470367
EIF4E	4	98879276
METAP1	4	98995659
ADH5	4	99070978
ADH6	4	99202638
ADH1B	4	99304971
TRMT10A	4	99546709
MTTP	4	99564081
DAPP1	4	99816827
LAMTOR3	4	99878336
DNAJB14	4	99896248
DDIT4L	4	100185870
EMCN	4	100395341
PPP3CA	4	101023409
BANK1	4	101411286
SLC39A8	4	102251080
NFKB1	4	102501330
MANBA	4	102630770
UBE2D3	4	102794383
CISD2	4	102868974
SLC9B1	4	102885048
SLC9B2	4	103019868
BDH2	4	103077592
CENPE	4	103105349
TACR3	4	103586031
CXXC4	4	104468308
TET2	4	105145875
PPA2	4	105369077
ARHGEF38	4	105552620
INTS12	4	105682627
GSTCD	4	105708778
NPNT	4	105894775
TBCK	4	106041599
AIMP1	4	106315544
DKK2	4	106921802
PAPSS1	4	107590276
SGMS2	4	107824563
CYP2U1	4	107931549
HADH	4	107989714
LEF1	4	108047545
RPL34	4	108620569
OSTC	4	108650585
COL25A1	4	108808725
SEC24B	4	109433772
MCUB	4	109560209
CASP6	4	109688622
PLA2G12A	4	109709989
CFI	4	109731008
GAR1	4	109815510
LRIT3	4	109848107
EGF	4	109912883
ELOVL6	4	110045846
ENPEP	4	110365733
PITX2	4	110617423
FAM241A	4	112145454
AP1AR	4	112231740
TIFA	4	112272968
ALPK1	4	112285509
ZGRF1	4	112539333
LARP7	4	112637077
ANK2	4	112818032
CAMK2D	4	113418054
ARSJ	4	113900284
UGT8	4	114598770
TRAM1L1	4	117083554
NDST3	4	118033618
PRSS12	4	118280038
METTL14	4	118685392
SEC24D	4	118722823
SYNPO2	4	118850688
USP53	4	119212587
C4orf3	4	119296419
PDE5A	4	119494397
MAD2L1	4	120055623
PRDM5	4	120684919
NDNF	4	121035613
TNIP3	4	121131408
ANXA5	4	121667946
EXOSC9	4	121801318
CCNA2	4	121816444
BBS7	4	121824329
TRPC3	4	121874481
IL21	4	122610108
BBS12	4	122732702
FGF2	4	122826682
NUDT6	4	122888697
SPATA5	4	122923070
SPRY1	4	123396795
ANKRD50	4	124664048
FAT4	4	125314918
INTU	4	127623271
HSPA4L	4	127781821
PLK4	4	127880893
MFSD8	4	127917799
ABHD18	4	127965315
LARP1B	4	128061286
PGRMC2	4	128269237
JADE1	4	128809700
SCLT1	4	128864921
C4orf33	4	129093317
PCDH10	4	133149294
PABPC4L	4	134196333
PCDH18	4	137518918
SLC7A11	4	138164097
NOCT	4	139015781
ELF2	4	139028112
MGARP	4	139266165
NDUFC1	4	139266880
NAA15	4	139301446
RAB33B	4	139453232
SETD7	4	139495941
MGST2	4	139665768
MAML3	4	139716753
SCOC	4	140257286
CLGN	4	140388453
MGAT4D	4	140442262
ELMOD2	4	140524168
TBC1D9	4	140620782
RNF150	4	140859807
ZNF330	4	141220887
IL15	4	141636583
INPP4B	4	142023160
USP38	4	143184917
GAB1	4	143336876
SMARCA5	4	143513702
FREM3	4	143577302
GYPE	4	143870864
GYPA	4	144109303
HHIP	4	144646156
ANAPC10	4	144831908
ABCE1	4	145098288
OTUD4	4	145110838
SMAD1	4	145481194
MMAA	4	145599042
ZNF827	4	145757627
LSM6	4	146175703
REELD1	4	146214515
SLC10A7	4	146253975
EDNRA	4	147480917
TMEM184C	4	147617386
PRMT9	4	147637785
ARHGAP10	4	147732063
NR3C2	4	148078762
DCLK2	4	150078445
LRBA	4	150264435
RPS3A	4	151099624
SH3D19	4	151102751
GATB	4	151670504
FBXW7	4	152320544
TMEM154	4	152618628
TIGD4	4	152769354
ARFIP1	4	152779937
FHDC1	4	152936323
TRIM2	4	153152163
MND1	4	153344649
TMEM131L	4	153466346
TLR2	4	153684070
RNF175	4	153710160
SFRP2	4	153780591
DCHS2	4	154231742
PLRG1	4	154535005
FGG	4	154604134
LRAT	4	154626945
RBM46	4	154781213
MAP9	4	155342658
GUCY1A1	4	155666726
GUCY1B1	4	155758992
TDO2	4	155854738
CTSO	4	155921580
PDGFC	4	156760454
TMEM144	4	158201604
RXFP1	4	158315311
C4orf46	4	158666675
ETFDH	4	158671968
PPID	4	158709127
FNIP2	4	158769026
RAPGEF2	4	159103013
NAF1	4	163110073
NPY1R	4	163323962
TKTL2	4	163471095
TMA16	4	163494442
SMIM31	4	164754064
TRIM61	4	164954446
TMEM192	4	165070608
KLHL2	4	165207561
MSMO1	4	165327667
CPE	4	165361194
TLL1	4	165873237
SPOCK3	4	166733384
ANXA10	4	168092537
DDX60	4	168216291
DDX60L	4	168356735
PALLD	4	168497052
CBR4	4	168863770
SH3RF1	4	169094259
NEK1	4	169369704
CLCN3	4	169612633
HPF1	4	169729470
MFAP3L	4	169986597
AADAT	4	170060222
GALNTL6	4	171812254
GALNT7	4	173168811
HMGB2	4	173331376
SAP30	4	173369969
SCRG1	4	173384701
HAND2	4	173524969
FBXO8	4	174236658
CEP44	4	174283730
HPGD	4	174490175
GLRA3	4	174636920
GPM6A	4	175632934
WDR17	4	176065841
SPATA4	4	176184579
ASB5	4	176213673
SPCS3	4	176319966
NEIL3	4	177309874
AGA	4	177430774
TENM3	4	182143987
DCTD	4	182890060
WWC2	4	183099257
CLDN22	4	183318100
CDKN2AIP	4	183444635
ING2	4	183505058
RWDD4	4	183639635
TRAPPC11	4	183659267
STOX2	4	183797692
ENPP6	4	184088706
IRF2	4	184385702
CASP3	4	184627696
PRIMPOL	4	184649667
CENPU	4	184694085
ACSL1	4	184755595
SLC25A4	4	185143266
CFAP97	4	185159665
SNX25	4	185204237
LRP2BP	4	185363872
ANKRD37	4	185396021
UFSP2	4	185399537
C4orf47	4	185426249
CCDC110	4	185445182
PDLIM3	4	185500660
SORBS2	4	185585444
TLR3	4	186068911
FAM149A	4	186104419
CYP4V2	4	186191567
KLKB1	4	186226438
FAT1	4	186587794
FRG1	4	189940870
PLEKHG4B	5	92168
CCDC127	5	196868
SDHA	5	218303
PDCD6	5	271621
AHRR	5	321714
EXOC3	5	443175
CEP72	5	612340
TPPP	5	659862
ZDHHC11	5	795605
BRD9	5	850291
TRIP13	5	892884
NKD2	5	1008802
SLC12A7	5	1050384
TERT	5	1253147
CLPTM1L	5	1317752
SLC6A3	5	1392794
LPCAT1	5	1456480
MRPL36	5	1798385
NDUFS6	5	1801407
IRX4	5	1877413
IRX2	5	2745845
ICE1	5	5420664
MED10	5	6371874
UBE2QL1	5	6448859
NSUN2	5	6599239
SRD5A1	5	6633427
TENT4A	5	6713432
ADCY2	5	7396138
MTRR	5	7851186
FASTKD3	5	7859159
SEMA5A	5	9035033
CCT5	5	10249929
CMBL	5	10275875
ROPN1L	5	10441524
ANKRD33B	5	10564070
DAP	5	10679230
CTNND2	5	10971836
DNAH5	5	13690328
TRIO	5	14143342
OTULINL	5	14581792
OTULIN	5	14664664
ANKH	5	14704800
FBXL7	5	15500180
ZNF622	5	16451519
RETREG1	5	16473038
MYO10	5	16661907
BASP1	5	17065598
CDH18	5	19471296
CDH6	5	31193686
DROSHA	5	31400494
C5orf22	5	31532287
PDZD2	5	31639131
GOLPH3	5	32124716
MTMR12	5	32226994
ZFR	5	32354350
SUB1	5	32531633
NPR3	5	32689070
ADAMTS12	5	33523535
AMACR	5	33986165
C1QTNF3	5	34017858
RAI14	5	34656328
TTC23L	5	34838833
RAD1	5	34905260
BRIX1	5	34915677
DNAJC21	5	34929559
PRLR	5	35048756
SPEF2	5	35617844
IL7R	5	35852695
UGT3A1	5	35951006
UGT3A2	5	36035021
LMBRD2	5	36098407
SKP2	5	36151989
NADK2	5	36192589
RANBP3L	5	36246913
SLC1A3	5	36596588
NIPBL	5	36876769
CPLANE1	5	37106228
NUP155	5	37288137
WDR70	5	37379285
GDNF	5	37812677
EGFLAM	5	38258409
LIFR	5	38474668
OSMR	5	38845858
RICTOR	5	38937920
FYB1	5	39105252
C9	5	39284140
DAB2	5	39371675
TTC33	5	40512333
PTGER4	5	40679915
PRKAA1	5	40759389
RPL37	5	40825262
CARD6	5	40841308
C7	5	40909492
PLCXD3	5	41306952
OXCT1	5	41730065
FBXO4	5	41925254
GHR	5	42423439
CCDC152	5	42756818
SELENOP	5	42799880
ANXA2R	5	43039233
ZNF131	5	43065176
NIM1K	5	43192071
HMGCS1	5	43287470
CCL28	5	43376645
TMEM267	5	43444252
C5orf34	5	43486709
PAIP1	5	43526267
NNT	5	43602692
MRPS30	5	44808947
HCN1	5	45254948
EMB	5	50396192
PARP8	5	50665899
ITGA1	5	52787916
PELO	5	52787916
ITGA2	5	52989340
MOCS2	5	53095679
FST	5	53480626
NDUFS4	5	53560633
ARL15	5	53883942
SNX18	5	54517759
ESM1	5	54977867
GZMK	5	55024256
GZMA	5	55102646
CDC20B	5	55112971
GPX8	5	55160167
CCNO	5	55231152
DHX29	5	55256055
MTREX	5	55307989
PLPP1	5	55424854
SLC38A9	5	55625845
IL31RA	5	55851357
IL6ST	5	55935095
ANKRD55	5	56099680
MAP3K1	5	56815549
SETD9	5	56909260
MIER3	5	56919602
GPBP1	5	57173948
ACTBL2	5	57480018
PLK2	5	58453982
GAPT	5	58491435
RAB3C	5	58582221
PDE4D	5	58969038
DEPDC1B	5	60596912
ELOVL7	5	60751791
ERCC8	5	60866454
NDUFAF2	5	60945177
SMIM15	5	61157704
ZSWIM6	5	61332258
KIF2A	5	62306162
DIMT1	5	62347284
IPO11	5	62403972
RNF180	5	64165843
RGS7BP	5	64506015
SHISAL2B	5	64690442
SREK1IP1	5	64718148
CWC27	5	64766368
ADAMTS6	5	65148738
CENPK	5	65517766
PPWD1	5	65563236
TRIM23	5	65589690
TRAPPC13	5	65625004
SHLD3	5	65625027
SGTB	5	65665928
NLN	5	65722205
ERBIN	5	65883128
SREK1	5	66139971
MAST4	5	66596380
CD180	5	67179613
PIK3R1	5	68215740
SLC30A5	5	69093991
CCNB1	5	69167135
CENPH	5	69189574
MRPS36	5	69217760
CDK7	5	69234795
CCDC125	5	69280175
AK6	5	69350984
TAF9	5	69362026
RAD17	5	69369293
MARVELD2	5	69415065
OCLN	5	69492292
GTF2H2C	5	69560191
SMN2	5	70049638
SERF1A	5	70900669
SMN1	5	70925030
NAIP	5	70968166
GTF2H2	5	71035016
BDP1	5	71455651
MCCC2	5	71579531
MAP1B	5	72107234
MRPS27	5	72214953
PTCD2	5	72320367
ZNF366	5	72439903
TNPO1	5	72816312
FCHO2	5	72956041
TMEM171	5	73120569
FOXD1	5	73444827
BTF3	5	73498408
ANKRA2	5	73552190
UTP15	5	73565443
ARHGEF28	5	73626158
ENC1	5	74627406
HEXB	5	74640023
GFM2	5	74721206
NSA2	5	74766991
FAM169A	5	74777574
GCNT4	5	75025346
ANKRD31	5	75068275
HMGCR	5	75336329
POLK	5	75511845
ANKDD1B	5	75611182
POC5	5	75674124
SV2C	5	76083383
IQGAP2	5	76403285
F2R	5	76716126
F2RL1	5	76818933
S100Z	5	76850001
CRHBP	5	76953045
AGGF1	5	77029251
ZBED3	5	77072072
PDE8B	5	77210449
WDR41	5	77425970
TBCA	5	77691166
AP3B1	5	78000522
SCAMP1	5	78360611
LHFPL2	5	78485215
ARSB	5	78777209
DMGDH	5	78997564
JMY	5	79236131
HOMER1	5	79372636
TENT2	5	79612120
CMYA5	5	79689836
MTX3	5	79976716
THBS4	5	79991311
SERINC5	5	80111651
ZFYVE16	5	80408013
FAM151B	5	80487969
ANKRD34B	5	80556755
DHFR	5	80626226
MSH3	5	80654652
RASGRF2	5	80960363
ZCCHC9	5	81301587
SSBP2	5	81412804
ATG10	5	81972023
RPS23	5	82273320
TMEM167A	5	83052846
XRCC4	5	83077498
VCAN	5	83471618
HAPLN1	5	83637805
EDIL3	5	83940554
COX7C	5	86617928
RASA1	5	87267883
CCNH	5	87318416
TMEM161B	5	88189633
MEF2C	5	88717117
CETN3	5	90392257
MBLAC2	5	90458209
POLR3G	5	90471748
LYSMD3	5	90515611
ADGRV1	5	90529344
ARRDC3	5	91368631
NR2F1	5	93583222
FAM172A	5	93617725
POU5F2	5	93733220
KIAA0825	5	94150851
SLF1	5	94618669
MCTP1	5	94703690
FAM81B	5	95391366
ARSK	5	95555101
GPR150	5	95620087
RFESD	5	95646777
SPATA9	5	95652181
RHOBTB3	5	95713522
GLRX	5	95751319
ELL2	5	95885098
CAST	5	96525267
ERAP1	5	96760810
ERAP2	5	96875986
LNPEP	5	96935394
LIX1	5	97091867
RIOK2	5	97160867
RGMB	5	98768650
CHD1	5	98853985
FAM174A	5	100535374
ST8SIA4	5	100806933
SLCO4C1	5	102233986
PAM	5	102753981
GIN1	5	103086000
PPIP5K2	5	103120149
NUDT12	5	103548855
EFNA5	5	107376894
FBXL17	5	107859035
FER	5	108747841
PJA2	5	109334713
MAN2A1	5	109689927
TMEM232	5	110289233
SLC25A46	5	110738136
TSLP	5	111070062
WDR36	5	111092321
CAMK4	5	111223653
STARD4	5	111496033
NREP	5	111662621
EPB41L4A	5	112142441
APC	5	112707518
SRP19	5	112861188
REEP5	5	112876385
DCP2	5	112976702
MCC	5	113022106
YTHDC2	5	113513694
KCNN2	5	114055926
TRIM36	5	115124762
PGGT1B	5	115204012
CCDC112	5	115267190
FEM1C	5	115520908
TMED7	5	115613210
CDO1	5	115804733
ATG12	5	115828200
AP3S1	5	115841592
LVRN	5	115962454
COMMD10	5	116085016
SEMA6A	5	116443555
DTWD2	5	118836074
DMXL1	5	119037772
TNFAIP8	5	119268692
HSD17B4	5	119452465
PRR16	5	120464300
SRFBP1	5	121961975
LOX	5	122063195
SNCAIP	5	122311354
SNX2	5	122775079
SNX24	5	122843439
PPIC	5	123023250
PRDM6	5	123089241
CEP120	5	123344890
CSNK1G3	5	123512177
ZNF608	5	124636913
GRAMD2B	5	126360132
ALDH7A1	5	126531200
PHAX	5	126600925
LMNB1	5	126776623
C5orf63	5	127045235
MEGF10	5	127290796
PRRC1	5	127517640
CCDC192	5	127703361
SLC12A2	5	128083766
FBN2	5	128257909
ISOC1	5	129094749
ADAMTS19	5	129460281
CHSY3	5	129904465
HINT1	5	131155383
LYRM7	5	131170944
CDC42SE2	5	131245493
RAPGEF6	5	131423921
FNIP1	5	131641714
ACSL6	5	131949973
CSF2	5	132073789
P4HA2	5	132190147
PDLIM4	5	132257696
SLC22A4	5	132294394
SLC22A5	5	132369710
IRF1	5	132440440
RAD50	5	132556019
IL13	5	132656263
KIF3A	5	132692628
CCNI2	5	132747426
SOWAHA	5	132813302
SHROOM1	5	132822141
GDF9	5	132861181
UQCRQ	5	132866630
LEAP2	5	132873444
AFF4	5	132875395
ZCCHC10	5	132996985
HSPA4	5	133052013
FSTL4	5	133196455
C5orf15	5	133955510
VDAC1	5	133971871
TCF7	5	134114681
SKP1	5	134148935
PPP2CA	5	134194035
CDKL3	5	134286350
UBE2B	5	134371184
CDKN2AIPNL	5	134402065
JADE2	5	134524312
SAR1B	5	134601149
SEC24A	5	134648785
CAMLG	5	134738495
DDX46	5	134758771
C5orf24	5	134845680
TXNDC15	5	134874371
PCBD2	5	134905120
CATSPER3	5	134967907
PITX1	5	135027734
TIFAB	5	135444226
SLC25A48	5	135476913
CXCL14	5	135570679
TGFBI	5	136028988
SMAD5	5	136132845
SPOCK1	5	136975298
KLHL3	5	137617500
HNRNPA0	5	137745651
PKD2L2	5	137887968
FAM13B	5	137937960
NME5	5	138115175
BRD8	5	138139770
KIF20A	5	138178719
CDC23	5	138187650
GFRA3	5	138252380
CDC25C	5	138285269
FAM53C	5	138331935
KDM3B	5	138352685
REEP2	5	138439057
EGR1	5	138465479
ETF1	5	138506095
HSPA9	5	138553756
CTNNA1	5	138610967
LRRTM2	5	138868921
SIL1	5	138946724
MATR3	5	139273752
PAIP2	5	139341587
SLC23A1	5	139367196
MZB1	5	139387467
PROB1	5	139390592
SPATA24	5	139396563
DNAJC18	5	139408588
ECSCR	5	139448560
SMIM33	5	139471004
UBE2D2	5	139526431
CXXC5	5	139647299
PSD2	5	139795808
NRG2	5	139846779
PURA	5	140107777
IGIP	5	140125937
CYSTM1	5	140175156
PFDN1	5	140245035
HBEGF	5	140332843
SLC4A9	5	140360194
ANKHD1	5	140401814
ANKHD1-EIF4EBP3	5	140401908
SRA1	5	140537340
APBB3	5	140558268
SLC35A4	5	140564446
CD14	5	140631728
NDUFA2	5	140638740
TMCO6	5	140639435
IK	5	140647058
WDR55	5	140664868
DND1	5	140670794
HARS2	5	140691430
ZMAT2	5	140698680
PCDHA1	5	140786136
PCDHA4	5	140807037
PCDHA5	5	140821604
PCDHA9	5	140847772
PCDHA10	5	140855883
PCDHB1	5	141051374
PCDHB2	5	141094606
PCDHB5	5	141135206
PCDHB16	5	141182387
PCDHB9	5	141187127
PCDHB11	5	141199610
PCDHB12	5	141208697
PCDHB13	5	141213919
PCDHB14	5	141223343
PCDHB15	5	141245395
TAF7	5	141259884
PCDHGA2	5	141338760
PCDHGA5	5	141364162
PCDHGB3	5	141370242
PCDHGA6	5	141373891
PCDHGA7	5	141382739
PCDHGA8	5	141390157
PCDHGB5	5	141397947
PCDHGB6	5	141408021
PCDHGA10	5	141412987
PCDHGB7	5	141417645
PCDHGA11	5	141421047
PCDHGC3	5	141475947
DIAPH1	5	141515016
HDAC3	5	141620876
RELL2	5	141636950
FCHSD1	5	141639302
ARAP3	5	141653401
PCDH1	5	141853090
DELE1	5	141923855
PCDH12	5	141943581
RNF14	5	141958328
GNPDA1	5	141991749
NDFIP1	5	142108779
SPRY4	5	142310427
FGF1	5	142592178
ARHGAP26	5	142770377
NR3C1	5	143277931
HMHB1	5	143812161
YIPF5	5	144158162
KCTD16	5	144170873
PRELID2	5	145471799
SH3RF2	5	145936578
PLAC8L1	5	146084313
RBM27	5	146203605
POU4F3	5	146338839
TCERG1	5	146447311
PPP2R2B	5	146580742
STK32A	5	147234963
DPYSL3	5	147390808
JAKMIP2	5	147585438
SPINK1	5	147824572
SCGB3A2	5	147870682
SPINK5	5	148025683
SPINK6	5	148202794
SPINK13	5	148268180
FBXO38	5	148383935
HTR4	5	148446042
ADRB2	5	148826611
SH3TC2	5	148923639
ABLIM3	5	149141483
AFAP1L1	5	149271859
GRPEL2	5	149345430
PCYOX1L	5	149358037
CSNK1A1	5	149492982
ARHGEF37	5	149551947
PPARGC1B	5	149730298
PDE6A	5	149857953
SLC26A2	5	149960758
TIGD6	5	149993118
HMGXB3	5	150000046
CSF1R	5	150053291
PDGFRB	5	150113839
SLC6A7	5	150190062
CAMK2A	5	150219491
TCOF1	5	150357629
CD74	5	150401637
RPS14	5	150442635
NDST1	5	150485818
SYNPO	5	150601080
RBM22	5	150690792
DCTN4	5	150708440
SMIM3	5	150778757
IRGM	5	150846521
ZNF300	5	150894392
GPX3	5	151020591
TNIP1	5	151029945
ANXA6	5	151100706
CCDC69	5	151181052
GM2A	5	151212150
SLC36A1	5	151437046
FAT2	5	151504092
SPARC	5	151661096
ATOX1	5	151742316
G3BP1	5	151771045
GRIA1	5	153489615
FAM114A2	5	153990148
MFAP3	5	154038959
GALNT10	5	154190730
SAP30L	5	154445997
LARP1	5	154682986
FAXDC2	5	154818492
CNOT8	5	154857553
GEMIN5	5	154887411
MRPL22	5	154941073
KIF4B	5	155013755
SGCD	5	155870344
PPP1R2B	5	156850295
TIMD4	5	156919292
HAVCR1	5	157026742
HAVCR2	5	157085422
MED7	5	157137424
ITK	5	157142933
CYFIP2	5	157266079
ADAM19	5	157395534
NIPAL4	5	157460213
SOX30	5	157625679
THG1L	5	157731420
LSM11	5	157743712
CLINT1	5	157785743
EBF1	5	158695920
RNF145	5	159157409
UBLCP1	5	159263290
IL12B	5	159314780
TTC1	5	160009113
PWWP2A	5	160061801
FABP6	5	160187367
CCNJL	5	160249083
C1QTNF2	5	160347754
SLU7	5	160401641
PTTG1	5	160421855
ATP10B	5	160563120
GABRB2	5	161288429
GABRA1	5	161847063
GABRG2	5	162000057
CCNG1	5	163437569
NUDCD2	5	163446526
HMMR	5	163460203
MAT2B	5	163503114
TENM2	5	166979029
WWC1	5	168291645
FBLL1	5	168529305
PANK3	5	168548495
SLIT3	5	168661740
SPDL1	5	169583636
DOCK2	5	169637268
FOXI1	5	170105897
C5orf58	5	170229104
LCP2	5	170246233
KCNMB1	5	170374671
GABRP	5	170763350
RANBP17	5	170861870
TLX3	5	171309248
NPM1	5	171387116
FGF18	5	171419647
FBXW11	5	171861549
STK10	5	172042079
UBTD2	5	172209646
SH3PXD2B	5	172325000
NEURL1B	5	172641263
DUSP1	5	172768096
ERGIC1	5	172834251
RPL26L1	5	172958729
ATP6V0E1	5	172983771
CREBRF	5	173056352
BNIP1	5	173144442
NKX2-5	5	173232109
BOD1	5	173607145
CPEB4	5	173888349
NSG2	5	174045706
MSX2	5	174724582
SFXN1	5	175477062
HRH2	5	175658030
THOC3	5	175917873
SIMC1	5	176238367
KIAA1191	5	176346062
ARL10	5	176365487
NOP16	5	176383946
HIGD2A	5	176388751
CLTB	5	176392501
FAF2	5	176447628
RNF44	5	176526712
GPRIN1	5	176595802
TSPAN17	5	176647387
UNC5A	5	176810519
HK3	5	176880869
UIMC1	5	176905005
ZNF346	5	177022696
FGFR4	5	177086905
NSD1	5	177131830
RAB24	5	177301198
MXD3	5	177301461
PRELID1	5	177303799
LMAN2	5	177315805
RGS14	5	177357924
SLC34A1	5	177379235
F12	5	177402133
GRK6	5	177403204
PRR7	5	177446445
DBN1	5	177456608
PDLIM7	5	177483394
DOK3	5	177501904
DDX41	5	177511577
FAM193B	5	177519789
TMED9	5	177592203
B4GALT7	5	177600132
FAM153A	5	177707981
N4BP3	5	178113532
RMND5B	5	178130996
NHP2	5	178149463
GMCL2	5	178184505
HNRNPAB	5	178204533
PHYKPL	5	178208471
COL23A1	5	178237476
CLK4	5	178602664
ZNF354A	5	178711512
ZNF354B	5	178859953
ZFP2	5	178895898
ZNF454	5	178941191
GRM6	5	178977587
ZNF879	5	179023804
ZNF354C	5	179060373
ADAMTS2	5	179110853
RUFY1	5	179550554
HNRNPH1	5	179614178
CANX	5	179678628
MAML1	5	179732822
LTC4S	5	179793980
MGAT4B	5	179797597
SQSTM1	5	179806398
MRNIP	5	179835133
TBC1D9B	5	179862066
RNF130	5	179911651
RASGEF1C	5	180100795
MAPK9	5	180233143
GFPT2	5	180300698
CNOT6	5	180494379
SCGB3A1	5	180590105
FLT4	5	180601506
MGAT1	5	180784780
ZFP62	5	180847611
BTNL8	5	180899077
BTNL9	5	181040225
TRIM7	5	181193924
TRIM41	5	181222499
RACK1	5	181236897
TRIM52	5	181254077
DUSP22	6	291630
IRF4	6	391739
EXOC2	6	485154
HUS1B	6	655939
FOXQ1	6	1312098
FOXF2	6	1389576
FOXC1	6	1609915
GMDS	6	1623806
MYLK4	6	2663629
WRNIP1	6	2765393
SERPINB1	6	2832332
SERPINB9	6	2887270
SERPINB6	6	2948159
NQO2	6	2987987
